accession	contrast	mechanism	membership_genes	mapped_before_expression_filter	analyzed_genes	intergene_correlation	CAMERA_direction	CAMERA_p_two_sided	CAMERA_p_one_sided_down	constituent_pathways_with_negative_mean_t	criterion_at_least_10_genes	criterion_direction_down	criterion_one_sided_p_lt_0_05	criterion_at_least_3_negative_constituents	frozen_outcome
GSE196190	MPP_100uM_t74_minus_control_t74	cilium_Hedgehog_microtubule_trafficking	216	214	202	0.031770852419064	Down	0.244274595310251	0.122137297655125	5	TRUE	TRUE	FALSE	TRUE	NOT_CONFIRMED
