gene,rank_score
CHRM4,0.140090564676265
FAM124A,0.13949866666431
MPEG1,0.139476802512703
CLGN,0.139428779439438
TMEM132A,0.139270870298936
RIMKLA,0.139198865249256
PRF1,0.139020810739955
RAD17,0.138876282109737
HSCB,0.138814177517897
ST6GALNAC3,0.138708471785756
SKA3,0.138552232757675
NUDT8,0.13850701489322
HS3ST2,0.138444454468819
GM4285,0.138291031720831
ADCY8,0.13828653260527
4930579P08RIK,0.13803282051765
AI428301,0.137999223660297
FBXL12OS,0.137843818018478
APLNR,0.137812803829046
1700086L19RIK,0.137580948001913
RHBDL1,0.137342569979781
ELN,0.137322388865953
PLA1A,0.136828307193533
A930037O16RIK,0.136811897263127
CTSK,0.136631562549761
AW555355,0.136359519051502
SVOPL,0.136336508458489
GPR88,0.135812341044364
FOXA2,0.135760091175646
STYK1,0.135612983182184
AU023762,0.135568525354336
PNPLA3,0.135342559606115
ZFP869,0.134826264301341
TIMM10B,0.134641111214935
6720427H10RIK,0.1345416253941
MYL4,0.134443449802357
2810427A07RIK,0.134386291301206
2810049E08RIK,0.134302379547092
KCNJ8,0.134238263842043
SLC8A2,0.134100940641907
HOOK1,0.134094971895467
PRSS35,0.134029238076151
AFF2,0.133862786126656
HMGA2-PS1,0.13380428512976
CCNJL,0.133470536554335
FKBPL,0.133356718620666
SMPD3,0.1332990636675
TLL1,0.133071375271871
AQP4,0.132980194428567
ZBTB16,0.132906074521075
CHPF,0.132694453658232
PLAGL1,0.132600079367384
VMN1R44,0.132500738808234
GPR68,0.132181495535052
GJA5,0.132082540037114
MBIP,0.13179336330181
MTIF3,0.131474015927495
4930444A19RIK,0.131297711708858
NRROS,0.131294392768709
NKAP,0.131206793553483
RPS25,0.131121649085746
FLNA,0.130826803014878
ARHGAP32,0.130766968821177
CDH26,0.130645094297686
D630036G22RIK,0.130428943940524
2310034G01RIK,0.130403575626626
TOR3A,0.130122396274082
D630039A03RIK,0.129858537987346
2410087M07RIK,0.12968275632572
POLG2,0.129493480604721
1700007K13RIK,0.129323887971974
LOC552873,0.129192454733686
ASTE1,0.129138774792174
ZFP563,0.128946140345891
AMY1,0.128922366157588
SLC25A38,0.128832038251396
RGS5,0.128817401458171
CPB1,0.12877311822461
2900056L01RIK,0.12875231891228
2810021J22RIK,0.128636264599087
DMRTA2,0.128557649985609
ZKSCAN3,0.128540333784058
6720468P15RIK,0.128423751245622
ZFP446,0.128380319588386
BBOX1,0.12834221766281
PGLYRP1,0.128264802445927
SPC25,0.128193853942421
NTSR1,0.128152005732453
WISP2,0.128145592513751
ZBTB43,0.128104313921446
4832441B07RIK,0.128068342286669
8030447M02RIK,0.127954895997394
ISLR2,0.12792712152249
6530403M18RIK,0.127896715369721
GM14057,0.127773193451429
OPRK1,0.127560400464026
