set,n,mean_reactivity,median_reactivity,mean_mptp10d_norm,mean_pq_norm,frac_same_direction_10d,frac_same_direction_2d
Top20_by_Reactivity,20,0.271466303846432,0.25744036319476,0.130489118086053,0.545127899734228,0.5,0.55
Candidate20,20,0.0166198001857151,0.0135487565069422,0.00743457570341691,0.0344499418278233,0.4,0.25
