gene,mptp10d_logFC,mptp10d_fdr,mptp10d_perturb,mptp10d_norm,pq_log2FC,pq_perturb,pq_norm,mptp2d_logFC,mptp2d_fdr,mptp2d_perturb,mptp2d_norm,reactivity,shared_loose,same_direction_10d,same_direction_2d,mptp10d_sig_fdr05,mptp2d_sig_fdr05,inferred_celltype
ZFP62,0.212044081333333,0.753760537264328,0.0260319316681625,0.015619035315191,-0.981384321832653,0.981384321832653,0.158046814114893,0.300790627,0.579787721358126,0.0712064617981218,0.0471337890049177,0.0640444801070896,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
RGP1,0.365186063,0.703092822733257,0.0558688426958806,0.0335210401852004,0.765534746362977,0.765534746362977,0.123285368499653,0.184132581333333,0.816515153176757,0.016210250092675,0.010730072632214,0.0640409118121144,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
JAKMIP3,0.424160481666667,0.683711731216986,0.0700403344329534,0.0420238679027444,-0.662965012722429,0.662965012722429,0.106767049156392,0.26034673,0.757126511247104,0.0314580980024942,0.0208231011043588,0.0640365495289846,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
SLC25A19,-0.520375043333334,0.662898817166684,0.0929143980931521,0.0557481974307365,0.497499659470817,0.497499659470817,0.0801197191083865,-0.460970114666667,0.610039564496307,0.0989435462627415,0.0654938346252189,0.0640345148011375,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
4930526F13RIK,0.963453076666667,0.679485692206403,0.161686390573264,0.0970110662027581,0,0,0,0.56672111,0.763258375749859,0.0664924930949525,0.044013465361917,0.0640273036938203,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
PXDC1,0.414339216666667,0.770524962046364,0.046908704753832,0.0281449999870212,-0.830074998557688,0.830074998557688,0.133679238683454,0.0513146583333333,0.972559806643551,0.000620070046773761,0.000410443788866455,0.0640266411438083,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
MASP2,0.220445350833333,0.783682265621256,0.0233363406530765,0.0140016935121205,-1,1,0.161044771756444,0.215566349,0.734603036730064,0.0288745262555095,0.0191129539835082,0.0639963401151907,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
ACTA2,-0.427809310666667,0.901757910557296,0.0192129329119243,0.0115276684565588,1.02952084287692,1.02952084287692,0.165798949159616,-0.783338147333333,0.728552219921633,0.107739791539794,0.0713163450905871,0.0639799038955984,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
HSPH1,-0.119831085166667,0.872328352500268,0.00710838138772641,0.00426499504729858,-1.11703942119022,1.11703942119022,0.17989335862853,-0.0184901556666667,0.97986955146732,0.000163300199675976,0.000108093509716151,0.0639786386649172,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
PARD6G,0.406421501833333,0.778208231857656,0.0442610002115419,0.0265563898401333,-0.84799690655495,0.84799690655495,0.136565468266313,-0.0197756298333333,0.989485242007368,9.07835652768804e-05,6.00924763884996e-05,0.0639594765050344,FALSE,FALSE,TRUE,FALSE,FALSE,Unknown
PPEF2,-0.261916164666667,0.815530069916409,0.0231953010919775,0.0139170704454997,-1,1,0.161044771756444,-0.161282146666667,0.859543148696431,0.010601449196532,0.00701743151235415,0.0639404888912209,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
HELZ,0.120437185,0.915455436457717,0.00462030666639784,0.00277216203463206,-1.13430109171159,1.13430109171159,0.182673260417779,0.154646556333333,0.834870488708311,0.012121334762132,0.00802349140872314,0.063938535484902,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
TNFRSF9,-0.213505902833333,0.778820141958638,0.0231788040128078,0.0139071722763708,1,1,0.161044771756444,-0.0689070608333333,0.923160378711705,0.00239264907918059,0.00158376941153928,0.0639339560995958,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
ZFP235,-0.297676564333333,0.778262092361026,0.0324092747838982,0.0194454108877013,-0.932885804141463,0.932885804141463,0.150236381402789,-0.227100967333333,0.78760458165684,0.0235485003964399,0.0155874905242123,0.0639143408628311,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
IGDCC4,0.0533844635,0.960521704661631,0.000933844653362149,0.00056030234013617,-1.16046467219325,1.16046467219325,0.186886768264778,0.0910705336666667,0.88267007041084,0.00493616856713513,0.00326740468670808,0.0639113007545145,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
IL34,-0.498460048333334,0.620994029599452,0.103137652247505,0.0618821013555948,0.420843120960049,0.420843120960049,0.0677745843602809,-0.124217908333333,0.882682788293437,0.00673203199650728,0.00445614298157686,0.0638855455771881,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
1700061G19RIK,0.206537666666667,0.773410848737807,0.0230474845882326,0.0138283812454867,-1,1,0.161044771756444,-0.1089777345,0.859266877671008,0.00717857355899801,0.00475172283854229,0.0638819540192123,FALSE,FALSE,TRUE,FALSE,FALSE,Unknown
HSCB,-0.724879113333333,0.643428417936403,0.138814177517897,0.0832878470288732,0.162271428898877,0.162271428898877,0.0261329652296118,-0.612185962666667,0.605875384417093,0.133221883911117,0.0881837407620749,0.0638551872171243,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
NUP62,-0.101285463333333,0.941999816072859,0.0026282749223845,0.00157695245179652,1.14684138832927,1.14684138832927,0.184692809624331,-0.111330983333333,0.902899283701947,0.00493871940781362,0.00326909316810875,0.0638363438904584,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
FANCM,0.259348396666667,0.816686745373143,0.022808263215768,0.0136848495584801,-1,1,0.161044771756444,0.312415442,0.704222076462408,0.0475778615298801,0.0314932778537856,0.063787223105788,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
CLRN1,0.226102758333333,0.793057367469226,0.0227675067742234,0.0136603958871756,-1,1,0.161044771756444,0.0770043463333333,0.923255084093076,0.00267037921811626,0.0017676076958945,0.063771083682727,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
5330439B14RIK,0.232879282,0.799027334084206,0.0226913761465051,0.0136147178722194,-1,1,0.161044771756444,0.182114010333333,0.800863682873674,0.0175633301230813,0.0116257187163533,0.0637409361928559,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
CPNE6,0.228043245666667,0.93453516488786,0.00670546392440739,0.00402324648345268,-1.11547721741994,1.11547721741994,0.179641773878907,0.311918581,0.859492525139583,0.0205111095929608,0.0135769463450037,0.0637335457979073,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
COL4A4,0.216029685666667,0.785394741013774,0.0226641087767752,0.0135983575799209,-1,1,0.161044771756444,-0.036202111,0.964700027858295,0.000565032011295908,0.000374012388027838,0.0637301383999389,FALSE,FALSE,TRUE,FALSE,FALSE,Unknown
GDF2,-0.63077713,0.555749037792448,0.160924669149161,0.0965540369670167,0,0,0,-0.35271963,0.612657951247286,0.0750523621105901,0.0496795109706895,0.063725664398231,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
PKNOX2,0.300122783333333,0.84063809667336,0.0226265364095505,0.0135758143380816,-1,1,0.161044771756444,0.355619238833333,0.742757929075292,0.045929186050548,0.0304019678766242,0.063715259860325,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
ARL2,-0.429746013666667,0.61145754699477,0.0918082267901432,0.0550844999040343,0.499571009490512,0.499571009490512,0.080453299199536,-0.179625270666667,0.774786389632516,0.0199057162922802,0.0131762175433555,0.0637098916645048,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
CPNE9,0.81237752,0.745851751374815,0.103454234971878,0.0620720494862245,-0.415037499278844,0.415037499278844,0.0668396193417269,0.635634353333333,0.748524788102426,0.0799588689875456,0.0529272816659884,0.0636930232370953,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
CDC42EP2,0.376639356666667,0.825033898917783,0.0314600100844649,0.0188758565777261,0.93545974780529,0.93545974780529,0.150650901572644,0.257217957666667,0.847850777268584,0.0184375317118573,0.0122043801496319,0.0636793718759981,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
LARP6,0.203684085166667,0.853496020932003,0.0140131593827739,0.00840782904170376,1.06140054466414,1.06140054466414,0.170933008457603,-0.0362172161666667,0.97346694206468,0.000422973337584244,0.000279979299098375,0.0636663900431094,FALSE,TRUE,FALSE,FALSE,FALSE,Unknown
SLC52A3,0.227429710333333,0.936279238948831,0.00650326308519676,0.00390192694052459,1.11547721741994,1.11547721741994,0.179641773878907,0.0519356763333331,0.981519939490907,0.000420724334780667,0.00027849061364816,0.0636534748995747,FALSE,TRUE,TRUE,FALSE,FALSE,DA
CDH20,-0.599955723333333,0.62045024998387,0.124366643428078,0.0746193952110801,-0.263034405833794,0.263034405833794,0.0423603158515953,-0.823226616666667,0.418762926721068,0.311205817961861,0.205996885579822,0.0636513082288553,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
KLC3,-0.383416523666667,0.874036047189556,0.0224186155551163,0.0134510628131936,-1,1,0.161044771756444,-0.288833957,0.880037794452658,0.0160299022164041,0.0106106947199434,0.0636329238538989,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
IQCF3,-0.194987296166667,0.767667513351156,0.0223897746218422,0.0134337583902441,1,1,0.161044771756444,-0.173422893,0.735998623296882,0.0230865754414634,0.0152817279175713,0.0636215029347522,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
FRMD8,0.11856032,0.962383200424268,0.00197426250572158,0.0011845481088245,1.14743036365523,1.14743036365523,0.18478766102127,0.0914405249999999,0.957122659849243,0.00174033280714361,0.00115198082435952,0.0636096064990559,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
ITGBL1,0.219603538,0.79124478087614,0.0223312952741273,0.0133986710594338,1,1,0.161044771756444,0.242789266333333,0.700968693702024,0.037462718318472,0.0247977475050851,0.0635983452964175,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
BC022687,-0.219947254666667,0.841435536825666,0.0164914582274085,0.00989479657479631,-1.04182017569463,1.04182017569463,0.167779692406,-0.114543313666667,0.896451539124742,0.00543773566816822,0.00359940767239882,0.0635756611574056,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
MAP1B,-0.0579729093333333,0.961264477786258,0.000994647359247917,0.000596783674811384,-1.15380533607904,1.15380533607904,0.185814317000216,-0.035516741,0.965161793174205,0.000546953491616573,0.00036204564918463,0.0635707450054489,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
CRHR1,0.293087049,0.840302042482936,0.0221470000061947,0.0132880947742083,1,1,0.161044771756444,0.1632462365,0.889620686082458,0.00829211333578295,0.00548880972046998,0.0635253649481686,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
PIM2,0.268687728666667,0.703092822733257,0.0411058196577218,0.0246632964972007,-0.862496476250065,0.862496476250065,0.138900548158429,0.181116108666667,0.748459254033218,0.0227901727686929,0.0150855296977841,0.0635039620620184,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
GRP,-0.315540635333333,0.851224532234595,0.0220739192014035,0.0132442466385196,-1,1,0.161044771756444,0.045888908,0.97712488656519,0.000461180104484641,0.000305269555692945,0.0634964251786141,FALSE,TRUE,FALSE,FALSE,FALSE,Unknown
ANAPC1,0.151924132666667,0.867813928045862,0.00935448294564189,0.00561264531146247,-1.09192248944104,1.09192248944104,0.175848408087761,-0.063058694,0.937113551152775,0.00177874589039132,0.00117740764821133,0.0634928046554039,FALSE,FALSE,TRUE,FALSE,FALSE,Unknown
GPR63,-0.284995239333333,0.836784458106077,0.0220547540806724,0.0132327476571289,-1,1,0.161044771756444,-0.308907064,0.759135201094051,0.0369702661301112,0.0244717779657972,0.0634888358508962,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
DUSP26,0.327407836666667,0.66448513242832,0.0581197143041361,0.0348715524569072,0.739085646040576,0.739085646040576,0.119025879175069,0.160823503333333,0.784102408702358,0.0169873382847801,0.0112444516642368,0.0634840235410821,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
1700034H15RIK,0.194346902666667,0.770524962046364,0.0220026517170027,0.0132014864864505,-1,1,0.161044771756444,0.382668250666667,0.479148177681188,0.122274047072273,0.080937024400765,0.0634682034782485,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
RASSF6,0.265084103333333,0.826150851071534,0.0219862466178712,0.0131916435049076,-1,1,0.161044771756444,-0.456108091333333,0.607332093027742,0.0987810484144405,0.0653862722059671,0.0634617071104301,FALSE,FALSE,TRUE,FALSE,FALSE,Unknown
CHRNA4,-0.54901805,0.716866098861299,0.0793671238692293,0.0476198972556038,0.584962500721156,0.584962500721156,0.0942051524147176,-0.749671293333333,0.552638984544351,0.193084200394987,0.127808484414664,0.0634588840097025,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
SMCO1,-0.254280125,0.819540650873172,0.0219773039810149,0.0131862779652777,1,1,0.161044771756444,-0.245106812,0.769058626691989,0.0279521161159746,0.0185023817993952,0.0634581658542744,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
MIPEP,-0.185086492333333,0.859064708402688,0.0122109188316055,0.0073264932729316,-1.0703893278914,1.0703893278914,0.172380605000804,-0.151023555666667,0.849651200501472,0.0106863248010917,0.00707361333542051,0.0634448912604083,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
BLK,0.197643797,0.774980853240106,0.0218809524756689,0.0131284675198085,1,1,0.161044771756444,0.128354353666667,0.81921473593576,0.0111157750882391,0.00735787994151369,0.0634200109602647,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
8030474K03RIK,-0.246364996666667,0.815197937220912,0.0218616729561936,0.0131168998997148,1,1,0.161044771756444,-0.0232792693333333,0.983511730863641,0.000168086931883233,0.000111261997803265,0.0634123763310029,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
LAMP5,0.470481713333333,0.854986751374684,0.0320118650839579,0.0192069669557168,0.925999418556223,0.925999418556223,0.149127365007987,0.478315506666667,0.800133747911907,0.0463188355945471,0.0306598891232815,0.0633799022934887,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
RSAD1,-0.691096941333333,0.586819554309059,0.159985778629095,0.0959907071153768,0,0,0,-0.435058275,0.609750346174225,0.0934713761004458,0.0618716336707547,0.0633538666961487,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
WDR19,0.25404612,0.869184519537648,0.0154683645267667,0.00928094521483648,-1.04439411935845,1.04439411935845,0.168194212575855,0.269337968333333,0.806094419953392,0.0252138275054022,0.0166898227369679,0.0633114561175828,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
SLC7A14,0.1707347275,0.834744370779305,0.0133935419702052,0.00803606153778749,-1.05889368905357,1.05889368905357,0.170529292467971,0.450696788333334,0.469023510783615,0.148191531826834,0.098092619938002,0.06328376005405,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
TSSK4,-0.190005700333333,0.770524962046364,0.0215111699302454,0.0129065997492854,-1,1,0.161044771756444,-0.166221262333333,0.746363921810307,0.0211183053208019,0.013978868229686,0.0632735782317195,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
SYN2,0.415743668,0.643428417936403,0.0796148133808282,0.0477685097858612,-0.57901323438997,0.57901323438997,0.0932470541762934,0.538275002,0.458880105137287,0.182098848102657,0.120536935398777,0.0632312148786081,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
1810062O18RIK,0.257544211,0.82644966253685,0.0213204352280643,0.0127921598341027,1,1,0.161044771756444,0.429282353333333,0.618324828463038,0.0896269925064191,0.0593269156684607,0.0631980478876989,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
SGK1,-0.71681403,0.676793433013032,0.121531420377357,0.0729182748499804,0.27500704749987,0.27500704749987,0.0442884471960302,0.255742696666667,0.862150788621277,0.0164741185237679,0.0109047354176557,0.0631841334476373,FALSE,FALSE,TRUE,FALSE,FALSE,Unknown
MESP2,-0.215091863666667,0.796310163749424,0.0212764012821214,0.0127657396757296,-1,1,0.161044771756444,-0.304968674666667,0.633292665846386,0.0605044253516263,0.0400497756278659,0.0631806105831727,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
ZBTB16,-0.656210256666667,0.627283973749355,0.132906074521075,0.0797430132984857,-0.192645077942396,0.192645077942396,0.0310244826072356,0.0685572593333333,0.956897090240138,0.00131182711706401,0.000868339476673709,0.0631787128634606,FALSE,TRUE,FALSE,FALSE,FALSE,Unknown
PRKCD,0.675759716333333,0.676793433013032,0.114570913406634,0.0687420037349218,-0.325240828928198,0.325240828928198,0.0523783350606184,0.4721155515,0.710136557282989,0.0701838148553942,0.0464568669388697,0.0631783563856587,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
LRRC2,0.379846233166667,0.79124478087614,0.0386262373951818,0.0231755589194621,-0.874469117916141,0.874469117916141,0.140828679502864,0.387770609833333,0.726662805973402,0.0537710137067128,0.0355927194027038,0.0631776199178188,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
TMEM164,0.0764592503333334,0.962383200424268,0.00127319689377256,0.000763912072217082,-1.14438990933517,1.14438990933517,0.184298011749261,0.0290719670000001,0.98028176422165,0.00025144566043899,0.000166439753096406,0.0631655059624122,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
PNMAL2,-0.0733695008333333,0.955505094997423,0.00145029439717712,0.000870169732920289,-1.14295795384204,1.14295795384204,0.184067402803705,0.190656502666667,0.78082256997464,0.0204855915885988,0.0135600551780599,0.063157228976987,FALSE,TRUE,FALSE,FALSE,FALSE,Unknown
FAHD1,0.74936595,0.683711731216986,0.123740527510799,0.0742437286352096,0.258311995591391,0.258311995591391,0.0415997963719672,0.026135912,0.989485242007368,0.000119981577988653,7.94195562080844e-05,0.0631447916657072,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
CRYAA,-0.208338738,0.79124478087614,0.021185787431699,0.0127113717959567,-1,1,0.161044771756444,-0.119128305666667,0.858628712326949,0.00788564969839417,0.00521975869836379,0.0631447277825225,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
CDK19OS,-0.204178053333333,0.788136359602538,0.021111732306643,0.0126669390727377,1,1,0.161044771756444,-0.169896641,0.777552644646878,0.0185646394570534,0.0122885167503431,0.063115402185198,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
CDKL4,0.1459757685,0.94263789182853,0.00374502390300778,0.00224699653481582,-1.12553088208386,1.12553088208386,0.181260864010025,0.4079297875,0.726403006523707,0.0566297786596526,0.0374850255324502,0.0631117114763868,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
HSPA4L,-0.0303164325,0.973342922047322,0.000355736804738695,0.000213440377386963,-1.14994062698816,1.14994062698816,0.18519192580677,-0.113828578833333,0.829070009504105,0.00926664739287593,0.00613388435942806,0.0631061254233774,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
CLDN11,-0.43607903,0.586819554309059,0.100950299423652,0.0605697000527702,0.422327855546219,0.422327855546219,0.0680136931028296,-0.163132350666667,0.757316777662142,0.0196937324253407,0.0130358987772379,0.0631006576897904,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
DYRK1B,-0.00100390000000003,0.999837661261108,7.07835251018565e-08,4.24543262404149e-08,1.15200309344505,1.15200309344505,0.185524075246576,0.0611435583333333,0.959604400887049,0.0010949447160997,0.000724778217341477,0.0630782136036912,FALSE,FALSE,TRUE,FALSE,FALSE,Unknown
1700034I23RIK,-0.311380236666667,0.856160844084887,0.0210009274048485,0.0126004566580634,1,1,0.161044771756444,0.41117609,0.740966796676134,0.0535356419872097,0.0354369194838869,0.063071523791513,FALSE,FALSE,TRUE,FALSE,FALSE,Unknown
KRT19,0.252807780666667,0.82644966253685,0.0209283365055111,0.0125569024633195,-1,1,0.161044771756444,-0.126247006,0.893691579045825,0.00616241105573739,0.00407909302623083,0.063042778022982,FALSE,FALSE,TRUE,FALSE,FALSE,Unknown
TLR12,-0.310832418833333,0.682191188580658,0.051627366947129,0.0309761748859863,-0.777607578663552,0.777607578663552,0.125229635021953,-0.110721984333333,0.867062576258318,0.00685917801065543,0.00454030491370701,0.063022351332215,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
FFAR2,-0.191250702166667,0.778262092361026,0.0208222524101435,0.0124932525100741,1,1,0.161044771756444,-0.200644731,0.703848996285025,0.0306024355718455,0.0202567113209508,0.06300076905384,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
DOC2A,0.35199755,0.87276535222538,0.0208039362780699,0.0124822629178447,-1,1,0.161044771756444,0.508198595333334,0.741828766878526,0.0659114924552294,0.0436288828271396,0.0629935159229686,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
DPY19L4,-0.124036627333333,0.938214179061037,0.00343556748691636,0.0020613241552998,-1.12553088208386,1.12553088208386,0.181260864010025,-0.265851970666667,0.778825417312889,0.0288608589711842,0.0191039071796151,0.0629891677059063,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
GGT1,-0.856095466666666,0.683134964561125,0.141678222969358,0.0850062606934897,0.125530882083859,0.125530882083859,0.0202160922535802,-0.838542615333333,0.615976962441541,0.176459159819099,0.116803848949029,0.0629776034239205,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
DERL3,-0.490292463333334,0.62045024998387,0.101634213311726,0.0609800451365354,0.415037499278844,0.415037499278844,0.0668396193417269,-0.151018302333333,0.846673473647502,0.010916213987994,0.0072257841940601,0.0629723003663005,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
SKOR1,-0.686432392333333,0.586819554309059,0.158905956886173,0.0953428191995475,0,0,0,-0.686850457833333,0.458880105137287,0.232362039339572,0.153807717167813,0.0629262606717014,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
CCDC40,0.202921151333333,0.925622146768225,0.00681130470268806,0.00408675044760184,-1.09953567355091,1.09953567355091,0.177074471585075,0.0474686636666667,0.978713916370524,0.000443558414296814,0.000293605206609392,0.0629025756343429,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
EPCAM,0.255616035,0.831631053995917,0.0204669975065008,0.0122801012556028,-1,1,0.161044771756444,-0.0689007031666667,0.951605957489531,0.00148431735775431,0.000982516173657491,0.062860089225889,FALSE,FALSE,TRUE,FALSE,FALSE,Unknown
1700066M21RIK,0.5087572055,0.713103156174783,0.0747097956589785,0.0448255224550862,0.60768257722124,0.60768257722124,0.0978641019489625,0.4825868705,0.666081572317553,0.0851633507304672,0.0563722912650309,0.0628586394830041,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
TTC7,0.02033035,0.983309237851896,0.000148612434542989,8.91667392581187e-05,-1.14684138832927,1.14684138832927,0.184692809624331,-0.0615944863333334,0.919504598391419,0.00224487847191766,0.00148595541475286,0.062854405320183,FALSE,FALSE,TRUE,FALSE,FALSE,Unknown
RRP8,-0.490699925333333,0.687196350307689,0.0799444175392928,0.0479662707150849,0.569365645670138,0.569365645670138,0.0916933604529079,-0.305280688,0.757316777662142,0.0368542239447077,0.0243949660059603,0.0628334812259448,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
KCNIP4,0.0929317433333333,0.916864922976641,0.00350302879574368,0.00210180062010683,-1.12199052437861,1.12199052437861,0.180690707911447,0.125404832333333,0.824741610049633,0.0104941389374022,0.00694639948821828,0.0628220290991624,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
KCTD6,-0.14493179,0.932565712041528,0.00439441251862612,0.00263662661912745,1.11547721741994,1.11547721741994,0.179641773878907,-0.214438753333333,0.84058472702075,0.0161726502246872,0.0107051841010328,0.0628183766874526,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
ARHGAP24,-0.10263812,0.949474487563036,0.00231107178628776,0.00138663207707975,-1.12928301694497,1.12928301694497,0.181865125712331,-0.36529993,0.675694575100224,0.0621921552179433,0.0411669369279243,0.0627493199130652,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
KCNAB3,0.0958781996666664,0.973094916593727,0.00113565773249941,0.000681389228862369,1.13750352374994,1.13750352374994,0.18318899535446,0.120298302666666,0.952395724740064,0.00254822634981905,0.00168675088351221,0.0627339753115654,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
PRSS50,-0.560185583333333,0.641034611292899,0.108182211364833,0.0649088128607354,0.362570079384708,0.362570079384708,0.0583900156802263,-0.194049594333333,0.835022157905123,0.0151944713454689,0.0100576968400638,0.0626924218193623,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
OPRK1,-0.615362690666667,0.62045024998387,0.127560400464026,0.0765356342600232,-0.222392421336448,0.222392421336448,0.0358151367344913,-1.07664760266667,0.247089903748813,0.653681208489712,0.43269208139041,0.0626906651013424,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
FAM83D,-0.445680053333333,0.670465219591109,0.0773806404979488,0.0464280166700492,-0.584962500721156,0.584962500721156,0.0942051524147176,-0.0350410970000001,0.974599619398493,0.000391540897571249,0.000259173181810449,0.0626722428232365,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
DDX60,0.501299589666667,0.657984789243924,0.0911283177655564,0.0546765577193353,-0.485426827170242,0.485426827170242,0.0781754525860866,-0.1062007745,0.914296157704308,0.00413260192474748,0.00273549873848168,0.0626661819740307,FALSE,FALSE,TRUE,FALSE,FALSE,Unknown
H1FX,-0.486815204666667,0.611450887269081,0.104002431384208,0.0624009647292987,0.39231742277876,0.39231742277876,0.063180669807482,-0.242420665333333,0.696661715603828,0.0380547245500675,0.0251896149860909,0.062666064455881,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
AGPS,0.394679383333333,0.709142061654957,0.0589125105637224,0.0353472264463109,-0.71822903158462,0.71822903158462,0.115667030460397,-0.0464661973333334,0.967297997995674,0.000670958464455125,0.000444128427616665,0.0626559598111003,FALSE,FALSE,TRUE,FALSE,FALSE,Unknown
KIF18B,-0.192335446,0.787615047899469,0.0199424920875025,0.011965400495979,-1,1,0.161044771756444,-0.0467575373333334,0.947613913446726,0.00109265684617427,0.000723263804525026,0.0626523867245372,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
SCN4B,-0.335381823333333,0.872328352500268,0.0198948537222091,0.0119368177031191,1,1,0.161044771756444,-0.728858153333333,0.610039564496307,0.156443570025057,0.103554902679834,0.0626335220812497,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
PTGS1,0.328684886333333,0.767710801854818,0.037733796944474,0.0226400988887664,-0.870162562357418,0.870162562357418,0.140135131245853,0.215311686333333,0.806848331658443,0.0200687920419559,0.0132841624936415,0.062588409890176,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
ENPEP,0.568716685666667,0.676011121709988,0.0967080879584336,0.058024393327171,0.443606651475615,0.443606651475615,0.071440531936531,-0.128078463333333,0.919513294352134,0.00466743373896542,0.00308952068050501,0.0625858804543534,FALSE,TRUE,FALSE,FALSE,FALSE,Unknown
PUS3,0.453398466666667,0.663855574758435,0.0806715539401717,0.0484025491011955,-0.559427408614019,0.559427408614019,0.0900928593345438,0.209870896666667,0.796906887815175,0.0206916794787362,0.013696471212324,0.0625772545805339,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
TSPAN6,-0.288086970666667,0.745673424819053,0.0367170688715467,0.0220300668751941,-0.876851769227135,0.876851769227135,0.141212393039418,-0.501122393,0.505676685089559,0.148395905771509,0.0982279014580412,0.0625520577710304,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
IGSF3,-0.414100330333333,0.681777846947372,0.0688885360417299,0.0413327943398747,-0.643856189774725,0.643856189774725,0.103689673126245,-0.621510505666667,0.458880105137287,0.210257483154679,0.139176018566296,0.0625341331272405,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
