gene,mptp10d_logFC,mptp10d_fdr,mptp10d_perturb,mptp10d_norm,pq_log2FC,pq_perturb,pq_norm,mptp2d_logFC,mptp2d_fdr,mptp2d_perturb,mptp2d_norm,reactivity,shared_loose,same_direction_10d,same_direction_2d,mptp10d_sig_fdr05,mptp2d_sig_fdr05,inferred_celltype
TSNAXIP1,0.0318338076666667,0.973342922047322,0.000373541874427546,0.000224123334613485,-4.08746284125034,4.08746284125034,0.658264520332109,-0.134820698666667,0.802303623971353,0.0128971160349799,0.00853700534992458,0.223957858313762,FALSE,FALSE,TRUE,FALSE,FALSE,Unknown
ZP3,-0.013744435,0.990689062722962,5.58385762665325e-05,3.35028650342828e-05,-4.08746284125034,4.08746284125034,0.658264520332109,-0.0798633123333333,0.889620686082458,0.00405666710263812,0.00268523509956622,0.22383204880384,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
FLYWCH2,-1.0251302755,0.317247280572016,0.511132099904137,0.306676831684769,-0.37851162325373,0.37851162325373,0.0609573179740582,-0.399362249666667,0.562571600669454,0.0997695539539431,0.0660405950070653,0.223132197023128,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
CES1D,-0.134904306,0.927177752792138,0.00442985237474229,0.00265789036443254,-4,4,0.644179087025778,-0.233410877666667,0.793307561965283,0.0234714257808701,0.0155364724202788,0.22077509722929,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
D330050G23RIK,0.364626886666667,0.683711731216986,0.0602097323754216,0.036125553370601,-3.58496250072116,3.58496250072116,0.577339467684051,0.35454115,0.619523906940703,0.0737239709535101,0.0488002072256725,0.220138284237174,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
LUM,1.17346873133333,0.61145754699477,0.250692455523174,0.150414282330374,2.18762700317577,2.18762700317577,0.352305891414677,0.549486627333334,0.746363921810307,0.0698119253988841,0.0462107016508076,0.219057429419037,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
RBP2,-0.283352932666667,0.773385555963997,0.0316233046120429,0.0189738325185073,-3.70043971814109,3.70043971814109,0.595936469806514,-0.164595292666667,0.842421958041444,0.0122574643833331,0.00811359987195097,0.21514112919643,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
6430531B16RIK,-0.559744346666667,0.638382538417713,0.109104808692467,0.0654623668743203,-3.08746284125034,3.08746284125034,0.497219748575664,-0.254006053333333,0.772990671688301,0.0284044166660104,0.018801773710731,0.212259876652777,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
CDKN1A,-1.28504562666667,0.446996175596864,0.449375562939927,0.269623202893869,-0.617530363177587,0.617530363177587,0.0994500363906087,-0.650177162833333,0.552638984544351,0.167458643164206,0.110846124855824,0.21176432628276,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
S100A8,-0.266868346666667,0.946258592679765,0.00640221534448342,0.00384129877614547,-3.8073549220576,3.8073549220576,0.613154604418542,-0.858133150666667,0.695944748147543,0.135091815615235,0.0894215071696524,0.21100782269456,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
5430402O13RIK,0.349050555,0.62045024998387,0.0723557493057522,0.0434131058265506,-3.32192809488736,3.32192809488736,0.534979151832456,-0.0322920893333333,0.961514906767704,0.000550385670644785,0.000364317516064344,0.210545561468558,FALSE,FALSE,TRUE,FALSE,FALSE,Unknown
DUOXA1,-0.326807891666667,0.712995410579995,0.0480124145927345,0.0288072206469532,-3.4594316186373,3.4594316186373,0.557123375430471,-0.316934503333333,0.657214858529526,0.0577748230263999,0.0382429662899788,0.208434713273349,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
MAB21L2,1.78605472666667,0.611450887269081,0.381569910672328,0.228940133658549,-1,1,0.161044771756444,0.185317141333333,0.951106076041705,0.00403454761415168,0.00267059351680626,0.205855710611833,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
TTLL6,-0.404552151333333,0.862541460320129,0.0259803473501292,0.0155880849694334,-3.52356195605701,3.52356195605701,0.567451230982893,-0.634680996,0.696661715603828,0.0996309883348112,0.0659488740804512,0.203221554614009,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
KISS1R,0.419316289333333,0.663855574758435,0.0746074350485526,0.0447641065751166,-3.16992500144231,3.16992500144231,0.510499848342324,0.0334439293333333,0.973500352171493,0.000390086213731765,0.000258210280980331,0.203114258775967,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
NKAIN1,-0.0494371833333333,0.973342922047322,0.000580102082732889,0.000348058478288284,3.70043971814109,3.70043971814109,0.595936469806514,-0.167506856666667,0.8482157004936,0.0119756837859728,0.00792708046220366,0.202848118329885,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
KRT25,-0.949696369,0.492217300064143,0.292357499103656,0.17541311053997,-1.58496250072116,1.58496250072116,0.255249924171162,-1.04932927666667,0.307418073821803,0.53754054120439,0.355814933309087,0.202557627174575,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
TCTEX1D1,-0.59571417,0.61145754699477,0.127264616499464,0.0763581652864713,-2.75488750216347,2.75488750216347,0.443660229000597,-0.73863991,0.424786276422111,0.274648125004902,0.181798202718295,0.201240866949274,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
FANCD2OS,-0.439987353333333,0.858520816474913,0.0291487970028074,0.0174891397086432,-3.4594316186373,3.4594316186373,0.557123375430471,-0.72609694,0.678309325326076,0.122399767489968,0.0810202426859175,0.200964779854065,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown
NPY2R,1.24229179733333,0.611450887269081,0.265401257341155,0.159239493543856,-1.73696559416621,1.73696559416621,0.279729227661294,1.12597880266667,0.519666769467581,0.320087684501153,0.211876071442447,0.200206003143785,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown
DLX6OS1,-0.382614927333333,0.82644966253685,0.031674238546565,0.019004392637248,3.39231742277876,3.39231742277876,0.546314985076815,0.204318838,0.886938542344775,0.0106463338552003,0.00704714207482704,0.198289994066701,FALSE,FALSE,TRUE,FALSE,FALSE,Unknown
