gene,reactivity,shared_loose,inferred_celltype,pq_log2FC,mptp10d_logFC,mptp10d_fdr,same_direction_10d,mptp2d_logFC,mptp2d_fdr,same_direction_2d
4932438H23RIK,0.157312219344088,FALSE,Unknown,-1.61890983264449,0.749071196666667,0.586819554309059,FALSE,0.45587929,0.618324828463038,FALSE
TMLHE,0.15730280951013,FALSE,Unknown,-2.8073549220576,-0.187692251166667,0.894870043761817,TRUE,-0.102734092833333,0.927823569309628,TRUE
ZWILCH,0.156981496269979,FALSE,Unknown,-2.32192809488736,-0.4625837,0.687196350307689,TRUE,-0.684232866666667,0.489568909511306,TRUE
COL8A2,0.156946441065629,FALSE,Unknown,-2.83650126771712,0.2472788,0.962324463382148,FALSE,-0.569011746666667,0.848588537193427,TRUE
A2M,0.156941736503539,FALSE,Unknown,-2,0.577814575,0.62045024998387,FALSE,-0.0176796926666666,0.988299906263336,TRUE
EFCAB12,0.156406080122085,FALSE,Unknown,-1.76553474636298,0.706072462333334,0.611450887269081,FALSE,0.739790375333334,0.458880105137287,FALSE
ACOT5,0.15633811423443,FALSE,Unknown,-2.8073549220576,-0.147364853333333,0.901757910557296,TRUE,0.0240805180000001,0.981642601429453,FALSE
HDC,0.156263190804364,FALSE,Unknown,-2.1609918766723,1.031201746,0.807413466583475,FALSE,1.56938822666667,0.623475605167902,FALSE
RSPH10B,0.156190853671178,FALSE,Unknown,-2.09953567355091,0.538481234,0.640686388296367,FALSE,0.332024730666667,0.691738578971056,FALSE
MFSD6L,0.156159787277814,FALSE,Unknown,-2.8073549220576,-0.131838483333333,0.897876730020532,TRUE,-0.042973838,0.961514906767704,TRUE
PRSS30,0.156155717066081,FALSE,Unknown,-2.58496250072116,-0.306409039666667,0.757785119246095,TRUE,-0.197945154666667,0.806094419953392,TRUE
MS4A1,0.155801460594274,FALSE,Unknown,2.58496250072116,-0.432855856666666,0.825657760969983,FALSE,-0.457438841,0.751732767222802,FALSE
IL1B,0.155605113190158,FALSE,Unknown,-2.58496250072116,0.311119875333333,0.768845413748403,FALSE,0.171773993333333,0.844511122674106,FALSE
RAX,0.155491270168097,FALSE,Unknown,-2.8073549220576,0.113072475666667,0.912814427486357,FALSE,0.00395575999999996,0.996492160034109,FALSE
SCIN,0.155408429659126,FALSE,Unknown,-2.58496250072116,-0.253752906666667,0.727758891986717,TRUE,-0.0811277206666667,0.8995559072543,TRUE
PIK3AP1,0.155091827735946,FALSE,Unknown,-2.8073549220576,0.121207508666667,0.936189114038624,FALSE,-0.0310481823333333,0.97986955146732,TRUE
TTLL8,0.15496601638767,FALSE,Unknown,-2.58496250072116,-0.323398428,0.785531900304832,TRUE,-0.380551574333333,0.679825185063388,TRUE
FANK1,0.15493327973612,FALSE,Unknown,-2.77760757866355,0.130449771833333,0.880908074884538,FALSE,0.0933051108333333,0.889620686082458,FALSE
NESPAS,0.154861614697091,FALSE,Unknown,-2.58496250072116,-0.256426452666667,0.739284266381434,TRUE,-0.250509739333333,0.677778706755241,TRUE
WDR95,0.154539542334586,FALSE,Unknown,-2.8073549220576,-0.102489208666667,0.954424336606244,TRUE,-0.1818513195,0.858628712326949,TRUE
TBC1D2,0.154426060146651,FALSE,Unknown,2,0.547168256666667,0.62045024998387,TRUE,-0.0331227033333333,0.975362230624271,FALSE
CAPN6,0.154373814653911,FALSE,Unknown,-2.8073549220576,-0.0875995188333333,0.957360678217243,TRUE,-0.2599570345,0.767207421009838,TRUE
HSPA1B,0.154295441205774,FALSE,Unknown,2.41503749927884,-0.448836167,0.751427695321219,FALSE,0.877527089666667,0.458880105137287,TRUE
TAC2,0.154283932174063,FALSE,Unknown,-1,1.429839088,0.667144637281814,FALSE,2.37882165333333,0.418000178031128,FALSE
FBXL13,0.153976693843592,FALSE,Unknown,-2.8073549220576,-0.0457196196666667,0.967553634930858,TRUE,-0.117370685666667,0.862150788621277,TRUE
