probe	gene	mean_expression
ILMN_1656482	OSBPL2	8.49070835568787
ILMN_2328378	OSBPL3	4.9421948479962685
ILMN_2307032	OSBPL5	8.76525593015946
ILMN_1756935	OSBPL6	6.870037868949957
ILMN_1720865	OSBPL7	7.174808847362748
ILMN_1782459	OSBPL8	7.715123761150799
ILMN_2313851	OSBPL9	9.709485857188486
ILMN_1741917	OSCAR	4.337849923758922
ILMN_2273572	OSCP1	7.489190675442882
ILMN_2049727	OSER1	11.934256794940374
ILMN_1753393	OSGEP	8.049896882835723
ILMN_2047676	OSGEPL1	7.343683205027525
ILMN_1757732	OSGIN2	8.682563045254831
ILMN_1780546	OSM	3.982097630445137
ILMN_2205999	OSMR	3.7904988499436167
ILMN_2197128	OSR1	5.9394023590231235
ILMN_1687002	OSR2	0.057254646655846196
ILMN_3247452	OST4	13.439166355590027
ILMN_3236156	OSTC	12.968597334081474
ILMN_1742456	OSTF1	7.857981965367248
ILMN_1720303	OSTM1	6.574817777925954
ILMN_1735745	OSTN	2.5292803468763174
ILMN_1749114	OTC	2.1492520940092366
ILMN_1779890	OTOA	0.9750655910700864
ILMN_1663347	OTOF	3.8606763743584533
ILMN_1866255	OTOGL	7.162808725926919
ILMN_2259155	OTOL1	0.0
ILMN_1758983	OTOP1	0.8342445881193443
ILMN_1715612	OTOP2	0.0
ILMN_1662734	OTOP3	0.5148290581217972
ILMN_1718124	OTOR	5.123732995493828
ILMN_1713274	OTOS	0.4666493709250536
ILMN_1659270	OTP	9.213660902443557
ILMN_1723871	OTUB1	7.955407154107433
ILMN_1799198	OTUB2	6.110187678181757
ILMN_1779280	OTUD3	4.382885415813424
ILMN_2287604	OTUD4	1.1282596963433134
ILMN_2088847	OTUD5	6.5823964897984375
ILMN_1730567	OTUD6A	3.1054859285207055
ILMN_2215631	OTUD6B	8.042657119356027
ILMN_1876124	OTUD6B-AS1	5.471797554913337
ILMN_2298160	OTUD7A	5.010522273764727
ILMN_3239298	OTUD7B	1.32722038987193
ILMN_1790062	OTULIN	6.845312423353182
ILMN_1691180	OTX1	0.07631311437121706
ILMN_2323465	OTX2	2.40020668353333
ILMN_1677610	OVCA2	2.5277100573408045
ILMN_1681194	OVCH1	0.39422555199038395
ILMN_1728147	OVCH2	0.36756446704934076
ILMN_1734542	OVGP1	7.59980796888918
ILMN_1692936	OVOL1	1.0025692348869117
ILMN_1724832	OVOL2	0.0
ILMN_1731851	OXA1L	10.956747660680703
ILMN_1813544	OXCT1	7.748391061621703
ILMN_1653730	OXCT2	6.920825869819102
ILMN_1765061	OXER1	2.37324558408478
ILMN_1709091	OXGR1	1.1577025282849447
ILMN_2043615	OXLD1	10.2231277766515
ILMN_1764770	OXNAD1	7.39722739852379
ILMN_1737462	OXR1	11.813565506976042
ILMN_1683992	OXSM	6.02297236009968
ILMN_1811489	OXSR1	10.022692159685024
ILMN_1735124	OXT	1.561283353885223
ILMN_1804929	OXTR	6.5290018682421875
ILMN_1758529	P2RX1	4.027279362909705
ILMN_2299450	P2RX2	6.594275697144359
ILMN_1654997	P2RX3	6.576598777486802
ILMN_1813846	P2RX4	6.855606007458647
ILMN_1677793	P2RX5	4.762664539110632
ILMN_3243924	P2RX6	6.25391157814109
ILMN_2112744	P2RX6P	3.1994562000318627
ILMN_1759326	P2RX7	4.766765828195207
ILMN_1842850	P2RY1	4.608680860149087
ILMN_1784774	P2RY10	4.673265491895008
ILMN_1752226	P2RY11	6.047314855184491
ILMN_2320164	P2RY12	3.1007695189199587
ILMN_1664525	P2RY13	0.41609340879404755
ILMN_2258409	P2RY14	1.6843500127873254
ILMN_1723535	P2RY2	1.179008427372167
ILMN_1721630	P2RY4	3.5790898926716603
ILMN_1790029	P2RY6	2.0983273519373102
ILMN_1768284	P2RY8	2.911740845553583
ILMN_1664294	P3H1	8.74120966838795
ILMN_1657373	P3H2	7.045375138564171
ILMN_1705682	P3H3	7.044955771607615
ILMN_1655663	P3H4	7.991046681780834
ILMN_1693334	P4HA1	11.025031348319324
ILMN_1795778	P4HA2	9.981235923083394
ILMN_1690121	P4HA3	2.6872906144953723
ILMN_1719303	P4HB	11.896216831955245
ILMN_3300313	P4HTM	10.65266775172292
ILMN_1728984	PA2G4	9.091666173101295
ILMN_2181748	PA2G4P4	1.2132954425090714
ILMN_1652753	PAAF1	10.312581940133025
ILMN_1761155	PABPC1	13.683052749248935
ILMN_1745409	PABPC1L2A	5.412836813038372
ILMN_2322446	PABPC1L2B	3.8226557578257605
ILMN_3300789	PABPC1P2	3.123590964596191
ILMN_1718128	PABPC3	6.371923232808503
ILMN_1757343	PABPC4	11.506026221391076
ILMN_3241262	PABPC4L	3.119906011472901
ILMN_1796926	PABPC5	8.936124411847143
ILMN_1759154	PABPN1	10.39239739993816
ILMN_2254943	PABPN1L	3.487707801489572
ILMN_2363744	PACRG	8.23523742119301
ILMN_1893532	PACRG-AS1	1.1020214682046676
ILMN_1897890	PACRG-AS2	6.097710932855191
ILMN_2205695	PACRGL	5.216935568646842
ILMN_1716488	PACS1	7.077183971132798
ILMN_1719864	PACS2	7.638666789721306
ILMN_1751020	PACSIN1	6.931813605352159
ILMN_1702396	PACSIN2	10.624754482052387
ILMN_1682957	PACSIN3	3.906940741805972
ILMN_1732323	PADI1	1.8209476368642912
ILMN_1771223	PADI2	5.286915721704138
ILMN_1758888	PADI3	2.6599620495940686
ILMN_1807529	PADI4	1.978480170517862
ILMN_1748221	PADI6	1.6660839381366968
ILMN_1748004	PAEP	1.2776673777322867
ILMN_1669508	PAF1	9.267975415144212
ILMN_1722276	PAFAH1B1	9.586749476203016
ILMN_1743319	PAFAH1B2	5.674012333805687
ILMN_1748093	PAFAH1B3	12.98113698329501
ILMN_1682919	PAFAH2	5.2257755161991755
ILMN_2055156	PAG1	6.534726119394794
ILMN_1778623	PAGE1	0.4748880136962248
ILMN_1724213	PAGE2	0.39220754101101724
ILMN_1706140	PAGE2B	0.16693764782700513
ILMN_1733722	PAGE3	2.6608450799394707
ILMN_1782754	PAGE4	0.9314947371552816
ILMN_1744656	PAGE5	0.9474491509403848
ILMN_2194828	PAGR1	10.536465080684687
ILMN_1662214	PAH	3.547470972896512
ILMN_2392546	PAICS	12.074520701067314
ILMN_2312386	PAIP1	7.433558274535163
ILMN_1784753	PAIP2	12.643985322587634
ILMN_1761993	PAIP2B	1.0215540728583592
ILMN_1767365	PAK1	9.956135876733407
ILMN_1726064	PAK1IP1	9.140876210698895
ILMN_1712687	PAK2	9.596358258177284
ILMN_2130218	PAK3	5.855914335041113
ILMN_1728887	PAK4	8.71493386115505
ILMN_1770938	PAK5	7.061431213331187
ILMN_1708223	PAK6	5.002497958245574
ILMN_1723793	PALB2	5.804142015840719
ILMN_1796751	PALD1	7.460493362654759
ILMN_1698732	PALLD	9.360525467298155
ILMN_1812031	PALM	12.55067655386656
ILMN_2369403	PALM2	4.741101988473382
ILMN_2281225	PALM2-AKAP2	0.5803523295195254
ILMN_1657235	PALM3	3.650350638151433
ILMN_1761206	PALMD	5.544914895482421
ILMN_2313901	PAM	11.792826915028556
ILMN_1763884	PAM16	11.03975171061704
ILMN_1658356	PAMR1	6.9394905849695165
ILMN_1658373	PAN2	8.082867141627663
ILMN_1681304	PAN3	8.090248684172279
ILMN_2316918	PANK1	5.679347849076769
ILMN_1708095	PANK2	8.136738413584473
ILMN_2195665	PANK3	8.718750929775254
ILMN_1743910	PANK4	6.754678887610935
ILMN_1697817	PANX1	6.498774511799255
ILMN_1694810	PANX2	8.558153425990806
ILMN_1811316	PANX3	2.1360712969124105
ILMN_2363058	PAOX	7.5483610594326835
ILMN_1681845	PAPD4	8.961769554572676
ILMN_1710571	PAPD5	8.395909475105974
ILMN_1756793	PAPD7	8.951195951263312
ILMN_1710495	PAPLN	0.6902668349293314
ILMN_1798354	PAPOLA	9.494879288474259
ILMN_1652088	PAPOLB	1.028489232931725
ILMN_1786275	PAPOLG	5.478409856998902
ILMN_1721770	PAPPA	7.8083269514266
ILMN_1792002	PAPPA2	1.8271813984331289
ILMN_1781819	PAPSS1	10.818232034705
ILMN_2410929	PAPSS2	4.583339454963423
ILMN_1716071	PAQR3	10.11638262271529
ILMN_1660793	PAQR4	10.384605787793797
ILMN_1806434	PAQR5	2.444322914073422
ILMN_1737631	PAQR6	4.8460979978747725
ILMN_1746618	PAQR7	8.640773085984224
ILMN_1694589	PAQR8	7.222011627225566
ILMN_1798327	PAQR9	2.185227171251916
ILMN_1710524	PARD3	5.24764069920015
ILMN_2324909	PARD3B	3.2776663234740755
ILMN_1654112	PARD6A	9.268689607688867
ILMN_1745154	PARD6B	4.231474545977075
ILMN_1674344	PARD6G	6.804384229028959
ILMN_2410428	PARG	7.197187385636879
ILMN_1714511	PARK2	3.4706514367504497
ILMN_1744713	PARK7	13.60280332272435
ILMN_1731354	PARL	10.769038969542544
ILMN_1656560	PARM1	7.7625443924483095
ILMN_1724811	PARN	8.07323584034748
ILMN_1686871	PARP1	11.330382616881431
ILMN_2262044	PARP10	3.7796477242548314
ILMN_2129877	PARP11	7.4875016281287685
ILMN_1718558	PARP12	2.360410971212096
ILMN_1691731	PARP14	4.610265639760242
ILMN_1776778	PARP15	1.903506036607703
ILMN_1812080	PARP16	5.212448739706874
ILMN_1757995	PARP2	9.12443388833684
ILMN_2397954	PARP3	8.36950428167626
ILMN_1776464	PARP4	8.021316782121259
ILMN_1662256	PARP6	8.934708131539844
ILMN_1806651	PARP8	10.23664418108123
ILMN_1731224	PARP9	4.710317205019671
ILMN_1727055	PARPBP	5.7692811852031225
ILMN_1696827	PARS2	5.62925240139571
ILMN_3307854	PART1	2.9132798712786223
ILMN_1849399	PARTICL	7.401523235763228
ILMN_3307892	PARVA	8.958623827850309
ILMN_1787919	PARVB	6.7296471082636735
ILMN_1695851	PARVG	1.5742585007552978
ILMN_1797295	PASD1	0.7409733352471872
ILMN_1667022	PASK	6.662195021277591
ILMN_3235416	PATE1	5.650713270105451
ILMN_2133784	PATE2	7.871019622110698
ILMN_3238982	PATE3	8.005258282561806
ILMN_3262321	PATE4	1.2889518251193886
ILMN_1747318	PATJ	5.63662143850425
ILMN_1680782	PATL1	9.106553907463296
ILMN_3229046	PATL2	1.878208979955704
ILMN_1759297	PATZ1	5.4520571640068765
ILMN_1806907	PAWR	7.765105964139161
ILMN_1682096	PAX1	0.733575545960128
ILMN_1734365	PAX2	3.7399764639367437
ILMN_1757053	PAX3	8.701496244533871
ILMN_1793101	PAX4	1.0988475711392316
ILMN_1687052	PAX5	0.07079245836966536
ILMN_2314140	PAX6	10.057960872418475
ILMN_1835658	PAX7	7.181091408008824
ILMN_2319292	PAX8	4.553810430674939
ILMN_3246060	PAX8-AS1	4.644482211500482
ILMN_1731506	PAX9	3.6800176118765506
ILMN_2251978	PAXBP1	9.324552261748977
ILMN_1680193	PAXIP1	7.345436006070728
ILMN_3218292	PAXIP1-AS1	11.122443486790948
ILMN_3231439	PAXIP1-AS2	0.96609155698537
ILMN_1768176	PBDC1	9.307400013822454
ILMN_1673673	PBK	9.147553981304126
ILMN_1789653	PBLD	5.720540108504086
ILMN_1729864	PBOV1	1.7126747700934437
ILMN_1784678	PBX1	9.214309933411164
ILMN_1682699	PBX2	10.610076904089704
ILMN_1810100	PBX3	12.773275623142027
ILMN_1700762	PBX4	7.567835968537814
ILMN_1814315	PBXIP1	2.2109841064400455
ILMN_1671489	PC	6.215598690948433
ILMN_3239648	PCA3	0.0
ILMN_3238767	PCAT18	2.473293600902368
ILMN_3236437	PCAT4	2.2382787210456345
ILMN_1786105	PCBD1	9.771366218390698
ILMN_1651364	PCBD2	5.268534389628882
ILMN_1673215	PCBP1	13.992412407432688
ILMN_2312296	PCBP2	13.829237105933393
ILMN_1687216	PCBP3	5.813166828748959
ILMN_1728498	PCBP4	11.108586814598974
ILMN_1714384	PCCA	9.310671067199221
ILMN_1761010	PCCB	11.163952472141252
ILMN_1716758	PCDH1	4.640284252903213
ILMN_1715458	PCDH10	6.801581549764516
ILMN_2329625	PCDH11X	3.2681628736598367
ILMN_2254722	PCDH11Y	2.6388153491440174
ILMN_1673129	PCDH12	2.523273114720333
ILMN_1776685	PCDH15	4.556623739785388
ILMN_2229877	PCDH18	9.204056884206995
ILMN_1805132	PCDH19	6.350638232138216
ILMN_1703572	PCDH20	5.022840664511297
ILMN_1670383	PCDH7	4.031127052593029
ILMN_1740623	PCDH8	6.311929619304288
ILMN_1752294	PCDH9	8.18341496990585
ILMN_1666659	PCDHA1	7.862468975088855
ILMN_1669474	PCDHA10	0.32717642560821963
ILMN_1740494	PCDHA11	3.8232000116096647
ILMN_2338687	PCDHA12	5.009937214029141
ILMN_2410449	PCDHA13	0.4415617028220263
ILMN_1656033	PCDHA2	5.362244340823665
ILMN_2290893	PCDHA3	5.8409887716442315
ILMN_1675822	PCDHA4	1.2316418859458482
ILMN_1702205	PCDHA5	2.177399467508997
ILMN_1799335	PCDHA6	1.3825082483354363
ILMN_2388461	PCDHA7	4.751326934768738
ILMN_1757303	PCDHA8	1.284770576951756
ILMN_1702420	PCDHA9	4.603291638695006
ILMN_1791833	PCDHAC1	0.8145132246621829
ILMN_1777024	PCDHAC2	4.367747734775444
ILMN_1744863	PCDHB1	1.536050858507269
ILMN_2041483	PCDHB10	6.837271326499244
ILMN_1747596	PCDHB11	0.5173880072907214
ILMN_1783671	PCDHB12	4.886024961420888
ILMN_1766950	PCDHB13	1.0404529497192507
ILMN_1778327	PCDHB14	4.9006518823259055
ILMN_1740857	PCDHB15	1.6560742307528198
ILMN_2100258	PCDHB16	5.755519674661442
ILMN_2185866	PCDHB17P	8.486988075627378
ILMN_2170476	PCDHB18P	2.9799342919399003
ILMN_1690237	PCDHB19P	7.133716304102094
ILMN_2227757	PCDHB2	11.752926097462053
ILMN_1745213	PCDHB3	4.274233859271173
ILMN_1722673	PCDHB4	5.144895266851409
ILMN_1814710	PCDHB5	1.2775317388146035
ILMN_1766377	PCDHB6	1.9501857719380171
ILMN_1738252	PCDHB7	0.5482677458018316
ILMN_1801051	PCDHB8	0.0
ILMN_2047885	PCDHB9	8.689039340546122
ILMN_2404516	PCDHGA1	3.5132192039856256
ILMN_2356331	PCDHGA10	5.472307758124331
ILMN_2386379	PCDHGA11	0.4354455565048374
ILMN_1653040	PCDHGA12	2.781485888850787
ILMN_1815131	PCDHGA2	0.35268202009222466
ILMN_1654228	PCDHGA3	3.2718323487067686
ILMN_1717168	PCDHGA4	0.29685740283181056
ILMN_2251963	PCDHGA5	3.371000061122666
ILMN_2411480	PCDHGA6	0.2907855091719857
ILMN_1748889	PCDHGA7	0.8714683808650605
ILMN_1793965	PCDHGA8	0.9430424414817238
ILMN_1711283	PCDHGA9	3.498389380438262
ILMN_1709824	PCDHGB1	5.41849510276867
ILMN_2391959	PCDHGB2	0.0
ILMN_1746708	PCDHGB3	2.0672171503820573
ILMN_1719533	PCDHGB4	3.2238995676547453
ILMN_1811103	PCDHGB5	0.5547547370299352
ILMN_1701644	PCDHGB6	7.136623538938525
ILMN_1737940	PCDHGB7	1.8897260015472526
ILMN_1803296	PCDHGB8P	0.6043723857142286
ILMN_1675428	PCDHGC3	5.2896615040732184
ILMN_1742538	PCDHGC4	2.632913266216649
ILMN_1655171	PCDHGC5	0.8433584591197155
ILMN_1676302	PCED1A	8.370891162351837
ILMN_1712431	PCED1B	4.162417890291619
ILMN_3247853	PCED1B-AS1	2.4825006656753357
ILMN_1798602	PCF11	5.561040626436185
ILMN_3243375	PCGEM1	0.0
ILMN_1757956	PCGF1	8.164608903774516
ILMN_1809859	PCGF2	10.091063108602194
ILMN_1803454	PCGF3	4.357035589753995
ILMN_1788059	PCGF5	4.011679318835395
ILMN_1656574	PCGF6	8.709237721655866
ILMN_1788024	PCID2	11.138270148754676
ILMN_2232368	PCIF1	5.17946366195999
ILMN_1731948	PCK1	3.801844833851215
ILMN_1671791	PCK2	6.952152262093571
ILMN_3230160	PCLO	5.85582561818918
ILMN_2042595	PCM1	9.598566942120156
ILMN_1671621	PCMT1	12.501052942721957
ILMN_1737426	PCMTD1	9.0369231446299
ILMN_1767848	PCMTD2	7.9333889612251625
ILMN_1694177	PCNA	9.095442491334294
ILMN_1807994	PCNP	12.21416034680543
ILMN_1810922	PCNT	8.553550846808609
ILMN_1740010	PCNX1	7.968270960109131
ILMN_1751793	PCNX2	5.685351997108341
ILMN_1783350	PCNX3	6.509322868954357
ILMN_1680781	PCNX4	9.822282358825015
ILMN_1707070	PCOLCE	7.691218019669775
ILMN_1746888	PCOLCE2	7.133815486458563
ILMN_1720093	PCP2	3.7890473976734866
ILMN_1682326	PCP4	10.326519712872871
ILMN_1681643	PCP4L1	3.781381546600697
ILMN_1710859	PCSK1	8.097623925893755
ILMN_1755582	PCSK1N	10.745968650876954
ILMN_1695003	PCSK2	0.19888399222082842
ILMN_1769018	PCSK4	6.411812351789625
ILMN_1767934	PCSK5	6.091408499856218
ILMN_2292592	PCSK6	4.367358864634461
ILMN_1699545	PCSK7	8.02931729633695
ILMN_1668850	PCSK9	5.185509858556102
ILMN_1802257	PCTP	5.342734492716744
ILMN_2113535	PCYOX1	8.862006989070347
ILMN_1815951	PCYOX1L	6.961158272324469
ILMN_1658310	PCYT1A	3.964666677353518
ILMN_1811597	PCYT1B	2.7981770904249625
ILMN_1652846	PCYT2	7.9882457205866935
ILMN_1693683	PDAP1	5.054223678191009
ILMN_1779037	PDC	3.3692352364512197
ILMN_1806725	PDCD1	0.4470256366690706
ILMN_1766024	PDCD10	9.50676345792433
ILMN_3236503	PDCD11	5.65776957635097
ILMN_2159272	PDCD1LG2	0.0
ILMN_1797684	PDCD2	10.402846131294492
ILMN_1706149	PDCD2L	9.055338792313087
ILMN_2396272	PDCD4	11.293356627531486
ILMN_3199489	PDCD4-AS1	5.001278335558871
ILMN_2228710	PDCD5	9.898293592088303
ILMN_1733931	PDCD6	10.843035501409075
ILMN_1693259	PDCD6IP	7.520345913898139
ILMN_2148290	PDCD7	15.148232201702905
ILMN_1694041	PDCL	8.09302494190448
ILMN_3251264	PDCL2	2.887336482866875
ILMN_1702806	PDCL3	8.816398736290386
ILMN_2128623	PDCL3P4	5.414993233809567
ILMN_1752197	PDDC1	8.416479480998072
ILMN_2121272	PDE10A	4.228705861892717
ILMN_1813325	PDE11A	2.088138932516742
ILMN_1660305	PDE12	7.820210129753815
ILMN_1778924	PDE1A	5.333797436526773
ILMN_1805098	PDE1B	5.410309431162903
ILMN_1667225	PDE1C	3.6874689564025513
ILMN_1681356	PDE2A	1.8300925206499585
ILMN_1805415	PDE3A	4.590416709431905
ILMN_2131381	PDE3B	2.171606265163525
ILMN_1785768	PDE4A	5.605405264477518
ILMN_2340259	PDE4B	8.39735367492175
ILMN_1761277	PDE4C	13.988632990722655
ILMN_1791483	PDE4D	7.851384810796124
ILMN_1659430	PDE4DIP	3.7244810460029583
ILMN_1810836	PDE5A	6.221980684636083
ILMN_2195319	PDE6A	2.0707143874001486
ILMN_1655974	PDE6B	5.722396707377325
ILMN_1730851	PDE6C	4.690779385889262
ILMN_1790680	PDE6D	10.498478959982629
ILMN_1718299	PDE6G	5.629958942280877
ILMN_1702965	PDE6H	3.610131977825173
ILMN_2278819	PDE7A	7.219802959518723
ILMN_1806533	PDE7B	5.9777594316310285
ILMN_2408946	PDE8A	5.695446657234854
ILMN_2301725	PDE8B	5.264376644188395
ILMN_2306540	PDE9A	9.889328670037608
ILMN_1698912	PDF	1.1359279200075905
ILMN_2342695	PDGFA	3.0886771992948443
ILMN_2394305	PDGFB	5.054561656884187
ILMN_1683023	PDGFC	8.305856380661378
ILMN_1803094	PDGFD	5.671693929850392
ILMN_1681949	PDGFRA	3.863457316351958
ILMN_1815057	PDGFRB	9.01640886823507
ILMN_1680339	PDGFRL	9.478706365933421
ILMN_1772369	PDHA1	9.647950565972973
ILMN_1665458	PDHA2	4.4216152100434325
ILMN_1739274	PDHB	11.31248163169996
ILMN_1652357	PDHX	9.081920402462561
ILMN_1804444	PDIA2	7.051905666532797
ILMN_1669753	PDIA3	2.240224264807001
ILMN_2075440	PDIA3P1	9.629946829463135
ILMN_1815261	PDIA4	7.3929130036832005
ILMN_1695763	PDIA5	8.509762860185072
ILMN_1680626	PDIA6	10.485408133922716
ILMN_1806328	PDIK1L	7.435151233141737
ILMN_1729203	PDILT	0.34414318608304856
ILMN_1670256	PDK1	4.574395594488575
ILMN_1705397	PDK2	5.710368414755297
ILMN_1827736	PDK3	9.641551709262133
ILMN_1684982	PDK4	2.05443078750888
ILMN_1788955	PDLIM1	8.610617062277022
ILMN_1669667	PDLIM2	4.161785716914122
ILMN_2230025	PDLIM3	9.431587892891372
ILMN_1663976	PDLIM4	0.0
ILMN_2361478	PDLIM5	6.814060202557951
ILMN_1690125	PDLIM7	11.61879873273562
ILMN_2218780	PDP1	3.59234932818997
ILMN_1797965	PDP2	5.939064670384177
ILMN_2387799	PDPK1	8.757631512587244
ILMN_1670490	PDPN	9.970917718680061
ILMN_1736856	PDPR	3.9729745681269635
ILMN_1731720	PDRG1	10.710800079899874
ILMN_1746696	PDS5B	6.95484866188053
ILMN_2080611	PDSS1	7.7592992687098965
ILMN_1662331	PDSS2	7.0519544070720706
ILMN_3249216	PDX1	1.5054953698531781
ILMN_3243705	PDXDC1	10.504954025547878
ILMN_1660277	PDXDC2P	7.545815833760763
ILMN_1672504	PDXK	10.022459854385183
ILMN_1736441	PDXP	12.837206907615142
ILMN_1747019	PDYN	3.049751915536868
ILMN_2103133	PDZD11	3.7303358773360444
ILMN_1729095	PDZD2	4.324015048537606
ILMN_1722869	PDZD3	0.042791291300792074
ILMN_1708916	PDZD4	10.73201646755473
ILMN_1712660	PDZD7	1.9379571525056623
ILMN_1696962	PDZD8	7.172496639020859
ILMN_1746829	PDZD9	0.47702984183662483
ILMN_1708341	PDZK1	5.571182172338026
ILMN_1708580	PDZK1IP1	0.7094552440799639
ILMN_2406304	PDZRN3	5.088736900510021
ILMN_1707323	PDZRN4	4.830712502508321
ILMN_1771376	PEA15	12.97416086122177
ILMN_1715771	PEAK1	3.587618024640596
ILMN_2407669	PEAR1	4.039571942812331
ILMN_1688089	PEBP1	11.906558208930926
ILMN_1734472	PEBP4	4.569954451774843
ILMN_1689518	PECAM1	1.8650752738070848
ILMN_1814120	PECR	8.058469115016893
ILMN_1729748	PEF1	9.338013561602187
ILMN_2297626	PEG10	10.968170020532122
ILMN_1675331	PEG3	1.4888140296697356
ILMN_3248202	PEG3-AS1	1.1487529858161878
ILMN_1679268	PELI1	10.008610872265404
ILMN_1780132	PELI2	8.484205262752102
ILMN_2176931	PELI3	4.985472830101743
ILMN_1770811	PELO	10.412822620968296
ILMN_1728684	PELP1	9.100275153436558
ILMN_1745806	PEMT	10.213610800921375
ILMN_1717674	PEPD	9.423173886323687
ILMN_1653125	PER1	2.0558483366890687
ILMN_1738095	PER2	7.016938623324841
ILMN_1660986	PER3	5.326885868866345
ILMN_3248570	PER4	1.0026444467660907
ILMN_1775829	PERP	6.88124125916961
ILMN_1656372	PES1	8.309905080837964
ILMN_3209832	PET100	12.525173294861808
ILMN_1748109	PEX1	7.185736232584947
ILMN_2315289	PEX10	6.005685713920688
ILMN_1690695	PEX11A	5.635620193310465
ILMN_1678546	PEX11B	10.083920692261456
ILMN_1710000	PEX11G	6.911619697670872
ILMN_2200708	PEX12	1.2757929021126693
ILMN_1683916	PEX13	6.963596923669564
ILMN_1763634	PEX14	6.598439666251822
ILMN_1701466	PEX16	10.271164908704037
ILMN_1658759	PEX19	9.213456905697191
ILMN_1743299	PEX2	10.410533443109927
ILMN_1770643	PEX26	1.8724773228307787
ILMN_2057389	PEX3	0.0
ILMN_1660232	PEX5	11.520882508196062
ILMN_2183891	PEX5L	2.9272319976844017
ILMN_1683279	PEX6	8.128895810304991
ILMN_1729650	PEX7	8.659288633135636
ILMN_1767037	PF4	0.4424115132758879
ILMN_1745522	PF4V1	1.270253541126353
ILMN_1755862	PFAS	8.106218827060857
ILMN_1717855	PFDN1	11.069652185077956
ILMN_1678754	PFDN2	5.9649787385020145
ILMN_1801762	PFDN4	6.688760756163877
ILMN_1755536	PFDN5	14.718569028092192
ILMN_1661490	PFDN6	8.98282090619568
ILMN_1741600	PFKFB1	3.2381035938555027
ILMN_1796560	PFKFB2	4.711919770596157
ILMN_2186061	PFKFB3	9.592652575743442
ILMN_1653292	PFKFB4	10.109163689648087
ILMN_1713037	PFKL	8.408502092396091
ILMN_2043809	PFKM	11.255447810003231
ILMN_1805737	PFKP	10.599404357230597
ILMN_2151817	PFN1	13.848749376004898
ILMN_2387496	PFN1P2	0.0
ILMN_1775448	PFN2	12.236468155883427
ILMN_1718018	PFN3	0.0
ILMN_1792383	PFN4	6.175608058085906
ILMN_1687842	PGA3	4.783689499131882
ILMN_2232630	PGA4	0.5590869968633655
ILMN_1717572	PGA5	2.126189197728394
ILMN_2112417	PGAM1	12.386658616428832
ILMN_1668072	PGAM2	2.163849864654624
ILMN_1706841	PGAM4	12.154432414254785
ILMN_1748027	PGAM5	1.9243789401116163
ILMN_2185665	PGAP1	7.816133397366763
ILMN_1755405	PGAP2	9.717139855541348
ILMN_1805636	PGAP3	8.00963609543861
ILMN_1791949	PGBD1	7.43829063718194
ILMN_1735075	PGBD2	1.8518076079914714
ILMN_1737416	PGBD3	3.537750720470154
ILMN_1651690	PGBD4	4.184201254764738
ILMN_1795484	PGC	1.6803778504806335
ILMN_1913475	PGCP1	0.9236021270681092
ILMN_1794165	PGD	12.007761512523677
ILMN_1809813	PGF	5.064343218220276
ILMN_1794707	PGGHG	7.023954290128946
ILMN_2156786	PGGT1B	5.8675974007025244
ILMN_1755749	PGK1	12.523661636016842
ILMN_2161955	PGK2	1.1027020042506914
ILMN_1797005	PGLS	10.078311113438687
ILMN_1704870	PGLYRP1	3.642763647161751
ILMN_3307921	PGLYRP2	2.77191564646002
ILMN_2046750	PGLYRP3	2.65370205969857
ILMN_1781389	PGLYRP4	4.7819782782890465
ILMN_1800659	PGM1	11.181264129522305
ILMN_1673543	PGM2	7.736299981676684
ILMN_1716265	PGM2L1	11.071015552073563
ILMN_1693620	PGM3	8.646768432015127
ILMN_2271149	PGM5	3.120785518252393
ILMN_3247400	PGM5-AS1	4.132064676046167
ILMN_2069399	PGM5P2	1.071046977524596
ILMN_2057566	PGP	6.626397569562658
ILMN_1707513	PGPEP1	1.210011700996157
ILMN_1679780	PGPEP1L	2.0808885709172014
ILMN_1811014	PGR	2.3793943453644952
ILMN_1684771	PGRMC1	13.632763203221728
ILMN_2195236	PGRMC2	10.390430592543899
ILMN_2075051	PGS1	8.51652810006058
ILMN_1736982	PHACTR1	7.423197988592018
ILMN_1790533	PHACTR2	5.83581877528299
ILMN_1666222	PHACTR3	10.96684339166634
ILMN_1736548	PHACTR4	9.487328651401308
ILMN_1728074	PHAX	9.485279497185358
ILMN_1692651	PHB	8.711022047332952
ILMN_1696087	PHB2	11.338184507931409
ILMN_1796710	PHC1	8.425610201653003
ILMN_1808047	PHC2	8.269914388938295
ILMN_1792353	PHC3	2.059784303264306
ILMN_1668242	PHEX	2.573947013542808
ILMN_1746968	PHF1	8.705769505344266
ILMN_1690138	PHF10	5.7195503724681585
ILMN_1776723	PHF11	7.814698469752572
ILMN_1730799	PHF12	5.393986764717798
ILMN_1761560	PHF13	9.764436890997688
ILMN_1697975	PHF14	6.962752911799343
ILMN_1713249	PHF19	7.45505446650002
ILMN_1720476	PHF2	8.776206840914513
ILMN_1813657	PHF20	7.975611893982841
ILMN_1732985	PHF20L1	6.609548678514021
ILMN_1699496	PHF21A	11.31605329295247
ILMN_1790154	PHF21B	9.95730003808345
ILMN_1746135	PHF23	9.19581035535703
ILMN_3246625	PHF24	6.297854980215598
