probe	gene	mean_expression
ILMN_1757186	GIMAP1	0.0
ILMN_1689371	GIMAP2	1.6801480641887856
ILMN_1748473	GIMAP4	3.4031493189831425
ILMN_1769383	GIMAP5	3.6990639361491464
ILMN_1757785	GIMAP6	0.6366512611961354
ILMN_2133316	GIMAP7	0.7082426352096598
ILMN_1747305	GIMAP8	5.093395006842347
ILMN_3177564	GIMD1	1.3763383389571686
ILMN_3249235	GIN1	8.343755857340977
ILMN_2220403	GINM1	7.582396804996255
ILMN_1697751	GINS1	3.0867628353007572
ILMN_1809590	GINS2	9.688176701617742
ILMN_1754272	GINS3	6.706427641999757
ILMN_1807501	GINS4	3.343675018349378
ILMN_1673805	GIP	1.665438693187135
ILMN_1796177	GIPC1	9.470605427609396
ILMN_2075476	GIPC2	0.3912672959641174
ILMN_3253728	GIPC3	4.447884603257557
ILMN_2082005	GIPR	0.0
ILMN_1733155	GIT1	6.9346089075325
ILMN_1760922	GIT2	8.411082709336908
ILMN_1727087	GJA1	8.00719094269783
ILMN_2200210	GJA10	1.6100573654825583
ILMN_1876266	GJA3	2.2181404248631402
ILMN_1671106	GJA4	1.7553314774238755
ILMN_1722753	GJA5	5.5120095344331
ILMN_1686867	GJA8	4.081688164492817
ILMN_1710161	GJA9	0.1894123789062789
ILMN_1799535	GJB1	2.3667029702532143
ILMN_1769388	GJB2	5.26970097380436
ILMN_1789575	GJB3	1.450483721444998
ILMN_1718268	GJB4	0.5704482315666496
ILMN_1735365	GJB5	0.0
ILMN_1718671	GJB6	4.941021490277344
ILMN_1801454	GJB7	0.3070925205451774
ILMN_2397484	GJC1	14.783127026081042
ILMN_1723048	GJC2	7.421683769950067
ILMN_1757629	GJC3	4.311308590312094
ILMN_1712396	GJD2	1.388607258255723
ILMN_1691743	GJD3	1.4036024764690005
ILMN_1654742	GJD4	2.2362517287804047
ILMN_2393296	GK	5.663988658556715
ILMN_1722330	GK2	1.0679218871965395
ILMN_1673892	GK5	6.150804733221665
ILMN_1736972	GKAP1	8.093616832027903
ILMN_1760103	GKN1	1.7156141506549922
ILMN_1813688	GKN2	5.4636741348094064
ILMN_1766637	GLA	9.451185494507472
ILMN_2397721	GLB1	10.697519037890991
ILMN_2217513	GLB1L	5.751746850972363
ILMN_2144401	GLB1L2	1.7650618654575585
ILMN_3248891	GLB1L3	0.3946850959854898
ILMN_1781431	GLCCI1	7.3548491250813335
ILMN_1714349	GLCE	8.227658600980169
ILMN_1806754	GLDC	10.348008115179145
ILMN_1704376	GLDN	5.313598528284568
ILMN_1754912	GLE1	9.729417141844507
ILMN_1772261	GLG1	11.586198201836815
ILMN_1779989	GLI1	0.8277244528379675
ILMN_1727577	GLI2	5.973916828558859
ILMN_1771962	GLI3	6.4757695575286265
ILMN_1782751	GLI4	5.135631482604078
ILMN_3247783	GLIDR	3.239695087242387
ILMN_1769245	GLIPR1	0.09585115901867636
ILMN_1768975	GLIPR1L1	2.506049344636145
ILMN_1769559	GLIPR1L2	1.171136843322591
ILMN_1652631	GLIPR2	9.695184457615253
ILMN_1736101	GLIS1	0.29098102526209624
ILMN_1710985	GLIS2	0.9910834345027721
ILMN_2402600	GLIS3	5.434840277495685
ILMN_3252418	GLIS3-AS1	4.363070871838033
ILMN_1739397	GLMN	8.84007058009457
ILMN_1698243	GLMP	9.337502552539634
ILMN_1702177	GLO1	12.488118543499906
ILMN_1738656	GLOD4	10.633355491797467
ILMN_2236440	GLOD5	0.7435047063436655
ILMN_1787257	GLP1R	0.2500229456781856
ILMN_1770675	GLP2R	0.014948606012635557
ILMN_1764797	GLRA1	1.7974037048872293
ILMN_1788786	GLRA2	10.202607974398921
ILMN_1787085	GLRA3	1.1175836806130095
ILMN_3241921	GLRA4	0.2979353312511483
ILMN_1669631	GLRB	6.81789527393203
ILMN_1737308	GLRX	10.352384921025717
ILMN_1680727	GLRX2	7.126730810345458
ILMN_3247462	GLRX3	11.138210666146882
ILMN_1796165	GLRX5	13.251074987179445
ILMN_2188722	GLS	9.179110706521854
ILMN_1677439	GLS2	7.012931304200457
ILMN_1656327	GLT1D1	2.7058573143629325
ILMN_1736060	GLT6D1	3.114110008508155
ILMN_1713290	GLT8D1	9.602818401660182
ILMN_1802654	GLT8D2	7.153996382123803
ILMN_1764380	GLTP	11.748511834242969
ILMN_1727195	GLTPD2	0.04317855940407018
ILMN_1782829	GLTSCR1	8.699169355915982
ILMN_1696127	GLTSCR1L	7.328708209636031
ILMN_1703565	GLTSCR2	14.03562177040959
ILMN_1713756	GLUD1	11.91959651016023
ILMN_1777521	GLUD2	2.9611422924181174
ILMN_1765208	GLUL	5.881804604731458
ILMN_1757477	GLYAT	3.39011849767642
ILMN_1769032	GLYATL1	1.1599317668565596
ILMN_2161820	GLYATL2	1.0765962984336206
ILMN_3253523	GLYATL3	4.5144772517399
ILMN_1663620	GLYCAM1	3.1427438043960527
ILMN_1791222	GLYCTK	4.551605060564146
ILMN_1703153	GLYR1	7.775188142688819
ILMN_2221046	GM2A	6.785947323345128
ILMN_1670532	GMCL1	7.014414093710637
ILMN_1711227	GMDS	9.641836730386935
ILMN_1727761	GMEB1	5.81030553198159
ILMN_1683204	GMEB2	7.925253994513036
ILMN_2093674	GMFB	11.212834881913862
ILMN_1711617	GMFG	5.216814134810751
ILMN_1805693	GMIP	1.1266871496315052
ILMN_1654479	GML	0.3673224584565011
ILMN_1788991	GMNC	0.8933730816332925
ILMN_1720114	GMNN	7.556920984623715
ILMN_1804476	GMPPA	8.25814272275736
ILMN_2412927	GMPPB	6.957567454102808
ILMN_1729487	GMPR	5.710588104267347
ILMN_2365595	GMPR2	10.999204391223834
ILMN_3242205	GMPS	10.672879168868642
ILMN_1802397	GNA11	7.35834198623558
ILMN_2216157	GNA12	6.784654112634159
ILMN_1758906	GNA13	9.557938517306033
ILMN_1686227	GNA14	2.5999204236910933
ILMN_1773963	GNA15	5.606161499364103
ILMN_1742044	GNAI1	7.589439113788809
ILMN_1775762	GNAI2	10.800464888079729
ILMN_1696003	GNAI3	9.889092104806034
ILMN_1746027	GNAL	7.044215882448939
ILMN_1730546	GNAO1	10.15691967117852
ILMN_1659923	GNAQ	8.934403999929318
ILMN_1769191	GNAS	14.79732461868597
ILMN_3239955	GNAS-AS1	3.4530186837831764
ILMN_1697315	GNAT1	5.288447108762668
ILMN_1745537	GNAT2	1.2467198900486762
ILMN_1766182	GNAZ	7.3738997962978345
ILMN_1760320	GNB1	13.644189194183348
ILMN_1761044	GNB1L	7.850274769237147
ILMN_1658928	GNB2	8.522243662785886
ILMN_2115336	GNB3	4.171897141546835
ILMN_1733249	GNB4	6.383126298885904
ILMN_2412294	GNB5	7.724097968896433
ILMN_1729417	GNE	9.11309743538945
ILMN_1757074	GNG10	10.178715299810873
ILMN_1782419	GNG11	10.590633741633166
ILMN_1673380	GNG12	7.204476638869374
ILMN_1730256	GNG13	3.1038317608935917
ILMN_1807925	GNG2	11.223075070275748
ILMN_1806147	GNG3	12.495452814218673
ILMN_1804357	GNG4	10.284043084650738
ILMN_1701854	GNG5	9.589752650405059
ILMN_1728107	GNG7	9.033488613798442
ILMN_1693269	GNG8	6.779960310721381
ILMN_2091100	GNGT1	7.1069268759476785
ILMN_1671237	GNGT2	5.73800183277426
ILMN_1789457	GNL1	9.694295939957437
ILMN_1761113	GNL2	11.560875935728818
ILMN_2324056	GNL3	10.2542248910635
ILMN_1708414	GNL3L	4.962436499219794
ILMN_1708779	GNLY	0.8222499794280397
ILMN_1736238	GNMT	1.018518558066816
ILMN_1699859	GNPAT	9.166682670848749
ILMN_1784709	GNPDA1	11.045292550592615
ILMN_1691567	GNPDA2	6.799125916885758
ILMN_1686235	GNPNAT1	8.294146019461651
ILMN_1736757	GNPTAB	8.16631429400279
ILMN_1764230	GNPTG	8.776187781412734
ILMN_1745991	GNRH1	6.835189515855434
ILMN_2354285	GNRH2	2.191475098947018
ILMN_2385918	GNRHR	0.0
ILMN_2224619	GNRHR2	1.271136118768314
ILMN_1744517	GNS	11.439740229621144
ILMN_1807152	GOLGA1	6.280101571699356
ILMN_1738821	GOLGA2	8.563196102253729
ILMN_2091113	GOLGA2P2Y	2.4193025127526666
ILMN_3235780	GOLGA2P3Y	4.119383021005412
ILMN_3246242	GOLGA2P7	4.438952572474659
ILMN_1733511	GOLGA3	9.993682482800049
ILMN_1776297	GOLGA4	6.635621743172039
ILMN_1773741	GOLGA5	9.753424461810553
ILMN_1750447	GOLGA6A	1.5936545318233328
ILMN_2144791	GOLGA6B	6.491950080672489
ILMN_1780143	GOLGA6C	4.632173359664306
ILMN_1708126	GOLGA6D	5.693748821656214
ILMN_1651980	GOLGA6L1	4.509667139774359
ILMN_3241535	GOLGA6L22	3.06031421982694
ILMN_1701624	GOLGA6L5P	2.3923528169829127
ILMN_3243175	GOLGA6L6	12.599747628519225
ILMN_1719993	GOLGA6L9	2.449760992230288
ILMN_1778673	GOLGA7	11.792512188265592
ILMN_1717887	GOLGA7B	5.09736749957273
ILMN_1712469	GOLGA8A	1.7804134879761087
ILMN_2103547	GOLGA8B	9.427222330228219
ILMN_3291594	GOLGA8DP	3.345726985668842
ILMN_3241725	GOLGA8IP	4.651580601723592
ILMN_3209883	GOLGA8O	1.1934731617658156
ILMN_1747935	GOLGB1	8.207337986099335
ILMN_2186216	GOLIM4	7.228053821821049
ILMN_1766405	GOLM1	7.7442317951561535
ILMN_1708841	GOLPH3	9.95380553280239
ILMN_1706764	GOLPH3L	7.046416995338657
ILMN_2137208	GOLT1A	7.169110453607737
ILMN_1767837	GOLT1B	10.375124887751218
ILMN_1685781	GON7	7.58334539163478
ILMN_2388585	GOPC	6.9774477224225135
ILMN_1761911	GORAB	7.617225174557368
ILMN_1716821	GORASP1	8.866299263057007
ILMN_1748018	GORASP2	10.24459452507895
ILMN_1798816	GOSR1	4.955737970106969
ILMN_1656293	GOSR2	7.580351454525437
ILMN_1656145	GOT1	11.350824680071808
ILMN_1778726	GOT1L1	4.6386652245617395
ILMN_1801348	GOT2	11.333539295388922
ILMN_1753575	GP1BA	8.251852154584192
ILMN_2311873	GP2	1.9242410304461641
ILMN_1780622	GP5	2.012595557222922
ILMN_1732269	GP6	4.233652122301469
ILMN_1743290	GP9	2.570486406969349
ILMN_1729170	GPA33	4.874823653715695
ILMN_1769702	GPAA1	9.296792111288015
ILMN_1749676	GPALPP1	4.890712864867747
ILMN_1758213	GPAM	7.095816353182631
ILMN_1742782	GPANK1	6.5244228315668495
ILMN_1721765	GPAT2	1.156717399831219
ILMN_1794875	GPAT3	3.452325950467941
ILMN_1740752	GPAT4	7.312724996124903
ILMN_1655625	GPATCH1	3.1756127021530456
ILMN_1728085	GPATCH11	3.5929199684542286
ILMN_1786036	GPATCH2	6.6116403065136575
ILMN_1840894	GPATCH2L	6.793357739547408
ILMN_1686929	GPATCH3	5.323813593528469
ILMN_2383305	GPATCH4	6.2770432735249075
ILMN_1764617	GPATCH8	4.50396831333659
ILMN_2316386	GPBAR1	4.148464181040923
ILMN_1711792	GPBP1	10.682416561090713
ILMN_1662719	GPBP1L1	6.76537241769272
ILMN_1801516	GPC1	7.350590654405321
ILMN_1651642	GPC2	12.030280345072654
ILMN_2051972	GPC3	8.498367237914266
ILMN_1789502	GPC4	9.69367259371124
ILMN_1688886	GPC5	6.136825806238324
ILMN_1805216	GPC6	9.053247556849358
ILMN_1701111	GPCPD1	8.610754974254416
ILMN_1764175	GPD1	1.7848601326990357
ILMN_1694106	GPD1L	9.480852487615385
ILMN_1723139	GPD2	2.694414667521926
ILMN_1795298	GPER1	4.934413289424444
ILMN_1766204	GPHA2	3.464589130707537
ILMN_1788650	GPHB5	5.042378527464531
ILMN_1677962	GPHN	8.59931898418002
ILMN_2173451	GPI	11.77559585400465
ILMN_1734076	GPIHBP1	3.049546968166624
ILMN_1684197	GPKOW	7.265148889112667
ILMN_1765419	GPLD1	1.4707638357252526
ILMN_1716869	GPM6A	10.34286073028906
ILMN_1704665	GPM6B	12.771532001410833
ILMN_1772719	GPN1	10.29997214826639
ILMN_1721741	GPN2	9.926556435434584
ILMN_3239426	GPN3	9.26182224441733
ILMN_2407389	GPNMB	4.908144625897383
ILMN_2107004	GPR1	9.322894336431373
ILMN_1796431	GPR101	4.4754818000246654
ILMN_1811048	GPR107	6.024361775081061
ILMN_2396571	GPR108	7.745067254420898
ILMN_1684931	GPR119	0.822141484451146
ILMN_1703765	GPR12	3.121219937632137
ILMN_1811171	GPR132	0.21856203176372083
ILMN_1658265	GPR135	1.1018911509633789
ILMN_1804332	GPR137	11.293853787415705
ILMN_2121816	GPR137B	7.833260010692957
ILMN_1741224	GPR137C	9.255447819456515
ILMN_1803218	GPR139	3.908357353050073
ILMN_2092333	GPR141	0.9934314529648746
ILMN_1669626	GPR142	1.8304757611577755
ILMN_1756261	GPR143	3.95004385700285
ILMN_1684227	GPR146	3.3443425558280566
ILMN_1703183	GPR148	0.3431415305706706
ILMN_1673712	GPR149	3.0690113989329233
ILMN_2192779	GPR15	2.8247605907520357
ILMN_1708428	GPR150	4.082202606340542
ILMN_1811039	GPR151	1.6297562181379925
ILMN_1659982	GPR152	0.0
ILMN_2146495	GPR153	5.5630791798841095
ILMN_1709194	GPR155	0.851426314081473
ILMN_1731498	GPR156	5.21830031352241
ILMN_1654703	GPR157	0.49465356199775784
ILMN_1727093	GPR158	3.9208901836470638
ILMN_3190247	GPR158-AS1	2.6163546420716655
ILMN_1662846	GPR160	0.0
ILMN_1730816	GPR162	12.191212830940147
ILMN_1668779	GPR17	2.7821970687641002
ILMN_1721672	GPR171	0.7300662303656446
ILMN_2298028	GPR173	3.1862309468693844
ILMN_1715404	GPR174	0.26759284235311837
ILMN_1748890	GPR176	1.7774514276708617
ILMN_1731294	GPR179	4.071364055128897
ILMN_1780368	GPR18	0.0
ILMN_1738712	GPR180	7.360952507687636
ILMN_1696810	GPR182	2.81084971752518
ILMN_3235514	GPR183	6.315486813311089
ILMN_1805973	GPR19	9.827112328268173
ILMN_1704464	GPR20	4.855539305438018
ILMN_1789696	GPR21	3.2507722230090113
ILMN_1684865	GPR22	5.8762425613017335
ILMN_1761766	GPR25	0.356433047584658
ILMN_1653267	GPR26	1.276497615610714
ILMN_1744034	GPR27	5.789984173377669
ILMN_1725271	GPR3	6.142547107930103
ILMN_1679962	GPR31	0.7518094980258293
ILMN_1651457	GPR32	2.989282929941457
ILMN_1701947	GPR34	2.2488322703693675
ILMN_1710221	GPR35	0.890345550643684
ILMN_2218935	GPR37	5.797460326667463
ILMN_1782944	GPR37L1	3.362521618301681
ILMN_1688768	GPR39	1.3731830068532422
ILMN_2074477	GPR4	0.5979126509600244
ILMN_2052487	GPR45	0.07104620561853266
ILMN_1694483	GPR50	3.1991982502431893
ILMN_2204280	GPR52	2.431172823298723
ILMN_1723274	GPR55	0.23841271581845444
ILMN_1796475	GPR6	3.7840636450463756
ILMN_1671225	GPR61	2.4405263125272874
ILMN_1756807	GPR62	0.36760144782027177
ILMN_1653648	GPR63	5.429781386080896
ILMN_2232121	GPR65	3.404597014072076
ILMN_1671142	GPR68	1.1133737050191748
ILMN_1772727	GPR75	0.44945988179745816
ILMN_1729932	GPR78	2.8484524583132376
ILMN_1763500	GPR82	1.2008951621610138
ILMN_2174341	GPR83	8.435577293374001
ILMN_1785345	GPR84	4.714931584324015
ILMN_1748338	GPR85	2.057908771592431
ILMN_1656422	GPR87	0.5643941333422237
ILMN_1812946	GPR88	0.6858458580299188
ILMN_2116594	GPR89B	8.1365834079446
ILMN_1787627	GPRASP1	4.614705154007711
ILMN_1754727	GPRASP2	10.160896422231422
ILMN_1682599	GPRC5A	0.5303252857048334
ILMN_1786034	GPRC5B	6.323606350557611
ILMN_2352090	GPRC5C	10.586565629724761
ILMN_1781145	GPRC5D	3.4088391376720577
ILMN_1732807	GPRC6A	4.494740908851392
ILMN_1653263	GPRIN1	8.204771602339854
ILMN_1803217	GPRIN2	0.6386560782031178
ILMN_1776435	GPRIN3	1.4145414232780835
ILMN_1795876	GPS1	12.060804501398492
ILMN_1815158	GPS2	7.868698879115372
ILMN_1751666	GPSM1	2.2388011830625034
ILMN_2139816	GPSM2	8.653260138106232
ILMN_1662799	GPSM3	4.4595618052777715
ILMN_1795257	GPT	2.452120426139775
ILMN_1684158	GPT2	9.072784145988663
ILMN_1749662	GPX1	12.148766162099585
ILMN_2133205	GPX2	1.6300996519872502
ILMN_1726666	GPX3	8.538663666142346
ILMN_2378952	GPX4	13.679961823854109
ILMN_2385416	GPX5	2.3305796257325277
ILMN_1740990	GPX6	3.2376468745452995
ILMN_1726030	GPX7	9.418921830352419
ILMN_3242038	GPX8	8.459455579033836
ILMN_1737157	GRAMD1A	11.504580874043207
ILMN_3237376	GRAMD1B	3.867329162722559
ILMN_2052717	GRAMD1C	0.3796127195182111
ILMN_1661443	GRAMD2	1.6291127437025175
ILMN_2065690	GRAMD3	2.815378226374758
ILMN_1723706	GRAMD4	6.784213495944036
ILMN_2264011	GRAP	5.676191198499134
ILMN_1778143	GRAP2	0.0
ILMN_1705210	GRASP	5.468644046517443
ILMN_1669617	GRB10	8.020529124227005
ILMN_2413816	GRB14	7.837174835857362
ILMN_1748797	GRB2	8.903064067202846
ILMN_2405254	GRB7	3.1760615935689382
ILMN_1721170	GREB1	7.111738237516157
ILMN_1752965	GREM1	6.503755430453353
ILMN_1678816	GREM2	4.766353450055234
ILMN_1769934	GRHL1	4.278835660875946
ILMN_2060145	GRHL2	1.5791155232620702
ILMN_2388874	GRHL3	2.99883912741872
ILMN_1664798	GRHPR	10.057979349983812
ILMN_2203299	GRIA1	4.478521485897178
ILMN_1660372	GRIA2	8.91103979475385
ILMN_1782043	GRIA3	8.391579942036307
ILMN_2322100	GRIA4	6.712244160274721
ILMN_1701993	GRID1	0.0
ILMN_1819028	GRID1-AS1	3.45102791698111
ILMN_1797331	GRID2	2.1550457849382942
ILMN_1696781	GRIFIN	0.5822934989570662
ILMN_1773114	GRIK1	5.185446224534522
ILMN_2396697	GRIK2	5.097754765162801
ILMN_1776666	GRIK3	5.475623739613433
ILMN_1799073	GRIK4	0.6894273038702737
ILMN_1679595	GRIK5	5.517018308279049
ILMN_1805404	GRIN1	8.98694770704339
ILMN_1798104	GRIN2A	5.114406141345863
ILMN_3307714	GRIN2B	3.515166488623238
ILMN_2227790	GRIN2C	5.303001284511946
ILMN_1740655	GRIN2D	2.231526051633777
ILMN_1758400	GRIN3A	3.579048741080536
ILMN_1699854	GRIN3B	6.553520248394366
ILMN_2370872	GRINA	9.42408867096935
ILMN_2304289	GRIP1	0.16832070742350014
ILMN_1693827	GRIP2	1.4532153918252753
ILMN_1761176	GRIPAP1	7.900561597500604
ILMN_2216438	GRK1	2.1555557979490607
ILMN_3307926	GRK2	10.751167547432265
ILMN_1668900	GRK3	2.206822458845138
ILMN_2405400	GRK4	9.007749636850912
ILMN_2096719	GRK5	10.647496250858268
ILMN_1681802	GRK6	6.43380600675986
ILMN_1767827	GRK7	0.0
ILMN_1693604	GRM2	9.304700121733523
ILMN_2078975	GRM3	6.979162054534676
ILMN_1752843	GRM4	5.929580393444836
ILMN_1688614	GRM5	2.9708385552590038
ILMN_1715977	GRM6	0.0
ILMN_1716680	GRM7	5.778347175827213
ILMN_1729212	GRM8	5.819331701724313
ILMN_1811702	GRN	8.170388125040372
ILMN_2413323	GRP	1.005009097952729
ILMN_1670817	GRPEL1	7.76708559894789
ILMN_1721138	GRPEL2	9.392669312693647
ILMN_2119123	GRPR	1.36251551229128
ILMN_1806601	GRSF1	10.00993779714989
ILMN_2142353	GRTP1	4.403226196132913
ILMN_1742166	GRWD1	7.884556133534551
ILMN_1793305	GRXCR1	0.168253541680228
ILMN_1796611	GRXCR2	2.794534879786464
ILMN_1772064	GSAP	4.172048654201391
ILMN_1655849	GSC	3.0916485492742893
ILMN_1734951	GSC2	0.5804186345642236
ILMN_2115974	GSDMA	5.475097754952395
ILMN_1666206	GSDMB	8.500214949973474
ILMN_1721732	GSDMC	0.9788303943443352
ILMN_1665428	GSDMD	3.0910675292599907
ILMN_1807767	GSE1	7.927423668089603
ILMN_1651693	GSG1	4.521724222114209
ILMN_1671055	GSG1L	1.8452935618339488
ILMN_1709085	GSG2	3.744010220448777
ILMN_1757569	GSK3A	0.0
ILMN_1779376	GSK3B	10.677714089540418
ILMN_1712748	GSKIP	9.619712001089955
ILMN_1801043	GSN	7.76871928796616
ILMN_1750130	GSPT1	11.873491828360594
ILMN_1730101	GSPT2	10.422845209999961
ILMN_1775182	GSR	8.408509518237404
ILMN_1683462	GSS	7.83650276895159
ILMN_1701831	GSTA1	1.0968254934405095
ILMN_2168747	GSTA2	0.7814790519712659
ILMN_1769083	GSTA3	5.678580239999008
ILMN_1771964	GSTA4	11.744488859890831
ILMN_1788122	GSTA5	0.4592112849306294
ILMN_3305768	GSTA7P	0.7690198242283546
ILMN_1691430	GSTCD	3.677220809567951
ILMN_1725241	GSTK1	9.22612309144273
ILMN_2391861	GSTM1	11.720780103031759
ILMN_2201580	GSTM2	11.51241610449042
ILMN_2193761	GSTM2P1	2.1193810330533847
ILMN_1736184	GSTM3	9.310711311402299
ILMN_1651800	GSTM4	6.798788121313216
ILMN_1750790	GSTM5	3.0239666734335695
ILMN_2227573	GSTO1	11.544343713278385
ILMN_1740234	GSTO2	8.88824291117891
ILMN_1679809	GSTP1	13.609911067186097
ILMN_1730054	GSTT1	9.809504220714722
ILMN_1789418	GSTT2	3.025320937386981
ILMN_3240433	GSTT2B	3.6566260037774345
ILMN_1666167	GSTTP1	0.027583785235140875
ILMN_2246548	GSTTP2	8.217682981053228
ILMN_2381296	GSTZ1	8.391570344636335
ILMN_1691467	GSX1	3.286209059825944
ILMN_1710727	GSX2	1.9923554465671547
ILMN_1762167	GTDC1	6.82323705131716
ILMN_1725247	GTF2A1	4.545431663926651
ILMN_1681616	GTF2A1L	4.192772323975812
ILMN_1753719	GTF2A2	11.941749443479141
ILMN_1737857	GTF2B	9.66618313789399
ILMN_1655921	GTF2E1	7.9062198880856505
ILMN_1664931	GTF2E2	11.82614467640444
ILMN_1748616	GTF2F1	9.890668424693137
ILMN_1745798	GTF2F2	10.873671001280348
ILMN_2157957	GTF2H1	2.2819674226148927
ILMN_1691485	GTF2H2	0.7905926190230309
ILMN_3242688	GTF2H2C_2	1.1678356918716466
ILMN_1725666	GTF2H3	7.497603136863095
ILMN_1800308	GTF2H4	9.178137157089347
ILMN_1739497	GTF2H5	11.845678299697802
ILMN_1673917	GTF2I	7.685696876788796
ILMN_1815668	GTF2IP1	10.657602221650185
ILMN_3239689	GTF2IP4	4.090244576620546
ILMN_1712628	GTF2IRD1	7.5250604866833095
ILMN_3247217	GTF2IRD1P1	2.752044701891078
ILMN_1809577	GTF2IRD2	5.475267170971723
ILMN_1680501	GTF2IRD2B	9.461069845900669
ILMN_1658464	GTF3A	11.235426949618708
ILMN_1789839	GTF3C1	7.163837570174919
ILMN_1746457	GTF3C2	7.998596499238442
ILMN_1789508	GTF3C3	10.253394084650717
ILMN_1885165	GTF3C4	5.1772742525790125
ILMN_1723895	GTF3C5	8.979162060367619
ILMN_1691578	GTF3C6	8.537217759341607
ILMN_1811378	GTPBP1	6.100208995619476
ILMN_2383754	GTPBP10	4.897349842426667
ILMN_1694475	GTPBP2	2.7387404788543495
ILMN_1748894	GTPBP3	10.157656769252885
ILMN_1742577	GTPBP4	11.39774871986831
ILMN_1776080	GTPBP6	11.042413386849718
ILMN_2286514	GTPBP8	7.902807363271379
ILMN_1771039	GTSE1	6.739748430959549
ILMN_2069632	GTSF1	3.33997297435801
ILMN_1812548	GTSF1L	2.0327219045378437
ILMN_1662086	GUCA1A	8.085407511801387
ILMN_2211728	GUCA1B	8.045257947022357
ILMN_1787360	GUCA1C	2.083210386664392
ILMN_1763749	GUCA2A	4.014181898718994
ILMN_1735578	GUCA2B	1.281100313152219
ILMN_1764410	GUCD1	9.841223654495725
ILMN_1720496	GUCY1A2	5.011194534654694
ILMN_1808590	GUCY1A3	4.923141862311927
ILMN_1782567	GUCY1B3	6.5390901646435
ILMN_2144663	GUCY2C	0.3418434807372716
ILMN_1795842	GUCY2D	2.257100057120548
ILMN_1723686	GUCY2F	4.3154763446209286
ILMN_1696330	GUF1	7.606623088873402
ILMN_1758398	GUK1	12.970910305637204
ILMN_1802690	GULP1	4.395541582567646
ILMN_1669878	GUSB	9.279597032647683
ILMN_3235718	GUSBP11	5.137878465009408
ILMN_1720857	GUSBP2	10.900521142811996
ILMN_1693523	GUSBP5	3.0751261200941493
ILMN_1668526	GVINP1	3.640073059219827
ILMN_1747183	GXYLT1	6.532910978606192
ILMN_2085844	GXYLT2	3.2000712393276256
ILMN_2230862	GYG1	10.595445350288207
ILMN_2319424	GYG2	10.259806456539911
ILMN_1799708	GYPA	0.88121115881822
ILMN_1683093	GYPB	1.1229368378703717
ILMN_1668039	GYPC	10.065696673396108
ILMN_2266962	GYPE	2.4458097156598644
ILMN_1711289	GYS1	4.6518610506642615
ILMN_1807745	GYS2	0.9373968653344118
ILMN_1763328	GZF1	5.089792228590981
ILMN_1779324	GZMA	1.9941156664363209
ILMN_2109489	GZMB	0.0
ILMN_1731233	GZMH	0.0
ILMN_1710734	GZMK	1.9120075512193282
ILMN_1690561	GZMM	2.3148734576962937
ILMN_2148527	H19	9.308318082229158
ILMN_1757467	H1F0	12.015218604877383
ILMN_1756125	H1FNT	2.8481940643292205
ILMN_1749108	H1FOO	0.7700844439248379
ILMN_1773964	H1FX	9.702635294485804
ILMN_1784556	H2AFB1	2.1275293099555483
ILMN_2226763	H2AFB2	0.22574200837537142
ILMN_1692715	H2AFB3	1.0291459001321768
ILMN_1708728	H2AFJ	9.877778684849842
ILMN_1706784	H2AFV	6.539140939666144
ILMN_2200331	H2AFX	7.742624003884326
ILMN_2373495	H2AFY	13.596544716227434
ILMN_1705570	H2AFY2	11.878623595441896
ILMN_1707858	H2AFZ	13.794687518432795
ILMN_1660283	H2BFWT	0.0
ILMN_2234730	H2BFXP	2.0007221259783936
ILMN_2106331	H3F3A	14.792923669739357
ILMN_2402930	H3F3AP4	14.78875365976775
ILMN_1695706	H3F3B	12.699651444474327
ILMN_1769705	H3F3C	13.81666049672185
ILMN_1721136	H6PD	5.02898878105568
ILMN_1715125	HAAO	4.879897224593732
ILMN_1737041	HABP2	0.0
ILMN_2107991	HABP4	9.881227100919443
ILMN_1725791	HACD1	8.064882100421842
ILMN_2170353	HACD2	9.081459638511225
ILMN_1737398	HACD3	11.624468701281813
ILMN_1690114	HACD4	9.879905111657523
ILMN_1740217	HACE1	6.872565306480709
ILMN_1723414	HACL1	9.731514890723188
ILMN_1719906	HADH	10.682605882261868
ILMN_1712751	HADHA	9.465320059446748
ILMN_2197846	HADHB	9.165463542003065
ILMN_1772731	HAGH	10.875446101086892
ILMN_1793201	HAGHL	7.723229820671075
ILMN_2074748	HAL	1.8375736182219249
ILMN_1729188	HAMP	4.032034208263021
ILMN_1680987	HAND1	0.3899157942687097
ILMN_2064902	HAND2	3.8868325723100416
ILMN_1887267	HAND2-AS1	4.692515981757624
ILMN_2211546	HAO1	3.629716711248149
ILMN_1767474	HAO2	1.9330159360956365
ILMN_1776861	HAP1	4.110276281036215
ILMN_1678812	HAPLN1	5.262251036420323
ILMN_1678788	HAPLN2	3.2731467006884514
ILMN_1654319	HAPLN3	2.042064018048349
ILMN_2165463	HAPLN4	3.4233225117925934
ILMN_1847602	HAR1A	3.116184569222522
ILMN_3240360	HAR1B	3.4390080910170204
ILMN_2163051	HARBI1	4.640012312078114
ILMN_1763523	HARS	10.771030921459856
ILMN_1715113	HARS2	9.159644730915506
ILMN_1754716	HAS1	5.852669051577248
ILMN_1792978	HAS2	5.141617787056899
