Contrast	Pathway	NGenes	Correlation	Direction	PValue	FDR
MS275	Condensation of Prophase Chromosomes	13	0.070067465451189	Down	0.00774587166990425	0.0539802049157148
MS275	Formation of HIV-1 elongation complex containing HIV-1 Tat	41	0.0181662687804418	Down	0.00778000413705857	0.0539802049157148
MS275	HIV Transcription Elongation	41	0.0181662687804418	Down	0.00778000413705857	0.0539802049157148
MS275	Tat-mediated elongation of the HIV-1 transcript	41	0.0181662687804418	Down	0.00778000413705857	0.0539802049157148
MS275	Downstream TCR signaling	66	0.0314978991894792	Down	0.00788011304248189	0.0542924236153779
MS275	Pyruvate metabolism	43	-0.00166678600357973	Down	0.00789394603677558	0.0542924236153779
MS275	Metabolism of amine-derived hormones	13	0.0393452276412857	Up	0.00800365634246263	0.0548076466929506
MS275	Interleukin-10 signaling	15	-0.000631804453944665	Up	0.00819324270693184	0.0558630184563534
MS275	Synthesis of active ubiquitin: roles of E1 and E2 enzymes	29	0.0190179809936145	Down	0.00841822863118104	0.0571496124746127
MS275	Degradation of CRY and PER proteins	47	0.054228144345039	Down	0.00850602412457157	0.0573662595368031
MS275	RNA Polymerase III Transcription Initiation From Type 2 Promoter	27	0.0246913735732745	Down	0.00852298713118217	0.0573662595368031
MS275	Telomere C-strand (Lagging Strand) Synthesis	33	0.0335229664475915	Down	0.00861595750129534	0.0577452470831496
MS275	Heparan sulfate/heparin (HS-GAG) metabolism	37	0.00319401704730198	Up	0.00869160360365575	0.0580054054057534
MS275	Formation of WDR5-containing histone-modifying complexes	42	0.0257302682248257	Down	0.00879523858962956	0.0582492400698636
MS275	Nuclear RNA decay	32	0.0539177163758122	Down	0.00880210738833495	0.0582492400698636
MS275	RAF activation	33	0.00336113259051619	Down	0.00887017744729504	0.0584540982405426
MS275	SRC activates STAT3 in a quantitative manner, through Cadherin-11 (CDH11), RAC1 and gp130 (IL6ST)	20	0.00399176397249462	Up	0.008961031824368	0.058806771347415
MS275	Downstream signaling events of B Cell Receptor (BCR)	66	0.0403783234440336	Down	0.00903584738809836	0.0590516997354976
MS275	Anchoring fibril formation	14	-0.000712110785371666	Up	0.00907804236678594	0.0590823005276357
MS275	Formation of the anterior neural plate	10	-0.0320789835707189	Up	0.00919112978337643	0.0595721374848472
MS275	Initiation of coagulation cascade	19	0.0484296823402606	Up	0.00930600513849556	0.0600695003816824
MS275	Tight junction interactions	17	-0.000593025968398178	Up	0.00946072435593304	0.0608189422881409
MS275	Syndecan interactions	24	-0.0149598636311555	Up	0.00975178259032202	0.0623250980615603
MS275	Retrograde transport at the Trans-Golgi-Network	49	0.0132519560506557	Down	0.00981109423789797	0.0623250980615603
MS275	MET activates PTK2 signaling	27	0.0306553542809062	Up	0.0098137297265187	0.0623250980615603
MS275	Nuclear events mediated by NFE2L2	78	0.0212034067842287	Down	0.00990644769396951	0.0626612655341445
MS275	Coagulation pathway	33	0.0156100737134784	Up	0.00995334526921741	0.0627060751960697
MS275	Unwinding of DNA	12	0.079586056388138	Down	0.0101161177208373	0.0633581912459851
MS275	Platelet degranulation	92	0.0185623408388765	Up	0.0101558036315602	0.0633581912459851
MS275	Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	17	-0.0282587144973305	Down	0.0101775380223709	0.0633581912459851
MS275	Nuclear Envelope Breakdown	52	0.046426592167415	Down	0.0102689838159176	0.0636709740432823
MS275	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	42	-0.004906241765407	Down	0.0103086338927219	0.0636709740432823
MS275	G1/S Transition	119	0.0555341119773436	Down	0.0103833750993332	0.0638562821352695
MS275	RNA Polymerase III Transcription Initiation From Type 1 Promoter	28	0.0290986560960495	Down	0.0104197234976281	0.0638562821352695
MS275	Regulation of pyruvate metabolism	31	-0.00734618291833207	Down	0.0104828574181914	0.0639941877273314
MS275	Formation of the ureteric bud	14	0.0569814097767907	Up	0.0105254086618075	0.0640058634839646
MS275	Resolution of Sister Chromatid Cohesion	119	0.0562179452588153	Down	0.0105948105201108	0.0641801021891327
MS275	FGFR2 alternative splicing	24	-0.0202501665345815	Down	0.0107206879464167	0.0645697098654032
MS275	Response to elevated platelet cytosolic Ca2+	97	0.0172066325141149	Up	0.0107411199903083	0.0645697098654032
MS275	Autophagy	145	0.0113888319673668	Down	0.0109537968768917	0.0654241237001874
MS275	Regulation of APC/C activators between G1/S and early anaphase	67	0.0638179235632632	Down	0.0109663293059362	0.0654241237001874
MS275	Diseases of DNA repair	50	0.0657127205067389	Down	0.0110896768922411	0.0656071373908805
MS275	Non-integrin membrane-ECM interactions	73	0.0242503720662446	Up	0.0111095697875551	0.0656071373908805
