probe	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	mean_expression	contrast
ILMN_1662364	-0.209869835953788	12.0156155787757	-0.871761477467864	0.406070903999808	0.939933576949712	-5.63500693218163	AARS	12.0156155787757	exposure_corrected
ILMN_1674698	-0.538324733507064	7.41198694372884	-2.30133167646268	0.04699453037948	0.889541279529034	-3.87165570891323	AARS2	7.41198694372884	exposure_corrected
ILMN_1784269	0.0715563308334717	7.51760551541468	0.341022803878026	0.740939615476207	1	-5.95538889769699	AASDH	7.51760551541468	exposure_corrected
ILMN_2096191	-0.0898396089739937	10.3303485857509	-0.334287617260529	0.745847146424389	1	-5.95773754808144	AASDHPPT	10.3303485857509	exposure_corrected
ILMN_1678323	-0.318036007313252	6.63084391760024	-1.72585097866588	0.118572611251288	0.918143498815468	-4.68217118373392	AASS	6.63084391760024	exposure_corrected
ILMN_3256375	1.94695141927023e-17	0.0955688824162132	7.28287365886642e-17	1	1	-6.01583611048958	AATBC	0.0955688824162132	exposure_corrected
ILMN_1703743	-0.0873653583107396	8.06716334210893	-0.345701113472846	0.737538066534259	1	-5.95373068612008	AATF	8.06716334210893	exposure_corrected
ILMN_1699334	0.123657535263561	7.82244951775043	0.596855253114687	0.565364862726569	0.97404684887012	-5.83322523347748	AATK	7.82244951775043	exposure_corrected
ILMN_1805104	-0.419794233732299	8.9035703898788	-2.44052143915963	0.037422275141273	0.84021329047466	-3.66685905503609	ABAT	8.9035703898788	exposure_corrected
ILMN_1766054	-0.597715248785101	9.35231382193559	-1.62160065447467	0.139458169254011	0.918143498815468	-4.81881677865168	ABCA1	9.35231382193559	exposure_corrected
ILMN_1753388	-0.419316342910353	4.31746945084509	-0.585381360451375	0.572724104825555	0.975093564832964	-5.84004237179791	ABCA10	4.31746945084509	exposure_corrected
ILMN_2232084	0.381137895011178	2.90847779396978	0.344508419682563	0.73840469159556	1	-5.95415551911924	ABCA11P	2.90847779396978	exposure_corrected
