probe	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	accession
121_at	-0.206066036162415	7.24483934478484	-1.54446206626579	0.134689080985832	0.554542492215671	-4.79991637179066	PAX8	GSE7621
1487_at	0.366938082261317	7.52756522652982	2.87099419074249	0.00807916160871085	0.22827413864211	-2.49441042816414	ESRRA	GSE7621
1552256_a_at	0.331999772905683	7.60480120694819	2.37410969308065	0.0253456558791599	0.323059641230954	-3.46210737200259	SCARB1	GSE7621
1552257_a_at	0.0563684892700134	7.35439778900602	0.392598491308622	0.69784992066239	0.917988927199385	-5.81882790610375	TTLL12	GSE7621
1552266_at	0.0616218019230863	3.77722986896683	0.152492771427943	0.879987914406228	0.970950731288467	-5.8815050038135	ADAM32	GSE7621
1552272_a_at	0.39957219413444	4.38414616931212	0.841765388730962	0.407675909541852	0.788897346012015	-5.55704160490805	PRR22	GSE7621
1552277_a_at	-0.314310900445582	7.15502138107454	-1.93299587547441	0.0643140604861334	0.436797910473426	-4.22452796725121	MSANTD3	GSE7621
1552280_at	-0.634625327044549	2.88824808918505	-1.5487037513224	0.133667430925016	0.553018227885951	-4.79418613376587	TIMD4	GSE7621
1552281_at	-0.680364764516315	4.62221937460765	-1.69064377059549	0.102986604833373	0.507497169831316	-4.59517775476949	SLC39A5	GSE7621
1552286_at	0.19262872137156	6.02810410726479	1.28840791009963	0.20907070107378	0.642125874986018	-5.12129660477997	ATP6V1E2	GSE7621
1552287_s_at	0.040923507280534	6.72106336044916	0.211657106998489	0.834042300922983	0.960706831522049	-5.87116392602181	AFG3L1P	GSE7621
1552289_a_at	0.352794701570575	3.54441668199533	0.779942859688209	0.442541033407566	0.808085032628561	-5.60394010365288	CILP2	GSE7621
1552291_at	0.235440782395034	6.98589912921857	1.42505391720994	0.166160832574763	0.595724493594577	-4.9558845223937	PIGX	GSE7621
1552296_at	-0.476238967494485	2.55696773162494	-1.06651317865193	0.296098101320745	0.716756619144012	-5.35855976361798	BEST4	GSE7621
1552301_a_at	-0.0840345940931872	6.51931477100696	-0.490255784447367	0.628107925036527	0.893680107131477	-5.77772510906156	CORO6	GSE7621
1552303_a_at	0.1545832890078	4.97643340480364	0.445144481870948	0.659938208285533	0.906249833496123	-5.79782362222796	TMEM106A	GSE7621
1552306_at	-0.625830685001657	3.43600418452699	-1.16921455413176	0.253036179859324	0.684485244829583	-5.25369598618527	ALG10	GSE7621
1552309_a_at	0.259375615331015	5.33938602801437	0.938769691724141	0.356579401073208	0.761447548666936	-5.47669458230603	NEXN	GSE7621
1552310_at	-0.326721730396868	6.81764203387804	-1.82736635201479	0.0792670033833854	0.471520767265699	-4.39066806215421	C15ORF40	GSE7621
1552311_a_at	0.320844584969161	5.45379252949548	0.775350467806917	0.4452012561819	0.809116073627475	-5.60728854291848	RAX2	GSE7621
1552316_a_at	0.163839639527066	6.34740357033032	0.723727500365486	0.475762572406084	0.821992745259907	-5.64363059743926	GIMAP1	GSE7621
1552320_a_at	0.240084581792439	3.86079909595487	0.483607601904474	0.632755014203094	0.894985155664607	-5.78080659793397	CCDC65	GSE7621
1552326_a_at	0.549779768345856	4.65696584621077	1.4827909456593	0.150276963100004	0.575218060855452	-4.88176928103595	CFAP53	GSE7621
1552330_at	0.0243695509134151	6.44042363396928	0.13779161842583	0.891477864499797	0.973674001696705	-5.88355444085961	CENPBD1	GSE7621
1552335_at	-0.666123081737631	3.29309689440685	-1.80978775002897	0.0820266372809201	0.47699449234883	-4.41764056140553	CATSPER1	GSE7621
1552338_at	0.00495731369970148	1.43061276916425	0.0346830990723192	0.972600130315673	0.993698420452099	-5.89209879824819	GSC	GSE7621
1552340_at	-0.654328651334095	2.59542688916203	-2.03426811571732	0.0523547772969064	0.408202669219125	-4.05893006573318	SP7	GSE7621
1552348_at	0.317139496474166	3.30781696248046	0.719113917624245	0.478552060094828	0.824339713589243	-5.64676205439124	PRSS33	GSE7621
1552359_at	-0.526538754376098	3.28537112708668	-1.03114902803323	0.312067564117318	0.729514058383964	-5.39264523168712	MCMDC2	GSE7621
1552362_a_at	0.666911337968064	5.96543939125502	4.47006956387676	0.000138993908728315	0.0790267055778068	1.03491773710078	LEAP2	GSE7621
1552365_at	0.511354354048737	6.19119012900591	1.08759988672618	0.286856076557944	0.708509432911299	-5.33773857751769	SCIN	GSE7621
1552368_at	0.0810514888551161	2.9347699090661	0.158218576480397	0.875519896363988	0.970535764896699	-5.88065072747772	CTCFL	GSE7621
1552370_at	-0.544017476183918	5.87254866333774	-2.9458917251921	0.00675233301911617	0.218384941626034	-2.34059402207481	C4ORF33	GSE7621
1552377_s_at	-0.0294808635165753	6.06997616154617	-0.11047265755043	0.912891798231466	0.979993021190187	-5.88681234324744	TVP23C	GSE7621
1552383_at	0.220410371049325	4.54190654311041	0.544544135937572	0.590756192233301	0.878362884286468	-5.75102212696491	FAM71A	GSE7621
1552386_at	0.45949955465055	4.05944080661027	1.06477099688813	0.296871016109427	0.717523666704527	-5.36026345432002	GAPT	GSE7621
1552390_a_at	-1.44831190828803	2.97102876506071	-3.90162493131731	0.000612716236610602	0.0957575405228095	-0.258759491724604	ERICH5	GSE7621
1552391_at	-1.20376103601887	3.34379994994285	-2.60033269335358	0.0152251727977743	0.277614873533973	-3.0338755487984	CCDC185	GSE7621
1552394_a_at	0.16857236323465	2.11606213569151	0.323258016733328	0.749112664374249	0.936717393321321	-5.8425588556523	ENTHD1	GSE7621
1552395_at	-0.00282372346880873	3.08070495874546	-0.0123475920328198	0.99024354931354	0.997891350564439	-5.89260370056577	TSSK3	GSE7621
1552396_at	0.129295703407935	3.12335547304267	0.28314667240435	0.779330235229161	0.944956653945871	-5.85420548177755	WFDC6	GSE7621
1552398_a_at	0.683071169873414	2.67231545307664	1.65482005855431	0.110111061469802	0.519362584333412	-4.64671465230619	CLEC12A	GSE7621
1552400_a_at	-0.359021971837846	5.19104075477805	-1.04423095440132	0.306091346041997	0.723748673099938	-5.38015846723269	TMEM266	GSE7621
1552402_at	0.895317178580324	3.15861954330893	1.9890210639367	0.0574313999162798	0.419067857073317	-4.13366037692046	CALML6	GSE7621
1552405_at	0.162627789486246	3.40826546437779	0.350836657751076	0.728567437099825	0.93027197183479	-5.8336652816101	NLRP5	GSE7621
1552409_a_at	0.0214678450874256	3.2656144438166	0.0538778421704877	0.957448682518513	0.989422228034424	-5.89128178373636	ODF4	GSE7621
1552410_at	0.177829229836756	3.85221027465516	0.465818892865767	0.645264679245956	0.900794694320265	-5.78884881082211	CLEC4F	GSE7621
1552414_at	0.15532624755968	3.52165592928421	0.343927117299539	0.733696175024065	0.931100607542593	-5.83596113595297	WFDC9	GSE7621
1552419_s_at	0.410621162799064	4.74495764513328	1.40227021309801	0.172785807321518	0.605380129672008	-4.98445000929079	TTLL10	GSE7621
1552421_a_at	0.0787538238640853	1.95627715641836	0.237658428976997	0.814028479924797	0.954249175982819	-5.86556026860981	CALR3	GSE7621
1552422_at	-0.219407475881898	3.2457869130809	-0.552536387002478	0.585349834288229	0.875939782244946	-5.74685994429374	C10ORF25	GSE7621
1552425_a_at	-0.606735340133769	3.46826691582116	-1.18333487894643	0.247495751241077	0.677672369033502	-5.2386043680088	KLHL10	GSE7621
1552427_at	0.169553347752394	4.28673384324826	0.71250637679304	0.482563581140218	0.826638569472156	-5.65121349639233	ZNF485	GSE7621
1552432_at	0.261939742604925	1.97542590261379	1.29304793973743	0.207485496539665	0.639429221404693	-5.11591533535312	MFSD6L	GSE7621
1552438_a_at	0.322326716989946	3.90098278126122	0.743147159378128	0.464125045363809	0.816853795140975	-5.63023964572375	ANKAR	GSE7621
1552439_s_at	0.0610732651050572	6.66005745338174	0.302085964668537	0.765015114395634	0.939750480268119	-5.84889685344141	MEGF11	GSE7621
1552445_a_at	-0.459569790622427	3.49802344136348	-1.10331543916772	0.280103576912036	0.705123765434073	-5.32198102276919	ESX1	GSE7621
1552448_a_at	-0.176891562539541	3.60155679974889	-0.417882635063827	0.679500121309077	0.912153925221852	-5.80904516283742	FAM167A-AS1	GSE7621
1552450_a_at	0.685834263445732	3.97167470058057	1.47732444836577	0.151726337209663	0.57736521658045	-4.88889160409589	DNAJC5G	GSE7621
1552452_at	-0.989210812925662	2.01269575142359	-3.47433851674709	0.00182934706559226	0.145202677771208	-1.21147884425208	WDR88	GSE7621
1552456_a_at	-0.346299508143437	2.48390677706557	-0.846831012095413	0.404897900405892	0.787749718106551	-5.55304919906587	MBD3L2	GSE7621
1552458_at	0.103897822873247	3.34519223236019	0.251200150438678	0.803654880686091	0.951104421736168	-5.86238620118062	MBD3L1	GSE7621
1552461_at	-0.263863359244656	2.43858511624777	-0.504134839603986	0.618456784768904	0.890127884778231	-5.77115920906525	FAM46D	GSE7621
1552463_at	0.380148146035271	3.4711421186965	1.01430838375626	0.319880102129582	0.735594091050934	-5.40850758925048	SERPINB11	GSE7621
1552468_a_at	-0.631497452844025	3.83291447252335	-1.3367430171434	0.193007861254669	0.626905575585761	-5.06441980810682	DSCR10	GSE7621
1552474_a_at	-0.0914373255649149	7.39651116643049	-0.56840558688554	0.574687829262777	0.871426821275881	-5.73842050718243	GAMT	GSE7621
1552489_s_at	-0.301307211295189	2.72283927854161	-0.649172533901136	0.521980440326212	0.847481420234439	-5.69187625712702	MPP4	GSE7621
1552490_at	-0.0681871223670757	4.23334704013132	-0.215831578768812	0.830821046161174	0.959129259241022	-5.87030779451844	LACE1	GSE7621
1552491_at	0.0672036039911304	2.49395391755889	0.196763282055389	0.845558881123474	0.963653128983985	-5.87408269170927	IDI2	GSE7621
1552497_a_at	0.0109502797997204	5.24206456485699	0.0502830656428061	0.960285169903365	0.990181760610018	-5.8914617412049	SLAMF6	GSE7621
1552498_at	0.291826149115733	4.80813138196718	1.03485836922845	0.310364807439486	0.727742308660678	-5.38911925577745	ZSCAN20	GSE7621
1552501_a_at	-0.56215451392894	2.71487170842073	-1.21250960739046	0.236334326632492	0.669438470916843	-5.206913933179	GPBAR1	GSE7621
