logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	contrast
-0.0213656023333333	0.0154552394444444	-0.157328728040063	0.876970933393759	0.996000964650736	-5.17553114385934	MAP1LC3B	SN_MPTP10_vs_control
-0.0172128693333333	0.035299196	-0.0938188713691776	0.926427838023587	0.998850116055579	-5.18139333410325	MAP1S	SN_MPTP10_vs_control
0.62874379	-0.101937608888889	2.33807004936161	0.0328208697578013	0.906059736516783	-3.53745981116891	MAP2	SN_MPTP10_vs_control
0.0454951376666667	-0.0428311560555556	0.349383651764805	0.731396306907565	0.995548550606111	-5.13993065710497	MAP2K1	SN_MPTP10_vs_control
0.0534844373333333	-0.01864218625	0.285470130137293	0.778977853149219	0.995548550606111	-5.15473956066983	MAP2K2	SN_MPTP10_vs_control
-0.187841334666667	-0.000720752083333334	-0.963143519513789	0.349929237787662	0.985827928738414	-4.85575554124025	MAP2K3	SN_MPTP10_vs_control
-0.362654526666667	-0.00695302983333334	-1.06385183225714	0.303323093139385	0.980479730054008	-4.78658588878729	MAP2K3OS	SN_MPTP10_vs_control
-0.0921715131666667	-0.0225538681666667	-0.715042210889405	0.484974651066429	0.989586732123899	-5.00033640427576	MAP2K4	SN_MPTP10_vs_control
0.0343087883333333	-0.0173312289444444	0.212531634589792	0.834399333925881	0.996000964650736	-5.16803842502238	MAP2K5	SN_MPTP10_vs_control
-0.18907467	-0.0657326896111111	-0.882673035919567	0.390593420781085	0.988454252214096	-4.90678661746088	MAP2K6	SN_MPTP10_vs_control
-0.00488841566666671	-0.00158264747222222	-0.0360713936310203	0.9716754598527	0.998880421415518	-5.18415276072895	MAP2K7	SN_MPTP10_vs_control
0.32389926	0.0555242746666667	1.56424101708194	0.13748925039748	0.940779237952412	-4.36595697032178	MAP3K1	SN_MPTP10_vs_control
-0.0405738745	-0.00860469833333334	-0.248062561985843	0.807268600969008	0.995548550606111	-5.16204178729516	MAP3K10	SN_MPTP10_vs_control
0.0164100253333334	0.0814947548333333	0.0587143069154266	0.953912960316491	0.998880421415518	-5.1833630279383	MAP3K11	SN_MPTP10_vs_control
0.081457218	0.0197971935833333	0.669328732341768	0.512910752444057	0.989909901073173	-5.02273547896474	MAP3K12	SN_MPTP10_vs_control
-0.0343500371666667	0.000474115583333327	-0.26150243138358	0.797070062283853	0.995548550606111	-5.15953473626801	MAP3K14	SN_MPTP10_vs_control
0.0946682333333334	0.0297057233888889	0.631127288988125	0.53694591597963	0.992385342480469	-5.04039925566139	MAP3K2	SN_MPTP10_vs_control
0.0974805356666667	0.00484523461111111	0.483147733899139	0.63559161231979	0.995548550606111	-5.09953832157809	MAP3K3	SN_MPTP10_vs_control
-0.144290208333333	0.0505009094166667	-0.788493340038716	0.442033340213952	0.989203133655289	-4.96151950934148	MAP3K4	SN_MPTP10_vs_control
-0.00100040266666665	-0.0759525837222222	-0.00483168867071857	0.996205127421952	0.99988981669977	-5.18462301125027	MAP3K5	SN_MPTP10_vs_control
-0.0720402466666666	-0.0632323683333333	-0.165087495203468	0.870960613704829	0.996000964650736	-5.17461245300617	MAP3K6	SN_MPTP10_vs_control
0.307044506666667	0.0265612924166667	2.09078307338504	0.053007421150762	0.906059736516783	-3.81843444005565	MAP3K7	SN_MPTP10_vs_control
-0.0168908816666667	-0.00341897611111111	-0.104200145603544	0.918316611964823	0.998850116055579	-5.18063737936944	MAP3K7CL	SN_MPTP10_vs_control
-0.073515256	0.0556392655555556	-0.336441101794931	0.740947848580875	0.995548550606111	-5.14316603489466	MAP3K8	SN_MPTP10_vs_control
0.012624655	-0.0051922935	0.0887990111452024	0.930353086424513	0.998880421415518	-5.18173048656327	MAP3K9	SN_MPTP10_vs_control
0.161989608666667	-0.000389668944444444	1.19947401750625	0.247953803255942	0.971458804183746	-4.68461904014898	MAP4	SN_MPTP10_vs_control
0.200963023	0.0343802501111111	1.04104458553822	0.313462715114082	0.98213957107131	-4.80275356575911	MAP4K1	SN_MPTP10_vs_control
0.0394514413333333	0.00348777155555555	0.142755302881929	0.888280987265113	0.996628370962275	-5.17713766782095	MAP4K2	SN_MPTP10_vs_control
0.172431431666667	-0.0379517534722222	0.423023122093722	0.677957537095462	0.995548550606111	-5.11925398637377	MAP4K3	SN_MPTP10_vs_control
-0.223985826666667	0.0336489817777778	-1.65368894361765	0.117840377223153	0.935299934979248	-4.27924820004175	MAP4K4	SN_MPTP10_vs_control
-0.012841864	-0.0350683792777778	-0.0638104554300579	0.949918341110115	0.998880421415518	-5.18313329598654	MAP4K5	SN_MPTP10_vs_control
0.140828368666667	-0.0146095879166667	0.624585662717004	0.541123268159844	0.992385342480469	-5.04332676447575	MAP6	SN_MPTP10_vs_control
0.194282419	0.0190860222777778	1.00820865799863	0.328486848643853	0.983126899905713	-4.82551725443122	MAP6D1	SN_MPTP10_vs_control
-0.21775214	0.0301227026666667	-1.16824395920012	0.259967097896388	0.972248985763761	-4.70896189171962	MAP7	SN_MPTP10_vs_control
-0.121314365666667	-0.0621447025555556	-0.752155211502367	0.462973333462835	0.989203133655289	-4.98115434239851	MAP7D1	SN_MPTP10_vs_control
0.0370148031666667	0.0329347718611111	0.252508970426802	0.803890463936655	0.995548550606111	-5.16122684567095	MAP7D2	SN_MPTP10_vs_control
0.0505828516666667	-0.0279805336111111	0.317842926850646	0.754749880687384	0.995548550606111	-5.14760521870058	MAP9	SN_MPTP10_vs_control
0.362966535	-0.0181762376666667	2.43942877062879	0.0268452663279876	0.906059736516783	-3.4194586639322	MAPK1	SN_MPTP10_vs_control
0.116484643666667	-0.0138223431666667	0.83052748308613	0.418565862129425	0.989203133655289	-4.9377693599062	MAPK10	SN_MPTP10_vs_control
-0.196958858333333	0.0466293365833333	-0.975842230613579	0.343790517705259	0.985827928738414	-4.84735359787294	MAPK11	SN_MPTP10_vs_control
0.196235856833333	-0.0477928751944444	0.9258602080064	0.368390923394473	0.988454252214096	-4.87987774127777	MAPK12	SN_MPTP10_vs_control
-0.0710335583333334	-0.0207562187777778	-0.426296959076078	0.67561997229008	0.995548550606111	-5.1182456788008	MAPK13	SN_MPTP10_vs_control
0.033481914	-0.00564765941666666	0.266489627465213	0.793295179988004	0.995548550606111	-5.15857116631321	MAPK14	SN_MPTP10_vs_control
-0.366343544333333	0.0428114388888889	-1.40405674920842	0.17957744405735	0.958947279380597	-4.5132608486369	MAPK15	SN_MPTP10_vs_control
0.238788607333333	0.0212549098888889	1.52968004577229	0.145791682205635	0.942751195382571	-4.39863502169429	MAPK1IP1	SN_MPTP10_vs_control
-0.141420364166667	0.00404634658333334	-0.736585584208805	0.472128290541109	0.989203133655289	-4.98930951900165	MAPK1IP1L	SN_MPTP10_vs_control
-0.229410804333333	-0.00672340388888889	-0.877873205029616	0.393115082855386	0.988454252214096	-4.90970790070729	MAPK3	SN_MPTP10_vs_control
0.203517441333333	-0.0369647613333333	0.606065967310217	0.553045469664242	0.993730298818666	-5.05145947076732	MAPK4	SN_MPTP10_vs_control
-0.0169237843333334	0.0138468388333333	-0.115554927844409	0.909455452028024	0.998850116055579	-5.179719945995	MAPK6	SN_MPTP10_vs_control
0.075342658	0.000459405111111108	0.300608266709316	0.76761729615847	0.995548550606111	-5.15149729237361	MAPK7	SN_MPTP10_vs_control
0.019069831	0.00519462522222222	0.136305750076081	0.893294446999367	0.996628370962275	-5.17779900340085	MAPK8	SN_MPTP10_vs_control
0.213249391	-0.0761706144166667	0.76398693977296	0.456089368647669	0.989203133655289	-4.97485334414832	MAPK8IP1	SN_MPTP10_vs_control
-0.0726316793333333	-0.0306571596666667	-0.483102692130352	0.635622889568951	0.995548550606111	-5.09955403570712	MAPK8IP2	SN_MPTP10_vs_control
-0.0808374073333334	-0.0308734836666667	-0.425820106900233	0.675960238639039	0.995548550606111	-5.11839301366291	MAPK8IP3	SN_MPTP10_vs_control
-0.224117911333334	-0.0206447179444444	-1.44239969490921	0.16864367919704	0.95395987459	-4.47898814819758	MAPK9	SN_MPTP10_vs_control
-0.0618923486666667	-0.033751289	-0.422435454585927	0.678377500926571	0.995548550606111	-5.11943418302325	MAPKAP1	SN_MPTP10_vs_control
0.0269860466666668	0.0105945414444444	0.0790808200114421	0.937957357615018	0.998880421415518	-5.18233058287709	MAPKAPK2	SN_MPTP10_vs_control
0.247658088666667	0.120418016055556	0.542741483257566	0.594852026515375	0.995548550606111	-5.07751888729073	MAPKAPK3	SN_MPTP10_vs_control
0.298991524	-0.0473006837222222	1.63753188103934	0.121200286381374	0.937492396915764	-4.29513113977161	MAPKAPK5	SN_MPTP10_vs_control
-0.154804951333333	0.0225354168888889	-0.678162922170575	0.507441184328618	0.989586732123899	-5.01851343217159	MAPKBP1	SN_MPTP10_vs_control
-0.0497188546666667	-0.0275735865	-0.313138625551431	0.758254900148282	0.995548550606111	-5.14868876560797	MAPRE1	SN_MPTP10_vs_control
-0.00480731433333333	-0.00176462883333333	-0.0385734582195302	0.969711751826052	0.998880421415518	-5.18408403197203	MAPRE2	SN_MPTP10_vs_control
-0.312202283333333	0.0434514968888889	-1.22289619104893	0.239226939132205	0.970202694136282	-4.66603414517112	MAPRE3	SN_MPTP10_vs_control
-0.0913823461666667	-0.0475858717777778	-0.614977629181551	0.547290910948654	0.992799268573381	-5.04757470396134	MAPT	SN_MPTP10_vs_control
-0.162561474166667	0.0369208060277778	-1.40362697106761	0.179703202198181	0.958947279380597	-4.513641333786	MARC1	SN_MPTP10_vs_control
0.128205612333333	-0.0116467466666667	0.706188337418411	0.490313938820553	0.989586732123899	-5.00478113882229	MARC2	SN_MPTP10_vs_control
0.245672704333333	-0.0109891900555556	1.64540690549992	0.11955251782135	0.935299934979248	-4.28740158024463	MARCH1	SN_MPTP10_vs_control
-0.155341552	0.0486252774166667	-0.946754708757502	0.357963945109161	0.986264670197714	-4.86645983091079	MARCH10	SN_MPTP10_vs_control
0.040655776	-0.0112116594444444	0.196154494399114	0.846980099529657	0.996000964650736	-5.17049326071373	MARCH11	SN_MPTP10_vs_control
0.019580939	0.00276946013888889	0.15719437042401	0.877075083071153	0.996000964650736	-5.17554666487341	MARCH2	SN_MPTP10_vs_control
0.237786373333333	-0.00533119138888889	1.94181729408796	0.0701346939235419	0.921899796767281	-3.98151583480622	MARCH3	SN_MPTP10_vs_control
-0.390996137	-0.0276761053888889	-1.39675992773602	0.181722328982874	0.958947279380597	-4.51970960381756	MARCH4	SN_MPTP10_vs_control
-0.054012936	-0.0303502212777778	-0.426356192894692	0.67557771001976	0.995548550606111	-5.11822736592616	MARCH5	SN_MPTP10_vs_control
0.015346207	-0.023020943	0.10838565410809	0.915048921985732	0.998850116055579	-5.1803102134832	MARCH6	SN_MPTP10_vs_control
0.255827424333333	0.0355984116111111	1.41121608091483	0.177493071288294	0.958947279380597	-4.50691058750341	MARCH7	SN_MPTP10_vs_control
0.0523277913333333	-0.0135113394444444	0.427577282980359	0.674706734171383	0.995548550606111	-5.11784930068445	MARCH8	SN_MPTP10_vs_control
0.348131260166667	-0.00718875113888889	2.10645267119371	0.0514479128358386	0.906059736516783	-3.8009797484087	MARCH9	SN_MPTP10_vs_control
0.052519799	-0.00385700377777778	0.381708651265816	0.707742245900575	0.995548550606111	-5.13132815539973	MARCKS	SN_MPTP10_vs_control
-0.0179746165	-0.00992226611111111	-0.128724871389502	0.899193294964558	0.997750077852236	-5.17853737803936	MARCKSL1	SN_MPTP10_vs_control
-0.3782445265	-0.0061327421388889	-1.84085018304315	0.0844254339629466	0.921899796767281	-4.08875977104464	MARCO	SN_MPTP10_vs_control
0.25782377	0.0198661486666667	0.978436369096238	0.342545805692145	0.985827928738414	-4.84562569748958	MARF1	SN_MPTP10_vs_control
-0.0846045796666667	-0.0167826020555556	-0.493080251279162	0.628711920046175	0.995548550606111	-5.09603867986041	MARK1	SN_MPTP10_vs_control
-0.146776356	-0.00426999616666667	-0.843773470314327	0.411340151657616	0.989203133655289	-4.93005731999144	MARK2	SN_MPTP10_vs_control
-0.00930976900000007	-0.0740110602222222	-0.0322248110305616	0.974694755656504	0.998880421415518	-5.18424943697751	MARK3	SN_MPTP10_vs_control
-0.42638262	-0.0302700605555556	-2.30331567671129	0.035142731978595	0.906059736516783	-3.57758884004524	MARK4	SN_MPTP10_vs_control
-0.205746013	-0.107751369611111	-0.639901226833145	0.531371092362492	0.992385342480469	-5.03642795789683	MARS	SN_MPTP10_vs_control
-0.0802050656666667	0.0144482154444444	-0.407630789129273	0.688993173965329	0.995548550606111	-5.12389342293839	MARS2	SN_MPTP10_vs_control
0.0169673195	0.0366856298055556	0.0943053212580894	0.926047564262762	0.998850116055579	-5.18135967859726	MARVELD1	SN_MPTP10_vs_control
0.061259832	-0.0649812757222222	0.195689982320968	0.847337575612498	0.996000964650736	-5.17056003788183	MARVELD2	SN_MPTP10_vs_control
0.0433088946666667	0.0278830325	0.238630401435541	0.814447627397322	0.995548550606111	-5.16372306274626	MARVELD3	SN_MPTP10_vs_control
0.523059215	0.035031825	1.45791651984175	0.164377312056078	0.949806378786501	-4.46493693736467	MAS1	SN_MPTP10_vs_control
0.0488763006666667	0.006411837	0.313435758121773	0.758033354209148	0.995548550606111	-5.14862079700246	MASP1	SN_MPTP10_vs_control
0.220445350833333	0.00529218402777777	1.1345071852235	0.273435537368264	0.974522388726313	-4.73468673254014	MASP2	SN_MPTP10_vs_control
-0.182837489666667	0.0322721823611111	-1.28227204666794	0.218170270103061	0.963901985355616	-4.61769100850202	MAST1	SN_MPTP10_vs_control
-0.00022220933333339	-0.0222907448888889	-0.000608300552826693	0.99952223070626	0.999969998213834	-5.18463146693227	MAST2	SN_MPTP10_vs_control
0.009850185	0.0284576941666667	0.063866482355185	0.94987443183963	0.998880421415518	-5.1831306641834	MAST3	SN_MPTP10_vs_control
-0.164832181166667	-0.0195362944722222	-1.37044958768153	0.189629685284774	0.959036646975103	-4.54276340977538	MAST4	SN_MPTP10_vs_control
0.180554951	-0.0375851776666667	1.20742329248956	0.244964962998572	0.971158595540955	-4.6783427587212	MASTL	SN_MPTP10_vs_control
-0.070208468	-0.00756413416666666	-0.446832185739116	0.661036506167215	0.995548550606111	-5.11174923752272	MAT1A	SN_MPTP10_vs_control
-0.0892130543333334	-0.0201718269444444	-0.575930984971994	0.572742890256381	0.994512472529464	-5.06419976386465	MAT2A	SN_MPTP10_vs_control
0.0246540690000001	-0.0279743401666667	0.114702097999536	0.910120578248279	0.998850116055579	-5.17979213831067	MAT2B	SN_MPTP10_vs_control
-0.161607106333333	-0.00902250158333333	-0.934299093953655	0.364154931287672	0.988454252214096	-4.87448958134572	MATK	SN_MPTP10_vs_control
-0.09191068	0.0389686297777778	-0.431008697168808	0.672261745495763	0.995548550606111	-5.11678127615342	MATN1	SN_MPTP10_vs_control
0.7433902455	0.0765208654722222	1.85302730413767	0.0825743575875382	0.921899796767281	-4.07598039394119	MATN2	SN_MPTP10_vs_control
-0.0875044276666667	0.0435519253888889	-0.650987528513629	0.524373307064326	0.99041613627736	-5.03133685369377	MATN3	SN_MPTP10_vs_control
-0.171861256666667	-0.0412465183333333	-0.564028801012661	0.580622219576682	0.994656123132772	-5.06906241565166	MATN4	SN_MPTP10_vs_control
-0.045067071	0.0105938245833333	-0.222211012971356	0.826985293446823	0.996000964650736	-5.16649573203734	MATR3	SN_MPTP10_vs_control
-0.0835438528333334	0.00396645030555555	-0.487028971118116	0.632899143255485	0.995548550606111	-5.09817894787464	MAU2	SN_MPTP10_vs_control
-0.295522858333333	0.11275205775	-0.888196860252281	0.387704767434871	0.988454252214096	-4.90340742212668	MAVS	SN_MPTP10_vs_control
-0.34657541	0.150560883166667	-0.725908929060047	0.478468971424184	0.989203133655289	-4.99481177166331	MAX	SN_MPTP10_vs_control
-0.308439255	-0.00935093527777778	-1.68340618336563	0.111869554480854	0.929869715610594	-4.24979022790501	MAZ	SN_MPTP10_vs_control
0.118966135833333	0.0920150753611111	0.463374069426233	0.649390420748009	0.995548550606111	-5.1063012265108	MB	SN_MPTP10_vs_control
-0.0272037956666667	0.0350997273888889	-0.125311472042694	0.901851353872641	0.998294898943238	-5.1788560879446	MB21D1	SN_MPTP10_vs_control
0.251765614666667	-0.0212783756388889	1.3907940423437	0.18349143325388	0.959036646975103	-4.52496442391376	MB21D2	SN_MPTP10_vs_control
0.132417366666667	-0.0367106602222222	0.702448914107856	0.492579359386042	0.989586732123899	-5.0066430676833	MBD1	SN_MPTP10_vs_control
-0.110106786166667	-0.0262855686666667	-0.599999558749936	0.556981294479394	0.994080275003971	-5.0540734201405	MBD2	SN_MPTP10_vs_control
-0.377697784666667	0.0385788261666667	-1.24422993503673	0.231486669980281	0.968231742561326	-4.64886554245695	MBD3	SN_MPTP10_vs_control
-0.306213061333333	0.0750592691666667	-1.62530479363283	0.123797254099255	0.940779237952412	-4.30708730040331	MBD3L1	SN_MPTP10_vs_control
-0.0367907173333333	0.0455491129722222	-0.184988352076484	0.855582647707924	0.996000964650736	-5.17205490087624	MBD3L2	SN_MPTP10_vs_control
0.148738785333333	-0.003148266	0.816520287102575	0.426295396546126	0.989203133655289	-4.94580629434014	MBD4	SN_MPTP10_vs_control
0.059413749	0.040535504	0.319601445858699	0.753441082767326	0.995548550606111	-5.14719609704112	MBD5	SN_MPTP10_vs_control
0.483078955	0.0991567245555555	1.89335187093958	0.076699468356581	0.921899796767281	-4.03335285850916	MBD6	SN_MPTP10_vs_control
0.635782879	-0.0643223403333333	1.65245058486278	0.118095034243566	0.935299934979248	-4.28046889977032	MBIP	SN_MPTP10_vs_control
-0.0280130696666667	-0.00202895588888889	-0.198479634669722	0.845191254426241	0.996000964650736	-5.17015663955187	MBL1	SN_MPTP10_vs_control
0.037691038	0.0371281047777778	0.18591809768411	0.854865623801007	0.996000964650736	-5.17192834321804	MBL2	SN_MPTP10_vs_control
0.355738638	-0.205061728111111	0.971310383312903	0.345972567384308	0.985827928738414	-4.85036279896493	MBLAC1	SN_MPTP10_vs_control
0.0755208346666667	-0.0415114030555556	0.626010176766726	0.540212086937693	0.992385342480469	-5.0426916988192	MBLAC2	SN_MPTP10_vs_control
0.0646231973333333	0.00265044677777778	0.414331919111111	0.684179640819865	0.995548550606111	-5.12189416001865	MBNL1	SN_MPTP10_vs_control
-0.00635027966666667	-0.00618538533333333	-0.0438152617816695	0.965598469086201	0.998880421415518	-5.18392511234498	MBNL2	SN_MPTP10_vs_control
-0.167551677666667	0.0240280758333333	-1.12208414266015	0.278524853784822	0.975911311890039	-4.74400754866691	MBNL3	SN_MPTP10_vs_control
-0.241437566833333	0.0758431512777778	-1.53573489189345	0.144307426117082	0.942332801996373	-4.39294440029808	MBOAT1	SN_MPTP10_vs_control
-0.186384988333333	-0.147621389444444	-0.497614159024757	0.625583204998504	0.995548550606111	-5.09441845754279	MBOAT2	SN_MPTP10_vs_control
0.105240106	-0.03524136	0.377379566831636	0.710892844409077	0.995548550606111	-5.13252335567833	MBOAT4	SN_MPTP10_vs_control
-0.202293353666667	0.0271174054444444	-1.38080165230124	0.186485854826025	0.959036646975103	-4.5337299865038	MBOAT7	SN_MPTP10_vs_control
-0.0308479466666667	0.0185731893055556	-0.270236396509684	0.790462680610929	0.995548550606111	-5.15783542325642	MBP	SN_MPTP10_vs_control
0.0821002315	0.0273205408611111	0.592834954961748	0.561648825175751	0.994127383651964	-5.05712866236722	MBTD1	SN_MPTP10_vs_control
0.161136147666667	-0.0621496042222222	0.741383292155104	0.469295621808705	0.989203133655289	-4.98681311457861	MBTPS1	SN_MPTP10_vs_control
-0.195950509666667	-0.000662432111111105	-0.914525469926638	0.374133251701764	0.988454252214096	-4.88704828069005	MBTPS2	SN_MPTP10_vs_control
-0.229051596333333	0.04565408925	-1.71548481696964	0.105719643610936	0.929869715610594	-4.21764396554806	MC1R	SN_MPTP10_vs_control
0.176010408	0.0355606563888889	0.631748492002397	0.5365501543832	0.992385342480469	-5.04011977066303	MC2R	SN_MPTP10_vs_control
-0.107101276666667	-0.0151631966666667	-0.684072596605999	0.503801116317868	0.989586732123899	-5.01566046206733	MC3R	SN_MPTP10_vs_control
0.130904986666667	0.0808663493333333	0.514260783105863	0.614159514517113	0.995548550606111	-5.08834776332007	MC5R	SN_MPTP10_vs_control
-0.284578326666667	0.0518818432777778	-1.39670385631354	0.181738891414799	0.958947279380597	-4.51975906637172	MCAM	SN_MPTP10_vs_control
0.383588952	0.0602930636111111	1.43469970044682	0.170794395068471	0.957014157350941	-4.485922323333	MCAT	SN_MPTP10_vs_control
-0.175816456	0.0174676580555556	-1.11958863055058	0.279555659611076	0.975911311890039	-4.74586993321964	MCC	SN_MPTP10_vs_control
0.0198410316666666	-0.0461568686666667	0.0758652904097614	0.940474844006458	0.998880421415518	-5.18251386001617	MCCC1	SN_MPTP10_vs_control
0.092999141	-0.00194186583333333	0.676178690685406	0.508666762780257	0.989586732123899	-5.01946620564738	MCCC2	SN_MPTP10_vs_control
-0.195675376666667	-0.0873818368888889	-0.602002729131557	0.55568000357448	0.994080275003971	-5.0532130130016	MCEE	SN_MPTP10_vs_control
-0.131202306666667	0.0563226643888889	-0.351508380587905	0.72983257208819	0.995548550606111	-5.1393880790287	MCEMP1	SN_MPTP10_vs_control
0.355118348	0.0715025382777778	1.57106405999494	0.135898268180939	0.940779237952412	-4.3594500197846	MCF2	SN_MPTP10_vs_control
0.0505256683333333	-0.0428372494444444	0.214952061621023	0.832543832861392	0.996000964650736	-5.16765905064057	MCF2L	SN_MPTP10_vs_control
0.0125099823333333	-0.0017257265	0.0706280528363578	0.944576540843367	0.998880421415518	-5.18279609959544	MCFD2	SN_MPTP10_vs_control
-0.0451732453333334	0.0583940203333333	-0.190866396536117	0.851051700844302	0.996000964650736	-5.17124416478418	MCHR1	SN_MPTP10_vs_control
-0.216458798	-0.0286666549722222	-1.66727584198172	0.115077246490627	0.933160423629074	-4.26581884940515	MCL1	SN_MPTP10_vs_control
0.072259345	-0.0140398872777778	0.546956255104544	0.592020757785772	0.995548550606111	-5.07586911130927	MCM10	SN_MPTP10_vs_control
0.180574377666667	-0.0248761645555556	0.718084505792589	0.483148009861714	0.989586732123899	-4.99879740472698	MCM2	SN_MPTP10_vs_control
-0.348089615	0.0660452307777778	-1.78904706163719	0.0927172421601226	0.928204785066264	-4.14262297118626	MCM3	SN_MPTP10_vs_control
-0.176946001	-0.0368583216111111	-0.731391177445061	0.475206799883898	0.989203133655289	-4.99199564939429	MCM3AP	SN_MPTP10_vs_control
0.0257081996666667	0.0100486275555556	0.147196224512058	0.884831740290627	0.996545568999709	-5.17666458588932	MCM4	SN_MPTP10_vs_control
0.184313367666667	0.0255673903333333	1.08475606590155	0.294241385160729	0.977781559790243	-4.77151408624207	MCM5	SN_MPTP10_vs_control
-0.280911604333333	0.000215039611111112	-1.35203566254428	0.195327516913604	0.959036646975103	-4.5587107855808	MCM6	SN_MPTP10_vs_control
-0.0583185411666667	0.0196302078333333	-0.369399284195402	0.716714879236749	0.995548550606111	-5.13469169343322	MCM7	SN_MPTP10_vs_control
0.351671699666667	-0.0707552173888889	1.78888939798594	0.0927435369630336	0.928204785066264	-4.1427856350578	MCM8	SN_MPTP10_vs_control
0.0168796043333334	0.0239710937777778	0.112124030378531	0.912131644120964	0.998850116055579	-5.18000712771118	MCM9	SN_MPTP10_vs_control
0.070380052	-0.00602426761111112	0.40094552976665	0.693809110354953	0.995548550606111	-5.12585634332325	MCMBP	SN_MPTP10_vs_control
0.04651753	-0.00165067705555555	0.361058159095775	0.722819526763584	0.995548550606111	-5.13690963649526	MCOLN1	SN_MPTP10_vs_control
-0.0834759853333333	-0.0446605408333333	-0.458029986413213	0.653142772624847	0.995548550606111	-5.10808219850426	MCOLN2	SN_MPTP10_vs_control
-0.148750504666667	0.0188658865277778	-1.16699944598174	0.260454836227162	0.972248985763761	-4.70992147395196	MCOLN3	SN_MPTP10_vs_control
0.097192685	0.0398702894166667	0.530916244701935	0.602831636382217	0.995548550606111	-5.0820826748371	MCPH1	SN_MPTP10_vs_control
-0.0320535506666667	0.0382105647222222	-0.214726987739762	0.83271633168468	0.996000964650736	-5.16769450821147	MCPT-PS1	SN_MPTP10_vs_control
0.329865695666667	0.0467787507222222	1.95154678745556	0.068879306213328	0.921899796767281	-3.97103306093688	MCPT1	SN_MPTP10_vs_control
-0.323786302666667	0.0219673578888889	-2.05994862526333	0.0562031892811026	0.907162892230009	-3.85262345519228	MCPT2	SN_MPTP10_vs_control
-0.0357619123333334	0.0135537517777778	-0.231305590519749	0.820034556671148	0.995548550606111	-5.16498416730146	MCPT4	SN_MPTP10_vs_control
-0.113166806666667	-0.0418222465555556	-0.518721178589834	0.611115780899321	0.995548550606111	-5.08668866303535	MCPT8	SN_MPTP10_vs_control
-0.538638921	-0.159975240111111	-1.72508085101771	0.103937975719871	0.929869715610594	-4.20795919069342	MCRS1	SN_MPTP10_vs_control
0.442813397333334	-0.109035094833333	1.72042652726925	0.104798839971696	0.929869715610594	-4.21266044884022	MCTP1	SN_MPTP10_vs_control
-0.887809996666667	-0.0849292676666667	-2.45026273269097	0.0262711630636471	0.906059736516783	-3.40676871862695	MCTP2	SN_MPTP10_vs_control
0.266171138666667	-0.00865546755555555	1.71303950414387	0.106177882207997	0.929869715610594	-4.22010689610718	MCTS1	SN_MPTP10_vs_control
0.425947348	-0.106940429388889	1.42335454143912	0.174004245229827	0.958873280885919	-4.49609213894514	MCTS2	SN_MPTP10_vs_control
0.176689391666667	0.0119983343055556	0.814082034396325	0.427650167805599	0.989203133655289	-4.94719281809905	MCU	SN_MPTP10_vs_control
0.137077574666667	-0.0383187005	0.620790865919188	0.543554689371705	0.992385342480469	-5.0450119132813	MCUR1	SN_MPTP10_vs_control
0.270956357333333	0.0236275609444444	0.834526333453723	0.41637588795867	0.989203133655289	-4.93545259089778	MDC1	SN_MPTP10_vs_control
-0.148129564333333	0.0170007273333333	-1.096118474962	0.289389674633868	0.977369142421984	-4.76322132305538	MDFI	SN_MPTP10_vs_control
0.396390199666667	0.0827295955555556	0.71703844282735	0.483775619751894	0.989586732123899	-4.99932725077567	MDFIC	SN_MPTP10_vs_control
-0.0756797773333334	-0.0240425784444444	-0.42809579727023	0.674337034146129	0.995548550606111	-5.11768844468863	MDGA1	SN_MPTP10_vs_control
0.0657219113333334	-0.00715914838888889	0.303460789520751	0.765482623185956	0.995548550606111	-5.1508678619226	MDGA2	SN_MPTP10_vs_control
-0.0517679826666666	0.0249522535	-0.506381213503278	0.619554294659954	0.995548550606111	-5.0912451455631	MDH1	SN_MPTP10_vs_control
0.357548233333333	-0.0340885442222222	1.31711504290532	0.206510248688938	0.960217597116029	-4.58852180915916	MDH1B	SN_MPTP10_vs_control
-0.0323519621666667	-0.00910099533333333	-0.344810062848548	0.734766475497797	0.995548550606111	-5.1410876438102	MDH2	SN_MPTP10_vs_control
-0.0886165303333333	-0.0309514476111111	-0.36292483862491	0.721451653935783	0.995548550606111	-5.13641758195288	MDK	SN_MPTP10_vs_control
0.0394946758333333	-0.0316609473333333	0.139059364851803	0.891153381960183	0.996628370962275	-5.1775203760251	MDM1	SN_MPTP10_vs_control
0.109957695333333	-0.0554587573333333	0.669248103005871	0.512960827769141	0.989909901073173	-5.02277377701066	MDM2	SN_MPTP10_vs_control
0.1032553475	-0.00833529913888889	0.730597033921903	0.475678518649856	0.989203133655289	-4.99240478546245	MDM4	SN_MPTP10_vs_control
0.190383591333333	-0.015324724	1.26966954815599	0.222513319225645	0.964206783578825	-4.62809705837006	MDN1	SN_MPTP10_vs_control
-0.0462192746666667	-0.000805928277777777	-0.299950025492271	0.768110163569779	0.995548550606111	-5.15164170661157	MDP1	SN_MPTP10_vs_control
0.0949632296666667	0.140704444333333	0.168950631088599	0.867971061433838	0.996000964650736	-5.17413861703037	MDRL	SN_MPTP10_vs_control
