probe	gene	AveExpr
A_33_P3248424	FAM105B	5.49573603154167
A_23_P66827	FAM106A	4.60031833354167
A_33_P3266998	FAM106CP	7.04632022558333
A_33_P3288942	FAM107B	9.80792070516667
A_21_P0011530	FAM108A1	10.2068859269583
A_33_P3266265	FAM108B1	7.50885227
A_23_P369701	FAM108C1	8.16813542775
A_24_P143076	FAM109A	8.185598144625
A_32_P218228	FAM109B	5.87713598575
A_23_P386241	FAM110A	13.1691385295833
A_33_P3330443	FAM110B	7.20196882008333
A_24_P50248	FAM110C	3.80119461770833
A_33_P3270657	FAM111B	4.595263303125
A_33_P3396591	FAM113A	7.189790769875
A_33_P3215647	FAM113B	5.104992427125
A_23_P132915	FAM114A1	4.81661797225
A_23_P41908	FAM114A2	7.23190974929167
A_32_P56525	FAM115A	7.877726410625
A_32_P214925	FAM115C	4.23260849879167
A_32_P118586	FAM116A	9.51536067375
A_24_P659036	FAM116B	8.06268225075
A_23_P78053	FAM117A	8.412677476375
A_32_P195401	FAM117B	9.07723415945833
A_23_P120973	FAM118A	8.23483859429167
A_23_P319492	FAM118B	8.111653129
A_24_P941505	FAM120A	6.41605514841667
A_24_P832156	FAM120AOS	8.057979409625
A_23_P313476	FAM120B	7.381451053625
A_32_P67623	FAM120C	7.361061525125
A_23_P409516	FAM122A	8.61511072241667
A_33_P3691860	FAM122B	5.9491216175
A_21_P0000080	FAM122C	4.73087814083333
A_23_P351305	FAM123A	8.966951769625
A_23_P308150	FAM123B	6.05675739654167
A_33_P3319810	FAM123C	9.5510007125
A_23_P344568	FAM124A	5.99987532470833
A_23_P39525	FAM124B	5.11289935408333
A_23_P393758	FAM125A	7.59558819441667
A_23_P354591	FAM125B	8.901196643125
A_24_P320665	FAM126A	4.91850540991667
A_32_P226786	FAM126B	9.47333512966667
A_24_P101629	FAM127B	10.4736347958333
A_33_P3296707	FAM127C	9.21536720870833
A_24_P233786	FAM129A	3.96026208170833
A_33_P3226167	FAM129B	10.1047287725833
A_33_P3350259	FAM129C	4.123801997
A_23_P41204	FAM131A	9.18811767483333
A_33_P3270668	FAM131B	9.991101611
A_24_P169073	FAM131C	11.30347570625
A_32_P75792	FAM132A	6.16652610616667
A_33_P3234124	FAM132B	4.070854756875
A_23_P345808	FAM133A	4.7468133075
A_32_P233938	FAM133B	7.197242818125
A_24_P928217	FAM134A	7.7146282235
A_23_P167599	FAM134B	7.777708097125
A_24_P185158	FAM134C	9.51311370520833
A_23_P398172	FAM135A	7.20904600191667
A_32_P68097	FAM135B	3.33482687341667
A_23_P108641	FAM136A	9.06281386629167
A_32_P923011	FAM138A	5.76323603408333
A_33_P3274599	FAM138E	4.52777836645833
A_33_P3691916	FAM13A	9.03405187625
A_33_P3218905	FAM13A-AS1	5.00905056041667
A_23_P136460	FAM13B	9.63605866454167
A_23_P416965	FAM149A	9.488842597125
A_24_P49298	FAM149B1	6.77561133708333
A_24_P935794	FAM150A	3.60703378670833
A_24_P561341	FAM150B	5.807515684875
A_33_P3341821	FAM151A	4.17445141770833
A_33_P3728979	FAM151B	4.33228633816667
A_24_P85243	FAM153A	4.41381741408333
A_32_P84369	FAM153B	5.47927853266667
A_23_P344578	FAM154A	4.409999115875
A_24_P247026	FAM154B	4.84659314708333
A_24_P706340	FAM155A	6.91280487258333
A_23_P22647	FAM155B	9.975708863125
A_23_P148519	FAM156A	11.85490488875
A_33_P3411414	FAM156B	8.42299709175
A_33_P3222501	FAM157A	3.99939351579167
A_21_P0013914	FAM157B	3.67699979145833
A_33_P3295786	FAM159A	6.42793691604167
A_33_P3381318	FAM160A1	4.07209335879167
A_23_P24796	FAM160A2	10.56596760875
A_33_P3299766	FAM160B1	7.09226091158333
A_33_P3269879	FAM160B2	7.73481565141667
A_32_P82189	FAM161A	8.30606158475
A_23_P365226	FAM161B	7.1279763785
A_23_P256542	FAM162A	10.385832291375
A_23_P145054	FAM162B	4.24186044329167
A_24_P190873	FAM163A	3.96584607966667
A_24_P397903	FAM164A	8.45426887183333
A_23_P99785	FAM164C	4.80040301904167
A_24_P74487	FAM165B	8.65200071654167
A_33_P3295870	FAM166A	5.31281186883333
A_33_P3268378	FAM167A	6.24970765425
A_33_P3367392	FAM167B	6.59362002504167
A_33_P3260941	FAM168A	3.86081234670833
A_33_P3397147	FAM168B	8.49034228016667
A_23_P423074	FAM169A	9.585000385
A_24_P263310	FAM169B	3.68133480675
A_33_P3298430	FAM171A1	9.491279587375
A_33_P3437907	FAM171A2	8.36859790908333
A_23_P423427	FAM171B	8.825988777625
A_24_P111912	FAM172A	10.5107840545833
A_33_P3354076	FAM172BP	4.27639719675
A_23_P54728	FAM173A	11.0247304333333
A_23_P133279	FAM173B	7.3792744985
A_23_P30283	FAM174A	7.85926252304167
A_23_P253464	FAM175A	6.969276458625
A_23_P364478	FAM175B	5.91521493695833
A_23_P108673	FAM176A	3.93283440245833
A_23_P322704	FAM177A1	10.9290421816667
A_33_P3367396	FAM177B	7.00291869920833
A_23_P356139	FAM178A	5.07231634820833
A_24_P231546	FAM178B	5.6180480575
A_24_P595717	FAM179A	3.61393016883333
A_33_P3226202	FAM179B	8.45479605675
A_32_P204218	FAM180A	5.48972487741667
A_33_P3330404	FAM180B	6.043934500375
A_23_P117380	FAM181A	6.12511759108333
A_33_P3270623	FAM181B	7.54650114091667
A_21_P0012140	FAM182B	6.27883637233333
A_33_P3244643	FAM183A	4.55931328108333
A_24_P391991	FAM183B	3.78185162733333
A_33_P3235776	FAM184A	7.857166162375
A_23_P301572	FAM184B	5.00548800916667
A_21_P0013334	FAM185A	6.60527520575
A_33_P3282060	FAM186A	3.9940008185
A_23_P25445	FAM186B	4.49046008145833
A_32_P225415	FAM187B	3.76297866333333
A_33_P3393106	FAM188A	8.6260836105
A_33_P3244433	FAM188B	5.23369963154167
A_32_P143000	FAM189A1	7.16922656766667
A_23_P422831	FAM189A2	4.196593153
A_33_P3359160	FAM189B	10.4927725916667
A_33_P3310039	FAM18A	5.373759004375
A_23_P118516	FAM18B1	9.27525512504167
A_24_P87490	FAM18B2	9.08547226029167
A_24_P262321	FAM18B2-CDRT4	4.45603758354167
A_32_P306678	FAM190A	5.50186920891667
A_23_P404108	FAM190B	11.1948360683333
A_23_P100441	FAM192A	9.568032725
A_23_P121506	FAM193A	8.370571182125
A_23_P213863	FAM193B	9.33402517754167
A_23_P346431	FAM194A	3.98672540479167
A_23_P3663	FAM195A	9.86595940504167
A_24_P237878	FAM195B	14.1192229329167
A_32_P202013	FAM196A	5.55218914329167
A_33_P3375636	FAM196B	4.29484058575
A_33_P3351316	FAM198A	4.4812072
A_33_P3321432	FAM198B	4.20591588333333
A_23_P45294	FAM199X	8.151858175
A_32_P117693	FAM19A1	3.85053435658333
A_24_P297551	FAM19A2	8.34626219083333
A_32_P352743	FAM19A3	4.043346560625
A_32_P71571	FAM19A4	3.95298365666667
A_23_P304489	FAM19A5	10.7183831429167
A_23_P168812	FAM200A	7.214631772875
A_33_P3381328	FAM201A	4.34949098275
A_23_P61268	FAM203A	7.76010944316667
A_33_P3297642	FAM204A	7.49448846391667
A_33_P3407494	FAM205A	4.38143607125
A_33_P3221808	FAM205B	4.07368863916667
A_23_P216568	FAM206A	7.11352625020833
A_33_P3288700	FAM207A	8.65662404275
A_23_P6651	FAM208A	7.21685469220833
A_23_P24244	FAM208B	6.77364399654167
A_32_P108254	FAM20A	4.624880191875
A_24_P148043	FAM20B	11.3184801679167
A_21_P0010870	FAM21C	8.30101910658333
A_32_P799227	FAM22A	6.07742407754167
A_24_P941898	FAM22D	6.23873430883333
A_33_P3212754	FAM22F	6.09438325325
A_33_P3368339	FAM22G	6.547695147625
A_21_P0000707	FAM24B	6.956418818875
A_32_P34138	FAM25A	4.534631866875
A_33_P3832680	FAM25C	4.949851606375
A_32_P120043	FAM26E	4.11151348858333
A_23_P7827	FAM26F	4.788268228125
A_33_P3301219	FAM27A	6.48352989783333
A_32_P942508	FAM27L	4.803359741875
A_23_P50331	FAM32A	10.8148535370833
A_23_P127279	FAM35A	8.7169899855
A_33_P3233947	FAM36A	9.81444931870833
A_33_P3215864	FAM3A	7.55709935845833
A_23_P166269	FAM3B	3.746695409625
A_21_P0013755	FAM3C	10.1683438919583
A_23_P41145	FAM3D	4.34927759254167
A_23_P320457	FAM40A	8.63399047954167
A_32_P213831	FAM40B	4.84747305654167
A_33_P3764636	FAM41AY1	4.055498629375
A_32_P70203	FAM41C	3.99472009416667
A_33_P3410589	FAM43A	9.65164029133333
A_32_P125338	FAM43B	7.97714932770833
A_24_P98555	FAM45A	9.07464560058333
A_33_P3410599	FAM46A	6.92088320070833
A_23_P12199	FAM46B	4.76946235633333
A_33_P3314176	FAM46C	4.22462259745833
A_32_P426044	FAM47A	4.020937641625
A_32_P105381	FAM47B	3.932876813375
A_33_P3249160	FAM47C	4.02390518708333
A_32_P83811	FAM47E	6.3097836975
A_23_P140050	FAM48A	8.48023717320833
A_33_P3384284	FAM48B1	5.03192555316667
A_33_P3314086	FAM48B2	4.011866103875
A_23_P21560	FAM49A	9.04291597154167
A_23_P43255	FAM49B	10.047415670875
A_23_P34107	FAM50A	10.9646006983333
A_23_P8240	FAM50B	8.60330220045833
A_33_P3303910	FAM53B	6.12864615591667
A_23_P167789	FAM53C	10.1090591556667
A_23_P253752	FAM54A	4.610943521875
A_23_P97195	FAM54B	9.961800640625
A_23_P24543	FAM55A	4.33436084045833
A_33_P3335661	FAM55B	3.70442130766667
A_33_P3276207	FAM55C	7.70357263520833
A_23_P50000	FAM57A	7.90110141041667
A_23_P163711	FAM57B	12.9081888570833
A_23_P404005	FAM58A	9.90733273016667
A_23_P66948	FAM59A	10.38334495
A_23_P325924	FAM59B	11.7191401545833
A_23_P35277	FAM5B	8.74685335566667
A_23_P103812	FAM5C	7.23563328058333
A_32_P103837	FAM60A	11.039642975
A_23_P160546	FAM63A	8.49494707070833
A_23_P379327	FAM63B	9.05603609308333
A_33_P3276918	FAM64A	4.7813536845
A_32_P230868	FAM65A	11.3292867670833
A_23_P358394	FAM65B	9.09157937420833
A_33_P3238290	FAM65C	4.18716679283333
A_33_P3316410	FAM66A	6.746442427875
A_21_P0013467	FAM66C	5.22994275208333
A_33_P3388882	FAM66D	6.08848997920833
A_21_P0013534	FAM66E	4.34804070320833
A_33_P3329023	FAM69A	6.62377669966667
A_23_P431305	FAM69B	11.7196311
A_32_P203404	FAM69C	3.75910047716667
A_23_P125680	FAM70A	8.161660076875
A_33_P3213459	FAM70B	5.37124824329167
A_23_P41713	FAM71B	4.03817890604167
A_23_P328145	FAM71D	4.20499007329167
A_24_P246351	FAM71E1	10.3322653604167
A_33_P3319572	FAM71E2	4.87089293004167
A_23_P134204	FAM71F1	6.01395819108333
A_33_P3245168	FAM71F2	5.20221069704167
A_33_P3242952	FAM72A	5.09828388183333
A_32_P151800	FAM72D	5.23228899754167
A_33_P3394395	FAM73A	8.65481895120833
A_23_P71864	FAM73B	7.95518541958333
A_33_P3704738	FAM74A1	4.472230829125
A_33_P3379436	FAM74A4	16.44305985375
A_33_P3217364	FAM75A3	4.26546248141667
A_21_P0013668	FAM75C2	5.27273012870833
A_33_P3242609	FAM75D1	4.005877441
A_33_P3299696	FAM75D3	4.10351594454167
A_33_P3216819	FAM75D4	3.76079779325
A_32_P112894	FAM76A	6.090689472875
A_32_P19752	FAM76B	10.1989233620833
A_23_P314250	FAM78A	7.26455334754167
A_33_P3259183	FAM78B	7.49260924920833
A_32_P203786	FAM7A1	6.09005819004167
A_21_P0011408	FAM7A3	5.433599278125
A_23_P423482	FAM81A	4.55421866908333
A_24_P131392	FAM82A1	6.34772089158333
A_23_P152087	FAM82A2	10.0534096332083
A_23_P251916	FAM82B	10.1010918557917
A_23_P216052	FAM83A	4.14416228979167
A_24_P66780	FAM83B	3.96028980604167
A_23_P409888	FAM83C	3.73922395733333
A_23_P323751	FAM83D	3.89105638208333
A_33_P3216467	FAM83E	5.13518096620833
A_23_P343963	FAM83F	5.14168042866667
A_33_P3335391	FAM83G	5.31164576879167
A_23_P421175	FAM83H	7.087079874375
A_23_P306215	FAM84A	6.57981795275
A_33_P3222045	FAM86A	6.902640378375
A_33_P3628675	FAM86B1	5.324170809375
A_24_P280868	FAM86B2	6.73613008291667
A_21_P0011081	FAM86C1	7.16565934945833
A_32_P6221	FAM86C2P	5.716480606
A_32_P190151	FAM86DP	4.10814770245833
A_21_P0012768	FAM86EP	4.393409968125
A_33_P3339336	FAM86FP	6.40078566629167
A_33_P3239087	FAM87B	4.69348168195833
A_24_P418408	FAM89A	5.46830272104167
A_33_P3220612	FAM89B	13.3241431845833
A_23_P133648	FAM8A1	4.70646884441667
A_33_P3212630	FAM90A10	5.66041830483333
A_33_P3280163	FAM90A7	5.31145832533333
A_33_P3591761	FAM91A1	5.28513141075
A_32_P103695	FAM92A1	9.91992238291667
A_32_P94001	FAM92A3	5.93444892375
A_32_P56624	FAM92B	4.49741484604167
A_33_P3340613	FAM95B1	4.50151107195833
A_33_P3416037	FAM96A	10.9405689479167
A_23_P77455	FAM96B	12.6230352570833
A_23_P313728	FAM98A	7.67896538083333
A_33_P3378772	FAM98B	4.61717681454167
A_23_P369983	FAM98C	9.09939070720833
A_33_P3378785	FAM99A	5.23559659516667
A_33_P3378777	FAM99B	3.6768303635
A_23_P391255	FAM9A	4.061551872875
A_23_P385790	FAM9C	3.87405536729167
A_21_P0000014	FAN1	7.65808108129167
A_23_P206441	FANCA	6.05951024033333
A_23_P356021	FANCB	5.08079343741667
A_33_P3319765	FANCC	7.43376687491667
A_23_P143994	FANCD2	4.86528347179167
A_23_P42335	FANCE	11.2751105054167
A_33_P3386364	FANCF	10.3713467233333
A_23_P71644	FANCG	10.4693995395833
A_32_P95729	FANCI	6.03690665575
A_23_P131383	FANCL	9.37535362591667
A_32_P106732	FANCM	7.56981053479167
A_33_P3332492	FANK1	4.91299841425
A_23_P56746	FAP	3.636513091125
A_24_P278460	FAR1	7.91450807845833
A_23_P150903	FAR2	3.92596725379167
A_33_P3388331	FARP1	7.97415265879167
A_33_P3350728	FARP2	6.275101748
A_23_P33720	FARS2	8.97162301833333
A_23_P78685	FARSA	10.3452273804167
A_23_P165355	FARSB	9.01780478295833
A_23_P63896	FAS	4.37234757491667
A_21_P0000562	FAS-AS1	4.00435410066667
A_23_P369815	FASLG	3.76454245179167
A_33_P3329344	FASN	11.9033258883333
A_23_P502930	FASTK	11.7531441429167
A_23_P28590	FASTKD1	9.714581273875
A_23_P345830	FASTKD2	8.61271881825
A_23_P58489	FASTKD3	7.90208581383333
A_23_P380724	FASTKD5	10.41774632775
A_23_P69586	FAT1	8.930434357
A_23_P81507	FAT2	3.98320549041667
A_24_P16833	FAT3	7.7580319385
A_23_P18649	FAT4	5.567946239125
A_23_P22565	FATE1	3.80077767683333
A_32_P11471	FAU	15.3502373495833
A_24_P87458	FBF1	4.399123215625
A_23_P78888	FBL	12.9378560370833
A_23_P23457	FBLIM1	7.684842331125
A_33_P3268954	FBLL1	12.06323194375
A_33_P3249872	FBLN1	11.5131763358333
A_23_P143981	FBLN2	6.40187742175
A_23_P151805	FBLN5	4.13545054020833
A_23_P102462	FBLN7	3.890734840375
A_33_P3348239	FBN1	4.202996418125
A_23_P214026	FBN2	NA
A_33_P3300430	FBN3	5.022684461625
A_23_P257111	FBP1	4.36340113720833
A_23_P94472	FBP2	4.410632757
A_23_P38015	FBRS	9.45157367795833
A_33_P3234457	FBRSL1	8.12180535045833
A_23_P78557	FBXL12	7.58949374991667
A_23_P379071	FBXL13	6.21038503654167
A_23_P36724	FBXL14	6.74034039529167
A_23_P12635	FBXL15	11.6641260258333
A_23_P406385	FBXL16	12.6863094716667
A_33_P3314441	FBXL17	7.95976214554167
A_33_P3211404	FBXL18	7.8006571285
A_23_P338168	FBXL19	9.81703093070833
A_33_P3284711	FBXL19-AS1	5.12102306679167
A_23_P17955	FBXL2	9.99915709654167
A_33_P3333587	FBXL20	8.992962008625
A_33_P3277674	FBXL22	5.96245354820833
A_23_P140069	FBXL3	9.316613535375
A_23_P214739	FBXL4	9.81140657579167
A_23_P213247	FBXL5	11.1372588204167
A_33_P3284646	FBXL6	9.54931025470833
A_23_P144827	FBXL7	7.83440477183333
A_33_P3284586	FBXL8	6.91289509291667
A_33_P3259507	FBXO10	9.872017729375
A_24_P357536	FBXO11	7.89976569508333
A_23_P342709	FBXO15	7.82114564591667
A_23_P168847	FBXO16	8.877963592
A_23_P101871	FBXO17	7.15419832029167
A_33_P3233978	FBXO18	7.21664533208333
A_23_P45999	FBXO2	12.0439381791667
A_23_P53736	FBXO21	11.3541330008333
A_24_P13715	FBXO22	6.7774667695
A_33_P3237220	FBXO24	4.63225000808333
A_24_P113264	FBXO27	5.452248047625
A_23_P137578	FBXO28	7.923208424625
A_23_P363831	FBXO3	6.19683875204167
A_23_P256231	FBXO30	8.72962029083333
A_23_P395566	FBXO31	6.1630859065
A_33_P3378126	FBXO32	5.542036302125
A_24_P41021	FBXO33	6.6549352045
A_33_P3237225	FBXO34	9.98786049458333
A_23_P422981	FBXO36	6.06670728645833
A_23_P146811	FBXO38	9.49368100695833
A_24_P171873	FBXO4	5.84035397341667
A_24_P280684	FBXO40	3.44487308545833
A_23_P349676	FBXO41	10.7215580504167
A_24_P333494	FBXO42	NA
A_33_P3222630	FBXO43	4.67390650229167
A_23_P200637	FBXO44	9.01338129429167
A_23_P27744	FBXO46	9.7002047695
A_33_P3415475	FBXO47	3.73057285325
A_33_P3214745	FBXO48	5.191939686
A_33_P3384871	FBXO5	7.02782613495833
A_23_P97064	FBXO6	5.70746391245833
A_23_P29225	FBXO7	11.3311726991667
A_23_P136012	FBXO8	8.15436942845833
A_23_P254120	FBXO9	10.8216561548333
A_23_P218358	FBXW10	4.26108519641667
A_23_P214046	FBXW11	13.187345335
A_33_P3268686	FBXW12	4.779105758875
A_23_P254648	FBXW2	6.48736697479167
A_23_P342825	FBXW4	8.06002632854167
A_23_P112397	FBXW5	11.14451638625
A_24_P174613	FBXW7	10.8451441708333
A_24_P44279	FBXW8	6.65310392916667
A_23_P16214	FBXW9	8.76031627833333
A_23_P160902	FCAMR	4.0597303095
A_23_P208768	FCAR	4.113435566375
A_23_P103765	FCER1A	3.93313300416667
A_23_P160849	FCER1G	5.64663931820833
A_23_P164773	FCER2	3.7281227515
A_33_P3264505	FCF1	5.08564543670833
A_23_P21495	FCGBP	6.99236077575
A_21_P0010561	FCGR1B	3.88629548829167
A_23_P85716	FCGR2A	5.064355134375
A_23_P34644	FCGR2B	4.09875347595833
A_23_P55936	FCGRT	9.5779228405
A_33_P3255509	FCHO1	11.3001664879167
A_23_P349083	FCHO2	7.32992782820833
A_23_P343826	FCHSD1	6.26613768408333
A_23_P368278	FCHSD2	7.46557112675
A_23_P157879	FCN1	4.70972759083333
A_33_P3275741	FCN3	5.34686298816667
A_33_P3294504	FCRL1	4.36254559
A_24_P319647	FCRL2	4.48954122033333
A_23_P103803	FCRL3	3.74172144925
A_23_P115200	FCRL4	4.013008724125
A_33_P3335511	FCRL5	4.1548697955
A_33_P3363933	FCRL6	4.057491967
A_24_P276576	FCRLA	4.07270048470833
A_33_P3299285	FCRLB	5.899941225625
A_23_P71319	FDFT1	13.0219564
A_24_P114183	FDPS	12.8087756833333
A_32_P95223	FDPSL2A	11.00238195
A_33_P3343690	FDX1	7.17931109370833
A_33_P3320748	FDX1L	9.62201485266667
A_24_P246293	FDXACB1	4.68348767329167
A_23_P38154	FDXR	10.3486133270833
A_33_P3214635	FECH	7.888890637625
A_24_P219920	FEM1A	6.02967453195833
A_23_P151970	FEM1B	6.202357357
A_33_P3383871	FEM1C	7.88386034929167
A_24_P84898	FEN1	7.67960356275
A_23_P124570	FER	8.24002413066667
A_23_P80048	FER1L4	6.635924295375
A_33_P3299055	FER1L5	4.29401831625
A_33_P3262171	FER1L6	3.71126227145833
A_23_P322013	FER1L6-AS1	4.088135773375
A_23_P422849	FERD3L	3.85969129608333
A_24_P365506	FERMT1	4.40766411629167
A_33_P3344482	FERMT2	7.27430130879167
A_23_P64044	FERMT3	4.76998464154167
A_23_P14769	FES	7.12507451925
A_23_P5460	FEV	4.41524574295833
A_23_P202881	FEZ1	11.4878022716667
A_23_P39718	FEZ2	9.53273611045833
A_33_P3402931	FEZF1	5.14619349683333
A_33_P3387518	FEZF2	3.94014217545833
A_23_P39356	FFAR1	4.780818089125
A_23_P397391	FFAR2	4.317862408625
A_33_P3401753	FFAR3	4.36776457416667
A_23_P375372	FGA	4.48587412266667
A_24_P143138	FGD1	7.55316363404167
A_24_P140788	FGD2	4.48361279245833
A_24_P153840	FGD3	7.354594867125
A_33_P3404588	FGD4	8.66029614795833
A_33_P3364180	FGD5	4.73701297895833
A_32_P104478	FGD6	7.9085791485
A_33_P3242136	FGF1	5.75249697483333
A_23_P377750	FGF10	3.80026600870833
A_33_P3333282	FGF11	8.562924152125
A_24_P334300	FGF12	7.440894125875
A_23_P217319	FGF13	8.69316719825
A_23_P88033	FGF14	6.45226681916667
A_23_P254896	FGF16	3.98876295866667
A_23_P429363	FGF17	5.293513287875
A_23_P412389	FGF18	9.73221837275
A_23_P427587	FGF19	3.81311585829167
A_33_P3419696	FGF2	4.695598233
A_23_P395404	FGF20	4.44958115620833
A_23_P101564	FGF21	3.87625994170833
A_33_P3297907	FGF22	5.121084132625
A_23_P117095	FGF23	4.20215521033333
A_33_P3380797	FGF3	5.493175712
A_24_P355720	FGF4	4.25815893725
A_24_P337239	FGF5	4.39273516316667
A_23_P105705	FGF6	3.78942512204167
A_32_P196021	FGF7	7.20581299991667
A_23_P46829	FGF8	4.25934035916667
A_33_P3348714	FGF9	7.25726226791667
A_24_P226069	FGFBP2	3.75071195191667
A_24_P201381	FGFBP3	9.39967789525
A_23_P316447	FGFR1	5.932511396
A_23_P145134	FGFR1OP	7.08502622795833
A_33_P3369258	FGFR1OP2	6.26015955216667
A_23_P303145	FGFR2	4.31660479225
A_23_P212830	FGFR3	4.37616032558333
A_23_P92754	FGFR4	5.60833937283333
A_23_P92349	FGFRL1	6.90437963095833
A_23_P148088	FGG	3.84453721658333
A_32_P209094	FGGY	9.31557332633333
A_23_P20484	FGL1	4.08152975316667
A_23_P103932	FGR	4.331016715625
A_23_P34733	FH	10.8022491266667
A_32_P61495	FHAD1	3.96105703579167
A_23_P328259	FHDC1	5.84173685825
A_33_P3216601	FHIT	7.40788093754167
A_33_P3849275	FHL1	12.6170900345833
A_23_P108751	FHL2	7.56059309275
A_23_P114839	FHL3	8.397430945125
A_23_P37778	FHOD1	7.54791046533333
A_32_P34444	FHOD3	11.3429127420833
A_23_P112187	FIBCD1	6.520456557375
A_23_P1615	FIBP	10.039510399625
A_23_P128246	FICD	7.94472289379167
A_23_P145541	FIG4	6.693144241375
A_23_P45185	FIGF	8.79890505783333
A_33_P3315944	FIGLA	3.78992821245833
A_32_P397824	FIGN	7.20947825408333
A_23_P302681	FIGNL1	5.72007951870833
A_33_P3319581	FIGNL2	8.72372442854167
A_33_P3276435	FILIP1	5.82139346191667
A_33_P3222391	FILIP1L	5.33334166208333
A_23_P58337	FIP1L1	10.09485140225
A_24_P277955	FIS1	11.4120867616667
A_23_P99625	FITM1	5.14929493120833
A_24_P203407	FITM2	4.705971942375
A_23_P107855	FIZ1	8.43408350983333
A_23_P150693	FJX1	11.7754861933333
A_23_P15727	FKBP10	7.777573386875
A_23_P25121	FKBP11	7.815354362375
A_23_P215341	FKBP14	7.74367351858333
A_32_P224149	FKBP15	8.740175223125
A_32_P50522	FKBP1A	8.74741542620833
A_23_P142631	FKBP1B	12.48356941
A_33_P3273020	FKBP2	13.7111513225
A_23_P117558	FKBP3	12.4990099416667
A_23_P128372	FKBP4	8.45861414308333
A_21_P0000010	FKBP5	5.44697100708333
A_23_P250874	FKBP6	3.302253091625
A_23_P79622	FKBP7	10.34108823625
A_33_P3272990	FKBP8	10.1149671019583
A_23_P334709	FKBP9	6.9492980805
A_23_P70566	FKBPL	6.092296480625
A_23_P164946	FKRP	9.59734419925
A_23_P300087	FKSG83	4.52956781620833
A_23_P216622	FKTN	5.041256717
A_23_P34527	FLAD1	10.3024686409167
A_19_P00800667	FLAP	5.10519006404167
A_24_P173124	FLCN	6.35593294
A_24_P51322	FLG	5.30905873395833
A_24_P355649	FLI1	3.646224041875
A_23_P4425	FLII	10.09042190725
A_33_P3335740	FLJ10038	7.506158199375
A_33_P3362291	FLJ10489	3.71890575395833
A_23_P69941	FLJ11235	6.92310227883333
A_33_P3567967	FLJ11292	11.9006995241667
A_21_P0002182	FLJ12334	4.50850407295833
A_24_P516246	FLJ12825	4.23181792025
A_23_P30163	FLJ13197	6.937685607375
A_23_P53329	FLJ13224	4.79537104508333
A_33_P3806965	FLJ13744	5.12898498
A_24_P72646	FLJ14107	5.15182258895833
A_24_P691775	FLJ14186	7.655200260875
A_33_P3677050	FLJ16341	4.19226811125
A_19_P00322222	FLJ16779	6.22683775745833
A_21_P0000611	FLJ20021	9.45226970475
A_21_P0013726	FLJ20444	4.61820934004167
A_23_P42684	FLJ20712	4.30335221391667
A_21_P0000676	FLJ21408	4.86743196879167
A_33_P3397150	FLJ22184	12.0408704533333
A_24_P634768	FLJ22763	5.16959496608333
A_21_P0013125	FLJ23152	4.69834619804167
A_33_P3220475	FLJ23867	5.34750377875
A_33_P3345653	FLJ25328	3.819323405875
A_33_P3229809	FLJ25363	4.04265916433333
A_23_P342751	FLJ25694	5.27113988266667
A_24_P110284	FLJ25758	5.14494351241667
A_33_P3255314	FLJ26245	4.32756840183333
A_33_P3781228	FLJ26332	4.44278761666667
A_33_P3403714	FLJ26850	4.15458766279167
A_32_P447001	FLJ27352	7.17991728179167
A_21_P0000908	FLJ27354	4.967489857875
A_33_P3748769	FLJ27502	3.761420899
A_21_P0014123	FLJ30375	4.587716548625
A_33_P3307177	FLJ30403	7.60384563954167
A_23_P346327	FLJ30679	4.12063166966667
A_33_P3858476	FLJ30838	6.67577309420833
A_33_P3695899	FLJ31104	4.44306390620833
A_23_P383601	FLJ31306	6.175496580625
A_33_P3364062	FLJ31356	3.86689748304167
A_21_P0007806	FLJ31485	3.98469262375
A_33_P3813684	FLJ31662	8.91086124316667
A_33_P3777165	FLJ31715	4.1192116415
A_24_P677642	FLJ31813	5.20455819595833
A_19_P00811533	FLJ32224	4.98864931879167
A_19_P00320314	FLJ32255	5.44024497629167
A_21_P0000618	FLJ33065	4.93703657004167
A_24_P307724	FLJ33360	4.1960894275
A_32_P161751	FLJ33534	3.910093568875
A_33_P3313830	FLJ33630	4.97848304716667
A_33_P3390177	FLJ34208	6.17574194979167
A_24_P403150	FLJ34503	4.29106270883333
A_21_P0009378	FLJ34690	3.82829600991667
A_33_P3652730	FLJ34747	3.86890019920833
A_32_P473302	FLJ35024	5.61556174566667
A_33_P3363316	FLJ35390	5.92144604408333
A_33_P3365720	FLJ35424	7.75677427558333
A_33_P3368785	FLJ35776	7.21830035325
A_33_P3259890	FLJ35946	6.902678264
A_33_P3377763	FLJ36000	5.27775038470833
A_33_P3374778	FLJ36644	3.89182394383333
A_21_P0007119	FLJ37035	5.925671607625
A_24_P246091	FLJ37201	6.04428870425
A_32_P100258	FLJ37453	10.1604529308333
A_21_P0009619	FLJ37638	5.36823775879167
A_24_P497464	FLJ37644	3.95496646066667
A_33_P3611762	FLJ37798	7.48536070654167
A_33_P3704280	FLJ38109	4.58655747958333
A_33_P3803667	FLJ38122	3.66902407241667
A_24_P194661	FLJ38379	5.70562900870833
A_33_P3272105	FLJ38576	4.52764507425
A_19_P00810043	FLJ38717	6.0047479805
A_21_P0000607	FLJ39051	6.04119636870833
A_33_P3347437	FLJ39080	3.89897883075
A_33_P3675395	FLJ39095	6.227103576
