Name	pathway	ES	NES	nominal_p	FDR	FWER p-val	Tag %	Gene %	leading_genes
prerank	Cleavage of the damaged purine	0.49097856845972726	1.2786609977142638	0.18052738336713997	0.4632961111238863	1.0	3/10	9.10%	MUTYH;ACD;OGG1
prerank	Regulation of TP53 Activity	0.2652807412694728	1.2773618422751796	0.06382978723404255	0.46500579021599503	1.0	51/155	25.17%	PPP2R1B;CHD4;ZNF385A;HDAC1;NOC2L;BRIP1;PRR5;DAXX;TAF10;PIN1;PPP2R1A;CDK2;ATM;RAD9A;WRN;BRD7;CSNK2B;EHMT2;MAPKAP1;TP53;RBBP7;TOPBP1;MAPK11;PLK3;UBA52;KAT5;GATAD2A;RFC5;AKT2;ATR;PRMT5;L3MBTL1;SMYD2;CDK5;PRKAB1;ING5;PRKAA2;RFC2;EXO1;PPP1R13L;MAPKAPK5;BRPF1;MLST8;MDM4;PRDM1;BRPF3;RMI2;MTA2;USP2;TP53BP2;PPP1R13B
prerank	Intracellular signaling by second messengers	0.2433504589602034	1.275831605436544	0.016	0.46726317227964614	1.0	84/285	21.91%	FGFR3;TSC2;PIK3CD;PPP2R1B;GSK3B;CHD4;FGFR1;NR2E1;RING1;CAMKK2;FLT3LG;MAPK3;BTC;HDAC1;PLCG1;EGFR;FGF18;RPS6KB2;PRR5;CAMK2A;PRKAR1B;PPP2R1A;AREG;BAD;FGF19;TRIM27;CSNK2B;PIP5K1C;PRKACA;VAV1;MAPKAP1;TP53;ADCY1;AHCYL1;RBBP7;PPP2R5A;PRKAR2A;PSMC4;PSMC3;PRKCD;FGF17;UBA52;GATAD2A;HGF;CD86;PIK3R1;AKT2;MTA3;HDAC5;GSK3A;KDM1A;FGF10;CAMK2B;WWP2;FGF4;CBX4;NTF3;MOV10;ERBB4;STUB1;MAF1;HDAC7;CAMK2D;USP13;FOXO4;SNAI1;CDKN1A;RPTOR;PRKCG;SALL4;TNKS;ITPR3;NRG1;PIK3R5;MECOM;LAMTOR1;ATN1;PSMB2;MLST8;PRKACG;SRC;PHC2;KPNA2;CBX8
prerank	Signaling by NOTCH4	-0.30067903536711094	-1.2758288962986657	0.09784735812133072	0.7139601188027889	1.0	17/71	18.27%	PSMC1;ACTA2;SKP1;EP300;PSMA3;MAMLD1;PSMA7;KAT2B;PSMA6;PSMB4;RPS27A;RBX1;APH1B;PSMB7;PSMA2;PSMC6;SNW1
prerank	MAPK1/MAPK3 signaling	0.24901151308734246	1.2750754295664055	0.02834008097165992	0.46714748319529176	1.0	60/257	16.82%	FGFR3;GFRA1;SPTBN2;DUSP4;PPP2R1B;SHC2;RET;FGFR1;SHC1;LAT;CSK;FLT3LG;MAPK3;SYNGAP1;BTC;PEA15;EGFR;FGF18;SPTBN4;CAMK2A;NRAS;PPP5C;PPP2R1A;AREG;RASGEF1A;WDR83;SPRED3;HRAS;RGL3;FGF19;CNKSR1;MAP2K2;BCL2L1;SPTAN1;PRKG2;NRTN;GRIN2D;PPP2R5A;BRAF;PSMC4;PSMC3;RCE1;FGF17;UBA52;HGF;KSR1;PIK3R1;FGF10;CAMK2B;JAK3;FGF4;TLN1;MAP3K11;GFRA2;FNTB;MARK3;RGL2;ERBB4;CAMK2D;ARL2
prerank	Activation of STAT3 by cadherin engagement	-0.30292412357686266	-1.2748949456059455	0.10082304526748971	0.7120249958827942	1.0	20/73	17.52%	PSMC1;XIAP;ACTA2;TIAM1;TRAF7;CDC42;PSMA3;ACTG1;PSMA7;PSMA6;PSMB4;RPS27A;HACE1;IL6R;PSMB7;PSMA2;ELMO1;VAV2;CBLL1;PSMC6
prerank	Cristae formation	-0.4777453867516626	-1.273872802300194	0.18495934959349594	0.7101641076800403	1.0	4/11	18.59%	CHCHD3;HSPA9;APOO;CHCHD6
prerank	Regulation of CDH1 posttranslational processing and trafficking to plasma membrane	0.3612253213246716	1.272533112351535	0.14345114345114346	0.4718532606449651	1.0	12/29	21.92%	JUP;PCSK7;SPCS1;DDOST;CSNK2B;PIP5K1C;MOGS;PRKCSH;STT3A;POMT2;GANAB;PCSK6
prerank	Transport of connexons to the plasma membrane	-0.4274692688870122	-1.2717762796981926	0.16792452830188678	0.7071124778141412	1.0	10/17	33.44%	TUBA3D;TUBA1B;TUBB2B;TUBA3C;TUBB3;TUBB8;GJA1;TUBA1C;TUBB6;TUBB4B
prerank	Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	-0.4274692688870122	-1.2717762796981926	0.16792452830188678	0.7071124778141412	1.0	10/17	33.44%	TUBA3D;TUBA1B;TUBB2B;TUBA3C;TUBB3;TUBB8;GJA1;TUBA1C;TUBB6;TUBB4B
prerank	Scavenging of heme from plasma	0.493729719442164	1.2710421805553198	0.19547325102880658	0.47375495764105763	1.0	7/10	23.93%	APOA1;LRP1;HBB;AMBP;ALB;IGLV1-44;HPX
prerank	Extra-nuclear estrogen signaling	0.30128852813170076	1.2705065482688933	0.10855949895615867	0.47333703096538843	1.0	24/72	22.19%	GNB3;MMP2;SHC1;MAPK3;BTC;GNG8;EGFR;NRAS;AREG;NOS3;HRAS;ZDHHC7;PIK3R1;AKT2;GNAI2;GNG3;GNG4;GNB2;MMP7;GNGT1;HSPB1;SRC;CAV1;PRKCZ
prerank	DCC mediated attractive signaling	-0.45325936148705903	-1.2701689546678567	0.20816326530612245	0.7078135933102468	1.0	3/14	4.89%	WASL;TRIO;CDC42
prerank	Regulation of pyruvate metabolism	-0.3649864403462918	-1.2698949215089164	0.15163147792706333	0.7036990855611551	1.0	11/30	18.05%	DLAT;PDHA1;PDP1;ARMC8;PDK4;PDK1;RPS27A;PDHB;PDK2;WDR26;MKLN1
prerank	Retrograde neurotrophin signalling	0.449545620845557	1.2695089970813112	0.1588235294117647	0.47403925761068216	1.0	4/14	14.14%	AP2B1;NTRK1;AP2S1;AP2A1
prerank	Prolactin receptor signaling	-0.4581957031558248	-1.2694692358062942	0.17943548387096775	0.7000718117101169	1.0	3/15	12.86%	PRL;SKP1;RBX1
prerank	Role of LAT2/NTAL/LAB on calcium mobilization	0.42319504386866535	1.2694073368814862	0.16025641025641027	0.4726660887380334	1.0	11/17	34.98%	SHC1;FCER1A;PIK3R1;FCER1G;SOS1;IGLV1-44;GRB2;FYN;LYN;PIK3CB;GAB2
prerank	Regulation of MECP2 expression and activity	0.37637440693280544	1.2683287008794832	0.14476190476190476	0.4736262370201368	1.0	10/26	16.39%	HDAC1;CAMK2A;TBL1X;SIN3A;GPS2;PRKACA;HTT;CAMK2B;MOV10;CAMK2D
prerank	PI3K Cascade	0.3356124119185886	1.2676892737600207	0.11777777777777777	0.47344912390726673	1.0	10/43	14.61%	FGFR3;FGFR1;FLT3LG;FGF18;FGF19;FGF17;PIK3R1;AKT2;FGF10;FGF4
prerank	Interleukin-4 and Interleukin-13 signaling	-0.28558909598958504	-1.2665180581550433	0.08450704225352113	0.7053682879615708	1.0	23/99	14.23%	POU2F1;FOXO1;F13A1;SOCS5;TNFRSF1B;ANXA1;OPRM1;CCL2;HIF1A;CD36;IL17F;IL13RA2;NDN;ITGAM;OPRD1;HSP90B1;MMP9;HSP90AA1;CEBPD;IL6R;BCL2;MAOA;IL2RG
prerank	CREB1 phosphorylation through the activation of Adenylate Cyclase	-0.4813503746911285	-1.2654368745845186	0.1796875	0.704173581818586	1.0	5/11	10.41%	PRKAR1A;PRKAR2B;PRKACB;PRKX;CREB1
prerank	MyD88 deficiency (TLR2/4)	0.4391807728770742	1.2654205742780305	0.1816326530612245	0.47745811562231194	1.0	2/15	3.32%	S100A1;S100A9
prerank	Transcription of the HIV genome	-0.3076849158700737	-1.2651241639253943	0.09633911368015415	0.7001938751456653	1.0	14/62	14.38%	TAF9;MNAT1;NCBP2;GTF2A2;GTF2H5;TAF7;GTF2B;CCNH;TAF3;GTF2E2;ERCC2;CDK7;GTF2F2;TAF1L
prerank	O-linked glycosylation	0.2861708599959758	1.263557400597348	0.0975609756097561	0.48040794887388927	1.0	23/96	16.30%	ST3GAL1;ST6GALNAC2;ADAMTS10;THSD7B;FKTN;ADAMTS6;SEMA5B;SLC35A4;ST6GALNAC4;GALNT12;ST3GAL2;B3GNT8;THSD4;POFUT2;B3GNT3;B3GNT6;ADAMTS7;GCNT4;GALNTL5;ADAMTSL2;FKRP;GALNT14;POMT2
prerank	GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	-0.34235910956094195	-1.260716818558815	0.12896825396825398	0.7107732017365981	1.0	11/40	17.52%	PSMC1;SKP1;PSMA3;PSMA7;PSMA6;PSMB4;RPS27A;RBX1;PSMB7;PSMA2;PSMC6
prerank	Integration of energy metabolism	0.2791052630197591	1.2603154306355486	0.0841683366733467	0.4865565460578425	1.0	34/103	20.25%	GNB3;ABCC8;PPP2R1B;PLCB3;CACNA2D2;KCNS3;AKAP5;GNG8;AGPAT1;PLCB2;GNA15;CACNB3;PRKAR1B;PPP2R1A;STXBP1;PRKACA;VAMP2;ADCY1;AHCYL1;PRKAR2A;ACLY;SYT5;MLX;GNAI2;GNG3;GNG4;STX1A;CACNA1A;PRKAA2;GNB2;ITPR3;GNGT1;IQGAP1;RAPGEF4
prerank	Downstream TCR signaling	-0.2935701212080554	-1.2600926741843608	0.1111111111111111	0.7080641174491614	1.0	22/79	18.75%	HLA-DQB1;PSMC1;SKP1;PSMA3;MALT1;PSMA7;HLA-DPB1;PSMA6;HLA-DPA1;PSMB4;PIK3R2;RPS27A;PSMB7;PSMA2;NFKBIA;UBE2D2;HLA-DQA2;PIK3CA;PSMC6;HLA-DRB1;CHUK;IKBKB
prerank	G alpha (i) signalling events	0.24466926747219128	1.2595801244022224	0.034274193548387094	0.48682833301615425	1.0	67/267	18.19%	TAS2R20;APLNR;GNB3;LPAR2;LPAR5;SST;RGS11;PPP2R1B;HCAR3;PLCB3;RGS8;GRM4;CAMKK2;GPSM2;GAL;CXCR4;GABBR1;PDE4A;BDKRB2;GALR1;GNG8;RGS20;PLCB2;GNA15;CAMK2A;CXCL12;PRKAR1B;PPP2R1A;ADRA2B;RGS12;POMC;RHO;CXCL13;CCL16;TAS1R1;PRKACA;ADCY1;AHCYL1;C5AR1;CCL20;PRKAR2A;GRM2;PRKCD;MCHR2;C5;GNAT2;GNAI2;TAS1R3;GNG3;CAMK2B;GNG4;CDK5;HTR5A;TAS1R2;ADORA3;CAMK2D;NMS;CX3CL1;SAA1;RGS16;PPP1CA;CCL1;PRKCG;RGS10;PSAP;PENK;GNB2
prerank	MicroRNA (miRNA) biogenesis	-0.40770989824818643	-1.2591345716581295	0.17391304347826086	0.7064010238090442	1.0	4/20	6.09%	PRKRA;DICER1;RAN;DROSHA
prerank	GAB1 signalosome	0.4250215452115492	1.258731270618459	0.17659137577002054	0.48715172884614905	1.0	6/16	12.93%	CSK;BTC;EGFR;PXN;AREG;PIK3R1
prerank	SHC-mediated cascade:FGFR4	0.3992976566763105	1.2566649656450426	0.17410714285714285	0.49078602395398946	1.0	7/20	14.61%	SHC1;FGF18;NRAS;HRAS;FGF19;FGF17;FGF4
prerank	RHOQ GTPase cycle	0.3103321499920767	1.256496554986719	0.11515151515151516	0.48949993312560763	1.0	18/58	22.17%	STEAP3;ARHGAP33;GIT1;TRIP10;JUP;CDC42BPB;SCRIB;PREX1;SNAP23;ITSN1;ARHGAP17;WWP2;OBSCN;CDC42EP4;IQGAP1;LAMTOR1;SLC1A5;CAV1
prerank	Gamma-carboxylation of protein precursors	0.5006115468428145	1.2557792567614952	0.17659137577002054	0.4898841588929578	1.0	4/10	20.52%	BGLAP;F9;PROC;F10
prerank	Clathrin-mediated endocytosis	0.26556150557274677	1.2556711252151018	0.06765327695560254	0.48849628900130676	1.0	51/138	25.89%	SLC18A3;STON2;ARFGAP1;AP2B1;TRIP10;COPS7B;CTTN;BTC;EGFR;AP2S1;LDLRAP1;DVL2;AREG;HIP1R;HIP1;PIP5K1C;SYNJ2;VAMP2;IGF2R;SYT11;GAK;SH3GL1;SNAP91;UBA52;COPS6;ITSN1;GPS1;REPS2;SYT2;AMPH;AP2A1;BIN1;SLC2A8;TOR1B;HGS;CD3G;ACTB;TF;AAK1;ARRB2;APOB;AGFG1;ACTR2;SNX18;EPN2;PICALM;NEDD8;PACSIN3;GRB2;SH3GL2;EPS15L1
prerank	FGFR3 mutant receptor activation	0.4634051734311473	1.2552208532801676	0.20449438202247192	0.48620426985077564	1.0	4/12	14.61%	FGFR3;FGF18;FGF17;FGF4
prerank	Signaling by activated point mutants of FGFR3	0.4634051734311473	1.2552208532801676	0.20449438202247192	0.48620426985077564	1.0	4/12	14.61%	FGFR3;FGF18;FGF17;FGF4
prerank	Vif-mediated degradation of APOBEC3G	-0.3403856455765907	-1.2550877303934111	0.1350806451612903	0.7159481191807731	1.0	10/38	17.52%	PSMC1;PSMA3;PSMA7;PSMA6;PSMB4;RPS27A;RBX1;PSMB7;PSMA2;PSMC6
prerank	RND1 GTPase cycle	-0.3338298774793001	-1.2550378868789185	0.15139442231075698	0.7110382619548865	1.0	10/39	20.59%	LEMD3;DEPDC1B;ANKRD26;PLXNA1;RND1;PIK3R2;ALDH3A2;FRS2;RRAS2;KIF14
prerank	Regulation of CDH11 function	0.49461452274694395	1.2548735939041185	0.17490494296577946	0.4854334401214875	1.0	3/11	11.63%	CTNNA1;JUP;ANGPTL4
prerank	Negative regulation of FGFR2 signaling	0.3453771163390396	1.2548372920692188	0.1524008350730689	0.4839030819920077	1.0	9/34	14.61%	MKNK1;MAPK3;FGF18;PPP2R1A;BRAF;FGF17;UBA52;FGF10;FGF4
prerank	Integrin signaling	0.370217620644699	1.2532126224472409	0.162109375	0.4863493825918415	1.0	10/25	25.46%	SHC1;CSK;PTPN1;TLN1;CRK;RAPGEF4;SRC;SOS1;BCAR1;GRB2
prerank	Disorders of Developmental Biology	0.42179316921592075	1.2530238269942762	0.19881889763779528	0.4851483333442048	1.0	5/16	9.21%	HDAC1;TBL1X;SIN3A;GPS2;PRKACA
prerank	NOTCH3 Activation and Transmission of Signal to the Nucleus	0.3792519968804199	1.2527693840599923	0.14829659318637275	0.4842486069376143	1.0	9/24	14.59%	JAG2;PSENEN;MIB2;EGFR;NOTCH3;UBA52;JAG1;WWP2;NCSTN
prerank	Signaling by ERBB4	0.3106091563639282	1.2523847938795856	0.12058212058212059	0.4836748540682187	1.0	22/57	26.00%	STMN1;SHC1;PSENEN;BTC;EGFR;ADAP1;NRAS;CXCL12;HRAS;GFAP;GABRB3;UBA52;PIK3R1;NCSTN;ERBB4;NRG1;SRC;SOS1;PSEN1;GABRG3;GRB2;TAB2
prerank	RNA Polymerase II Pre-transcription Events	-0.2935841292376504	-1.2517921635527711	0.11730769230769231	0.7181221693406845	1.0	16/72	14.38%	TAF9;MNAT1;NCBP2;GTF2A2;GTF2H5;TAF7;GTF2B;CCNH;TAF3;MLLT3;GTF2E2;ERCC2;CTR9;CDK7;GTF2F2;TAF1L
prerank	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	0.4799702104019763	1.251528649078971	0.20428015564202334	0.48390814635739027	1.0	3/10	9.35%	CHRNA2;CHRNA4;CHRNA5
prerank	RAS processing	0.38875875037856056	1.2514803510834134	0.16302186878727634	0.4824445221846753	1.0	8/21	16.82%	NRAS;HRAS;BCL2L1;PRKG2;RCE1;UBA52;FNTB;ARL2
prerank	Beta-catenin phosphorylation cascade	0.4266890722479024	1.2504909823955561	0.21146245059288538	0.4832787975212699	1.0	4/16	10.74%	PPP2R1B;GSK3B;PPP2R1A;PPP2R5A
prerank	DAP12 signaling	0.36969480631644797	1.2500953568121282	0.15869565217391304	0.4826065840244588	1.0	7/27	12.93%	TREM2;SHC1;LAT;PLCG1;NRAS;HRAS;PIK3R1
prerank	Downstream signaling of activated FGFR2	0.36508291065069887	1.2486601272533908	0.17342342342342343	0.4844996430220817	1.0	9/29	14.61%	SHC1;PLCG1;FGF18;NRAS;HRAS;FGF17;PIK3R1;FGF10;FGF4
prerank	Signaling by Retinoic Acid	-0.3374400586907344	-1.2468480644359226	0.15725806451612903	0.7312779030382544	1.0	13/37	18.58%	DLAT;AKR1C3;PDHA1;FABP5;CYP26B1;PDK4;RDH11;PDK1;PDHB;PDK2;ADH1C;ADH4;RARG
prerank	Constitutive Signaling by Overexpressed ERBB2	0.4907759615765646	1.2457729568839442	0.20355731225296442	0.49046287975511843	1.0	4/10	8.30%	SHC1;NRAS;CDC37;HRAS
prerank	FCERI mediated Ca+2 mobilization	0.3556038959633864	1.2445958162560993	0.16046966731898238	0.49167725027653925	1.0	7/29	10.43%	SHC1;LAT;FCER1A;PLCG1;NFATC3;VAV1;AHCYL1
prerank	GLI3 is processed to GLI3R by the proteasome	-0.3272462215259435	-1.2445866178406901	0.13253012048192772	0.7348751709340093	1.0	11/46	14.53%	PSMC1;SKP1;PRKACB;PSMA3;PSMA7;PSMA6;PSMB4;RPS27A;RBX1;PSMB7;PSMA2
prerank	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	-0.4168024723816465	-1.2440207885188224	0.19615384615384615	0.7319410633926033	1.0	8/16	26.03%	EP300;MAMLD1;KAT2B;HNF1B;SNW1;MAML2;RBPJ;NEUROG3
prerank	mRNA Polyadenylation	-0.2717737781852641	-1.2430321616510487	0.1	0.7305718115302124	1.0	44/126	24.50%	HNRNPR;SF3A1;SNRPG;CSTF2T;SRSF12;HTATSF1;SRSF8;NCBP2;HNRNPC;HNRNPM;HNRNPU;CPSF3;SMNDC1;HNRNPA3;SNRPE;YBX1;SNRPB2;FIP1L1;SNRPD1;CDC40;U2AF1;PTBP1;RPS27A;SRSF4;U2SURP;CLP1;GTF2F2;SRSF10;PAPOLA;PPP1CB;PPP1R10;SNRPF;DDX5;SNRPN;PHF5A;PCF11;TCERG1;SRSF11;TRA2B;PRPF40A;XRN2;CHERP;CSTF3;U2AF2
prerank	Regulation of Expression and Function of Type II Classical Cadherins	0.3742600269706528	1.2428189107408452	0.1937984496124031	0.49439613454822373	1.0	10/27	18.95%	BHLHE22;CTNNA1;JUP;HEYL;ZEB2;ANGPTL4;ILF3;MOV10;SNAI1;CDH19
prerank	Pyruvate metabolism	-0.33411332521138026	-1.2414511874282854	0.14744801512287334	0.7311542845695513	1.0	14/42	20.06%	DLAT;PDHA1;PDP1;FAHD1;ARMC8;PDK4;PDK1;RPS27A;PDHB;PDK2;WDR26;MKLN1;HAGH;LDHAL6A
prerank	Signaling by Hedgehog	-0.26656343674699845	-1.240623623018838	0.08644400785854617	0.729349146065138	1.0	31/131	17.52%	CUL3;PRKAR1A;PRKAR2B;PSMC1;SKP1;PRKACB;EVC;TUBA3D;PSMA3;TUBA1B;HHIP;PSMA7;WDR35;TUBB2B;PSMA6;PSMB4;TUBA3C;DERL2;RPS27A;RBX1;WDR19;NUMB;PSMB7;PSMA2;OFD1;RPGRIP1L;SPOP;ITCH;ADCY9;CDON;PSMC6
prerank	GSK3B-mediated proteasomal degradation of PD-L1(CD274)	-0.3298085597096332	-1.2400260334259656	0.15841584158415842	0.7265735960920312	1.0	12/42	18.98%	PSMC1;SKP1;PSMA3;PSMA7;PSMA6;PSMB4;RPS27A;RBX1;PSMB7;PSMA2;PSMC6;NEK2
prerank	RNA Polymerase I Transcription Termination	-0.36691530865826066	-1.2395144758105947	0.20570264765784113	0.7238240117142462	1.0	13/26	26.60%	POLR1C;MNAT1;GTF2H5;CCNH;TTF1;ERCC2;CDK7;POLR1D;GTF2H3;UBTF;POLR1B;POLR1A;TAF1A
prerank	Prolonged ERK activation events	0.43987938163489465	1.2390962649554371	0.20039292730844793	0.5024907044780034	1.0	7/14	24.15%	NTRK1;MAPK3;MAP2K2;BRAF;RAPGEF1;CRK;MAPK1
prerank	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	0.29068763357209393	1.2376907561431354	0.12653061224489795	0.5043390982743123	1.0	28/73	24.86%	ST3GAL1;ST6GALNAC2;DOLK;ST6GALNAC5;ALG1;ST6GALNAC4;ST3GAL2;RENBP;MPDU1;CTSA;PMM2;DPM3;GMPPB;ALG12;PMM1;DOLPP1;HK1;NEU4;NPL;AMDHD2;GMPPA;NAGK;ALG3;ALG6;ST8SIA5;ST3GAL6;PGM3;GMDS
prerank	Dengue Virus Genome Translation and Replication	-0.2887537585661559	-1.237469833227842	0.11220472440944881	0.7267469221976233	1.0	12/78	6.04%	EIF4E3;P4HA1;EIF4E;NACA;KPNA5;SEC11C;SUMO1;BAG2;SPCS2;SEC11A;XRN1;DNAJA2
prerank	Signaling by NTRKs	0.26976576630652266	1.2374171289381444	0.09823182711198428	0.5033400536124235	1.0	34/130	19.16%	LYL1;DUSP4;PPP2R1B;SHC2;AP2B1;CHD4;ID3;SHC1;MAP2K5;ADORA2A;NTRK1;MAPK3;PLCG1;AP2S1;NRAS;PPP2R1A;MAPKAPK2;HRAS;STAT3;MAP2K2;MAPK7;BRAF;MAPK11;PIK3R1;AP2A1;CDK5;NTF3;DUSP3;RRAD;CDK5R2;MAPKAPK3;RAPGEF1;CRK;ASCL1
prerank	Regulation of PTEN gene transcription	0.306893761756145	1.2369092271840603	0.12450592885375494	0.5028944630201243	1.0	25/59	24.23%	CHD4;NR2E1;RING1;MAPK3;HDAC1;TP53;RBBP7;GATAD2A;MTA3;HDAC5;KDM1A;CBX4;MAF1;HDAC7;SNAI1;RPTOR;SALL4;MECOM;LAMTOR1;ATN1;MLST8;PHC2;CBX8;MAPK1;MTA2
prerank	Glycogen breakdown (glycogenolysis)	0.4256449217184912	1.2361355739257602	0.20773930753564154	0.5032962117938605	1.0	7/15	21.89%	PYGB;PYGM;GAA;PGM1;PHKA2;PHKB;AKR1E2
prerank	Signaling by FGFR2	0.29266801674307674	1.2356059606906578	0.11827956989247312	0.5031404879108038	1.0	17/71	14.61%	MKNK1;SHC1;POLR2F;MAPK3;PLCG1;FGF18;GTF2F1;NRAS;PPP2R1A;HRAS;POLR2C;BRAF;FGF17;UBA52;PIK3R1;FGF10;FGF4
prerank	Anchoring of the basal body to the plasma membrane	-0.28495577657422694	-1.235526250261872	0.10805500982318271	0.7291521261559433	1.0	29/90	21.92%	IQCB1;CEP41;PRKAR2B;RAB11A;YWHAG;CCP110;HAUS4;TCTN1;YWHAE;NPHP4;SCLT1;AKAP9;CKAP5;PCM1;CEP135;MAPRE1;HSP90AA1;CEP192;OFD1;RPGRIP1L;AHI1;CETN2;NEK2;CEP70;TTBK2;CDK1;PLK4;TMEM67;CEP290
prerank	Maturation of spike protein_9694548	0.32900134805977305	1.235505339051239	0.17355371900826447	0.5017439488709974	1.0	18/39	27.23%	ST3GAL1;ST6GALNAC2;ST6GALNAC4;ST3GAL2;EDEM2;FUT8;DDOST;MOGS;PRKCSH;STT3A;GANAB;MAN1B1;ZDHHC11;ZDHHC20;ZDHHC9;MGAT4A;GOLGA7;MGAT1
prerank	ZBP1(DAI) mediated induction of type I IFNs	0.39191502563681013	1.2350618939559108	0.1825242718446602	0.5012077345346913	1.0	9/21	26.14%	RELA;TLR3;NFKB2;IRF3;NKIRAS2;DHX9;IKBKG;TBK1;RIPK1
prerank	Regulation of Apoptosis	-0.3302916413212919	-1.2341974314156177	0.17288801571709234	0.7293029640820389	1.0	10/39	17.52%	PSMC1;PSMA3;PSMA7;PSMA6;PSMB4;OMA1;RPS27A;PSMB7;PSMA2;PSMC6
prerank	The role of GTSE1 in G2/M progression after G2 checkpoint	-0.302301157086621	-1.2328212106383751	0.1348747591522158	0.7293887475167296	1.0	14/62	14.53%	PSMC1;TUBA3D;PSMA3;TUBA1B;PSMA7;TUBB2B;PSMA6;PSMB4;TUBA3C;MAPRE1;RPS27A;HSP90AA1;PSMB7;PSMA2
prerank	Signaling by ERBB2 in Cancer	0.36868150855659815	1.2314970891036887	0.18801652892561985	0.5088341885884028	1.0	10/25	18.88%	SHC1;BTC;PLCG1;EGFR;NRAS;CDC37;HRAS;PIK3R1;ERBB4;NRG1
prerank	Regulation of TP53 Activity through Association with Co-factors	0.4346361002696164	1.2312214804628692	0.18471337579617833	0.5079063452849197	1.0	7/14	29.98%	ZNF385A;TP53;AKT2;PPP1R13L;TP53BP2;PPP1R13B;BANP
prerank	Neddylation	-0.2463474354168582	-1.2310586986417125	0.055984555984555984	0.7312134576141666	1.0	52/217	19.23%	CUL3;KLHL2;SOCS5;FBXO15;NAE1;FBXL16;PSMC1;COMMD6;FBXW12;UCHL3;SKP1;ASB5;WSB2;HIF1A;SPSB2;SOCS2;COPS3;PSMA3;FEM1C;RNF7;FBXL3;DCUN1D5;DCUN1D2;PSMA7;FBXO32;CCDC8;KLHL25;ASB4;PSMA6;PSMB4;COMMD3;RPS27A;RBX1;COMMD10;PSMB7;KLHL5;PSMA2;UBE2D2;CUL2;COPS2;FBXL13;ASB7;COPS4;BTBD6;FEM1B;PSMC6;KLHL13;KCTD6;COMMD8;ASB13;DCUN1D1;FBXL22
prerank	SCF-beta-TrCP mediated degradation of Emi1	-0.3291178611837636	-1.2304735758907384	0.16	0.7288145768264357	1.0	10/41	17.52%	PSMC1;SKP1;PSMA3;PSMA7;PSMA6;PSMB4;RPS27A;PSMB7;PSMA2;PSMC6
prerank	Cargo recognition for clathrin-mediated endocytosis	0.2734849010828065	1.230053312403667	0.12474012474012475	0.5092361937729475	1.0	37/98	25.89%	SLC18A3;STON2;AP2B1;COPS7B;BTC;EGFR;AP2S1;LDLRAP1;DVL2;AREG;VAMP2;IGF2R;SYT11;SH3GL1;SNAP91;UBA52;COPS6;ITSN1;GPS1;REPS2;SYT2;AP2A1;SLC2A8;TOR1B;HGS;CD3G;TF;AAK1;ARRB2;APOB;AGFG1;EPN2;PICALM;NEDD8;GRB2;SH3GL2;EPS15L1
prerank	Complex III assembly	-0.38991020947923927	-1.2296649741676948	0.17647058823529413	0.7270548426822415	1.0	10/19	27.02%	UQCRB;UQCRH;FXN;UQCRQ;HSPA9;HSCB;UQCRC2;UQCR10;UQCR11;ISCU
prerank	RAC3 GTPase cycle	-0.28406315094317436	-1.2290686057399343	0.1026694045174538	0.7245072227464313	1.0	22/88	15.83%	LEMD3;ARHGDIB;DEPDC1B;ABI1;NOX3;TIAM1;TRIO;CDC42;TAOK3;ABI2;RACGAP1;SLITRK3;LBR;AMIGO2;PIK3R2;LMAN1;NOX1;SRGAP2;DOCK10;OCRL;VAV2;NCKAP1
prerank	Cellular response to hypoxia	-0.30256494715231236	-1.2289331356945032	0.1346938775510204	0.7205139931684003	1.0	14/59	17.52%	PSMC1;HIF1A;EP300;PSMA3;PSMA7;PSMA6;PSMB4;RPS27A;RBX1;PSMB7;PSMA2;UBE2D2;CUL2;PSMC6
prerank	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	0.33089201591713935	1.226599429114391	0.16942148760330578	0.5164848259830216	1.0	9/40	12.62%	BAP1;MDC1;PIAS4;PPP5C;ATM;TP53;UBA52;KAT5;ABL1
prerank	Nephron development	0.4350014678629284	1.2264704450949826	0.18711018711018712	0.5151651902150715	1.0	5/13	15.94%	HNF4A;LFNG;POU3F3;JAG1;IRX1
prerank	Cell surface interactions at the vascular wall	0.2647136661965992	1.2247722754093706	0.09236947791164658	0.5178959914727449	1.0	39/120	25.46%	GYPC;ITGA3;CEACAM3;GPC1;BSG;SHC1;PLCG1;L1CAM;EPCAM;PPIL2;NRAS;PSG5;HRAS;CD99L2;SLC16A3;PIK3R1;PICK1;SDC1;ATP1B2;SDC3;F11R;SDC2;PROC;SPN;GYPA;SELE;VPREB3;APOB;SRC;CAV1;CEACAM6;FCER1G;SOS1;PSG6;DOK2;IGLV1-44;ITGB1;PROCR;GRB2
