probe	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	contrast
A_33_P3254335	-0.310354687999999	4.71135541854167	-1.85552035066831	0.0798243327436284	0.997335945651396	-4.06367589651023	BEND4	D15_50nM_12h
A_33_P3254460	-0.152293272000001	9.15363062008333	-1.63319952733942	0.119641279364206	0.997335945651396	-4.30228579663252	DLK2	D15_50nM_12h
A_33_P3254579	-0.114157770333333	4.41956382425	-0.51364546424972	0.613691715513818	0.997335945651396	-5.12243615187678	KRTAP1-5	D15_50nM_12h
A_33_P3254634	0.0203415733333348	7.64077468733333	0.308165194303099	0.761462751073349	0.997335945651396	-5.18523533813709	PDIA5	D15_50nM_12h
A_33_P3254666	0.0045687506666674	9.03541165095833	0.0543773767714576	0.957228153795474	0.998842607096994	-5.21976790605522	LZTS2	D15_50nM_12h
A_33_P3254695	0.113025452333334	9.26591885929167	0.581788107806435	0.56786070967378	0.997335945651396	-5.09491219542149	RNU105A	D15_50nM_12h
A_33_P3254751	-0.0305674373333318	7.61178295116667	-0.191020772073667	0.850628296538132	0.998138471317763	-5.20715673004364	LOC100131355	D15_50nM_12h
A_33_P3254801	-0.0865920166666694	11.531048525	-1.05504811095682	0.305235841715332	0.997335945651396	-4.81749199271998	OGFR	D15_50nM_12h
A_33_P3254811	0.0956100556666648	9.100922013125	0.86453461321996	0.39856841369471	0.997335945651396	-4.94662686433766	C3ORF70	D15_50nM_12h
A_33_P3254912	-0.176042697333334	4.05368651266667	-0.593932549987635	0.559882379510959	0.997335945651396	-5.08966364117442	OR8A1	D15_50nM_12h
A_33_P3254946	-0.0313543076666676	9.54813263333333	-0.273725099966808	0.787384317743359	0.997335945651396	-5.19273773833785	PLEKHH3	D15_50nM_12h
A_33_P3254956	-0.388612943666667	4.23667852216667	-1.41738945530047	0.173295324596262	0.997335945651396	-4.5141777322282	DSCR6	D15_50nM_12h
A_33_P3254996	0.176407821000002	5.18158111154167	0.650531516096745	0.523493344858536	0.997335945651396	-5.06384884267418	DSCR9	D15_50nM_12h
A_33_P3255001	-0.166124488333335	4.29148188179167	-1.10097338740372	0.285285218032531	0.997335945651396	-4.78307428496357	LOC152024	D15_50nM_12h
A_33_P3255131	-0.0541310513333313	7.52640901175	-0.685353878514436	0.501774621511149	0.997335945651396	-5.04686872376222	KCTD19	D15_50nM_12h
A_33_P3255229	0.0804786123333328	6.47313252929167	0.57651592220747	0.571342574693596	0.997335945651396	-5.09715855757216	SETD7	D15_50nM_12h
A_33_P3255274	-0.0770631873333354	7.21420117366667	-0.679202912366357	0.505573051919619	0.997335945651396	-5.04992838859414	CNNM3	D15_50nM_12h
A_33_P3255304	0.497766596666666	4.62799318025	1.40706755771164	0.176288938568236	0.997335945651396	-4.52376993388935	GGT5	D15_50nM_12h
A_33_P3255314	0.0124745793333343	4.32756840183333	0.0445539722204161	0.964949004368189	0.998990113345848	-5.22013385599665	FLJ26245	D15_50nM_12h
A_33_P3255324	0.654522225666669	3.98555253295833	2.13445193987341	0.046681471864999	0.954535593304288	-3.74042187857847	CXXC1P1	D15_50nM_12h
A_33_P3255354	-0.0130786346666678	9.11606643041667	-0.111363118630795	0.912549799289471	0.998138471317763	-5.21621273539486	NT5C2	D15_50nM_12h
A_33_P3255384	0.233395623666667	4.083019519125	0.887245984842442	0.386544261189883	0.997335945651396	-4.93242195985666	BPIFC	D15_50nM_12h
A_33_P3255404	-0.0101312903333328	4.35494268833333	-0.0519913150367673	0.959103144338082	0.998842607096994	-5.21986347354451	CLDN11	D15_50nM_12h
A_33_P3255409	0.0773012933333348	12.1696186895833	1.12903267246885	0.273575556593315	0.997335945651396	-4.76144188229358	PIH1D1	D15_50nM_12h
A_33_P3255459	0.409762129000001	3.99867401420833	1.23172594320176	0.233760636616641	0.997335945651396	-4.67847560703595	LOC100133461	D15_50nM_12h
A_33_P3255509	-0.112876313333334	11.3001664879167	-1.21613121311224	0.239504043708019	0.997335945651396	-4.69145097310292	FCHO1	D15_50nM_12h
A_33_P3255531	-0.227583335666666	5.50818530445833	-0.586350084051	0.564856792764319	0.997335945651396	-5.09295271631834	LOC100129216	D15_50nM_12h
A_33_P3255544	0.0421616749999991	9.84889387683333	0.661140011517701	0.51682181809827	0.997335945651396	-5.05876393308216	RNF130	D15_50nM_12h
A_33_P3255587	-0.349803787	4.59995671783333	-2.12634384857705	0.0474343726355952	0.956642234246673	-3.75013725692006	LOC144817	D15_50nM_12h
A_33_P3255627	0.00690428733333359	5.55196228341667	0.0712987100312488	0.943939221301261	0.998138471317763	-5.2189672143706	ZNF780A	D15_50nM_12h
A_33_P3255647	0.0301089273333321	6.62239076466667	0.213008149671551	0.833693069841819	0.998138471317763	-5.20382069839846	RPL36A-HNRNPH2	D15_50nM_12h
A_33_P3255706	1.692485592	3.98340649133333	3.18518772131897	0.00508288994924328	0.876873811010335	-2.38921882233904	OR6K6	D15_50nM_12h
A_33_P3255766	0.00387505800000376	9.59966392104167	0.051845484067919	0.959217747804239	0.998842607096994	-5.21986917544811	NIF3L1	D15_50nM_12h
A_33_P3255914	0.0296332363333329	8.00368345125	0.260814112868975	0.797169944629744	0.997335945651396	-5.19532384530897	MYLIP	D15_50nM_12h
A_33_P3255949	-0.110697399999996	12.1491867529167	-0.577945606265216	0.570397292645212	0.997335945651396	-5.09655132714826	TYMP	D15_50nM_12h
A_33_P3255964	0.338911935333333	4.79009728066667	1.83493583921031	0.0829472010420811	0.997335945651396	-4.0865432617391	CYMP	D15_50nM_12h
A_33_P3256033	-0.100311841000002	9.45865825358333	-1.00617160445574	0.327549952865499	0.997335945651396	-4.85274720383481	CBL	D15_50nM_12h
A_33_P3256054	-0.0327374376666629	9.87485287429167	-0.324581194580596	0.749206434786194	0.997335945651396	-5.1813509203711	MLST8	D15_50nM_12h
A_33_P3256113	0.0720114880000011	9.10347416191667	0.860498626692163	0.400730513695128	0.997335945651396	-4.94911662013682	GUSBP1	D15_50nM_12h
A_33_P3256232	-0.0284355866666655	11.40549641125	-0.243735795974932	0.810167157340119	0.997335945651396	-5.19855452962638	MIIP	D15_50nM_12h
A_33_P3256257	-0.186975010666668	4.91516613895833	-1.37281056382031	0.186524652984395	0.997335945651396	-4.55522962338415	KRTAP4-7	D15_50nM_12h
A_33_P3256267	-0.231758594666668	7.75012209104167	-2.08156323271024	0.0517952971774294	0.962311706242736	-3.80347817082317	PTAR1	D15_50nM_12h
A_33_P3256272	-0.0128207073333328	4.99866877975	-0.0478832741645497	0.962331851448911	0.998990113345848	-5.22001796862456	KRTAP10-5	D15_50nM_12h
A_33_P3256282	-0.104485198999999	5.255561299375	-0.380541732748441	0.707957170377803	0.997335945651396	-5.16662055835666	KRTAP10-2	D15_50nM_12h
A_33_P3256317	-0.0939773086666671	3.980933939875	-0.438539237977782	0.666167013935185	0.997335945651396	-5.14894085816858	LOC730811	D15_50nM_12h
A_33_P3256391	-0.0806933276666673	4.30224755883333	-0.378440753482457	0.709490104337289	0.997335945651396	-5.1672150440716	CRB3	D15_50nM_12h
A_33_P3256425	-0.178022152666667	8.23583333541667	-1.55918765135342	0.136205553063373	0.997335945651396	-4.37730845773704	BICD1	D15_50nM_12h
A_33_P3256490	-0.23805637	4.670595715875	-1.30652082326342	0.207677903183982	0.997335945651396	-4.61442936988725	ZYG11A	D15_50nM_12h
A_33_P3256500	-0.0163381693333342	9.21406395045833	-0.141431995504892	0.889085522745907	0.998138471317763	-5.21335323901843	ATXN2	D15_50nM_12h
A_33_P3256505	0.185246745666667	3.90389432795833	0.570876091111667	0.575079396957031	0.997335945651396	-5.09953997154543	ADAM3A	D15_50nM_12h
A_33_P3256510	0.113111553666666	7.951281924375	1.24084809861689	0.23045041189693	0.997335945651396	-4.67082441171783	KCNK12	D15_50nM_12h
A_33_P3256532	-0.125268579999998	6.49809985920833	-1.06961401103426	0.298802076493349	0.997335945651396	-4.80671004451714	C7ORF64	D15_50nM_12h
A_33_P3256560	0.00732788333333545	11.9286177625	0.0901034500874397	0.929191180382353	0.998138471317763	-5.21782466381735	ZER1	D15_50nM_12h
A_33_P3256585	0.441507247666667	4.68094078295833	1.56070522007559	0.135847521364596	0.997335945651396	-4.37579401420297	MUC8	D15_50nM_12h
A_33_P3256677	0.0294796220000002	9.44003649045833	0.306394106365303	0.762789013827636	0.997335945651396	-5.18564253878351	CCDC101	D15_50nM_12h
A_33_P3256680	-0.0305852419999999	6.60320837029167	-0.144059450017046	0.887039855826848	0.998138471317763	-5.21307113863925	MFHAS1	D15_50nM_12h
A_33_P3256695	0.0123745333333343	10.1819920145417	0.145426620506495	0.885975734657166	0.998138471317763	-5.2129223025982	PRPF40A	D15_50nM_12h
A_33_P3256760	-0.465246491999999	4.87762927545833	-2.13893578647408	0.0462698048486181	0.954535593304288	-3.73504180127066	LOC404266	D15_50nM_12h
A_33_P3256773	0.0846397426666687	9.1091647615	1.03269069414948	0.31530390935044	0.997335945651396	-4.83379634333632	C9ORF80	D15_50nM_12h
A_33_P3256778	-0.308385795333334	4.68781411716667	-1.60131688995582	0.126555263623934	0.997335945651396	-4.33489216706586	CNTF	D15_50nM_12h
A_33_P3256785	0.0503912933333321	12.9171430708333	0.496243999751298	0.625673994086028	0.997335945651396	-5.12893691881118	CARM1	D15_50nM_12h
A_33_P3256793	0.00336446100000209	7.21472812695833	0.0231428296360797	0.981788695536671	0.999286872096053	-5.22067970301455	KIAA1324	D15_50nM_12h
A_33_P3256810	0.0477015499999993	4.064242058125	0.26235526464915	0.796000004503695	0.997335945651396	-5.19502164938641	TM4SF4	D15_50nM_12h
A_33_P3256844	0.849155326666667	3.683991619625	2.81180273055553	0.0114708624936419	0.878738057668883	-2.88289324165092	WDR49	D15_50nM_12h
A_33_P3256858	-0.0440589040000017	8.39065552408333	-0.468999770907475	0.644650035417024	0.997335945651396	-5.13867971304082	C14ORF80	D15_50nM_12h
A_33_P3256868	-0.0569328549999994	7.838643865375	-0.428091814066313	0.673617371479102	0.997335945651396	-5.15230593929635	ZNF83	D15_50nM_12h
A_33_P3256952	0.078032380333334	4.13928814029167	0.232702819914388	0.818594197687207	0.998138471317763	-5.20052630600262	EGLN3	D15_50nM_12h
A_33_P3256972	-0.113073931333334	5.34889239808333	-0.602094744187011	0.554553496891127	0.997335945651396	-5.08607820289858	ACTL7B	D15_50nM_12h
A_33_P3257020	0.215345058999999	3.586508268	0.627356076734388	0.538233188470436	0.997335945651396	-5.07468765380043	LOC100131691	D15_50nM_12h
A_33_P3257030	-0.0105254733333329	10.2369944865417	-0.164209852432073	0.871379473842433	0.998138471317763	-5.21073562480998	LEPREL4	D15_50nM_12h
A_33_P3257130	0.548043714333334	4.20703559391667	1.53574031113588	0.141838350959558	0.997335945651396	-4.40057759236163	OR4M1	D15_50nM_12h
A_33_P3257140	-0.115576264333334	7.00648848895833	-1.11426476429593	0.279693382832965	0.997335945651396	-4.77288381805924	ROCK2	D15_50nM_12h
A_33_P3257155	-0.0153374363333327	8.387470753375	-0.142576366164429	0.888194446520261	0.998138471317763	-5.2132310084771	SMAP1	D15_50nM_12h
A_33_P3257165	-0.0383409066666687	10.17744186025	-0.48972252127894	0.630192562597925	0.997335945651396	-5.13131747263097	YPEL1	D15_50nM_12h
A_33_P3257182	0.0658985020000005	4.418778146	0.188199288706415	0.852807081182698	0.998138471317763	-5.2075586742964	MYBPC2	D15_50nM_12h
A_33_P3257187	-0.0585106736666656	6.53280549370833	-0.442726598596777	0.663190830129226	0.997335945651396	-5.14756996018954	PRKAA1	D15_50nM_12h
A_33_P3257222	0.0023021700000001	10.7919219270833	0.0289854332140668	0.977192318667257	0.99899820287444	-5.22056500385888	COMTD1	D15_50nM_12h
A_33_P3257232	0.129306146666666	10.75887949375	1.43667729423697	0.167811840321617	0.997335945651396	-4.49611487160102	TAF10	D15_50nM_12h
A_33_P3257252	0.00953926866666777	5.14183397970833	0.0624461040570011	0.950889636384956	0.998138471317763	-5.21941298524078	ZNF551	D15_50nM_12h
A_33_P3257297	0.156556187000001	4.39285435895833	0.667841179729032	0.512632281765905	0.997335945651396	-5.05551208877351	CCDC147	D15_50nM_12h
A_33_P3257312	0.0854292560000012	8.968269545	0.722613931386986	0.479118924167115	0.997335945651396	-5.02778513022601	ATG2A	D15_50nM_12h
A_33_P3257330	0.385751910333335	5.13515357495833	2.18646313860943	0.0421055991319228	0.943083324193862	-3.67769869265433	DCBLD1	D15_50nM_12h
A_33_P3257367	-0.0540125489999976	9.73845332841667	-0.487755493872408	0.631558427798819	0.997335945651396	-5.13202952868476	TRIM33	D15_50nM_12h
A_33_P3257457	-0.416736283666666	6.52696347925	-1.12723264943448	0.274315895269664	0.997335945651396	-4.76284320902996	TAF1L	D15_50nM_12h
A_33_P3257460	0.0908818599999979	9.505376064625	1.01129999879813	0.325155974672061	0.997335945651396	-4.84911548072228	DPM3	D15_50nM_12h
A_33_P3257474	-0.181298025333333	3.80353523145833	-0.638447679121861	0.531150706551661	0.997335945651396	-5.06954654636258	C15ORF60	D15_50nM_12h
A_33_P3257503	-0.0585911823333358	8.03256705625	-0.539944628507188	0.59579388084723	0.997335945651396	-5.112202493857	LOC387647	D15_50nM_12h
A_33_P3257528	-0.0817342406666679	8.297145321375	-1.2782797024362	0.21724487664426	0.997335945651396	-4.63896075946154	ZNF451	D15_50nM_12h
A_33_P3257554	0.0251629866666674	5.392218138125	0.173473161438594	0.864198157458063	0.998138471317763	-5.20955991436791	CNTRL	D15_50nM_12h
A_33_P3257628	0.0182684349999978	8.43808483570833	0.173042482079577	0.864531774302226	0.998138471317763	-5.20961600058814	COG4	D15_50nM_12h
A_33_P3257678	-0.0508062069999999	5.34659726591667	-0.117285393488184	0.907921087951506	0.998138471317763	-5.21570322085213	HIST2H3A	D15_50nM_12h
A_33_P3257703	0.209762305	4.781167164125	0.636729513017335	0.532244469036122	0.997335945651396	-5.0703485065716	C9ORF131	D15_50nM_12h
A_33_P3257708	0.00309879666666291	10.8857279866667	0.0477386029764445	0.962445568051276	0.998990113345848	-5.22002317782088	APOA1BP	D15_50nM_12h
A_33_P3257714	-0.0121492000000032	13.9592183595833	-0.223344963584861	0.82575967567424	0.998138471317763	-5.20212767279227	RPS23	D15_50nM_12h
A_33_P3257728	-0.0352828453333336	4.685396675125	-0.239607864598542	0.813317358903184	0.997726814347275	-5.19930286540736	C1RL	D15_50nM_12h
A_33_P3257856	0.311999303333333	6.54400090716667	1.8210951454651	0.0851068270472636	0.997335945651396	-4.10183476020898	ZNF501	D15_50nM_12h
A_33_P3257861	0.186424730666666	6.95107833075	1.44580729376572	0.165265884322076	0.997335945651396	-4.4875022977097	SARDH	D15_50nM_12h
A_33_P3257891	0.0484833809999987	3.95011767820833	0.269723116758854	0.790413735900868	0.997335945651396	-5.19355257106503	GSTA3	D15_50nM_12h
A_33_P3257910	-0.115640707666667	5.214281369125	-0.767004252455475	0.45293408296852	0.997335945651396	-5.00382951256216	C3ORF80	D15_50nM_12h
A_33_P3257973	-0.0353552443333331	9.89561230470833	-0.410788893680898	0.686032988627256	0.997335945651396	-5.15770515982297	HELZ	D15_50nM_12h
A_33_P3257993	-0.0195986149999996	8.31923510175	-0.146266768199306	0.885321925983511	0.998138471317763	-5.21283014521291	RNF125	D15_50nM_12h
A_33_P3258013	0.162366661333334	6.83690889925	1.83558470710399	0.0828471463177656	0.997335945651396	-4.08582470809066	UBE3B	D15_50nM_12h
A_33_P3258041	-0.139388885333331	6.62584999758333	-0.958955635494832	0.350173067572669	0.997335945651396	-4.88543013798136	GGPS1	D15_50nM_12h
A_33_P3258046	0.0427290880000011	3.89205628725	0.141492058498727	0.889038750275122	0.998138471317763	-5.21334684809707	TAC4	D15_50nM_12h
A_33_P3258056	0.140506402333335	8.87515921695833	0.892820406911268	0.383630017609345	0.997335945651396	-4.92888513676658	PALM3	D15_50nM_12h
A_33_P3258091	0.0302221633333311	10.9556219358333	0.359115929543128	0.723649144038972	0.997335945651396	-5.17253172959507	RNPEP	D15_50nM_12h
A_33_P3258127	0.143662832666667	4.26779047754167	0.788334006459179	0.440669542854655	0.997335945651396	-4.99185197824194	LOC100132188	D15_50nM_12h
A_33_P3258141	-0.0227138266666636	10.45545812125	-0.284527136479137	0.779224929322759	0.997335945651396	-5.19047910654215	CHUK	D15_50nM_12h
A_33_P3258146	-0.316057509333332	4.82603694970833	-1.96569907819871	0.0648110755360012	0.988010450035395	-3.93884308069582	LOC100130539	D15_50nM_12h
A_33_P3258191	0.0227219633333284	10.5093836529167	0.382895744569123	0.706241140242998	0.997335945651396	-5.16595064564892	C16ORF91	D15_50nM_12h
A_33_P3258206	-0.298938043	3.81188943725	-0.975370018667523	0.342189026635209	0.997335945651396	-4.87422302841737	OR6N2	D15_50nM_12h
A_33_P3258274	0.489496059666666	3.72539712454167	1.22267486881404	0.237081057572736	0.997335945651396	-4.68602256005232	TFPI	D15_50nM_12h
A_33_P3258330	0.00110286433333151	8.90410598091667	0.0068631153391678	0.994598887826506	0.999841989246738	-5.22086367293842	GDPD5	D15_50nM_12h
A_33_P3258349	-0.142256548000001	4.24565252925	-0.619198628926434	0.543474705909676	0.997335945651396	-5.07841437741076	LOC644145	D15_50nM_12h
A_33_P3258452	0.0704255773333315	7.51698572858333	0.756306896357081	0.459163003955823	0.997335945651396	-5.00972285998169	C12ORF5	D15_50nM_12h
A_33_P3258472	0.0364729593333326	7.10562101229167	0.306843460459711	0.762452447495862	0.997335945651396	-5.18553944453516	SPTBN1	D15_50nM_12h
A_33_P3258542	0.22727273	4.095580917375	0.839392845529849	0.412161048848443	0.997335945651396	-4.96196562514219	SPINK8	D15_50nM_12h
A_33_P3258546	-0.193103030666667	5.15106513179167	-0.489702672217191	0.630206338563799	0.997335945651396	-5.13132467174553	PCDHA5	D15_50nM_12h
A_33_P3258581	-0.239611546666668	5.17875380233333	-1.11061928572617	0.281218983028684	0.997335945651396	-4.7756889617266	LOC389791	D15_50nM_12h
A_33_P3258593	-0.0729402360000009	5.987669221875	-0.698445096424983	0.493745139712141	0.997335945651396	-5.0402710153833	PRB1	D15_50nM_12h
A_33_P3258602	0.691055065333333	3.65978328041667	1.47866044397062	0.156364316662966	0.997335945651396	-4.45618358708984	OR5B2	D15_50nM_12h
A_33_P3258607	0.294389882666667	3.13607859354167	0.497846898046295	0.624565707175972	0.997335945651396	-5.12834715264914	LOC100506422	D15_50nM_12h
A_33_P3258660	-0.154184051666665	6.87033379570833	-1.0231726295238	0.319661179997596	0.997335945651396	-4.84064679063989	SCD5	D15_50nM_12h
A_33_P3258712	0.0325793533333325	10.26019369025	0.287367213231453	0.777083988142746	0.997335945651396	-5.18987091840154	LOC100506676	D15_50nM_12h
A_33_P3258723	0.078233814999999	9.28209587583333	0.751800504906766	0.461802522604726	0.997335945651396	-5.01218268373002	RMND5B	D15_50nM_12h
A_33_P3258767	0.0180157369999989	4.303015185	0.0629195642598977	0.950517802559481	0.998138471317763	-5.21939063701824	LOC100130480	D15_50nM_12h
A_33_P3258782	-0.138783558666669	8.206574323875	-1.31990521139857	0.20326097362884	0.997335945651396	-4.60265781953655	AP1S2	D15_50nM_12h
A_33_P3258801	0.276629541333332	4.824135159	1.94736771836333	0.0671197080666026	0.988010450035395	-3.95988723690371	SLURP1	D15_50nM_12h
A_33_P3258923	0.000406008333333929	8.09616617329167	0.00459153093784417	0.99638655539272	0.999841989246738	-5.22087347260302	MKRN3	D15_50nM_12h
A_33_P3258946	-0.0418659086666704	9.57157443591667	-0.363233564135579	0.720623386882708	0.997335945651396	-5.17142179465689	SIRT2	D15_50nM_12h
A_33_P3259017	-0.0293804399999988	10.6518741716667	-0.258840839775857	0.79866864398303	0.997335945651396	-5.19570819913759	CSNK1G2	D15_50nM_12h
A_33_P3259022	-0.141749327333334	4.99916555245833	-0.996550788716906	0.332074425999484	0.997335945651396	-4.85951725043416	SLC6A2	D15_50nM_12h
A_33_P3259042	0.227433701333333	4.422367876125	1.2841757002051	0.215219635607287	0.997335945651396	-4.6338738576245	MYOCD	D15_50nM_12h
A_33_P3259058	-0.134404555666667	6.16884375741667	-1.13237868332296	0.2722032991249	0.997335945651396	-4.75883207032091	PSMG4	D15_50nM_12h
A_33_P3259077	-0.0767441883333335	5.168101063125	-0.311694143939607	0.758822398140481	0.997335945651396	-5.18441707497312	LOC338797	D15_50nM_12h
A_33_P3259135	-0.00825382666667096	12.5714458520833	-0.104393057378231	0.918001547754345	0.998138471317763	-5.21677864021414	D4S234E	D15_50nM_12h
A_33_P3259148	-0.0337509466666646	11.7366565633333	-0.375947650302467	0.711310798503304	0.997335945651396	-5.16791629950913	ZNF286B	D15_50nM_12h
A_33_P3259153	0.438028228666666	4.32521038369565	1.22309646414113	0.237821743821851	0.997335945651396	-4.68559761421897	PLAC2	D15_50nM_12h
A_33_P3259183	0.0548717310000004	7.49260924920833	0.457890942158668	0.652461162419959	0.997335945651396	-5.1424993808025	FAM78B	D15_50nM_12h
A_33_P3259253	0.132832127999998	5.57838201754167	0.592008325693483	0.561142567526551	0.997335945651396	-5.0905021258895	CD28	D15_50nM_12h
A_33_P3259373	-0.427381322000002	5.88691892995833	-1.94848203193282	0.0669773053305346	0.988010450035395	-3.95861105671599	PAR1	D15_50nM_12h
A_33_P3259393	-0.510545656000001	5.92623710566667	-2.0214655120007	0.0582185082849483	0.973916858281084	-3.87418547208463	HAPLN3	D15_50nM_12h
A_33_P3259403	-0.283254124333333	6.30301706070833	-1.88805661775106	0.0750993333822021	0.997335945651396	-4.0272321527919	PAN3	D15_50nM_12h
A_33_P3259423	0.053464587333333	6.86009181045833	0.48708201315763	0.632026393560624	0.997335945651396	-5.13227268938885	WDR55	D15_50nM_12h
A_33_P3259507	0.0304729786666655	9.872017729375	0.331063599481321	0.744385264874644	0.997335945651396	-5.17976233818153	FBXO10	D15_50nM_12h
A_33_P3259522	-0.0916687686666675	6.54036195854167	-0.364727346070452	0.719526881093057	0.997335945651396	-5.17101606613949	CDCP2	D15_50nM_12h
A_33_P3259548	-0.202879155999999	4.97903577154167	-1.13773763095089	0.270016153656892	0.997335945651396	-4.75463889075353	WDR5B	D15_50nM_12h
A_33_P3259615	0.300472896666666	4.15227194820833	1.19682231256017	0.246764052092076	0.997335945651396	-4.70733215309446	TTC36	D15_50nM_12h
A_33_P3259620	-0.0201215149999996	10.168421697	-0.219322586805967	0.828844565431774	0.998138471317763	-5.20279595100742	TTC37	D15_50nM_12h
A_33_P3259625	-0.0657383979999997	4.729622874	-0.381313162363936	0.707394635031775	0.997335945651396	-5.16640146806106	TTC34	D15_50nM_12h
A_33_P3259693	0.0195195393333334	3.98379958733333	0.0659909598009184	0.948105957669152	0.998138471317763	-5.2192415643545	OR6P1	D15_50nM_12h
A_33_P3259722	-0.0705035819999988	9.51965778620833	-0.604950382320807	0.552695495080771	0.997335945651396	-5.08481282237828	TMEM222	D15_50nM_12h
A_33_P3259736	0.120814199333334	5.93567179966667	0.769319868527506	0.451592571583689	0.997335945651396	-5.00254378449593	AMACR	D15_50nM_12h
A_33_P3259775	-0.045432422666666	6.084683643875	-0.35349129578401	0.727789859040305	0.997335945651396	-5.17402780519208	DOCK5	D15_50nM_12h
A_33_P3259801	-0.0967470663333323	8.179819939625	-0.92796055591951	0.365596119154045	0.997335945651396	-4.90613710771649	TMEM189	D15_50nM_12h
A_33_P3259861	-0.000220634999999803	6.92862008508333	-0.00190115855258682	0.998503820988401	0.999841989246738	-5.22088005127679	REREP3	D15_50nM_12h
A_33_P3259878	0.047557423999999	8.20894591183333	0.506620959731652	0.618515445009496	0.997335945651396	-5.12508633624246	DDB1	D15_50nM_12h
A_33_P3259890	0.275774096333333	6.902678264	1.81039258557298	0.0868104241904416	0.997335945651396	-4.11361216414485	FLJ35946	D15_50nM_12h
A_33_P3259917	-0.0749554500000009	4.54649119833333	-0.400035753182035	0.693795697824292	0.997335945651396	-5.1609510074388	PGLYRP2	D15_50nM_12h
A_33_P3259973	-0.00849553566666295	9.71396956966667	-0.106301325005956	0.916508537116943	0.998138471317763	-5.21662733540518	LOC100128252	D15_50nM_12h
A_33_P3260014	0.216316829	4.41859280929167	1.23647995146794	0.232030981192193	0.997335945651396	-4.67449380860021	TPO	D15_50nM_12h
A_33_P3260016	0.104762746999999	10.0437378075	1.09319567146314	0.288595180700188	0.997335945651396	-4.78898994223421	NEDD1	D15_50nM_12h
A_33_P3260053	0.0421543320000017	7.237368682	0.277000046954733	0.784907841541313	0.997335945651396	-5.19206210159886	AIF1L	D15_50nM_12h
A_33_P3260062	-0.0685596993333348	5.64157498979167	-0.597990187634339	0.557229890285738	0.997335945651396	-5.08788703936739	PIAS4	D15_50nM_12h
A_33_P3260066	0.0282819176666678	4.797939925375	0.17652498683203	0.861834879907358	0.998138471317763	-5.20915850638295	BEAN1	D15_50nM_12h
A_33_P3260125	0.168191036333333	3.98366562425	0.884339361298387	0.388069606966111	0.997335945651396	-4.93425829418625	LDLRAD2	D15_50nM_12h
A_33_P3260146	0.207447968000001	5.768035161375	1.85085035125049	0.08052359605742	0.997335945651396	-4.06887681534156	C9ORF3	D15_50nM_12h
A_33_P3260307	0.0412067799999996	12.4486366741667	0.63286545200145	0.53470879199714	0.997335945651396	-5.07214461858312	CARHSP1	D15_50nM_12h
A_33_P3260373	-0.301255310666666	5.02328233241667	-1.53015070510705	0.143209426666499	0.997335945651396	-4.40608843106715	ISY1-RAB43	D15_50nM_12h
A_33_P3260377	-0.293250867	5.50547070595833	-1.32792129013943	0.20065132366312	0.997335945651396	-4.59556337229978	CRISPLD1	D15_50nM_12h
A_33_P3260426	0.160387788666665	4.181469220125	0.598739710523604	0.556740652003277	0.997335945651396	-5.0875576094407	SPRR2A	D15_50nM_12h
A_33_P3260500	0.0229307133333334	4.73330440858333	0.135075824395998	0.894037555741304	0.998138471317763	-5.21401426249343	BREA2	D15_50nM_12h
A_33_P3260563	-0.0628840796666674	4.48695144679167	-0.261211367821958	0.796868327636887	0.997335945651396	-5.1952461184578	SOX30	D15_50nM_12h
A_33_P3260605	-0.0132365473333333	8.77706215691667	-0.130409284325791	0.897676078767398	0.998138471317763	-5.21448027232741	CTNNAL1	D15_50nM_12h
A_33_P3260614	0.100557501333336	8.28418839466667	0.715373181972781	0.483473720134868	0.997335945651396	-5.03156720722496	PLCB2	D15_50nM_12h
A_33_P3260623	0.0134954423333298	7.89794443683333	0.102664417532497	0.91935429020467	0.998138471317763	-5.21691334021674	PLCB3	D15_50nM_12h
A_33_P3260659	0.475605134	4.06638887016667	2.19724291685084	0.0412101822203062	0.937269413760551	-3.66461419339848	OR2T1	D15_50nM_12h
A_33_P3260667	0.278921081666666	4.454638825375	0.909653477171691	0.37491866589664	0.997335945651396	-4.91808541084636	OR2T34	D15_50nM_12h
A_33_P3260680	0.172359405333334	3.891970234875	0.602134584265207	0.554527552440105	0.997335945651396	-5.08606058819899	OR2T4	D15_50nM_12h
A_33_P3260684	0.191379939999999	4.16343569325	1.02386611385412	0.319342274157771	0.997335945651396	-4.84014950622847	OR2T6	D15_50nM_12h
A_33_P3260722	0.0649724143333303	7.97883368016667	0.55374202822218	0.586508322814097	0.997335945651396	-5.1066375859774	UVRAG	D15_50nM_12h
A_33_P3260733	-0.057590834	3.99151322795833	-0.318472675698364	0.753759285751344	0.997335945651396	-5.18281955351721	GHR	D15_50nM_12h
A_33_P3260777	-0.0643567566666654	13.6027208279167	-1.01171373079483	0.324963380349638	0.997335945651396	-4.84882179855133	ARF5	D15_50nM_12h
A_33_P3260941	-0.116999892	3.86081234670833	-0.423980586010793	0.676558808530579	0.997335945651396	-5.1536084807823	FAM168A	D15_50nM_12h
A_33_P3260964	-0.581962094666667	4.35260774779167	-1.97816333556438	0.063282141835376	0.979706225860912	-3.9244741102123	LOC731779	D15_50nM_12h
