dataset	Name	pathway	ES	NES	nominal_p	dataset_FDR	FWER p-val	Tag %	Gene %	leading_genes
GSE17542_SN_MPTP10	prerank	MyD88 dependent cascade initiated on endosome	0.2897496341790812	1.2727657299049135	0.07329842931937172	0.7407340786009955	1.0	27/91	19.34%	TAB2;MAPK1;MAP3K7;S100B;RELA;RPS6KA2;FBXW11;MAP3K1;PPP2R5D;CREB1;IRAK1;BTRC;USP14;IKBIP;PELI1;CUL1;MEF2C;TNIP2;PPP2CB;NLRX1;RIPK2;MAPK10;CHUK;N4BP1;MEF2A;RPS6KA5;DUSP6
GSE17542_SN_MPTP10	prerank	G2/M DNA damage checkpoint	0.315695076642932	1.2722552093137875	0.11566265060240964	0.7360197188389777	1.0	17/55	21.47%	RMI1;ATR;RAD17;RPA2;RAD50;BLM;WRN;RFC4;HERC2;NBN;ATRIP;UIMC1;RFC5;HUS1;CHEK1;MDC1;RNF168
GSE17542_SN_MPTP10	prerank	MET activates RAS signaling	0.478441918023465	1.2722236232129769	0.19683257918552036	0.7295032758145745	1.0	3/11	8.61%	MET;RANBP10;HGF
GSE17542_SN_MPTP10	prerank	ROS and RNS production in phagocytes	-0.3785512428306941	-1.2714023569098152	0.16580310880829016	0.5661959048222779	1.0	21/34	36.30%	ATP6V0B;ATP6V0D2;ATP6V1E2;ATP6V1G1;NOS2;ATP6V1B2;ATP6V0D1;ATP6V0A4;ATP6V1F;SLC11A1;ATP6V0E2;ATP6V0A1;HVCN1;MPO;LPO;RAC2;ATP6V1D;ATP6V1E1;NOS3;ATP6V0C;ATP6V1C1
GSE17542_SN_MPTP10	prerank	Telomere C-strand synthesis initiation	0.4824606345514648	1.270794508622108	0.18876404494382024	0.7290780529654224	1.0	5/11	24.44%	TINF2;PRIM1;ACD;CTC1;TERF1
GSE17542_SN_MPTP10	prerank	NRIF signals cell death from the nucleus	-0.4575350234045372	-1.2697914068040634	0.18914185639229422	0.5688974985725598	1.0	3/14	3.53%	PSEN1;PSENEN;PSEN2
GSE17542_SN_MPTP10	prerank	Signaling by EGFRvIII in Cancer	-0.4659441701023679	-1.2696456543408066	0.17290552584670232	0.5648328294002598	1.0	8/15	38.09%	CDC37;HSP90AA1;NRAS;GRB2;HRAS;SHC1;PIK3R1;PLCG1
GSE17542_SN_MPTP10	prerank	Constitutive Signaling by EGFRvIII	-0.4659441701023679	-1.2696456543408066	0.17290552584670232	0.5648328294002598	1.0	8/15	38.09%	CDC37;HSP90AA1;NRAS;GRB2;HRAS;SHC1;PIK3R1;PLCG1
GSE17542_SN_MPTP10	prerank	Extra-nuclear estrogen signaling	-0.32231374713474337	-1.2680527763958935	0.11705685618729098	0.5673199829569664	1.0	20/72	16.61%	ZDHHC7;GNB3;GNB2;HSPB1;GNG7;MMP2;PIK3R2;MMP3;GNB1;GNG8;SPHK1;S1PR3;MMP7;EREG;GNG3;GNB5;AKT1;CDKN1B;UHMK1;TGFA
GSE17542_SN_MPTP10	prerank	Antigen processing: Ub, ATP-independent proteasomal degradation	-0.4308639314437243	-1.2678470520880971	0.19507908611599298	0.5657175303897322	1.0	8/18	23.17%	PSMA6;PSMB3;PSMB2;PSMB9;PSMB4;PSMB1;PSMA4;PSMB10
GSE17542_SN_MPTP10	prerank	Nitric oxide stimulates guanylate cyclase	0.4154165371753792	1.267115299748674	0.1393643031784841	0.7362353553720943	1.0	9/18	22.78%	NOS1;PRKG1;PRKG2;PDE1B;PDE11A;PDE1A;PDE2A;KCNMB4;PDE9A
GSE17542_SN_MPTP10	prerank	Hh mutants are degraded by ERAD	-0.35290302938363505	-1.2669184756336358	0.1288135593220339	0.5662370401931544	1.0	20/40	35.44%	PSMA6;PSMC4;PSMD2;PSMB3;DERL2;PSMB2;PSMB4;PSMB1;PSMA4;PSMC2;PSMC5;SEL1L;PSMD1;SYVN1;ADRM1;PSMD13;PSMC3;PSMB7;PSMD8;PSMB6
GSE17542_SN_MPTP10	prerank	Rab regulation of trafficking	-0.2949956226113968	-1.266671203112927	0.06933744221879815	0.5647988938869063	1.0	29/116	18.14%	RAB4A;DENND6A;RAB3IP;RAB3A;MADD;CHML;GAPVD1;SBF1;TBC1D17;RIN2;TRAPPC2L;TRAPPC4;RAB11A;RIN3;RAB6B;RAB33B;RAB39B;YWHAE;RAB5A;RAB5B;RAB21;TBC1D10C;MON1A;AKT1;DENND2A;TBC1D16;TRAPPC3;TRAPPC5;RAB1B
GSE17542_SN_MPTP10	prerank	Integrin signaling	-0.39221055578268005	-1.2657508054201165	0.15091210613598674	0.5653263170608148	1.0	13/27	31.01%	FGB;ITGB3;CSK;TLN1;PTPN1;AKT1;FN1;RAP1B;ITGA2B;RAPGEF3;VWF;GRB2;APBB1IP
GSE17542_SN_MPTP10	prerank	Post-translational protein phosphorylation	-0.30162756420414266	-1.2624499880639144	0.0947867298578199	0.573126310600934	1.0	30/100	20.20%	MEN1;MEPE;TMEM132A;BPIFB2;QSOX1;AMELX;APOE;BMP15;AMBN;PRKCSH;MIA3;AHSG;CALU;ENAM;SERPINA10;SERPIND1;PRSS23;LAMB2;P4HB;DMP1;APP;DNAJC3;CKAP4;LTBP1;CST3;VCAN;SPP1;APOA5;FN1;FAM20C
GSE17542_SN_MPTP10	prerank	Formation of the polybromo-BAF (pBAF) complex	-0.44101213169643283	-1.262297701857629	0.16785714285714284	0.5714034871644653	1.0	7/18	18.76%	SMARCA4;PHF10;SMARCE1;BCL7B;ACTB;SMARCD2;BCL7A
GSE17542_SN_MPTP10	prerank	Interleukin-17 signaling	0.30880079569984253	1.2621156882475317	0.0925	0.748628069810338	1.0	19/63	19.34%	TAB2;MAPK1;MAP3K7;RPS6KA2;FBXW11;PPP2R5D;CREB1;IRAK1;BTRC;CUL1;MEF2C;TNIP2;PPP2CB;RIPK2;MAPK10;CHUK;MEF2A;RPS6KA5;DUSP6
GSE17542_SN_MPTP10	prerank	Formation of the cornified envelope	-0.30669484978050227	-1.2612595932043862	0.09582689335394126	0.5723301043305553	1.0	18/96	11.95%	KRT27;KRT75;KRT83;KRT80;KRT15;SPRR2F;KRT25;KRT16;DSP;KRT81;PERP;KRT79;KRT78;LCE1F;TGM5;KRT13;JUP;KRT32
GSE17542_SN_MPTP10	prerank	Hh mutants abrogate ligand secretion	-0.3455773741454085	-1.2606513822689511	0.1296928327645051	0.571928373017839	1.0	21/43	35.44%	PSMA6;PSMC4;PSMD2;PSMB3;DERL2;PSMB2;PSMB4;PSMB1;PSMA4;PSMC2;DHH;PSMC5;SEL1L;PSMD1;SYVN1;ADRM1;PSMD13;PSMC3;PSMB7;PSMD8;PSMB6
GSE17542_SN_MPTP10	prerank	Formation of the ureteric bud	-0.42145274854761106	-1.2605650645962028	0.16550522648083624	0.5699998190411484	1.0	7/19	16.61%	ITGB1;GDNF;RET;WNT11;GFRA1;ROBO2;NPNT
GSE17542_SN_MPTP10	prerank	Sphingolipid metabolism	-0.30488125419312007	-1.2602509813001948	0.1024793388429752	0.5687538920389368	1.0	30/94	24.04%	ST3GAL5;SMPD3;CERK;FUT1;PSAP;KDSR;ASAH2;DEGS1;ARSG;GALC;PPM1L;SPHK1;ACER3;B4GALT5;PLPP2;CYB5B;PRKD2;CERS4;ST8SIA5;SGMS1;SPHK2;ST6GALNAC6;GBA2;ACER2;SUMF1;SPTLC3;SMPD1;GLA;SGPP1;STS
GSE17542_SN_MPTP10	prerank	GBP-mediated host defense	-0.4940115532478939	-1.2597471018744668	0.17702448210922786	0.5679868487855205	1.0	3/11	10.32%	FNTA;PIM1;ACTB
GSE17542_SN_MPTP10	prerank	TP53 Regulates Transcription of DNA Repair Genes	0.31794332722503643	1.2581696797540227	0.11401425178147269	0.7574384451672905	1.0	20/52	21.38%	GTF2F2;ATR;RAD51D;CDK7;GTF2H1;SSRP1;MNAT1;POLR2D;FANCI;NELFA;MLH1;CCNT2;ERCC3;GTF2H2;POLR2C;NELFB;TCEA1;CHEK1;MDC1;CCNH
GSE17542_SN_MPTP10	prerank	Glycogen storage diseases	-0.4947630362831852	-1.257914524803425	0.1988527724665392	0.5713563197455255	1.0	4/11	13.61%	GYS2;GBE1;G6PC3;GYS1
GSE17542_SN_MPTP10	prerank	Apoptosis	-0.2826645192445025	-1.2565567450099286	0.07446808510638298	0.5731287089253978	1.0	34/144	20.72%	TICAM1;BCL2L1;DAPK3;DSP;PSMA6;SATB1;PSMC4;PAK2;DYNLL2;ACIN1;PSMD2;FNTA;PSMB3;BAD;YWHAG;TNFRSF10B;DFFA;NMT1;CDKN2A;YWHAE;XIAP;PSMB2;BIRC2;AKT1;E2F1;DBNL;PSMB4;BMX;DFFB;PSMB1;YWHAH;PSMA4;PSMC2;BAX
