pathway	meta_z	meta_p	meta_FDR	same_NES_direction	NES_GSE17542_SN_MPTP10_limma	nominal_p_GSE17542_SN_MPTP10_limma	NES_GSE46798_exposure_corrected_limma	nominal_p_GSE46798_exposure_corrected_limma	NES_human_PD_postmortem_meta_limma	nominal_p_human_PD_postmortem_meta_limma
Sphingolipid metabolism	-1.756942424478314	0.07892762341973321	0.21880791492559598	True	-1.2092352985004944	0.14586994727592267	-0.7702176206904143	0.8677595628415301	-1.1632835030373618	0.15492957746478872
RNA Pol II CTD phosphorylation and interaction with CE	-1.7543983591130485	0.07936227231359855	0.2190694840907154	False	1.0359302947107614	0.3878504672897196	-0.942847625441037	0.540920716112532	-2.3050700626901435	0.0
RNA Pol II CTD phosphorylation and interaction with CE during HIV infection	-1.7543983591130485	0.07936227231359855	0.2190694840907154	False	1.0359302947107614	0.3878504672897196	-0.942847625441037	0.540920716112532	-2.3050700626901435	0.0
Glycosaminoglycan metabolism	-1.7540151540610176	0.07942791053814079	0.2190694840907154	True	-1.3201118221118497	0.04262295081967213	-0.9579849781524952	0.5786096256684492	-0.9474466106504412	0.648936170212766
tRNA modification in the mitochondrion	-1.7517931725086355	0.0798093786415307	0.21974725173577928	True	-0.7575972276760025	0.799625468164794	-0.8900287466277004	0.6412005457025921	-1.7750110595662338	0.02064896755162242
Fcgamma receptor (FCGR) dependent phagocytosis	-1.7479911282146634	0.08046556366267758	0.22046123463611697	False	-0.7126833187304343	0.9527027027027027	-1.5526016699387264	0.002254791431792559	0.7233444590190083	0.931350114416476
Opioid Signalling	-1.747276742511726	0.0805893453616175	0.22046123463611697	True	-0.8627167062535126	0.7537942664418212	-1.1386437500257045	0.26292134831460673	-1.2452099584774172	0.1111111111111111
Intracellular signaling by second messengers	-1.747264542113993	0.08059146066839593	0.22046123463611697	True	-0.802117492900302	0.9480122324159022	-1.121695427727536	0.19211324570273003	-1.1439409398428573	0.0975609756097561
Transport of Mature mRNA Derived from an Intronless Transcript	-1.7462669372815638	0.08076457819287942	0.22046123463611697	True	-0.671349478276912	0.9538745387453874	-1.1015826122648371	0.30673316708229426	-1.285305070039747	0.05181347150259067
Signaling by NOTCH2	-1.7462520076026755	0.08076717127889528	0.22046123463611697	False	-0.9938210351099782	0.45918367346938777	-1.5643559976877044	0.016029593094944512	0.7154971954203261	0.9014454664914586
RHO GTPase cycle	-1.745569905195281	0.08088571548724736	0.22046123463611697	False	0.8202600353742405	0.9823529411764705	-1.3548311473965116	0.003006012024048096	-0.9070388468924934	0.9375
RNA Polymerase I Transcription	-1.7387263627410932	0.08208290658193626	0.2231797844797998	True	-0.6848301512237094	0.9494584837545126	-1.3538078815722863	0.06698564593301436	-1.0940885219834937	0.26424870466321243
ER Quality Control Compartment (ERQC)	-1.7382950759429086	0.08215883357008072	0.2231797844797998	True	-0.9703330886919204	0.49080882352941174	-1.186383305558231	0.24052287581699347	-1.1354576028206964	0.25092250922509224
GABA receptor activation	-1.7336227785246	0.0829850361210729	0.22461071069561864	True	-0.7489683470953308	0.9107142857142857	-1.2559718951004082	0.12064965197215777	-1.2122438853662372	0.18072289156626506
APC/C:Cdc20 mediated degradation of Cyclin B	-1.733318739162204	0.0830390318739898	0.22461071069561864	True	-0.7515325176955122	0.8007889546351085	-0.5858380536680521	0.9485199485199485	-1.7957158585454338	0.007246376811594203
SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	-1.73296550034326	0.0831018009306211	0.22461071069561864	False	-0.88846848521382	0.6370370370370371	-1.7387915247512111	0.004070556309362279	0.8033627086109646	0.7316715542521994
Formation of TC-NER Pre-Incision Complex	-1.7313716679158122	0.08338549646014158	0.2250018646149487	False	1.103937759022457	0.2922705314009662	-1.0124083757983968	0.44655581947743467	-2.483652724347569	0.0
Signaling by MET	-1.728603434679636	0.0838800945013164	0.22595985523732318	True	-0.8970772347786004	0.6614035087719298	-1.0583798082500857	0.37472283813747226	-1.2435859842164352	0.09523809523809523
Somatic hypermutation of immunoglobulin genes	-1.7260403703360934	0.08434015018962798	0.22682176604154103	True	-0.8010080447211082	0.9163987138263665	-1.266635730233331	0.0656084656084656	-1.0489519457227108	0.2967032967032967
Vasopressin regulates renal water homeostasis via Aquaporins	-1.7249329868947603	0.08453954999089697	0.22698098082133034	True	-1.0641612758039931	0.3602941176470588	-1.1080757317482608	0.3	-1.0720577728854717	0.3
PIP3 activates AKT signaling	-1.7233243732150152	0.08482988255128449	0.2273834103485589	True	-0.8585054450149091	0.8533950617283951	-1.0679232849019429	0.3237997957099081	-1.1820530293500202	0.06976744186046512
VxPx cargo-targeting to cilium	-1.7219986096751274	0.08506977035112474	0.22764951768342306	True	-0.9147804511250643	0.5942275042444821	-0.7872446756231524	0.7933774834437086	-1.5881561413761605	0.02867383512544803
rRNA processing in the nucleus and cytosol	-1.7177495947732708	0.08584229900752413	0.22933775922967256	False	1.0874250750068912	0.2544987146529563	-1.0492320666694537	0.4099895941727367	-1.8546593450253068	0.0
Signaling by cytosolic FGFR1 fusion mutants	-1.7153704037742346	0.08627733805154204	0.23012028056910472	False	-0.8885787338972856	0.5908289241622575	-1.6148389924176987	0.014157014157014158	0.5233241396123314	0.9842180774748924
IRAK4 deficiency (TLR2/4)	1.7142028492714645	0.0864914778021465	0.2303120107922289	False	-0.9088203992377093	0.5988700564971752	1.4554763834230504	0.06578947368421052	1.3540394531314162	0.09787234042553192
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	1.7115832621776084	0.08697349504006782	0.2312152520030703	False	1.2297555323210572	0.12093023255813953	-0.8001690195171576	0.8406113537117904	1.2475535759216154	0.10635838150289018
Metabolism of nucleotides	-1.7063990156888702	0.08793381375741513	0.23338499093976245	True	-1.0321341007226204	0.3879310344827586	-1.021908857716322	0.4324022346368715	-1.1742494865660547	0.19117647058823528
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	1.7038438150539945	0.08841026989690054	0.23355710454163647	False	1.4101662256134067	0.07760532150776053	-1.2265930251390433	0.20600272851296045	1.6474679147267868	0.014245014245014245
Neutrophil degranulation	-1.7018772000352236	0.08877839067241465	0.23355710454163647	False	-1.3242395672078526	0.007194244604316547	-0.9109502655203489	0.7811244979919679	0.7212076328627132	0.9857723577235772
Transferrin endocytosis and recycling	-1.7008937554794608	0.08896293943299884	0.23355710454163647	False	-1.28692737988814	0.15037593984962405	0.812725076669355	0.7544642857142857	-1.4368123962373398	0.06866952789699571
Sensory processing of sound	-1.700811018591255	0.08897847954850388	0.23355710454163647	True	-1.0237152356990091	0.4235500878734622	-1.2125971413105083	0.15664018161180476	-0.9789680263706202	0.4659090909090909
Cilium Assembly	-1.7005525259204162	0.08902704521100396	0.23355710454163647	False	1.0875149818889787	0.24864864864864866	-1.2082524482990145	0.09700722394220847	-1.4505228598642508	0.014705882352941176
Nuclear import of Rev protein	-1.6992826286009766	0.08926594405487624	0.23355710454163647	True	-0.6662107483083862	0.9397810218978102	-1.0515296441081288	0.40993788819875776	-1.4686766801272624	0.040983606557377046
IP3 and IP4 transport between cytosol and nucleus	-1.6991177324424034	0.08929700290998949	0.23355710454163647	True	-0.6023873583860917	0.9680451127819549	-1.1011700263923343	0.3363057324840764	-1.4220910088771628	0.05220883534136546
IP6 and IP7 transport between cytosol and nucleus	-1.6991177324424034	0.08929700290998949	0.23355710454163647	True	-0.6023873583860917	0.9680451127819549	-1.1011700263923343	0.3363057324840764	-1.4220910088771628	0.05220883534136546
IPs transport between nucleus and cytosol	-1.6991177324424034	0.08929700290998949	0.23355710454163647	True	-0.6023873583860917	0.9680451127819549	-1.1011700263923343	0.3363057324840764	-1.4220910088771628	0.05220883534136546
Pentose phosphate pathway	-1.6966002187152427	0.08977226844615144	0.23442145582954704	True	-1.3165355794697564	0.16353383458646617	-0.6904685132383291	0.8695652173913043	-1.2756462117306149	0.1672473867595819
Fibronectin matrix formation	1.6928538283185999	0.09048329373314845	0.23589766916902954	False	0.9638875326209168	0.49891540130151846	-0.5864307867121931	0.9581699346405229	1.6051378995442058	0.02097902097902098
BBSome-mediated cargo-targeting to cilium	-1.690676805723612	0.09089854654140041	0.2365992714638702	False	0.9725003041724507	0.47555555555555556	-1.3754383153141891	0.07682619647355164	-1.5198158372526804	0.06115107913669065
Activated NOTCH1 Transmits Signal to the Nucleus	-1.6828223289991222	0.09240949110098247	0.24014601298955154	True	-1.2286121509485113	0.1672661870503597	-1.120082169736695	0.3092269326683292	-0.9142948873412102	0.6052631578947368
Role of second messengers in netrin-1 signaling	-1.68202518821108	0.09256395573355322	0.24016193002022862	False	0.7816402329973077	0.7350427350427351	-1.171510247245514	0.2776243093922652	-1.7335507456011165	0.030303030303030304
Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	-1.6795867900066799	0.0930377396484964	0.24100496078546507	False	0.561195458640801	0.9690265486725663	-1.164901151866394	0.2722371967654987	-1.5549554715897111	0.06430868167202572
Post NMDA receptor activation events	-1.672572457715726	0.09441149267464806	0.24417285405791567	False	1.014245028149799	0.43356643356643354	-0.8760683883399408	0.6970720720720721	-2.079622303926725	0.0
PI-3K cascade:FGFR1	1.6710934908054182	0.09470321288333512	0.24425585467340014	False	-0.7090637658725927	0.8806509945750453	1.1629939121968398	0.2384937238493724	1.4607459808262433	0.06206896551724138
Signaling by VEGF	-1.6708803058047248	0.09474532225750172	0.24425585467340014	True	-0.7724144186409405	0.918825561312608	-1.3456822314519927	0.04962243797195254	-1.0173498137169001	0.40714285714285714
Phosphorylation of the APC/C	-1.6681882382472681	0.09527836500915407	0.24509680728263153	True	-0.8030770759727962	0.7403846153846154	-0.42103134574824164	1.0	-1.8519610176376697	0.010526315789473684
Glycerophospholipid biosynthesis	-1.667705021617082	0.09537429807786156	0.24509680728263153	True	-0.8974592504571262	0.6858552631578947	-0.7471902928956919	0.9106566200215285	-1.3686110349692806	0.017699115044247787
Constitutive Signaling by EGFRvIII	-1.665618646749664	0.09578939475945125	0.24538454132207527	True	-1.2424867772191164	0.2060491493383743	-0.9370665920314306	0.5645994832041343	-1.1057489632829651	0.2962962962962963
Signaling by EGFRvIII in Cancer	-1.665618646749664	0.09578939475945125	0.24538454132207527	True	-1.2424867772191164	0.2060491493383743	-0.9370665920314306	0.5645994832041343	-1.1057489632829651	0.2962962962962963
Vitamin B5 (pantothenate) metabolism	-1.6616106018012975	0.09659087625044162	0.24704680671321483	True	-1.092741679342788	0.34111310592459604	-0.7627768594509858	0.8180645161290323	-1.419280506059264	0.0898876404494382
Toll Like Receptor 7/8 (TLR7/8) Cascade	1.6607676472402717	0.09676012120500214	0.24706037187744836	False	1.1112657396720644	0.25355450236966826	-0.7287266155871138	0.9306930693069307	1.3011103797082106	0.0684931506849315
Fertilization	1.6600649792381519	0.09690138118726356	0.24706037187744836	False	-0.617411551881158	0.9537037037037037	1.1096956094815555	0.2857142857142857	1.4332588475045487	0.06206896551724138
Inactivation of CSF3 (G-CSF) signaling	-1.6585380836720323	0.09720890728147448	0.24745474982501128	False	-1.3096611865220504	0.147005444646098	-1.3916870059087647	0.07407407407407407	0.8369002757685728	0.7161016949152542
Retrograde neurotrophin signalling	-1.6572387896514058	0.09747120706747778	0.24773294229552043	False	-1.011451143194445	0.4509090909090909	0.7967661146195585	0.7582417582417582	-1.7767107823738446	0.015337423312883436
Azathioprine ADME	-1.6563667364990895	0.09764757306749412	0.24779219560544355	True	-1.0222158329308288	0.42592592592592593	-0.9901259247386277	0.48792884371029227	-1.2143496626597532	0.16785714285714284
Regulation of signaling by CBL	-1.6545303363148154	0.0980198047550067	0.2483475178378026	False	-1.434597922315086	0.09444444444444444	-1.3390699363275131	0.10943396226415095	0.8501158062879464	0.6837016574585635
Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)	-1.6503969434087373	0.09886177587503053	0.24969924359075574	False	0.624477837674801	0.9766454352441614	-1.1139278681022269	0.29464285714285715	-1.349334023454743	0.06578947368421052
Regulation of Glucokinase by Glucokinase Regulatory Protein	-1.6503969434087373	0.09886177587503053	0.24969924359075574	False	0.624477837674801	0.9766454352441614	-1.1139278681022269	0.29464285714285715	-1.349334023454743	0.06578947368421052
Major pathway of rRNA processing in the nucleolus and cytosol	-1.6488727921441366	0.09917369820106009	0.24980198861802366	False	1.1202960057587164	0.18858560794044665	-1.0603937505838528	0.37891440501043844	-1.7713511575177212	0.0
Glutathione synthesis and recycling	-1.6486905699879513	0.09921104303977098	0.24980198861802366	True	-1.5366961797684824	0.033582089552238806	-0.5458998634215207	0.9552845528455285	-0.9428910479114301	0.5
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	-1.6433560293280427	0.10030929205191601	0.2521254461426343	True	-1.191358260575441	0.19569120287253142	-0.7726049694481809	0.8242280285035629	-1.201671355347778	0.18340611353711792
RNA Polymerase I Transcription Termination	-1.6423336474888321	0.10052087761290655	0.2521254461426343	False	0.9258194122895261	0.5714285714285714	-1.1785838552666372	0.24066924066924067	-1.5767349496285503	0.02527075812274368
VLDLR internalisation and degradation	-1.6416122784793505	0.1006703814243687	0.2521254461426343	True	-1.1610204575869818	0.2665406427221172	-0.8286367358496924	0.7399741267787839	-1.2440206176886452	0.16139240506329114
Signaling by ERBB2 ECD mutants	-1.641195974959632	0.10075674098473404	0.2521254461426343	True	-1.1708351543219593	0.269811320754717	-0.9689561983561847	0.5304232804232805	-1.1455942579190572	0.2662337662337662
TGFBR3 PTM regulation	-1.6203039720350176	0.10516699609764588	0.2627551954970504	True	-1.551491384016994	0.044642857142857144	-0.6790072378702653	0.8777472527472527	-0.9069876019167381	0.5191740412979351
Glutamate and glutamine metabolism	-1.617675310255812	0.10573258955760553	0.2637612673247509	True	-1.0259183185707976	0.4490909090909091	-0.7995827143410457	0.7574525745257452	-1.4282946805517671	0.08253968253968254
Interleukin-1 family signaling	-1.616367196312899	0.1060149463623568	0.26405876640100867	False	0.9599442507323525	0.5308056872037915	-1.2658579717543088	0.0919661733615222	-1.22358129547281	0.08163265306122448
Passive transport by Aquaporins	1.6117672526870386	0.10701259673521286	0.2661342459513205	True	1.2138747085782557	0.210989010989011	1.1448062862065405	0.29545454545454547	0.8802551739044051	0.6208955223880597
Fatty acyl-CoA biosynthesis	-1.6108453734534054	0.10721342877153829	0.26616146276624847	False	0.7584035539660241	0.860125260960334	-1.0049134207275054	0.45949367088607596	-1.5155224515086658	0.025974025974025976
Peptide chain elongation	-1.6102085385826193	0.10735233797798657	0.26616146276624847	False	0.849092583233807	0.7573529411764706	-1.0063860896421841	0.47374301675977654	-1.4774740347852016	0.017241379310344827
Signaling by Interleukins	-1.6088055788097806	0.10765886064262051	0.266513295688689	False	-1.232683754904311	0.03245749613601236	-1.231675265551435	0.02613065326633166	1.153975573803621	0.11491935483870967
