dataset	Name	pathway	ES	NES	nominal_p	dataset_FDR	FWER p-val	Tag %	Gene %	leading_genes
GSE17542_SN_MPTP10_limma	prerank	ATF6 (ATF6-alpha) activates chaperone genes	-0.6569451090279466	-1.6414889955691314	0.03171641791044776	0.3241661144245638	0.998	3/10	8.82%	NFYA;HSPA5;ATF4
GSE17542_SN_MPTP10_limma	prerank	Nephron development	0.6123383184187269	1.6412044964157408	0.017167381974248927	0.42738942314159406	0.997	5/12	14.47%	IRX2;DLL1;WNT4;HNF1B;IRX1
GSE17542_SN_MPTP10_limma	prerank	NOTCH2 intracellular domain regulates transcription	0.6375006688086575	1.6311203169918367	0.02727272727272727	0.436802654678158	0.997	6/10	25.25%	HES5;HES1;EP300;CREB1;RBPJ;MAMLD1
GSE17542_SN_MPTP10_limma	prerank	Cytosolic iron-sulfur cluster assembly	-0.6466162752494253	-1.6305487626314732	0.027624309392265192	0.34422039193410964	0.999	3/11	4.10%	NUBP2;CIAPIN1;CIAO1
GSE17542_SN_MPTP10_limma	prerank	Diseases of carbohydrate metabolism	-0.4888156680344515	-1.6219201933215193	0.02280701754385965	0.3603072920501681	1.0	9/27	14.37%	LCT;GYS2;KHK;GBE1;GUSB;G6PC3;GYS1;ALDOB;GNS
GSE17542_SN_MPTP10_limma	prerank	Coagulation pathway	-0.4193759713628329	-1.6118472348376571	0.00530035335689046	0.3817933241392486	1.0	31/55	32.03%	SERPINE1;F2R;SDC4;ITGB3;FGB;PF4;SERPINA5;CD177;SERPIND1;F7;SERPINA10;F8;GPC6;SERPINE2;GPC2;ITGA2B;SDC3;GP5;SMPD1;SDC1;SERPING1;GPC4;VWF;GPC1;KLKB1;GP9;HSPG2;APP;THBD;SDC2;F10
GSE17542_SN_MPTP10_limma	prerank	Regulation of clotting cascade	-0.42992893828808937	-1.6041417362643438	0.0036036036036036037	0.3955216071989118	1.0	28/48	32.03%	SERPINE1;F2R;SDC4;PF4;SERPINA5;CD177;SERPIND1;F7;SERPINA10;F8;GPC6;SERPINE2;GPC2;SDC3;GP5;SMPD1;SDC1;SERPING1;GPC4;VWF;GPC1;KLKB1;GP9;HSPG2;APP;THBD;SDC2;F10
GSE17542_SN_MPTP10_limma	prerank	RHO GTPases activate IQGAPs	-0.5217279046657488	-1.6035016225115082	0.026785714285714284	0.38753235572321065	1.0	14/22	30.76%	TUBB3;MEN1;TUBB6;ACTB;TUBB2A;TUBB2B;CTNNA1;TUBA1A;TUBB4B;TUBA4A;CDH1;TUBB4A;CTNNB1;IQGAP3
GSE17542_SN_MPTP10_limma	prerank	Transport of connexons to the plasma membrane	-0.6138374502937521	-1.6010652788326396	0.03544776119402985	0.38430527943450404	1.0	8/12	27.64%	TUBB3;TUBB6;TUBB2A;TUBB2B;TUBA1A;TUBB4B;TUBA4A;TUBB4A
GSE17542_SN_MPTP10_limma	prerank	Formation of Incision Complex in GG-NER	0.4422090280031495	1.5976026673875523	0.006772009029345372	0.5366923290609672	0.998	13/39	14.43%	ERCC5;ERCC4;RPA2;GTF2H1;UBE2I;CDK7;MNAT1;PIAS1;RAD23B;RBX1;ERCC3;GTF2H2;CUL4B
GSE17542_SN_MPTP10_limma	prerank	Processive synthesis on the C-strand of the telomere	0.5309866566302576	1.5975097574718986	0.0228310502283105	0.5124153003050071	0.998	6/18	12.90%	TINF2;RPA2;POLD3;BLM;WRN;ACD
GSE17542_SN_MPTP10_limma	prerank	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	-0.6303050075793437	-1.5972178101802335	0.03125	0.3863270243040402	1.0	6/11	21.13%	CHRNA5;CHRNA3;CHRNA4;CHRNB2;CHRNA6;CHRNB3
GSE17542_SN_MPTP10_limma	prerank	Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	-0.6275639715251293	-1.5963459953653478	0.03467153284671533	0.38010035027927674	1.0	8/11	27.64%	TUBB3;TUBB6;TUBB2A;TUBB2B;TUBA1A;TUBB4B;TUBA4A;TUBB4A
GSE17542_SN_MPTP10_limma	prerank	Gluconeogenesis	-0.502128846571964	-1.5957842090117202	0.02443280977312391	0.372801948001911	1.0	10/23	17.32%	PGK1;GAPDH;PGK2;G6PC3;ENO1;PCK1;ALDOB;PGAM1;SLC37A2;ALDOA
