shift	p_exact	location	accepted_95	pathway	comparison
-0.3256017903991	0.86507936507937	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.3255316202598	0.86507936507937	interior	True	R-HSA-112315	all_nonsynaptic
-0.3254614501205	0.87301587301587	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.32512085318508	0.87301587301587	interior	True	R-HSA-112315	all_nonsynaptic
-0.32478025624967	0.88095238095238	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.3246878387694	0.88095238095238	interior	True	R-HSA-112315	all_nonsynaptic
-0.32459542128913	0.88888888888889	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.32456446219557	0.88888888888889	interior	True	R-HSA-112315	all_nonsynaptic
-0.324533503102	0.8968253968254	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.3241633733805	0.8968253968254	interior	True	R-HSA-112315	all_nonsynaptic
-0.323793243659	0.9047619047619	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.32369939987125	0.9047619047619	interior	True	R-HSA-112315	all_nonsynaptic
-0.3236055560835	0.91269841269841	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.32329127807988	0.91269841269841	interior	True	R-HSA-112315	all_nonsynaptic
-0.32297700007625	0.92063492063492	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.32284095947912	0.92063492063492	interior	True	R-HSA-112315	all_nonsynaptic
-0.322704918882	0.92857142857143	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.3225266814755	0.92857142857143	interior	True	R-HSA-112315	all_nonsynaptic
-0.322348444069	0.93650793650794	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.32232840139692	0.93650793650794	interior	True	R-HSA-112315	all_nonsynaptic
-0.32230835872485	0.94444444444444	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.32228831605277	0.94444444444444	interior	True	R-HSA-112315	all_nonsynaptic
-0.3222682733807	0.95238095238095	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.32204083523042	0.95238095238095	interior	True	R-HSA-112315	all_nonsynaptic
-0.32181339708013	0.96031746031746	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.32145614626549	0.96031746031746	interior	True	R-HSA-112315	all_nonsynaptic
-0.32109889545085	0.96825396825397	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.32074395473409	0.96825396825397	interior	True	R-HSA-112315	all_nonsynaptic
-0.32038901401733	0.97619047619048	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.3202948966994	0.97619047619048	interior	True	R-HSA-112315	all_nonsynaptic
-0.32020077938147	0.98412698412698	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.32002506310708	0.98412698412698	interior	True	R-HSA-112315	all_nonsynaptic
-0.3198493468327	0.99206349206349	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.31950230708095	0.99206349206349	interior	True	R-HSA-112315	all_nonsynaptic
-0.3191552673292	1	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.31904160602604	1	interior	True	R-HSA-112315	all_nonsynaptic
-0.31892794472288	1	breakpoint	True	R-HSA-112315	all_nonsynaptic
-0.31885217052077	1	interior	True	R-HSA-112315	all_nonsynaptic
-0.31877639631867	1	breakpoint	True	R-HSA-112315	all_nonsynaptic
