NGenes	Correlation	Direction	PValue	FDR	pathway
85	0.206463248374374	Down	0.153791716151765	0.626542587395541	R-HSA-5389840
11	-0.0304303015232098	Down	0.15463092721597	0.626542587395541	R-HSA-9860927
41	0.00600464023948677	Down	0.154922760855548	0.626542587395541	R-HSA-166520
23	0.280137883305029	Down	0.155679185275028	0.626542587395541	R-HSA-9768727
23	0.00558991565686538	Down	0.155689402457216	0.626542587395541	R-HSA-917937
18	0.17800389839234	Down	0.156390372807206	0.626542587395541	R-HSA-112310
55	0.043204052249582	Up	0.158390138838089	0.626542587395541	R-HSA-72702
26	-0.000107155004835162	Up	0.158625436698303	0.626542587395541	R-HSA-8950505
129	0.038369135463222	Up	0.158773121638287	0.626542587395541	R-HSA-8868773
90	0.204677596359275	Down	0.159057606783314	0.626542587395541	R-HSA-5368287
10	0.134781454075689	Up	0.160015478305329	0.626542587395541	R-HSA-9909649
10	0.270100523252795	Down	0.160249059265255	0.626542587395541	R-HSA-9931295
11	0.284112845573532	Down	0.161056967391316	0.626542587395541	R-HSA-8949664
11	-0.039271252082538	Down	0.16126846364994	0.626542587395541	R-HSA-9006115
295	0.0636842548152169	Up	0.162118142143501	0.626542587395541	R-HSA-74160
29	-0.0104931147289297	Down	0.162693669586679	0.626542587395541	R-HSA-8873719
18	0.167109927438988	Up	0.162750167281497	0.626542587395541	R-HSA-390471
21	0.0351889028638964	Down	0.16368405015021	0.626542587395541	R-HSA-1483255
11	-0.0244526765278666	Down	0.163874802454859	0.626542587395541	R-HSA-6785807
52	0.194079728406789	Up	0.164502147185496	0.626542587395541	R-HSA-9938024
15	0.0278758539559762	Down	0.164644624326701	0.626542587395541	R-HSA-8964043
12	-0.0265113048672495	Down	0.164994393664487	0.626542587395541	R-HSA-5625900
64	0.147298726327887	Up	0.168284063294677	0.633657961928732	R-HSA-162587
21	-0.0143290845378	Up	0.169320612191573	0.633657961928732	R-HSA-6804756
13	-0.00868334450046605	Down	0.169556419125666	0.633657961928732	R-HSA-1660499
14	0.236864640909444	Up	0.170548796598703	0.633657961928732	R-HSA-9764560
19	0.132606403898494	Up	0.170951379700881	0.633657961928732	R-HSA-8943724
33	0.0559898608511936	Down	0.171278776252198	0.633657961928732	R-HSA-111885
49	0.150738546583066	Up	0.172626509449403	0.635914748484553	R-HSA-5696398
36	0.0172113289792473	Down	0.175685987200883	0.644431153051749	R-HSA-2029480
35	0.252353333054932	Up	0.176657175302552	0.645176779696474	R-HSA-1169408
10	-0.0627895422694139	Down	0.177386191169448	0.645176779696474	R-HSA-202131
33	0.0562326750098557	Down	0.178181554198699	0.64534663747596	R-HSA-432722
11	0.00624126282338946	Down	0.179501746695027	0.64740797343562	R-HSA-5099900
12	0.189930575857379	Up	0.1804871647971	0.648249733562916	R-HSA-9764725
16	0.272252513278133	Down	0.182291436962377	0.648529665977388	R-HSA-8949215
20	0.151433491296378	Down	0.182527283377078	0.648529665977388	R-HSA-5663213
15	0.274525413365663	Up	0.184959242215122	0.648529665977388	R-HSA-9013422
15	0.157267760366128	Down	0.185618685028605	0.648529665977388	R-HSA-164952
50	0.0743199759002613	Up	0.186564732386088	0.648529665977388	R-HSA-72306
123	0.0448989921228409	Up	0.186781575674025	0.648529665977388	R-HSA-6791226
141	0.00439911581216181	Down	0.186875010484503	0.648529665977388	R-HSA-9006934
26	0.104517573234979	Down	0.188003612395211	0.648529665977388	R-HSA-6794362
27	0.138432746199758	Up	0.190366165228104	0.648529665977388	R-HSA-5693538
11	0.215464263899945	Up	0.190373798590433	0.648529665977388	R-HSA-162594
14	0.0757716593005283	Up	0.190493553146838	0.648529665977388	R-HSA-6804758
33	0.019764916774499	Down	0.190582721807662	0.648529665977388	R-HSA-8876198
25	0.0999337553665176	Down	0.191098068629068	0.648529665977388	R-HSA-9772573
25	0.0999337553665176	Down	0.191098068629068	0.648529665977388	R-HSA-9694635
265	0.0154229708100955	Down	0.192051864257861	0.649210615648143	R-HSA-199991
17	0.0633943859680353	Up	0.194407223805053	0.65236208579361	R-HSA-180786
54	0.144575313021276	Up	0.194497744836378	0.65236208579361	R-HSA-162599
13	0.197444312541729	Down	0.196491832394781	0.654498047032214	R-HSA-4086398
18	0.104352104468821	Down	0.196653125500399	0.654498047032214	R-HSA-6794361
29	-0.0174652604480552	Down	0.200717181943298	0.659223036923674	R-HSA-9013404
10	0.0153790284905112	Up	0.201391189470277	0.659223036923674	R-HSA-2122947
39	-0.00398879749484512	Down	0.202523567193227	0.659223036923674	R-HSA-9824439
25	0.25925100810112	Up	0.202572634644389	0.659223036923674	R-HSA-168325
39	0.0369332728186297	Down	0.202882592185236	0.659223036923674	R-HSA-442755
48	0.0351211379384654	Up	0.203250948418057	0.659223036923674	R-HSA-72695
77	0.226883234488558	Down	0.203426134363918	0.659223036923674	R-HSA-9937383
27	-0.00989056820145529	Up	0.205526881349822	0.661571956874556	R-HSA-9020591
18	0.193658377456508	Down	0.20573449146715	0.661571956874556	R-HSA-9865881
42	0.138366064411565	Up	0.206453429697512	0.661571956874556	R-HSA-3371453
22	0.0397034495183623	Down	0.207599057253364	0.662779212416297	R-HSA-416476
34	0.014621327687361	Down	0.208945800003705	0.664617267908465	R-HSA-187037
269	0.00734547465869997	Down	0.211527998583557	0.66711130963085	R-HSA-422475
11	-0.0217392395349105	Up	0.212750927828579	0.66711130963085	R-HSA-2173793
11	0.228905064341147	Down	0.213011562805097	0.66711130963085	R-HSA-212676
32	0.14619162813697	Up	0.213764936830787	0.66711130963085	R-HSA-9018519
36	0.0278621097114208	Down	0.214046473141571	0.66711130963085	R-HSA-196849
37	0.118557634181124	Up	0.215170290314792	0.66711130963085	R-HSA-68875
251	0.0711404005963379	Up	0.216732451573408	0.66711130963085	R-HSA-73857
495	0.0555752506193024	Up	0.21767589585255	0.66711130963085	R-HSA-9824446
15	0.101490315389052	Down	0.218054349405656	0.66711130963085	R-HSA-1474290
70	0.232441923089719	Down	0.219533873399174	0.66711130963085	R-HSA-9837999
10	0.215218726964712	Down	0.220943237494393	0.66711130963085	R-HSA-888590
19	0.0264653987996031	Down	0.221129351750312	0.66711130963085	R-HSA-416482
10	-0.0618739204852549	Down	0.221384651525047	0.66711130963085	R-HSA-2219530
24	0.258894981307603	Down	0.221427122214668	0.66711130963085	R-HSA-71403
16	0.194006382331816	Down	0.221756787016441	0.66711130963085	R-HSA-3000171
25	0.202669442750439	Up	0.222112466199599	0.66711130963085	R-HSA-9706574
27	0.167386780146281	Up	0.223732318358369	0.667569961772072	R-HSA-429914
15	0.0437144146738629	Up	0.223814059109198	0.667569961772072	R-HSA-2559580
61	0.0625965530835855	Down	0.225410358563705	0.668095620585908	R-HSA-3858494
17	0.023976945362763	Up	0.226315453841166	0.668095620585908	R-HSA-9006927
17	0.023976945362763	Up	0.226315453841166	0.668095620585908	R-HSA-8848021
87	0.065803659130203	Up	0.227597506574849	0.669587203643413	R-HSA-9705683
18	0.3686767347306	Up	0.228599130556685	0.669931595853609	R-HSA-9615933
12	0.184977032035639	Down	0.229837628913679	0.669931595853609	R-HSA-3781860
10	0.296251861559379	Up	0.230973085608662	0.669931595853609	R-HSA-9692916
17	0.0590041424565046	Down	0.231145336812785	0.669931595853609	R-HSA-9656223
10	0.0699918146345662	Up	0.23235128596882	0.669931595853609	R-HSA-6782315
24	0.11781872570278	Up	0.236249286088062	0.669931595853609	R-HSA-5693567
285	0.00553933048033328	Down	0.237231977513747	0.669931595853609	R-HSA-72766
22	0.0284546506964974	Up	0.237781899764548	0.669931595853609	R-HSA-163841
30	0.0898899996345325	Down	0.237906301173947	0.669931595853609	R-HSA-428157
14	0.0218427571007056	Up	0.239615068425936	0.669931595853609	R-HSA-9851695
14	0.0218427571007056	Up	0.239615068425936	0.669931595853609	R-HSA-9818564
14	0.0218427571007056	Up	0.239615068425936	0.669931595853609	R-HSA-9841922
10	0.0439878802834889	Down	0.239893609870356	0.669931595853609	R-HSA-9969896
11	-0.0670421671156829	Up	0.240181244656948	0.669931595853609	R-HSA-73772
30	0.0202687657297279	Down	0.240854831285624	0.669931595853609	R-HSA-2029482
10	0.136178341328374	Up	0.241924181930877	0.669931595853609	R-HSA-5685942
10	-0.0507611645866792	Down	0.241942871390261	0.669931595853609	R-HSA-8979227
19	-0.0355755630490435	Down	0.242141815063199	0.669931595853609	R-HSA-9013409
12	0.141278418959609	Down	0.243045842275528	0.669931595853609	R-HSA-9854311
30	0.137759494946521	Up	0.243422603206018	0.669931595853609	R-HSA-73886
54	0.134996969621328	Up	0.244035407306303	0.669931595853609	R-HSA-3371556
22	0.0692790175884018	Up	0.244968584363049	0.670358475304598	R-HSA-9816359
273	0.00740419915938915	Down	0.250920095207725	0.684471905281833	R-HSA-9675108
15	0.00952373661830603	Down	0.254461024540798	0.68708012609129	R-HSA-187687
10	0.320115837415909	Down	0.255639768430936	0.68708012609129	R-HSA-1650814
12	0.104852362929852	Down	0.255998259493672	0.68708012609129	R-HSA-9619483
13	0.065576966548993	Down	0.256303414653342	0.68708012609129	R-HSA-8875878
10	0.0894485345200665	Up	0.256820633039725	0.68708012609129	R-HSA-9629569
20	0.107805687228106	Up	0.257258211574459	0.68708012609129	R-HSA-5693607
29	0.0801447816708907	Up	0.258389703623754	0.68708012609129	R-HSA-1483249
114	0.115746930812617	Up	0.258652735011254	0.68708012609129	R-HSA-1169410
103	0.0539450056330359	Up	0.259847008243342	0.68708012609129	R-HSA-72737
103	0.0539450056330359	Up	0.259847008243342	0.68708012609129	R-HSA-72613
32	-0.006446664747058	Down	0.262032925121982	0.690741227691586	R-HSA-373755
10	0.142566667236579	Up	0.263291436239052	0.69178179988652	R-HSA-6791312
17	0.00716824240938549	Up	0.26403272872699	0.69178179988652	R-HSA-2173789
16	0.0440337834970918	Down	0.266872170372074	0.69710245715372	R-HSA-6811440
19	0.0909574230863362	Down	0.269118773743834	0.699930895964887	R-HSA-157858
40	0.192343509899022	Up	0.269578952970235	0.699930895964887	R-HSA-70171
101	0.0242296631613212	Down	0.272388603793164	0.703565292043744	R-HSA-446728
128	0.115344915825438	Up	0.272611145641079	0.703565292043744	R-HSA-913531
22	0.134816963005579	Down	0.27657328903798	0.711660224330565	R-HSA-9864848
39	0.0333338639092576	Down	0.278477070788324	0.714426294700998	R-HSA-199992
11	0.316777930436026	Up	0.279664007110977	0.714800417254591	R-HSA-9930044
101	0.0546433764542422	Up	0.280281370106789	0.714800417254591	R-HSA-72706
14	-0.0216192038795416	Down	0.281578870435668	0.715640677762103	R-HSA-9918485
10	-0.0194522862307177	Up	0.282271265010574	0.715640677762103	R-HSA-9725371
19	0.0978988766807566	Up	0.284546823784633	0.719119138590768	R-HSA-9820841
100	0.053739003362627	Up	0.286670271411534	0.719119138590768	R-HSA-156827
28	-0.0176354705967305	Up	0.288203711360467	0.719119138590768	R-HSA-447115
11	0.186143377723056	Up	0.28913756334854	0.719119138590768	R-HSA-110373
11	0.177052990983886	Up	0.290257806453893	0.719119138590768	R-HSA-429947
35	0.165298809145236	Up	0.29067147876754	0.719119138590768	R-HSA-6781827
10	0.0021174630778433	Up	0.290779877840017	0.719119138590768	R-HSA-71336
19	0.223234307343721	Down	0.290973194121619	0.719119138590768	R-HSA-1660662
34	0.244537386305446	Down	0.292835929833067	0.719119138590768	R-HSA-8957275
12	0.139714860801942	Down	0.293602902264511	0.719119138590768	R-HSA-901042
19	0.195439350662926	Up	0.293710223197567	0.719119138590768	R-HSA-9013418
142	0.0288065381195661	Up	0.293791071809524	0.719119138590768	R-HSA-72312
