NGenes	Direction	PValue	FDR	pathway	fixed_correlation
91	Down	0.0997329439259006	0.215421305232807	R-HSA-421270	0
33	Down	0.0999634827066388	0.215421305232807	R-HSA-438064	0
20	Up	0.100658852777429	0.216378880534024	R-HSA-75153	0
58	Up	0.100958802782426	0.216482910532787	R-HSA-69242	0
10	Up	0.10120952777809	0.216482910532787	R-HSA-9629569	0
25	Up	0.101945163461182	0.217516660652323	R-HSA-157579	0
119	Up	0.102473403076028	0.217824658446466	R-HSA-9694516	0
13	Down	0.102594908734646	0.217824658446466	R-HSA-8875878	0
11	Down	0.105966484280147	0.224430244347633	R-HSA-445095	0
19	Down	0.107284119107984	0.226207399771158	R-HSA-416482	0
22	Up	0.107330425181443	0.226207399771158	R-HSA-163841	0
30	Down	0.111098640476514	0.233578117294524	R-HSA-2029482	0
11	Up	0.112391160722026	0.23572063392308	R-HSA-3769402	0
13	Up	0.114135194861498	0.238362430065504	R-HSA-166208	0
43	Up	0.114203809300526	0.238362430065504	R-HSA-390466	0
22	Up	0.11544855106514	0.240378384101812	R-HSA-6796648	0
11	Down	0.11608042715993	0.241111634245445	R-HSA-9860927	0
23	Up	0.116687961079079	0.24162198456764	R-HSA-168138	0
54	Up	0.116886737314044	0.24162198456764	R-HSA-9692914	0
23	Up	0.11841305073363	0.244191506536816	R-HSA-5619102	0
46	Down	0.119022652707569	0.244862832061872	R-HSA-9013149	0
47	Down	0.119916434437343	0.245926664561023	R-HSA-983705	0
26	Up	0.1201103547334	0.245926664561023	R-HSA-8950505	0
11	Down	0.122784803491107	0.249185198386505	R-HSA-9006115	0
10	Down	0.122858131455063	0.249185198386505	R-HSA-190861	0
10	Down	0.122858131455063	0.249185198386505	R-HSA-190840	0
10	Down	0.122858131455063	0.249185198386505	R-HSA-190872	0
17	Up	0.123471620547134	0.249256526725127	R-HSA-9006927	0
17	Up	0.123471620547134	0.249256526725127	R-HSA-8848021	0
29	Down	0.124229484318537	0.249604507232146	R-HSA-8873719	0
10	Up	0.124284366894156	0.249604507232146	R-HSA-5651801	0
16	Down	0.124512689222532	0.249604507232146	R-HSA-6811440	0
11	Down	0.125428064769079	0.250856129538158	R-HSA-6785807	0
12	Down	0.126565267945168	0.252544585575775	R-HSA-5625900	0
11	Up	0.129157935134132	0.257122725370951	R-HSA-110313	0
11	Down	0.129599410193553	0.257407123471988	R-HSA-5099900	0
21	Up	0.130969030640488	0.259409578194058	R-HSA-6804756	0
13	Down	0.131209485026229	0.259409578194058	R-HSA-1660499	0
17	Down	0.133472863236477	0.262823549690493	R-HSA-5673000	0
48	Up	0.133789797602278	0.262823549690493	R-HSA-391251	0
10	Down	0.133850972522188	0.262823549690493	R-HSA-9969896	0
10	Up	0.134344318047867	0.263192732175594	R-HSA-8866652	0
10	Up	0.137642378028598	0.269042471339345	R-HSA-2122947	0
10	Down	0.13921675576897	0.271504170753059	R-HSA-202131	0
92	Down	0.14206302331693	0.276429630020752	R-HSA-195721	0
16	Down	0.143068030522635	0.277758203402052	R-HSA-5339562	0
13	Up	0.146126103015755	0.282423095963186	R-HSA-77075	0
13	Up	0.146126103015755	0.282423095963186	R-HSA-167160	0
67	Up	0.146568379279092	0.282644167647823	R-HSA-9678108	0
13	Down	0.149535160327618	0.286553149852998	R-HSA-114452	0
188	Down	0.150101293541666	0.286553149852998	R-HSA-71291	0
14	Up	0.150257568136375	0.286553149852998	R-HSA-9851695	0
14	Up	0.150257568136375	0.286553149852998	R-HSA-9818564	0
14	Up	0.150257568136375	0.286553149852998	R-HSA-9841922	0
95	Up	0.154782805818818	0.294531520123226	R-HSA-71387	0
74	Up	0.1586186364654	0.301165781130342	R-HSA-8951664	0
98	Up	0.160877050148588	0.304782455446337	R-HSA-983169	0
367	Up	0.162600095516646	0.306327400175718	R-HSA-8953897	0
29	Down	0.163304896472166	0.306327400175718	R-HSA-9013404	0
39	Down	0.165181922980285	0.306327400175718	R-HSA-9824439	0
16	Up	0.165810577864547	0.306327400175718	R-HSA-113418	0
16	Up	0.165810577864547	0.306327400175718	R-HSA-167158	0
22	Up	0.166615200382657	0.306327400175718	R-HSA-400206	0
16	Down	0.168284449489835	0.306327400175718	R-HSA-9668328	0
27	Up	0.168305979451738	0.306327400175718	R-HSA-9020591	0
22	Up	0.168429395594551	0.306327400175718	R-HSA-975871	0
22	Up	0.168429395594551	0.306327400175718	R-HSA-975155	0
22	Up	0.168429395594551	0.306327400175718	R-HSA-166058	0
22	Up	0.168429395594551	0.306327400175718	R-HSA-975138	0
22	Up	0.168429395594551	0.306327400175718	R-HSA-168142	0
22	Up	0.168429395594551	0.306327400175718	R-HSA-181438	0
22	Up	0.168429395594551	0.306327400175718	R-HSA-168176	0
22	Up	0.168429395594551	0.306327400175718	R-HSA-168181	0
22	Up	0.168429395594551	0.306327400175718	R-HSA-168179	0
22	Up	0.168429395594551	0.306327400175718	R-HSA-168188	0
10	Down	0.16861838541111	0.306327400175718	R-HSA-111447	0
21	Up	0.16879990148894	0.306327400175718	R-HSA-8852135	0
81	Down	0.169897988990948	0.307027393103139	R-HSA-9764265	0
81	Down	0.169897988990948	0.307027393103139	R-HSA-9764274	0
10	Up	0.17098584459951	0.308346857834263	R-HSA-110320	0
11	Up	0.175836282063803	0.316431889643002	R-HSA-2173793	0
11	Up	0.176282422046049	0.31657384959103	R-HSA-8956320	0
24	Up	0.178340357661706	0.31932787268615	R-HSA-167172	0
21	Down	0.178556884727059	0.31932787268615	R-HSA-9609736	0
15	Up	0.179155447486503	0.319734980814421	R-HSA-72086	0
62	Up	0.183210664777595	0.326296679831171	R-HSA-5689880	0
83	Up	0.1838306080664	0.326725740522137	R-HSA-9633012	0
20	Up	0.184379415094424	0.327026863809451	R-HSA-69473	0
10	Down	0.18486260489073	0.327210606603305	R-HSA-2219530	0
46	Up	0.185534883801028	0.327727602123947	R-HSA-9648025	0
25	Up	0.189431424995689	0.33392615203739	R-HSA-165159	0
15	Down	0.191426497231931	0.336754368599847	R-HSA-187687	0
75	Up	0.192970446806787	0.338779073620061	R-HSA-983168	0
10	Down	0.19533020039405	0.342224863292014	R-HSA-204174	0
19	Down	0.197602044365368	0.345502966010034	R-HSA-2426168	0
14	Down	0.200094580254002	0.349152891050505	R-HSA-373752	0
45	Up	0.204518197081957	0.355432479451708	R-HSA-15869	0
11	Up	0.204597308911247	0.355432479451708	R-HSA-73772	0
17	Up	0.204930327479697	0.355432479451708	R-HSA-2173789	0
10	Down	0.206451838679631	0.356998114787051	R-HSA-8979227	0
19	Down	0.20666132166907	0.356998114787051	R-HSA-9013409	0
97	Up	0.208548244187287	0.358748135606844	R-HSA-975957	0
97	Up	0.208548244187287	0.358748135606844	R-HSA-927802	0
43	Down	0.20892292816083	0.358748135606844	R-HSA-1168372	0
15	Down	0.209503860998268	0.358985520537438	R-HSA-389977	0
48	Up	0.209894086253908	0.358985520537438	R-HSA-5689603	0
18	Down	0.211041365590177	0.360232984433134	R-HSA-9861718	0
17	Down	0.212667579598972	0.362291410304968	R-HSA-9748784	0
60	Up	0.21325426066009	0.362574305106505	R-HSA-5617833	0
18	Down	0.214690220496179	0.363435244676252	R-HSA-432720	0
10	Up	0.215218630021013	0.363435244676252	R-HSA-174417	0
86	Down	0.216201544990162	0.363435244676252	R-HSA-948021	0
44	Down	0.217149090931879	0.363435244676252	R-HSA-5628897	0
13	Up	0.217976823083089	0.363435244676252	R-HSA-167161	0
13	Up	0.217976823083089	0.363435244676252	R-HSA-167162	0
13	Up	0.217976823083089	0.363435244676252	R-HSA-73776	0
13	Up	0.217976823083089	0.363435244676252	R-HSA-75953	0
13	Up	0.217976823083089	0.363435244676252	R-HSA-76042	0
13	Up	0.217976823083089	0.363435244676252	R-HSA-73779	0
11	Down	0.220268706140424	0.366287678691738	R-HSA-8955332	0
86	Down	0.220670163320777	0.366287678691738	R-HSA-388841	0
10	Down	0.221299745680943	0.366287678691738	R-HSA-399954	0
15	Down	0.221672899292728	0.366287678691738	R-HSA-9013420	0
27	Up	0.221812260182236	0.366287678691738	R-HSA-170834	0
30	Down	0.222723358784237	0.367088977575549	R-HSA-9013408	0
82	Down	0.22567203269991	0.371239107227715	R-HSA-9759476	0
32	Down	0.227649256140378	0.373778397700964	R-HSA-373755	0
84	Up	0.228193463008881	0.373959629493642	R-HSA-156842	0
58	Down	0.228637885522759	0.373976958862654	R-HSA-6807878	0
13	Up	0.236186354833643	0.385592117171592	R-HSA-9022692	0
404	Down	0.241810988515469	0.394028491683052	R-HSA-1266738	0
40	Down	0.242827302159634	0.394937989550198	R-HSA-5619084	0
53	Up	0.243380855191544	0.395092838371206	R-HSA-8939211	0
58	Up	0.24521468528868	0.396783538331429	R-HSA-9975921	0
14	Up	0.245342953515837	0.396783538331429	R-HSA-73893	0
14	Down	0.248338518717416	0.400876035832234	R-HSA-9918485	0
10	Up	0.249072321230146	0.401309048411936	R-HSA-9725371	0
60	Down	0.253216142781786	0.406358482272613	R-HSA-157118	0
21	Up	0.253445511915043	0.406358482272613	R-HSA-1989781	0
10	Up	0.253620491255993	0.406358482272613	R-HSA-71336	0
83	Down	0.254831411329537	0.407541143907349	R-HSA-5673001	0
28	Up	0.255361647265077	0.407632851745363	R-HSA-447115	0
13	Up	0.257500199405206	0.410286824190919	R-HSA-8866654	0
11	Down	0.259402422513524	0.412555144292726	R-HSA-5362517	0
85	Up	0.261033221811588	0.414384230573828	R-HSA-2408522	0
10	Down	0.262028177816898	0.414517657209885	R-HSA-1236394	0
14	Up	0.262079029210426	0.414517657209885	R-HSA-167242	0
18	Down	0.270787002470433	0.427506220017424	R-HSA-5694530	0
83	Up	0.271592167416446	0.427993506970707	R-HSA-5357801	0
11	Up	0.272477477709079	0.428605083549683	R-HSA-2995383	0
47	Down	0.273199371947252	0.428957848121185	R-HSA-8957322	0
66	Down	0.274366031707601	0.430006398785368	R-HSA-2132295	0
85	Up	0.275379640106495	0.430811705574953	R-HSA-9954709	0
16	Down	0.276643568688317	0.432004993132843	R-HSA-389356	0
27	Up	0.280337810645361	0.436982265418266	R-HSA-166016	0
82	Down	0.285822987044152	0.444728185617435	R-HSA-199977	0
12	Down	0.287523762319947	0.446568438053683	R-HSA-8949613	0
10	Down	0.288349423989712	0.447045329998439	R-HSA-74751	0
11	Up	0.292159803531953	0.451329302230365	R-HSA-749476	0
11	Up	0.292159803531953	0.451329302230365	R-HSA-74158	0
34	Up	0.29329558735443	0.452114803158845	R-HSA-381119	0
21	Down	0.293717273513867	0.452114803158845	R-HSA-9013405	0
86	Up	0.296651530100807	0.455817502579136	R-HSA-975956	0
16	Down	0.298416662666794	0.457713813556541	R-HSA-446219	0
84	Down	0.301438231358107	0.46152709667973	R-HSA-5684996	0
26	Down	0.302483193335675	0.462305873502397	R-HSA-2980736	0
10	Down	0.304767417109378	0.464972590350945	R-HSA-9841251	0
13	Down	0.312948191166689	0.476610142730893	R-HSA-9828806	0
105	Up	0.314128015195418	0.477563225923193	R-HSA-9711097	0
64	Down	0.317222284645157	0.481371893636821	R-HSA-5358351	0
23	Down	0.317750124686022	0.481371893636821	R-HSA-9013106	0
34	Up	0.318995513456923	0.482410758947136	R-HSA-9006936	0
21	Up	0.326594620166533	0.490304543675382	R-HSA-167152	0
21	Up	0.326594620166533	0.490304543675382	R-HSA-167200	0
21	Up	0.326594620166533	0.490304543675382	R-HSA-167169	0
21	Up	0.326594620166533	0.490304543675382	R-HSA-167246	0
13	Up	0.32705929537511	0.490304543675382	R-HSA-9637690	0
18	Up	0.329908521312616	0.493717266269921	R-HSA-499943	0
110	Down	0.332379797895358	0.495378103869808	R-HSA-195258	0
44	Down	0.333298828409374	0.495378103869808	R-HSA-9663891	0
82	Up	0.33352405370504	0.495378103869808	R-HSA-162909	0
18	Up	0.333891738223153	0.495378103869808	R-HSA-5619507	0
18	Up	0.333891738223153	0.495378103869808	R-HSA-5617472	0
17	Down	0.335853751080725	0.497432875312001	R-HSA-75105	0
15	Up	0.337295558238513	0.498711442884388	R-HSA-9645723	0
16	Down	0.338352492406921	0.499417548723914	R-HSA-2219528	0
13	Down	0.33934889101694	0.500032041122397	R-HSA-180024	0
14	Down	0.344056748714549	0.502007730843783	R-HSA-400685	0
10	Up	0.344183954673638	0.502007730843783	R-HSA-2894862	0
10	Up	0.344183954673638	0.502007730843783	R-HSA-2644606	0
10	Up	0.344183954673638	0.502007730843783	R-HSA-2894858	0
10	Up	0.344183954673638	0.502007730843783	R-HSA-2644602	0
10	Up	0.344183954673638	0.502007730843783	R-HSA-2644603	0
69	Down	0.34495031309315	0.502275624807931	R-HSA-9909648	0
42	Down	0.347272075350375	0.504152790450766	R-HSA-9766229	0
14	Up	0.347453212141414	0.504152790450766	R-HSA-5250924	0
45	Down	0.3485535593598	0.504152790450766	R-HSA-8852276	0
10	Up	0.348578959522803	0.504152790450766	R-HSA-8956319	0
48	Up	0.350435965686649	0.504196569285161	R-HSA-446652	0
79	Up	0.350842004854428	0.504196569285161	R-HSA-69275	0
79	Up	0.350842004854428	0.504196569285161	R-HSA-453274	0
33	Up	0.350948888133523	0.504196569285161	R-HSA-9820952	0
61	Down	0.353954891753507	0.507669079353616	R-HSA-9918487	0
80	Up	0.359841086552515	0.515254180412405	R-HSA-156902	0
12	Down	0.366286953705316	0.523614185893835	R-HSA-1912422	0
52	Up	0.367197244534132	0.52381955695034	R-HSA-9730414	0
58	Up	0.367645976745888	0.52381955695034	R-HSA-9755511	0
131	Up	0.369349773916594	0.525189642895999	R-HSA-9010553	0
33	Up	0.370323423523528	0.525189642895999	R-HSA-168898	0
57	Up	0.370572843256555	0.525189642895999	R-HSA-201681	0
443	Up	0.371129903725313	0.525189642895999	R-HSA-597592	0
39	Down	0.371653923627099	0.525189642895999	R-HSA-9931269	0
19	Down	0.374913414372697	0.528928581324492	R-HSA-112043	0
20	Down	0.376537157388561	0.530300423450057	R-HSA-8854214	0
153	Up	0.378023869310292	0.530300423450057	R-HSA-5663202	0
18	Up	0.378275408411335	0.530300423450057	R-HSA-3371571	0
13	Down	0.37879342620064	0.530300423450057	R-HSA-9662361	0
38	Down	0.378961787523475	0.530300423450057	R-HSA-5358346	0
19	Up	0.384233116467133	0.536805423654245	R-HSA-8986944	0
32	Up	0.387718915604178	0.540798875810358	R-HSA-2565942	0
10	Up	0.39154156031049	0.545248505634317	R-HSA-9609523	0
13	Down	0.396210130053583	0.550859890493853	R-HSA-9958810	0
10	Down	0.397714916056128	0.551226221928927	R-HSA-2142753	0
11	Down	0.397752563851268	0.551226221928927	R-HSA-399956	0
22	Up	0.403163027060603	0.557612119333952	R-HSA-1226099	0
16	Down	0.403654248798592	0.557612119333952	R-HSA-177929	0
44	Down	0.40466053649754	0.558094022186407	R-HSA-9764561	0
19	Up	0.405597593146022	0.558094022186407	R-HSA-389960	0
90	Down	0.406539777230659	0.558094022186407	R-HSA-6811442	0
70	Down	0.406592860711211	0.558094022186407	R-HSA-389948	0
243	Down	0.407584057485236	0.558565115345427	R-HSA-9716542	0
57	Down	0.41179905966614	0.562393747464954	R-HSA-2454202	0
24	Down	0.412137332025895	0.562393747464954	R-HSA-6806834	0
20	Down	0.412335090948783	0.562393747464954	R-HSA-109606	0
153	Down	0.415392013770086	0.565668113538411	R-HSA-9012999	0
83	Up	0.418475807502506	0.568184516316937	R-HSA-72764	0
48	Up	0.418812870622202	0.568184516316937	R-HSA-9759194	0
80	Up	0.419217346145675	0.568184516316937	R-HSA-9954714	0
20	Down	0.428902184693699	0.580398246791159	R-HSA-5625740	0
15	Down	0.430306975528794	0.581386540604734	R-HSA-5675221	0
19	Up	0.431360532691893	0.58189793298969	R-HSA-9856649	0
14	Down	0.436212118378261	0.5865917225312	R-HSA-5218920	0
17	Up	0.437409895791115	0.5865917225312	R-HSA-448424	0
17	Up	0.437409895791115	0.5865917225312	R-HSA-450294	0
17	Up	0.439701102879312	0.5865917225312	R-HSA-167287	0
17	Up	0.439701102879312	0.5865917225312	R-HSA-167290	0
17	Up	0.439701102879312	0.5865917225312	R-HSA-167238	0
17	Up	0.439701102879312	0.5865917225312	R-HSA-167243	0
78	Up	0.440284042317502	0.5865917225312	R-HSA-2408557	0
120	Up	0.442529032910769	0.588672880199202	R-HSA-9948299	0
37	Down	0.444222405914354	0.589107252151036	R-HSA-5387390	0
37	Down	0.444222405914354	0.589107252151036	R-HSA-5362768	0
16	Down	0.445791991954567	0.589890806587192	R-HSA-9820965	0
53	Down	0.446370295501437	0.589890806587192	R-HSA-5610787	0
96	Up	0.446866237472664	0.589890806587192	R-HSA-9006925	0
20	Down	0.448293319063489	0.590869787511816	R-HSA-5205647	0
13	Up	0.450649928309461	0.593069065958406	R-HSA-3371511	0
27	Up	0.454369698600275	0.596144109883466	R-HSA-380287	0
27	Up	0.454369698600275	0.596144109883466	R-HSA-380270	0
54	Up	0.45831121501337	0.599518078922385	R-HSA-69481	0
38	Down	0.458332266832775	0.599518078922385	R-HSA-5678895	0
97	Down	0.469407316686129	0.613074404520369	R-HSA-9711123	0
52	Down	0.473449107278554	0.617417746556904	R-HSA-5621481	0
10	Up	0.475339336203099	0.618138296316148	R-HSA-9682385	0
46	Down	0.475435835797687	0.618138296316148	R-HSA-9958825	0
44	Up	0.477473942317101	0.6198532202972	R-HSA-9020702	0
79	Up	0.479903276975809	0.622070112410748	R-HSA-9954716	0
80	Up	0.483278969251166	0.625505212454212	R-HSA-192823	0
12	Down	0.485535708287957	0.627483928851903	R-HSA-416572	0
16	Down	0.488336641376029	0.630158959380445	R-HSA-9013026	0
49	Up	0.490413315746961	0.631435030967559	R-HSA-9909396	0
34	Down	0.490790569313532	0.631435030967559	R-HSA-1592230	0
13	Up	0.492356699487224	0.632505923931427	R-HSA-877300	0
21	Down	0.493224852149719	0.632678307370622	R-HSA-381038	0
10	Down	0.501442385630688	0.642263501357583	R-HSA-8849471	0
97	Down	0.510571077188204	0.652985561626457	R-HSA-5683057	0
237	Down	0.511893849027329	0.653707404239344	R-HSA-194315	0
11	Up	0.518779247554128	0.661520283123754	R-HSA-168643	0
15	Up	0.51983429216196	0.661886499030442	R-HSA-1489509	0
63	Down	0.523479093400162	0.664797017308323	R-HSA-9612973	0
18	Up	0.523662615721985	0.664797017308323	R-HSA-6814122	0
18	Down	0.527405488580028	0.668564016405859	R-HSA-532668	0
34	Up	0.530652940038507	0.671632344264263	R-HSA-380320	0
68	Up	0.531532168189569	0.671632344264263	R-HSA-9006931	0
36	Down	0.532528924673712	0.671632344264263	R-HSA-8980692	0
11	Up	0.532942602641248	0.671632344264263	R-HSA-5655302	0
36	Up	0.535833964771576	0.674290332311093	R-HSA-450408	0
12	Up	0.542781327830764	0.682037178702797	R-HSA-3371568	0
39	Down	0.544290150301517	0.682937568500593	R-HSA-9013148	0
108	Up	0.54725217770532	0.685656071485445	R-HSA-449147	0
22	Down	0.554872157179875	0.694194193743182	R-HSA-381070	0
17	Down	0.559141234206153	0.697882763693142	R-HSA-9013406	0
53	Up	0.559679611261751	0.697882763693142	R-HSA-69306	0
42	Down	0.560250396361484	0.697882763693142	R-HSA-8878166	0
94	Up	0.561058880788106	0.697882763693142	R-HSA-1852241	0
60	Down	0.563458582676872	0.699857778483376	R-HSA-1632852	0
27	Down	0.565616122365406	0.701526758962561	R-HSA-1655829	0
11	Up	0.57766648965027	0.714416806425442	R-HSA-1839126	0
11	Up	0.57766648965027	0.714416806425442	R-HSA-8851708	0
81	Up	0.584713200341804	0.721607412339375	R-HSA-1257604	0
10	Up	0.586829229756267	0.721607412339375	R-HSA-76046	0
10	Up	0.586829229756267	0.721607412339375	R-HSA-76061	0
10	Up	0.586829229756267	0.721607412339375	R-HSA-76066	0
14	Up	0.589985555502515	0.72445519778229	R-HSA-111465	0
17	Down	0.591120834429063	0.724816727280018	R-HSA-1227986	0
15	Up	0.592219111730141	0.725131923737757	R-HSA-203927	0
72	Up	0.596114698633864	0.728866482584951	R-HSA-109581	0
20	Down	0.600463368449024	0.733143659494418	R-HSA-193704	0
44	Down	0.608184828592855	0.740001929885792	R-HSA-5607764	0
13	Up	0.608655879685646	0.740001929885792	R-HSA-111997	0
13	Up	0.608655879685646	0.740001929885792	R-HSA-111933	0
33	Down	0.612040926839215	0.743069406951272	R-HSA-351202	0
10	Up	0.614063742700463	0.744476717591842	R-HSA-110314	0
12	Down	0.615885116160464	0.745636194003259	R-HSA-9013424	0
76	Down	0.620837279154203	0.750577467925558	R-HSA-8856688	0
10	Up	0.631068424783455	0.761715908942105	R-HSA-9670095	0
14	Down	0.632368132327906	0.761715908942105	R-HSA-9035034	0
39	Up	0.63270138144147	0.761715908942105	R-HSA-9907900	0
14	Up	0.63436663863633	0.762655568346605	R-HSA-380972	0
35	Up	0.639749184802045	0.768055427993542	R-HSA-9856651	0
39	Down	0.644563760829037	0.772759334957761	R-HSA-5658442	0
36	Down	0.64758846891719	0.773700866377703	R-HSA-1169091	0
14	Down	0.648750494870523	0.773700866377703	R-HSA-156590	0
11	Down	0.649646609385656	0.773700866377703	R-HSA-442742	0
10	Up	0.649836922572456	0.773700866377703	R-HSA-8862803	0
10	Up	0.649836922572456	0.773700866377703	R-HSA-8863678	0
33	Down	0.665593921726871	0.791132786711951	R-HSA-4608870	0
33	Down	0.666313692752757	0.791132786711951	R-HSA-9824272	0
10	Down	0.667548865001761	0.791509108158897	R-HSA-9607240	0
31	Down	0.67604530579548	0.800482216477615	R-HSA-350562	0
45	Down	0.67852071636088	0.802311189990505	R-HSA-382556	0
60	Down	0.68004265280273	0.803009269473909	R-HSA-5663220	0
14	Down	0.687022339825562	0.810141254349705	R-HSA-2871796	0
22	Down	0.699489957947545	0.822608865928159	R-HSA-9639288	0
10	Up	0.699503826827541	0.822608865928159	R-HSA-198725	0
37	Down	0.701849085604907	0.824242386636826	R-HSA-9758941	0
19	Down	0.703884338982554	0.825507891432601	R-HSA-379724	0
41	Down	0.714018702210077	0.834110704265577	R-HSA-9013694	0
38	Down	0.714122621517397	0.834110704265577	R-HSA-5610783	0
38	Down	0.714122621517397	0.834110704265577	R-HSA-5610785	0
13	Down	0.720291902927594	0.840178105985909	R-HSA-5627117	0
14	Up	0.725995796004665	0.845686994805434	R-HSA-9635486	0
45	Up	0.733357220022648	0.853109208717305	R-HSA-5687128	0
34	Down	0.738040059896698	0.857399638316649	R-HSA-204005	0
10	Up	0.743164753991457	0.862191141239079	R-HSA-9707616	0
48	Up	0.749575359928888	0.867072416586854	R-HSA-6811434	0
39	Up	0.750389817603008	0.867072416586854	R-HSA-69656	0
39	Up	0.750389817603008	0.867072416586854	R-HSA-69202	0
44	Up	0.75452503648395	0.870683509302764	R-HSA-69206	0
38	Down	0.75820793484254	0.873763689618007	R-HSA-8878159	0
21	Down	0.763453691730554	0.878634288747313	R-HSA-77289	0
