target	mouse	original_cells	retained_cells	primary	litter	role	difference	target_cells
Sclt1	mouse38	22	21	True	6	comparator	0.0101591738099	21
Sclt1	mouse52	23	23	True	7	comparator	-0.0119895149792	23
Sclt1	mouse55	26	26	True	7	comparator	-0.0154865931508	26
Sclt1	mouse60	36	36	True	8	comparator	-0.03995587278	36
Sclt1	mouse62	38	38	True	8	comparator	0.00381270802079	38
Sclt1	mouse63	36	36	True	8	comparator	-0.00167066150692	36
Sclt1	mouse67	24	24	True	9	comparator	0.0123007802607	24
Sclt1	mouse68	34	34	True	9	comparator	0.00409236472342	34
Sclt1	mouse70	31	31	True	9	comparator	0.00677988611742	31
Sclt1	mouse72	43	43	True	9	comparator	0.00712051685824	43
Sclt1	mouse73	27	27	True	9	comparator	-0.0112998051911	27
Sclt1	mouse74	20	20	True	9	comparator	-0.00221367344865	20
Sclt1	mouse76	29	29	True	9	comparator	0.00577797071487	29
Sclt1	mouse9	24	24	True	3	comparator	-0.023284145502	24
Sipa1l3	mouse11	39	39	True	3	comparator	0.00339313694217	39
Sipa1l3	mouse12	25	25	True	3	comparator	0.0104469856559	25
Sipa1l3	mouse13	28	28	True	3	comparator	-0.00302200493661	28
Sipa1l3	mouse18	34	34	True	4	comparator	-0.0192011301755	34
Sipa1l3	mouse19	26	26	True	4	comparator	0.00209257575762	26
Sipa1l3	mouse20	41	41	True	4	comparator	-0.00726046419507	41
Sipa1l3	mouse21	37	36	True	4	comparator	0.0158422776976	36
Sipa1l3	mouse22	21	20	True	4	comparator	0.00816486553432	20
Sipa1l3	mouse23	31	31	True	4	comparator	0.00126175966685	31
Sipa1l3	mouse38	22	22	True	6	comparator	-0.00145390921564	22
Sipa1l3	mouse44	28	28	True	6	comparator	0.0204500328299	28
Sipa1l3	mouse45	37	37	True	6	comparator	-0.0122933014064	37
Sipa1l3	mouse52	24	24	True	7	comparator	-0.00887430045506	24
Sipa1l3	mouse54	26	26	True	7	comparator	0.021369771921	26
Sipa1l3	mouse55	23	23	True	7	comparator	0.0246762851218	23
Sipa1l3	mouse60	40	39	True	8	comparator	-0.01236297042	39
Sipa1l3	mouse62	53	53	True	8	comparator	-0.0224688326027	53
Sipa1l3	mouse63	45	45	True	8	comparator	-0.00659488048541	45
Sipa1l3	mouse67	33	33	True	9	comparator	0.0196205180317	33
Sipa1l3	mouse68	43	43	True	9	comparator	0.00235576518416	43
Sipa1l3	mouse7	26	26	True	2	comparator	-0.00931063463561	26
Sipa1l3	mouse70	31	31	True	9	comparator	-0.00771788700072	31
Sipa1l3	mouse72	51	51	True	9	comparator	-0.00346386879291	51
Sipa1l3	mouse73	42	42	True	9	comparator	-0.0219024569406	42
Sipa1l3	mouse74	23	23	True	9	comparator	0.0083945059986	23
Sipa1l3	mouse76	37	36	True	9	comparator	-0.0199606706619	36
Sipa1l3	mouse8	22	22	True	3	comparator	0.0235297421162	22
Sipa1l3	mouse9	38	38	True	3	comparator	-0.0389794493289	38
Stx1b	mouse10	26	26	True	3	comparator	0.00453737224579	26
Stx1b	mouse11	47	47	True	3	comparator	-0.0021758562491	47
Stx1b	mouse13	33	33	True	3	comparator	0.00450261821383	33
Stx1b	mouse14	20	20	True	3	comparator	-0.00074581121879	20
Stx1b	mouse15	35	34	True	3	comparator	-0.0035177840055	34
Stx1b	mouse16	27	26	True	3	comparator	0.0181764349333	26
Stx1b	mouse18	33	33	True	4	comparator	0.00252462943487	33
Stx1b	mouse19	40	40	True	4	comparator	-0.00215001301653	40
Stx1b	mouse20	50	50	True	4	comparator	-0.00244597496186	50
Stx1b	mouse21	29	29	True	4	comparator	0.0171610249	29
Stx1b	mouse22	34	34	True	4	comparator	0.00306666847324	34
Stx1b	mouse23	57	57	True	4	comparator	0.00482844127844	57
Stx1b	mouse26	20	20	True	4	comparator	-0.0261268127654	20
Stx1b	mouse31	31	31	True	5	comparator	0.0167173794459	31
Stx1b	mouse33	20	20	True	5	comparator	0.00145126275427	20
Stx1b	mouse34	32	31	True	5	comparator	-0.0022552110385	31
Stx1b	mouse35	28	28	True	5	comparator	0.00261612415315	28
Stx1b	mouse38	32	32	True	6	comparator	0.0203789381723	32
Stx1b	mouse4	27	27	True	2	comparator	0.0385365285816	27
Stx1b	mouse41	21	20	True	6	comparator	0.0255293226296	20
Stx1b	mouse45	28	28	True	6	comparator	-0.0229497859096	28
Stx1b	mouse52	33	32	True	7	comparator	0.0270830865045	32
Stx1b	mouse54	22	22	True	7	comparator	-0.0163685519745	22
Stx1b	mouse55	34	33	True	7	comparator	-0.00964219993079	33
Stx1b	mouse6	25	25	True	2	comparator	0.00311872709824	25
Stx1b	mouse60	43	43	True	8	comparator	0.00236094618212	43
Stx1b	mouse61	22	22	True	8	comparator	0.0327490041544	22
Stx1b	mouse62	39	39	True	8	comparator	0.011604019064	39
Stx1b	mouse63	44	44	True	8	comparator	-0.0033839963497	44
Stx1b	mouse67	53	53	True	9	comparator	0.0138577588706	53
Stx1b	mouse68	79	79	True	9	comparator	-0.0122621152348	79
Stx1b	mouse69	37	37	True	9	comparator	0.00582595210018	37
Stx1b	mouse7	28	28	True	2	comparator	-0.0204587506474	28
Stx1b	mouse70	39	39	True	9	comparator	-0.00400861465092	39
Stx1b	mouse72	62	62	True	9	comparator	0.000285546287402	62
Stx1b	mouse73	50	50	True	9	comparator	0.0193686078439	50
Stx1b	mouse74	31	31	True	9	comparator	0.0154553897752	31
Stx1b	mouse75	22	22	True	9	comparator	-0.00502799766925	22
Stx1b	mouse76	41	41	True	9	comparator	-0.00742840283224	41
Stx1b	mouse8	23	22	True	3	comparator	-0.0295327467247	22
Stx1b	mouse9	36	36	True	3	comparator	0.00269260188787	36
Tfrc	mouse11	30	30	True	3	comparator	-0.00886823615555	30
Tfrc	mouse18	37	37	True	4	comparator	0.0186539934536	37
Tfrc	mouse20	21	21	True	4	comparator	0.00408934414184	21
Tfrc	mouse21	25	25	True	4	comparator	0.00887288263906	25
Tfrc	mouse22	24	24	True	4	comparator	0.000784108745886	24
Tfrc	mouse23	27	27	True	4	comparator	-0.00655591301729	27
Tfrc	mouse34	20	20	True	5	comparator	0.0351333971559	20
Tfrc	mouse38	28	28	True	6	comparator	0.0137225735206	28
Tfrc	mouse4	28	27	True	2	comparator	-0.00640665600803	27
Tfrc	mouse44	30	30	True	6	comparator	-0.00507108874093	30
Tfrc	mouse45	21	21	True	6	comparator	0.0395788794826	21
Tfrc	mouse52	25	25	True	7	comparator	0.00936314008242	25
Tfrc	mouse54	29	28	True	7	comparator	-0.0129443963655	28
Tfrc	mouse60	33	33	True	8	comparator	0.0387452282752	33
Tfrc	mouse62	37	37	True	8	comparator	-0.000208477097722	37
Tfrc	mouse63	32	32	True	8	comparator	-0.0174498049339	32
Tfrc	mouse67	31	31	True	9	comparator	0.00943642757392	31
Tfrc	mouse68	40	40	True	9	comparator	-0.00402340749025	40
Tfrc	mouse69	31	30	True	9	comparator	-0.000350999683339	30
Tfrc	mouse70	33	33	True	9	comparator	0.0121701424653	33
Tfrc	mouse72	38	38	True	9	comparator	-0.0051525164277	38
Tfrc	mouse73	35	34	True	9	comparator	0.00359989844256	34
Tfrc	mouse74	21	21	True	9	comparator	-0.00124030528405	21
Tfrc	mouse75	22	22	True	9	comparator	0.00373196461159	22
Tfrc	mouse76	45	45	True	9	comparator	-0.0113967970796	45
Tfrc	mouse8	22	22	True	3	comparator	0.00738736683189	22
Tfrc	mouse9	28	28	True	3	comparator	0.0115333689395	28
Uqcrc2	mouse10	21	21	True	3	comparator	0.00112741536581	21
Uqcrc2	mouse11	30	29	True	3	comparator	-0.0123439509057	29
Uqcrc2	mouse13	31	30	True	3	comparator	0.0176331942522	30
Uqcrc2	mouse14	23	23	True	3	comparator	0.025848880072	23
Uqcrc2	mouse16	25	25	True	3	comparator	-0.00528284444848	25
Uqcrc2	mouse18	23	22	True	4	comparator	0.0070976051993	22
Uqcrc2	mouse19	22	22	True	4	comparator	0.0411714362496	22
Uqcrc2	mouse20	27	26	True	4	comparator	0.0289110730269	26
Uqcrc2	mouse21	25	25	True	4	comparator	0.0205833008442	25
Uqcrc2	mouse22	34	34	True	4	comparator	-0.00239071574508	34
Uqcrc2	mouse23	33	33	True	4	comparator	0.0202136866015	33
Uqcrc2	mouse35	23	23	True	5	comparator	0.0128621035145	23
Uqcrc2	mouse38	21	21	True	6	comparator	0.00264790267086	21
Uqcrc2	mouse52	25	25	True	7	comparator	-0.00259869686442	25
Uqcrc2	mouse54	23	23	True	7	comparator	0.0383659777268	23
Uqcrc2	mouse55	32	32	True	7	comparator	-0.0241369608811	32
Uqcrc2	mouse60	35	35	True	8	comparator	0.00306050949812	35
Uqcrc2	mouse62	42	42	True	8	comparator	-0.0186808466112	42
Uqcrc2	mouse63	51	50	True	8	comparator	-0.000324151866178	50
Uqcrc2	mouse67	38	38	True	9	comparator	0.00957360356785	38
Uqcrc2	mouse68	66	66	True	9	comparator	0.0163088029402	66
Uqcrc2	mouse69	24	23	True	9	comparator	-0.0100064831881	23
Uqcrc2	mouse70	23	23	True	9	comparator	-0.00616673979782	23
Uqcrc2	mouse72	50	50	True	9	comparator	-0.00726451823628	50
Uqcrc2	mouse73	38	38	True	9	comparator	0.00836328667282	38
Uqcrc2	mouse74	21	21	True	9	comparator	-0.0107168572719	21
Uqcrc2	mouse76	43	43	True	9	comparator	-0.0016500947734	43
Uqcrc2	mouse9	30	30	True	3	comparator	-0.00162797631672	30
Wnk1	mouse11	25	25	True	3	comparator	-0.00886587016861	25
Wnk1	mouse12	20	20	True	3	comparator	-0.0139336023511	20
Wnk1	mouse13	23	23	True	3	comparator	-0.0192377487621	23
Wnk1	mouse18	26	26	True	4	comparator	0.0119512494301	26
Wnk1	mouse19	22	22	True	4	comparator	0.0176880803686	22
Wnk1	mouse20	24	24	True	4	comparator	-0.028417197016	24
Wnk1	mouse23	45	45	True	4	comparator	-0.00329771797386	45
Wnk1	mouse34	26	26	True	5	comparator	-0.00681107043992	26
Wnk1	mouse4	33	33	True	2	comparator	-0.00889086636862	33
Wnk1	mouse44	21	21	True	6	comparator	0.00912221870822	21
Wnk1	mouse52	41	41	True	7	comparator	-0.0338024739322	41
Wnk1	mouse54	23	23	True	7	comparator	-0.0190866405221	23
Wnk1	mouse55	28	28	True	7	comparator	0.00208205648277	28
Wnk1	mouse60	31	31	True	8	comparator	0.00596979616931	31
Wnk1	mouse62	35	35	True	8	comparator	0.00502409766568	35
Wnk1	mouse63	37	37	True	8	comparator	-0.00204054220466	37
Wnk1	mouse67	34	34	True	9	comparator	-0.0156409235978	34
Wnk1	mouse68	39	39	True	9	comparator	-0.00227160508263	39
Wnk1	mouse69	30	30	True	9	comparator	-0.0239632256759	30
Wnk1	mouse7	24	24	True	2	comparator	-0.013807298132	24
Wnk1	mouse70	29	29	True	9	comparator	-0.0211476082601	29
Wnk1	mouse72	47	47	True	9	comparator	-0.0171534591521	47
Wnk1	mouse73	37	37	True	9	comparator	-0.0116081182332	37
Wnk1	mouse74	27	27	True	9	comparator	-0.0181248558692	27
Wnk1	mouse75	20	20	True	9	comparator	-0.00416536279266	20
Wnk1	mouse76	43	43	True	9	comparator	0.00688426663465	43
Wnk1	mouse9	44	43	True	3	comparator	0.00883570647898	43
