target	mouse	original_cells	retained_cells	primary	litter	role	difference	target_cells
Adarb1	mouse11	52	52	True	3	comparator	-0.00279314810509	52
Adarb1	mouse12	34	34	True	3	comparator	0.0199675641678	34
Adarb1	mouse13	25	25	True	3	comparator	0.0061558298692	25
Adarb1	mouse15	28	28	True	3	comparator	0.0147955615775	28
Adarb1	mouse17	22	22	True	3	comparator	-0.011784735308	22
Adarb1	mouse18	44	44	True	4	comparator	-0.0113679844491	44
Adarb1	mouse19	22	22	True	4	comparator	-0.00191585386909	22
Adarb1	mouse20	37	37	True	4	comparator	0.00602277301676	37
Adarb1	mouse21	28	26	True	4	comparator	-0.00825576614882	26
Adarb1	mouse22	26	26	True	4	comparator	-0.000543085395533	26
Adarb1	mouse23	45	44	True	4	comparator	0.00832714843595	44
Adarb1	mouse25	20	20	True	4	comparator	0.00250845543822	20
Adarb1	mouse29	20	20	True	5	comparator	0.0051542464848	20
Adarb1	mouse31	20	20	True	5	comparator	-0.0267764823848	20
Adarb1	mouse34	25	25	True	5	comparator	-0.0149302744729	25
Adarb1	mouse36	20	20	True	5	comparator	0.0311429991832	20
Adarb1	mouse38	21	21	True	6	comparator	0.0157172641683	21
Adarb1	mouse4	20	20	True	2	comparator	-0.0145628268319	20
Adarb1	mouse44	23	23	True	6	comparator	0.00622928656845	23
Adarb1	mouse45	28	28	True	6	comparator	0.00845390129136	28
Adarb1	mouse52	40	40	True	7	comparator	0.00621628219583	40
Adarb1	mouse54	29	28	True	7	comparator	-0.0136055813149	28
Adarb1	mouse55	25	23	True	7	comparator	0.0373184000981	23
Adarb1	mouse60	54	54	True	8	comparator	0.0174522726421	54
Adarb1	mouse62	60	60	True	8	comparator	-0.00544706954144	60
Adarb1	mouse63	49	49	True	8	comparator	0.00800890803807	49
Adarb1	mouse67	38	38	True	9	comparator	-0.0216758188457	38
Adarb1	mouse68	68	67	True	9	comparator	-0.00386734132101	67
Adarb1	mouse69	33	33	True	9	comparator	-0.00164691567063	33
Adarb1	mouse7	41	41	True	2	comparator	-0.000379092483371	41
Adarb1	mouse70	34	34	True	9	comparator	0.0161267083292	34
Adarb1	mouse72	59	59	True	9	comparator	0.0109340028605	59
Adarb1	mouse73	48	48	True	9	comparator	-0.000968554961581	48
Adarb1	mouse74	27	27	True	9	comparator	-0.0139616657389	27
Adarb1	mouse75	25	25	True	9	comparator	0.0233527620097	25
Adarb1	mouse76	51	51	True	9	comparator	-0.00139332324858	51
Adarb1	mouse8	33	32	True	3	comparator	-0.0135028148142	32
Adarb1	mouse9	38	38	True	3	comparator	-0.0170531510605	38
Amfr	mouse11	22	22	True	3	comparator	-0.0102257785362	22
Amfr	mouse18	26	26	True	4	comparator	0.0305880391201	26
Amfr	mouse19	20	20	True	4	comparator	0.00856199051398	20
Amfr	mouse23	32	32	True	4	comparator	0.0157695127897	32
Amfr	mouse38	22	22	True	6	comparator	0.00345393510336	22
Amfr	mouse52	36	34	True	7	comparator	-0.0276664518917	34
Amfr	mouse55	24	24	True	7	comparator	-0.0246010086378	24
Amfr	mouse60	24	24	True	8	comparator	0.0168381225054	24
Amfr	mouse62	43	43	True	8	comparator	0.0111467689544	43
Amfr	mouse63	24	24	True	8	comparator	0.0354802182182	24
Amfr	mouse67	27	27	True	9	comparator	-0.015359891219	27
Amfr	mouse68	39	38	True	9	comparator	0.0155300706335	38
Amfr	mouse70	25	25	True	9	comparator	0.00924630790399	25
Amfr	mouse72	42	42	True	9	comparator	-0.00841762731439	42
Amfr	mouse73	24	24	True	9	comparator	0.026410508682	24
Amfr	mouse74	23	23	True	9	comparator	0.0158844636821	23
Amfr	mouse76	40	39	True	9	comparator	-0.00614967309375	39
Amfr	mouse9	30	29	True	3	comparator	-0.00603044690931	29
Ap4s1	mouse11	29	29	True	3	comparator	0.00411163595743	29
Ap4s1	mouse13	25	25	True	3	comparator	0.0150711387414	25
Ap4s1	mouse15	21	21	True	3	comparator	-0.0520876210973	21
Ap4s1	mouse18	27	27	True	4	comparator	0.00323354568909	27
Ap4s1	mouse19	22	22	True	4	comparator	0.0144233432436	22
Ap4s1	mouse20	26	26	True	4	comparator	0.00916682061873	26
Ap4s1	mouse21	31	31	True	4	comparator	-0.0137152793212	31
Ap4s1	mouse22	20	20	True	4	comparator	0.00281634383798	20
Ap4s1	mouse23	35	35	True	4	comparator	0.0231702308428	35
Ap4s1	mouse34	27	27	True	5	comparator	-0.00219364843665	27
Ap4s1	mouse4	21	21	True	2	comparator	0.0250976206658	21
Ap4s1	mouse45	20	20	True	6	comparator	-0.00866196213859	20
Ap4s1	mouse52	39	38	True	7	comparator	-0.00303934039329	38
Ap4s1	mouse55	26	26	True	7	comparator	-0.0109791401382	26
Ap4s1	mouse6	20	20	True	2	comparator	0.00756592236932	20
Ap4s1	mouse60	30	30	True	8	comparator	0.0190933058066	30
Ap4s1	mouse62	40	40	True	8	comparator	-0.00463837832414	40
Ap4s1	mouse63	43	43	True	8	comparator	-0.0170811851527	43
Ap4s1	mouse67	37	37	True	9	comparator	-0.00763156605354	37
Ap4s1	mouse68	58	58	True	9	comparator	-0.00544096783708	58
Ap4s1	mouse69	26	26	True	9	comparator	0.0252922436381	26
Ap4s1	mouse7	24	24	True	2	comparator	-0.0213697233245	24
Ap4s1	mouse70	27	27	True	9	comparator	0.0250852509618	27
Ap4s1	mouse72	33	33	True	9	comparator	-0.00687854589253	33
Ap4s1	mouse73	40	40	True	9	comparator	-0.00525270941043	40
Ap4s1	mouse74	20	20	True	9	comparator	-0.00133109453937	20
Ap4s1	mouse76	39	39	True	9	comparator	-0.00645238207759	39
Ap4s1	mouse9	31	30	True	3	comparator	0.00802410077073	30
Arl3	mouse11	42	42	True	3	comparator	-0.0115397237249	42
Arl3	mouse12	25	25	True	3	comparator	-0.0169932263496	25
Arl3	mouse13	50	50	True	3	comparator	-0.00658159671046	50
Arl3	mouse15	38	38	True	3	comparator	-0.00317154909154	38
Arl3	mouse16	23	23	True	3	comparator	0.00313490837621	23
Arl3	mouse18	53	53	True	4	comparator	-0.0279670739668	53
Arl3	mouse19	34	33	True	4	comparator	0.00505094924451	33
Arl3	mouse20	32	30	True	4	comparator	0.000916944031993	30
Arl3	mouse21	36	36	True	4	comparator	-0.000316756449245	36
Arl3	mouse22	45	44	True	4	comparator	0.0117857876833	44
Arl3	mouse23	60	58	True	4	comparator	-0.00573126684867	58
Arl3	mouse24	28	28	True	4	comparator	-0.0476687803958	28
Arl3	mouse25	20	20	True	4	comparator	0.00105220743449	20
Arl3	mouse26	26	26	True	4	comparator	-0.0100794328386	26
Arl3	mouse34	32	32	True	5	comparator	-0.00819552240555	32
Arl3	mouse36	26	26	True	5	comparator	-0.0159716986372	26
Arl3	mouse37	22	22	True	6	comparator	-0.0201661669077	22
Arl3	mouse38	29	29	True	6	comparator	-0.00965358173973	29
Arl3	mouse4	28	28	True	2	comparator	-0.0261924021486	28
Arl3	mouse41	34	33	True	6	comparator	0.00398912646583	33
Arl3	mouse44	28	28	True	6	comparator	-0.0133240149996	28
Arl3	mouse45	28	28	True	6	comparator	-0.0022984593098	28
Arl3	mouse52	35	34	True	7	comparator	0.00558031892291	34
Arl3	mouse54	32	32	True	7	comparator	-0.0118961198913	32
Arl3	mouse55	34	33	True	7	comparator	0.0330397864492	33
Arl3	mouse6	27	27	True	2	comparator	-0.0288694616923	27
Arl3	mouse60	53	53	True	8	comparator	0.0206115261796	53
Arl3	mouse62	61	61	True	8	comparator	9.23381798127e-05	61
Arl3	mouse63	60	60	True	8	comparator	0.00804508689252	60
Arl3	mouse67	51	51	True	9	comparator	-0.0119727971124	51
Arl3	mouse68	64	64	True	9	comparator	0.00992143597511	64
Arl3	mouse69	31	31	True	9	comparator	-0.00504916365947	31
Arl3	mouse7	33	33	True	2	comparator	-0.0394749274665	33
Arl3	mouse70	49	49	True	9	comparator	-0.0165237307967	49
Arl3	mouse72	82	82	True	9	comparator	0.00234855752041	82
Arl3	mouse73	54	54	True	9	comparator	0.0023801973418	54
Arl3	mouse74	42	42	True	9	comparator	0.0150079350212	42
Arl3	mouse76	74	74	True	9	comparator	-0.00540647392553	74
Arl3	mouse8	28	28	True	3	comparator	-0.00509669525707	28
Arl3	mouse9	42	42	True	3	comparator	0.00845762811963	42
Atad1	mouse11	43	43	True	3	comparator	-0.000164239411011	43
Atad1	mouse13	28	28	True	3	comparator	0.0248729484181	28
Atad1	mouse14	20	20	True	3	comparator	0.00234235048735	20
Atad1	mouse15	27	26	True	3	comparator	-0.00658241894333	26
Atad1	mouse18	30	30	True	4	comparator	0.016519993547	30
Atad1	mouse19	26	26	True	4	comparator	0.0027769140372	26
Atad1	mouse20	43	43	True	4	comparator	-0.00415126261145	43
Atad1	mouse21	23	23	True	4	comparator	0.00106304083079	23
Atad1	mouse22	22	22	True	4	comparator	-0.00943176282789	22
Atad1	mouse23	46	46	True	4	comparator	0.00669892977138	46
Atad1	mouse34	23	23	True	5	comparator	0.00854570255459	23
Atad1	mouse35	25	25	True	5	comparator	0.0108375118155	25
Atad1	mouse36	22	22	True	5	comparator	0.0210259965742	22
Atad1	mouse37	22	21	True	6	comparator	-0.00027872062301	21
Atad1	mouse38	27	27	True	6	comparator	-0.021485161524	27
Atad1	mouse4	31	31	True	2	comparator	0.0106956297095	31
Atad1	mouse44	22	22	True	6	comparator	0.0422404101008	22
Atad1	mouse45	29	29	True	6	comparator	-0.0187304733303	29
Atad1	mouse52	30	30	True	7	comparator	0.00182723933782	30
Atad1	mouse54	38	35	True	7	comparator	0.0192268859911	35
Atad1	mouse55	27	26	True	7	comparator	-0.0425927884276	26
Atad1	mouse6	28	28	True	2	comparator	0.010031706107	28
Atad1	mouse60	44	44	True	8	comparator	0.0113560474753	44
Atad1	mouse62	50	50	True	8	comparator	-0.00435847068342	50
Atad1	mouse63	59	59	True	8	comparator	0.00165505511933	59
Atad1	mouse67	43	43	True	9	comparator	-0.00106690537198	43
Atad1	mouse68	67	67	True	9	comparator	-0.00525928465666	67
Atad1	mouse69	23	23	True	9	comparator	0.00230491193619	23
Atad1	mouse7	26	26	True	2	comparator	-0.0129385652328	26
Atad1	mouse70	30	30	True	9	comparator	-0.0204674659235	30
Atad1	mouse72	55	55	True	9	comparator	-0.0172549058905	55
Atad1	mouse73	40	39	True	9	comparator	0.0193703865132	39
Atad1	mouse75	25	25	True	9	comparator	0.0302558565794	25
Atad1	mouse76	44	44	True	9	comparator	-0.00556219099383	44
Atad1	mouse8	26	26	True	3	comparator	0.00507327716312	26
Atad1	mouse9	40	40	True	3	comparator	0.0216465308106	40
Bbip1	mouse11	31	31	True	3	comparator	-0.0381932530647	31
Bbip1	mouse13	26	26	True	3	comparator	-0.0181523077135	26
Bbip1	mouse20	28	28	True	4	comparator	0.000235837402053	28
Bbip1	mouse22	21	21	True	4	comparator	0.0255690323356	21
Bbip1	mouse23	36	36	True	4	comparator	-0.00958732520101	36
Bbip1	mouse34	24	24	True	5	comparator	-0.00447906959214	24
Bbip1	mouse35	21	21	True	5	comparator	-0.0160209953667	21
Bbip1	mouse4	30	30	True	2	comparator	0.00827286941328	30
Bbip1	mouse45	20	20	True	6	comparator	-0.0300284043599	20
Bbip1	mouse52	25	23	True	7	comparator	0.0249155705138	23
Bbip1	mouse55	24	24	True	7	comparator	-0.000860297025048	24
Bbip1	mouse60	29	29	True	8	comparator	0.0107703042121	29
Bbip1	mouse62	29	29	True	8	comparator	-0.0116944153329	29
Bbip1	mouse63	43	43	True	8	comparator	0.000393683288059	43
Bbip1	mouse67	41	41	True	9	comparator	-0.000949801210599	41
Bbip1	mouse68	46	46	True	9	comparator	0.00493160360424	46
Bbip1	mouse69	24	24	True	9	comparator	-0.00734753989365	24
Bbip1	mouse7	22	22	True	2	comparator	0.0336086432577	22
Bbip1	mouse70	31	31	True	9	comparator	0.00181782392767	31
Bbip1	mouse72	51	51	True	9	comparator	0.014320394015	51
Bbip1	mouse73	34	34	True	9	comparator	-0.0126212188455	34
Bbip1	mouse74	27	26	True	9	comparator	-0.0102530539435	26
Bbip1	mouse76	32	31	True	9	comparator	0.0111877311043	31
Bbip1	mouse9	34	34	True	3	comparator	0.034598344524	34
Becn1	mouse10	20	20	True	3	comparator	-0.0219353770724	20
Becn1	mouse11	49	49	True	3	comparator	0.0149716434553	49
Becn1	mouse13	31	31	True	3	comparator	-0.0154593638942	31
Becn1	mouse14	20	20	True	3	comparator	0.00189969232152	20
Becn1	mouse15	32	32	True	3	comparator	-0.00544611507487	32
Becn1	mouse16	33	33	True	3	comparator	-0.00835990533586	33
Becn1	mouse18	37	37	True	4	comparator	-0.00625117432804	37
Becn1	mouse19	27	27	True	4	comparator	-0.0194262391429	27
Becn1	mouse20	30	30	True	4	comparator	-0.0213644991187	30
Becn1	mouse22	35	35	True	4	comparator	-0.0143330136888	35
Becn1	mouse23	48	48	True	4	comparator	-0.0263214098268	48
Becn1	mouse31	20	20	True	5	comparator	0.0175994908173	20
Becn1	mouse34	30	30	True	5	comparator	-0.0296177784085	30
Becn1	mouse35	21	21	True	5	comparator	-0.00986598773593	21
Becn1	mouse38	26	26	True	6	comparator	-0.0129729903249	26
Becn1	mouse4	28	28	True	2	comparator	-0.0102745469423	28
Becn1	mouse44	26	26	True	6	comparator	-0.00680433970169	26
Becn1	mouse45	41	40	True	6	comparator	-0.0213650914737	40
Becn1	mouse52	48	48	True	7	comparator	-0.00176282755141	48
Becn1	mouse54	24	24	True	7	comparator	-0.012382708341	24
Becn1	mouse55	33	33	True	7	comparator	-0.00925369836269	33
Becn1	mouse56	21	21	True	7	comparator	0.000153636902767	21
Becn1	mouse60	51	51	True	8	comparator	-0.0455497041201	51
Becn1	mouse62	46	46	True	8	comparator	-0.0160221447839	46
Becn1	mouse63	56	56	True	8	comparator	-0.017237138574	56
Becn1	mouse67	52	52	True	9	comparator	0.00196313127119	52
Becn1	mouse68	62	61	True	9	comparator	-0.0231758287689	61
Becn1	mouse69	26	26	True	9	comparator	0.00247126814846	26
Becn1	mouse7	30	30	True	2	comparator	-0.0091819316232	30
Becn1	mouse70	47	47	True	9	comparator	-0.024985963115	47
Becn1	mouse72	79	79	True	9	comparator	-0.0104695736589	79
Becn1	mouse73	44	44	True	9	comparator	-0.00790100996919	44
Becn1	mouse74	29	29	True	9	comparator	-0.00688666941582	29
Becn1	mouse75	23	23	True	9	comparator	-0.0228822312719	23
Becn1	mouse76	40	40	True	9	comparator	-0.0082113025587	40
Becn1	mouse8	23	23	True	3	comparator	-0.034309787833	23
Becn1	mouse9	43	42	True	3	comparator	0.0169999568318	42
Brsk2	mouse10	26	26	True	3	comparator	0.0197442506976	26
Brsk2	mouse11	55	55	True	3	comparator	-0.003500891671	55
Brsk2	mouse13	37	37	True	3	comparator	0.0163038998104	37
Brsk2	mouse15	39	39	True	3	comparator	-0.00872817147419	39
Brsk2	mouse16	28	28	True	3	comparator	-0.0133140233544	28
Brsk2	mouse17	21	21	True	3	comparator	-0.00696352985283	21
Brsk2	mouse18	45	44	True	4	comparator	0.0137082333547	44
Brsk2	mouse19	25	25	True	4	comparator	-0.0125730921246	25
Brsk2	mouse20	48	47	True	4	comparator	-0.0059096306696	47
Brsk2	mouse21	33	33	True	4	comparator	-0.00170451130774	33
Brsk2	mouse22	36	36	True	4	comparator	-0.00681825495643	36
Brsk2	mouse23	63	62	True	4	comparator	0.00967418901036	62
Brsk2	mouse24	22	21	True	4	comparator	0.0255201672588	21
Brsk2	mouse25	28	28	True	4	comparator	-0.0138455052886	28
Brsk2	mouse34	30	30	True	5	comparator	0.023566138007	30
Brsk2	mouse35	29	29	True	5	comparator	-0.0022904242824	29
Brsk2	mouse36	22	22	True	5	comparator	0.00277717905801	22
Brsk2	mouse37	27	27	True	6	comparator	0.0127582705436	27
Brsk2	mouse38	34	34	True	6	comparator	0.00621549117867	34
Brsk2	mouse4	26	25	True	2	comparator	-0.017580559745	25
Brsk2	mouse44	34	34	True	6	comparator	-0.0229133409998	34
Brsk2	mouse45	27	27	True	6	comparator	0.000998503165999	27
Brsk2	mouse52	32	32	True	7	comparator	-0.000298758847026	32
Brsk2	mouse54	40	40	True	7	comparator	0.0246743321406	40
Brsk2	mouse55	43	42	True	7	comparator	0.0183699072876	42
Brsk2	mouse57	21	21	True	8	comparator	0.0170973366243	21
Brsk2	mouse6	31	31	True	2	comparator	0.0182225133647	31
Brsk2	mouse60	50	49	True	8	comparator	-0.00290586022796	49
Brsk2	mouse62	60	60	True	8	comparator	0.00594314309022	60
Brsk2	mouse63	59	59	True	8	comparator	-0.0130051538228	59
Brsk2	mouse67	40	40	True	9	comparator	0.0153942107153	40
Brsk2	mouse68	81	80	True	9	comparator	0.00396314265872	80
Brsk2	mouse69	36	36	True	9	comparator	0.0193016283714	36
Brsk2	mouse7	47	46	True	2	comparator	0.0168853088487	46
Brsk2	mouse70	50	49	True	9	comparator	-0.0049482339946	49
Brsk2	mouse72	73	73	True	9	comparator	0.00154715801233	73
Brsk2	mouse73	37	37	True	9	comparator	0.00927779013905	37
Brsk2	mouse74	51	51	True	9	comparator	-0.00819816312002	51
Brsk2	mouse75	29	29	True	9	comparator	0.00806274081263	29
Brsk2	mouse76	55	55	True	9	comparator	0.0157824929644	55
Brsk2	mouse8	30	30	True	3	comparator	-0.0356217407117	30
Brsk2	mouse9	39	39	True	3	comparator	0.002053501538	39
Cdc40	mouse10	22	22	True	3	comparator	0.0108171079788	22
Cdc40	mouse11	48	48	True	3	comparator	-0.0187114359512	48
Cdc40	mouse18	28	28	True	4	comparator	0.0173680409836	28
Cdc40	mouse19	22	21	True	4	comparator	0.0300702542334	21
Cdc40	mouse21	24	24	True	4	comparator	-0.0190667799829	24
Cdc40	mouse23	31	31	True	4	comparator	0.0393504532036	31
Cdc40	mouse26	20	20	True	4	comparator	-0.0317966899487	20
Cdc40	mouse35	20	20	True	5	comparator	0.00937313216822	20
Cdc40	mouse38	34	34	True	6	comparator	-0.00513528741691	34
Cdc40	mouse4	20	20	True	2	comparator	-0.0114678178315	20
Cdc40	mouse44	25	25	True	6	comparator	0.00289478219591	25
Cdc40	mouse55	27	27	True	7	comparator	0.00611309303092	27
Cdc40	mouse6	22	22	True	2	comparator	-0.00347886254242	22
Cdc40	mouse60	48	48	True	8	comparator	-0.00546575164254	48
Cdc40	mouse62	35	35	True	8	comparator	-0.00846037892463	35
Cdc40	mouse63	52	52	True	8	comparator	0.000154465673275	52
Cdc40	mouse67	38	38	True	9	comparator	-0.0121958996237	38
Cdc40	mouse68	46	46	True	9	comparator	-0.00596340184176	46
Cdc40	mouse69	31	31	True	9	comparator	-0.0188121715655	31
Cdc40	mouse7	24	24	True	2	comparator	0.0111376916553	24
Cdc40	mouse70	24	24	True	9	comparator	0.00474920189225	24
Cdc40	mouse72	46	46	True	9	comparator	0.00222070647436	46
Cdc40	mouse73	46	46	True	9	comparator	0.00765719946816	46
Cdc40	mouse74	28	27	True	9	comparator	0.0200806669375	27
Cdc40	mouse76	30	30	True	9	comparator	-0.00790350806502	30
Cdc40	mouse9	30	30	True	3	comparator	0.0104752675383	30
Chl1	mouse11	35	34	True	3	comparator	0.00346832718777	34
Chl1	mouse13	22	22	True	3	comparator	0.0148982425588	22
Chl1	mouse18	24	23	True	4	comparator	-0.0293094470252	23
Chl1	mouse20	23	23	True	4	comparator	0.00762279600559	23
Chl1	mouse23	39	38	True	4	comparator	-0.00126392616681	38
Chl1	mouse34	25	25	True	5	comparator	0.00930376707456	25
Chl1	mouse38	29	29	True	6	comparator	-0.0100683314289	29
Chl1	mouse52	36	36	True	7	comparator	0.00525498753393	36
Chl1	mouse55	21	21	True	7	comparator	-0.0145488464134	21
Chl1	mouse6	27	27	True	2	comparator	-0.000218011479695	27
Chl1	mouse60	37	37	True	8	comparator	0.013341233103	37
Chl1	mouse62	43	43	True	8	comparator	-0.0064215820902	43
Chl1	mouse63	28	28	True	8	comparator	0.00769769021044	28
Chl1	mouse67	34	34	True	9	comparator	0.00994689933058	34
Chl1	mouse68	54	53	True	9	comparator	-0.0153854469604	53
Chl1	mouse7	30	30	True	2	comparator	0.00429564625947	30
Chl1	mouse70	33	33	True	9	comparator	0.00387700004478	33
Chl1	mouse72	49	49	True	9	comparator	0.00643790327277	49
Chl1	mouse73	23	23	True	9	comparator	0.00756598607553	23
Chl1	mouse74	21	21	True	9	comparator	-0.0155059255795	21
Chl1	mouse75	21	21	True	9	comparator	-0.00136256596176	21
Chl1	mouse76	43	43	True	9	comparator	0.0146361388478	43
Chl1	mouse8	20	20	True	3	comparator	0.0313101137954	20
Cox5a	mouse10	28	28	True	3	comparator	0.00247432008417	28
Cox5a	mouse11	42	42	True	3	comparator	-0.00419815595877	42
Cox5a	mouse12	22	22	True	3	comparator	0.0208232688958	22
Cox5a	mouse13	32	31	True	3	comparator	-0.0126533889046	31
Cox5a	mouse15	24	24	True	3	comparator	0.00438259066721	24
Cox5a	mouse16	22	22	True	3	comparator	0.0207884634799	22
Cox5a	mouse18	40	40	True	4	comparator	-0.0121972716382	40
Cox5a	mouse19	33	33	True	4	comparator	0.00187640016369	33
Cox5a	mouse20	36	36	True	4	comparator	-0.0129141315227	36
Cox5a	mouse21	36	36	True	4	comparator	-0.0159794983609	36
Cox5a	mouse22	36	36	True	4	comparator	-0.00977568903007	36
Cox5a	mouse23	39	39	True	4	comparator	0.00282821749974	39
Cox5a	mouse25	20	20	True	4	comparator	0.0110413659529	20
Cox5a	mouse34	37	37	True	5	comparator	0.00679637315413	37
Cox5a	mouse35	24	24	True	5	comparator	-0.000624608761341	24
Cox5a	mouse36	29	28	True	5	comparator	-0.00215008924753	28
Cox5a	mouse38	27	27	True	6	comparator	-0.00209753772498	27
Cox5a	mouse4	33	31	True	2	comparator	-0.00530161278461	31
Cox5a	mouse44	31	31	True	6	comparator	-0.013856278654	31
Cox5a	mouse45	29	28	True	6	comparator	0.0160572848065	28
Cox5a	mouse52	31	31	True	7	comparator	-0.00344088026925	31
Cox5a	mouse54	31	30	True	7	comparator	-0.036681814406	30
Cox5a	mouse55	30	30	True	7	comparator	-0.0202603153238	30
Cox5a	mouse6	23	23	True	2	comparator	0.0404131794698	23
Cox5a	mouse60	38	38	True	8	comparator	0.00977139973054	38
Cox5a	mouse62	59	59	True	8	comparator	-0.000758658537649	59
Cox5a	mouse63	50	50	True	8	comparator	-0.00697082337927	50
Cox5a	mouse67	56	56	True	9	comparator	-0.0255453241414	56
Cox5a	mouse68	58	58	True	9	comparator	0.0137056855773	58
Cox5a	mouse69	40	39	True	9	comparator	0.0300378486985	39
Cox5a	mouse7	28	28	True	2	comparator	-0.039931182926	28
Cox5a	mouse70	44	43	True	9	comparator	-0.00252696868012	43
Cox5a	mouse72	68	68	True	9	comparator	-0.00768975438048	68
Cox5a	mouse73	43	43	True	9	comparator	-0.0102934877439	43
Cox5a	mouse74	36	36	True	9	comparator	-0.0106790903983	36
Cox5a	mouse75	22	22	True	9	comparator	0.011532448005	22
Cox5a	mouse76	45	45	True	9	comparator	0.00608525771455	45
Cox5a	mouse8	29	28	True	3	comparator	-0.0247293869109	28
Cox5a	mouse9	36	36	True	3	comparator	0.00460441979563	36
Ddx3x	mouse10	22	22	True	3	comparator	-0.0222139077885	22
Ddx3x	mouse11	28	28	True	3	comparator	-0.0162397810121	28
Ddx3x	mouse12	20	20	True	3	comparator	0.00984283059637	20
Ddx3x	mouse15	28	28	True	3	comparator	0.00216273124846	28
Ddx3x	mouse18	32	32	True	4	comparator	0.0158169483094	32
Ddx3x	mouse20	26	26	True	4	comparator	-0.00578455207033	26
Ddx3x	mouse21	29	29	True	4	comparator	-0.0105067715137	29
Ddx3x	mouse23	25	25	True	4	comparator	0.00135308101116	25
Ddx3x	mouse25	20	20	True	4	comparator	-0.0436131281322	20
Ddx3x	mouse26	24	24	True	4	comparator	-0.0053999195704	24
Ddx3x	mouse34	21	21	True	5	comparator	-0.0392569413114	21
Ddx3x	mouse35	20	20	True	5	comparator	0.0385045492011	20
Ddx3x	mouse38	20	20	True	6	comparator	-0.00407798170176	20
Ddx3x	mouse44	37	37	True	6	comparator	0.00621798319965	37
Ddx3x	mouse52	27	27	True	7	comparator	-0.0293752447082	27
Ddx3x	mouse54	26	26	True	7	comparator	0.0138705203926	26
Ddx3x	mouse55	26	26	True	7	comparator	0.000202445321303	26
Ddx3x	mouse60	35	35	True	8	comparator	0.0111506126735	35
Ddx3x	mouse62	53	53	True	8	comparator	-0.00949083034152	53
Ddx3x	mouse63	35	35	True	8	comparator	-0.00533272256097	35
Ddx3x	mouse67	28	28	True	9	comparator	0.0216890931141	28
Ddx3x	mouse68	48	48	True	9	comparator	-0.000240630497416	48
Ddx3x	mouse69	22	21	True	9	comparator	0.0118399604351	21
Ddx3x	mouse7	27	27	True	2	comparator	-0.00910730657549	27
Ddx3x	mouse70	27	27	True	9	comparator	-0.00440267680434	27
Ddx3x	mouse72	51	51	True	9	comparator	-0.00196340019832	51
Ddx3x	mouse73	27	27	True	9	comparator	-0.00710664770712	27
Ddx3x	mouse74	24	24	True	9	comparator	-0.00528800689566	24
Ddx3x	mouse76	48	48	True	9	comparator	-0.00377089745279	48
Ddx3x	mouse9	24	24	True	3	comparator	-0.00385747424423	24
Dnajb4	mouse11	25	25	True	3	comparator	0.024059398441	25
Dnajb4	mouse13	20	20	True	3	comparator	-0.040522498315	20
Dnajb4	mouse18	20	20	True	4	comparator	0.00517760509632	20
Dnajb4	mouse22	26	25	True	4	comparator	-0.00722327150726	25
Dnajb4	mouse23	28	28	True	4	comparator	-0.0105350697172	28
Dnajb4	mouse45	23	23	True	6	comparator	-0.011676239532	23
Dnajb4	mouse52	21	21	True	7	comparator	0.00240688085711	21
Dnajb4	mouse54	34	34	True	7	comparator	-0.00193218105199	34
Dnajb4	mouse55	30	29	True	7	comparator	-0.00234190496085	29
Dnajb4	mouse60	28	28	True	8	comparator	0.00314972445537	28
Dnajb4	mouse62	51	51	True	8	comparator	0.0201721396726	51
Dnajb4	mouse63	34	34	True	8	comparator	0.0029478542147	34
Dnajb4	mouse67	23	23	True	9	comparator	0.00764787421183	23
Dnajb4	mouse68	39	39	True	9	comparator	0.0150465093969	39
Dnajb4	mouse7	27	27	True	2	comparator	0.0070289649979	27
Dnajb4	mouse70	26	26	True	9	comparator	-0.0254692367043	26
Dnajb4	mouse72	43	43	True	9	comparator	-0.00162189836769	43
Dnajb4	mouse73	29	29	True	9	comparator	-0.00328075082522	29
Dnajb4	mouse74	22	22	True	9	comparator	-0.0119604370669	22
Dnajb4	mouse76	40	40	True	9	comparator	0.000491098140772	40
Dnajb4	mouse9	30	30	True	3	comparator	0.00519935925844	30
Fnip1	mouse11	23	23	True	3	comparator	-0.0122443394819	23
Fnip1	mouse13	24	24	True	3	comparator	0.0167414078111	24
Fnip1	mouse15	20	20	True	3	comparator	-0.006351402922	20
Fnip1	mouse18	28	28	True	4	comparator	-0.0108561236731	28
Fnip1	mouse20	29	29	True	4	comparator	0.0071259803633	29
Fnip1	mouse21	22	22	True	4	comparator	-0.0282014763812	22
Fnip1	mouse23	32	32	True	4	comparator	0.0103818984662	32
Fnip1	mouse38	23	22	True	6	comparator	-0.0139759595484	22
Fnip1	mouse4	26	25	True	2	comparator	0.00563231569237	25
Fnip1	mouse44	20	20	True	6	comparator	0.00418530024332	20
Fnip1	mouse45	21	21	True	6	comparator	-0.0232514491301	21
Fnip1	mouse54	27	27	True	7	comparator	-0.00208242779629	27
Fnip1	mouse60	40	40	True	8	comparator	-0.0169532976867	40
Fnip1	mouse62	34	34	True	8	comparator	-0.00189194350091	34
Fnip1	mouse63	39	38	True	8	comparator	-0.0192329467119	38
Fnip1	mouse67	41	41	True	9	comparator	-0.00521116484814	41
Fnip1	mouse68	43	43	True	9	comparator	0.00719148786738	43
