gene_target	source	predicted_group	n	group
Becn1	mouse9	001 L5-6 IT Glut	1	3501
Becn1	mouse9	005 L4-5 IT CTX Glut	3	3502
Becn1	mouse9	007 L2-3 IT CTX Glut	2	3503
Becn1	mouse9	008 L2-3 IT ENT PPP RSP Glut	1	3504
Becn1	mouse9	012 MEA LA CA1 DG Glut	1	3505
Becn1	mouse9	017 CA3 CA2-FC DG Glut	3	3506
Becn1	mouse9	022 L5 ET CTX Glut	1	3507
Becn1	mouse9	027 NP-CT-L6b-OB Glut	2	3508
Becn1	mouse9	046 CTX-CGE GABA	1	3509
Becn1	mouse9	052 Pvalb Gaba	2	3510
Becn1	mouse9	053 Sst Gaba	1	3511
Becn1	mouse9	054 CNU-MGE GABA	1	3512
Becn1	mouse9	059 CNU-LGE LSX GABA	1	3513
Becn1	mouse9	066 CNU-HYa HY GABA	3	3514
Becn1	mouse9	110 CNU-HYa HY MM Glut	2	3515
Becn1	mouse9	145 MH-LH TH Glut	2	3516
Becn1	mouse9	151 TH Prkcd Grin2c Glut	4	3517
Becn1	mouse9	155 MB Glut	6	3518
Becn1	mouse9	191 MB P MY GABA	2	3519
Becn1	mouse9	217 P MY Pineal Glut	3	3520
Brsk2	mouse10	005 L4-5 IT CTX Glut	1	3521
Brsk2	mouse10	008 L2-3 IT ENT PPP RSP Glut	1	3522
Brsk2	mouse10	012 MEA LA CA1 DG Glut	1	3523
Brsk2	mouse10	022 L5 ET CTX Glut	1	3524
Brsk2	mouse10	027 NP-CT-L6b-OB Glut	3	3525
Brsk2	mouse10	046 CTX-CGE GABA	1	3526
Brsk2	mouse10	052 Pvalb Gaba	1	3527
Brsk2	mouse10	053 Sst Gaba	1	3528
Brsk2	mouse10	054 CNU-MGE GABA	2	3529
Brsk2	mouse10	059 CNU-LGE LSX GABA	1	3530
Brsk2	mouse10	066 CNU-HYa HY GABA	3	3531
Brsk2	mouse10	110 CNU-HYa HY MM Glut	1	3532
Brsk2	mouse10	145 MH-LH TH Glut	2	3533
Brsk2	mouse10	151 TH Prkcd Grin2c Glut	2	3534
Brsk2	mouse10	155 MB Glut	2	3535
Brsk2	mouse10	191 MB P MY GABA	2	3536
Brsk2	mouse10	308 CB GABA	1	3537
Brsk2	mouse11	001 L5-6 IT Glut	6	3538
Brsk2	mouse11	005 L4-5 IT CTX Glut	1	3539
Brsk2	mouse11	007 L2-3 IT CTX Glut	3	3540
Brsk2	mouse11	009 L2-3 IT PIR AON ENT Glut	2	3541
Brsk2	mouse11	012 MEA LA CA1 DG Glut	2	3542
Brsk2	mouse11	017 CA3 CA2-FC DG Glut	1	3543
Brsk2	mouse11	027 NP-CT-L6b-OB Glut	3	3544
Brsk2	mouse11	046 CTX-CGE GABA	2	3545
Brsk2	mouse11	052 Pvalb Gaba	3	3546
Brsk2	mouse11	053 Sst Gaba	2	3547
Brsk2	mouse11	054 CNU-MGE GABA	2	3548
Brsk2	mouse11	066 CNU-HYa HY GABA	4	3549
Brsk2	mouse11	110 CNU-HYa HY MM Glut	3	3550
Brsk2	mouse11	145 MH-LH TH Glut	2	3551
Brsk2	mouse11	151 TH Prkcd Grin2c Glut	7	3552
Brsk2	mouse11	155 MB Glut	11	3553
Brsk2	mouse11	191 MB P MY GABA	1	3554
Brsk2	mouse13	007 L2-3 IT CTX Glut	4	3555
Brsk2	mouse13	009 L2-3 IT PIR AON ENT Glut	2	3556
Brsk2	mouse13	012 MEA LA CA1 DG Glut	1	3557
Brsk2	mouse13	017 CA3 CA2-FC DG Glut	3	3558
Brsk2	mouse13	022 L5 ET CTX Glut	1	3559
Brsk2	mouse13	027 NP-CT-L6b-OB Glut	2	3560
Brsk2	mouse13	046 CTX-CGE GABA	1	3561
Brsk2	mouse13	052 Pvalb Gaba	3	3562
Brsk2	mouse13	053 Sst Gaba	3	3563
Brsk2	mouse13	059 CNU-LGE LSX GABA	1	3564
Brsk2	mouse13	110 CNU-HYa HY MM Glut	2	3565
Brsk2	mouse13	145 MH-LH TH Glut	3	3566
Brsk2	mouse13	151 TH Prkcd Grin2c Glut	4	3567
Brsk2	mouse13	155 MB Glut	3	3568
Brsk2	mouse13	191 MB P MY GABA	2	3569
Brsk2	mouse13	217 P MY Pineal Glut	2	3570
Brsk2	mouse15	001 L5-6 IT Glut	3	3571
Brsk2	mouse15	005 L4-5 IT CTX Glut	3	3572
Brsk2	mouse15	008 L2-3 IT ENT PPP RSP Glut	1	3573
Brsk2	mouse15	009 L2-3 IT PIR AON ENT Glut	2	3574
Brsk2	mouse15	012 MEA LA CA1 DG Glut	3	3575
Brsk2	mouse15	022 L5 ET CTX Glut	2	3576
Brsk2	mouse15	027 NP-CT-L6b-OB Glut	2	3577
Brsk2	mouse15	052 Pvalb Gaba	3	3578
Brsk2	mouse15	054 CNU-MGE GABA	1	3579
Brsk2	mouse15	059 CNU-LGE LSX GABA	1	3580
Brsk2	mouse15	066 CNU-HYa HY GABA	2	3581
Brsk2	mouse15	145 MH-LH TH Glut	4	3582
Brsk2	mouse15	151 TH Prkcd Grin2c Glut	2	3583
Brsk2	mouse15	155 MB Glut	3	3584
Brsk2	mouse15	191 MB P MY GABA	5	3585
Brsk2	mouse15	308 CB GABA	2	3586
Brsk2	mouse16	001 L5-6 IT Glut	1	3587
Brsk2	mouse16	005 L4-5 IT CTX Glut	1	3588
Brsk2	mouse16	007 L2-3 IT CTX Glut	2	3589
Brsk2	mouse16	009 L2-3 IT PIR AON ENT Glut	2	3590
Brsk2	mouse16	017 CA3 CA2-FC DG Glut	1	3591
Brsk2	mouse16	046 CTX-CGE GABA	1	3592
Brsk2	mouse16	052 Pvalb Gaba	1	3593
Brsk2	mouse16	053 Sst Gaba	1	3594
Brsk2	mouse16	054 CNU-MGE GABA	2	3595
Brsk2	mouse16	059 CNU-LGE LSX GABA	1	3596
Brsk2	mouse16	066 CNU-HYa HY GABA	1	3597
Brsk2	mouse16	110 CNU-HYa HY MM Glut	2	3598
Brsk2	mouse16	145 MH-LH TH Glut	1	3599
Brsk2	mouse16	151 TH Prkcd Grin2c Glut	5	3600
Brsk2	mouse16	155 MB Glut	3	3601
Brsk2	mouse16	191 MB P MY GABA	2	3602
Brsk2	mouse16	308 CB GABA	1	3603
Brsk2	mouse17	005 L4-5 IT CTX Glut	2	3604
Brsk2	mouse17	008 L2-3 IT ENT PPP RSP Glut	1	3605
Brsk2	mouse17	009 L2-3 IT PIR AON ENT Glut	3	3606
Brsk2	mouse17	012 MEA LA CA1 DG Glut	1	3607
Brsk2	mouse17	017 CA3 CA2-FC DG Glut	1	3608
Brsk2	mouse17	022 L5 ET CTX Glut	1	3609
Brsk2	mouse17	052 Pvalb Gaba	1	3610
Brsk2	mouse17	053 Sst Gaba	1	3611
Brsk2	mouse17	054 CNU-MGE GABA	2	3612
Brsk2	mouse17	066 CNU-HYa HY GABA	1	3613
Brsk2	mouse17	110 CNU-HYa HY MM Glut	1	3614
Brsk2	mouse17	145 MH-LH TH Glut	1	3615
Brsk2	mouse17	151 TH Prkcd Grin2c Glut	3	3616
Brsk2	mouse17	155 MB Glut	1	3617
Brsk2	mouse17	308 CB GABA	1	3618
Brsk2	mouse18	001 L5-6 IT Glut	1	3619
Brsk2	mouse18	005 L4-5 IT CTX Glut	3	3620
Brsk2	mouse18	012 MEA LA CA1 DG Glut	2	3621
Brsk2	mouse18	017 CA3 CA2-FC DG Glut	2	3622
Brsk2	mouse18	027 NP-CT-L6b-OB Glut	6	3623
Brsk2	mouse18	046 CTX-CGE GABA	4	3624
Brsk2	mouse18	052 Pvalb Gaba	3	3625
Brsk2	mouse18	054 CNU-MGE GABA	3	3626
Brsk2	mouse18	059 CNU-LGE LSX GABA	2	3627
Brsk2	mouse18	110 CNU-HYa HY MM Glut	3	3628
Brsk2	mouse18	145 MH-LH TH Glut	3	3629
Brsk2	mouse18	151 TH Prkcd Grin2c Glut	3	3630
Brsk2	mouse18	155 MB Glut	5	3631
Brsk2	mouse18	215 MB Dopa	1	3632
Brsk2	mouse18	308 CB GABA	3	3633
Brsk2	mouse19	001 L5-6 IT Glut	2	3634
Brsk2	mouse19	005 L4-5 IT CTX Glut	1	3635
Brsk2	mouse19	007 L2-3 IT CTX Glut	1	3636
Brsk2	mouse19	008 L2-3 IT ENT PPP RSP Glut	1	3637
Brsk2	mouse19	012 MEA LA CA1 DG Glut	4	3638
Brsk2	mouse19	022 L5 ET CTX Glut	2	3639
Brsk2	mouse19	027 NP-CT-L6b-OB Glut	2	3640
Brsk2	mouse19	052 Pvalb Gaba	2	3641
Brsk2	mouse19	054 CNU-MGE GABA	1	3642
Brsk2	mouse19	059 CNU-LGE LSX GABA	1	3643
Brsk2	mouse19	145 MH-LH TH Glut	1	3644
Brsk2	mouse19	151 TH Prkcd Grin2c Glut	2	3645
Brsk2	mouse19	155 MB Glut	1	3646
Brsk2	mouse19	191 MB P MY GABA	1	3647
Brsk2	mouse19	215 MB Dopa	1	3648
Brsk2	mouse19	217 P MY Pineal Glut	2	3649
Brsk2	mouse20	001 L5-6 IT Glut	3	3650
Brsk2	mouse20	005 L4-5 IT CTX Glut	1	3651
Brsk2	mouse20	007 L2-3 IT CTX Glut	4	3652
Brsk2	mouse20	008 L2-3 IT ENT PPP RSP Glut	2	3653
Brsk2	mouse20	009 L2-3 IT PIR AON ENT Glut	2	3654
Brsk2	mouse20	012 MEA LA CA1 DG Glut	1	3655
Brsk2	mouse20	017 CA3 CA2-FC DG Glut	2	3656
Brsk2	mouse20	022 L5 ET CTX Glut	1	3657
Brsk2	mouse20	046 CTX-CGE GABA	3	3658
Brsk2	mouse20	052 Pvalb Gaba	2	3659
Brsk2	mouse20	054 CNU-MGE GABA	2	3660
Brsk2	mouse20	059 CNU-LGE LSX GABA	3	3661
Brsk2	mouse20	066 CNU-HYa HY GABA	1	3662
Brsk2	mouse20	110 CNU-HYa HY MM Glut	4	3663
Brsk2	mouse20	145 MH-LH TH Glut	1	3664
Brsk2	mouse20	151 TH Prkcd Grin2c Glut	3	3665
Brsk2	mouse20	155 MB Glut	4	3666
Brsk2	mouse20	191 MB P MY GABA	4	3667
Brsk2	mouse20	217 P MY Pineal Glut	2	3668
Brsk2	mouse20	308 CB GABA	2	3669
Brsk2	mouse21	001 L5-6 IT Glut	1	3670
Brsk2	mouse21	005 L4-5 IT CTX Glut	2	3671
Brsk2	mouse21	007 L2-3 IT CTX Glut	2	3672
Brsk2	mouse21	008 L2-3 IT ENT PPP RSP Glut	1	3673
Brsk2	mouse21	009 L2-3 IT PIR AON ENT Glut	3	3674
Brsk2	mouse21	012 MEA LA CA1 DG Glut	1	3675
Brsk2	mouse21	017 CA3 CA2-FC DG Glut	2	3676
Brsk2	mouse21	027 NP-CT-L6b-OB Glut	2	3677
Brsk2	mouse21	052 Pvalb Gaba	1	3678
Brsk2	mouse21	053 Sst Gaba	1	3679
Brsk2	mouse21	110 CNU-HYa HY MM Glut	3	3680
Brsk2	mouse21	151 TH Prkcd Grin2c Glut	7	3681
Brsk2	mouse21	155 MB Glut	2	3682
Brsk2	mouse21	191 MB P MY GABA	2	3683
Brsk2	mouse21	215 MB Dopa	1	3684
Brsk2	mouse21	308 CB GABA	2	3685
Brsk2	mouse22	001 L5-6 IT Glut	1	3686
Brsk2	mouse22	005 L4-5 IT CTX Glut	1	3687
Brsk2	mouse22	008 L2-3 IT ENT PPP RSP Glut	2	3688
Brsk2	mouse22	009 L2-3 IT PIR AON ENT Glut	2	3689
Brsk2	mouse22	017 CA3 CA2-FC DG Glut	2	3690
Brsk2	mouse22	022 L5 ET CTX Glut	2	3691
Brsk2	mouse22	046 CTX-CGE GABA	1	3692
Brsk2	mouse22	052 Pvalb Gaba	4	3693
Brsk2	mouse22	053 Sst Gaba	3	3694
Brsk2	mouse22	054 CNU-MGE GABA	1	3695
Brsk2	mouse22	110 CNU-HYa HY MM Glut	2	3696
Brsk2	mouse22	145 MH-LH TH Glut	2	3697
Brsk2	mouse22	151 TH Prkcd Grin2c Glut	7	3698
Brsk2	mouse22	155 MB Glut	1	3699
Brsk2	mouse22	191 MB P MY GABA	1	3700
Brsk2	mouse22	308 CB GABA	4	3701
Brsk2	mouse23	001 L5-6 IT Glut	1	3702
Brsk2	mouse23	005 L4-5 IT CTX Glut	6	3703
Brsk2	mouse23	009 L2-3 IT PIR AON ENT Glut	5	3704
Brsk2	mouse23	012 MEA LA CA1 DG Glut	2	3705
Brsk2	mouse23	017 CA3 CA2-FC DG Glut	4	3706
Brsk2	mouse23	022 L5 ET CTX Glut	3	3707
Brsk2	mouse23	027 NP-CT-L6b-OB Glut	3	3708
Brsk2	mouse23	046 CTX-CGE GABA	2	3709
Brsk2	mouse23	052 Pvalb Gaba	6	3710
Brsk2	mouse23	054 CNU-MGE GABA	4	3711
Brsk2	mouse23	059 CNU-LGE LSX GABA	5	3712
Brsk2	mouse23	066 CNU-HYa HY GABA	3	3713
Brsk2	mouse23	110 CNU-HYa HY MM Glut	2	3714
Brsk2	mouse23	145 MH-LH TH Glut	1	3715
Brsk2	mouse23	151 TH Prkcd Grin2c Glut	4	3716
Brsk2	mouse23	155 MB Glut	1	3717
Brsk2	mouse23	191 MB P MY GABA	3	3718
Brsk2	mouse23	217 P MY Pineal Glut	4	3719
Brsk2	mouse23	308 CB GABA	3	3720
Brsk2	mouse24	005 L4-5 IT CTX Glut	1	3721
Brsk2	mouse24	009 L2-3 IT PIR AON ENT Glut	2	3722
Brsk2	mouse24	012 MEA LA CA1 DG Glut	1	3723
Brsk2	mouse24	022 L5 ET CTX Glut	1	3724
Brsk2	mouse24	052 Pvalb Gaba	1	3725
Brsk2	mouse24	053 Sst Gaba	1	3726
Brsk2	mouse24	054 CNU-MGE GABA	3	3727
Brsk2	mouse24	110 CNU-HYa HY MM Glut	3	3728
Brsk2	mouse24	151 TH Prkcd Grin2c Glut	2	3729
Brsk2	mouse24	155 MB Glut	2	3730
Brsk2	mouse24	191 MB P MY GABA	2	3731
Brsk2	mouse24	217 P MY Pineal Glut	2	3732
Brsk2	mouse25	007 L2-3 IT CTX Glut	3	3733
Brsk2	mouse25	009 L2-3 IT PIR AON ENT Glut	2	3734
Brsk2	mouse25	012 MEA LA CA1 DG Glut	1	3735
Brsk2	mouse25	022 L5 ET CTX Glut	1	3736
Brsk2	mouse25	046 CTX-CGE GABA	1	3737
Brsk2	mouse25	052 Pvalb Gaba	3	3738
Brsk2	mouse25	054 CNU-MGE GABA	1	3739
Brsk2	mouse25	059 CNU-LGE LSX GABA	1	3740
Brsk2	mouse25	110 CNU-HYa HY MM Glut	3	3741
Brsk2	mouse25	145 MH-LH TH Glut	5	3742
Brsk2	mouse25	151 TH Prkcd Grin2c Glut	1	3743
Brsk2	mouse25	155 MB Glut	3	3744
Brsk2	mouse25	191 MB P MY GABA	2	3745
Brsk2	mouse25	308 CB GABA	1	3746
Brsk2	mouse34	005 L4-5 IT CTX Glut	3	3747
Brsk2	mouse34	007 L2-3 IT CTX Glut	1	3748
Brsk2	mouse34	008 L2-3 IT ENT PPP RSP Glut	1	3749
Brsk2	mouse34	009 L2-3 IT PIR AON ENT Glut	1	3750
Brsk2	mouse34	017 CA3 CA2-FC DG Glut	1	3751
Brsk2	mouse34	027 NP-CT-L6b-OB Glut	1	3752
Brsk2	mouse34	046 CTX-CGE GABA	3	3753
Brsk2	mouse34	052 Pvalb Gaba	4	3754
Brsk2	mouse34	053 Sst Gaba	3	3755
Brsk2	mouse34	054 CNU-MGE GABA	1	3756
Brsk2	mouse34	145 MH-LH TH Glut	2	3757
Brsk2	mouse34	151 TH Prkcd Grin2c Glut	4	3758
Brsk2	mouse34	155 MB Glut	1	3759
Brsk2	mouse34	191 MB P MY GABA	2	3760
Brsk2	mouse34	217 P MY Pineal Glut	1	3761
Brsk2	mouse34	308 CB GABA	1	3762
Brsk2	mouse35	001 L5-6 IT Glut	1	3763
Brsk2	mouse35	005 L4-5 IT CTX Glut	2	3764
Brsk2	mouse35	007 L2-3 IT CTX Glut	2	3765
Brsk2	mouse35	008 L2-3 IT ENT PPP RSP Glut	1	3766
Brsk2	mouse35	017 CA3 CA2-FC DG Glut	3	3767
Brsk2	mouse35	027 NP-CT-L6b-OB Glut	1	3768
Brsk2	mouse35	046 CTX-CGE GABA	2	3769
Brsk2	mouse35	052 Pvalb Gaba	2	3770
Brsk2	mouse35	053 Sst Gaba	1	3771
Brsk2	mouse35	054 CNU-MGE GABA	1	3772
Brsk2	mouse35	059 CNU-LGE LSX GABA	2	3773
Brsk2	mouse35	110 CNU-HYa HY MM Glut	1	3774
Brsk2	mouse35	145 MH-LH TH Glut	2	3775
Brsk2	mouse35	151 TH Prkcd Grin2c Glut	3	3776
Brsk2	mouse35	155 MB Glut	1	3777
Brsk2	mouse35	191 MB P MY GABA	2	3778
Brsk2	mouse35	217 P MY Pineal Glut	1	3779
Brsk2	mouse35	308 CB GABA	1	3780
Brsk2	mouse36	005 L4-5 IT CTX Glut	4	3781
Brsk2	mouse36	007 L2-3 IT CTX Glut	1	3782
Brsk2	mouse36	009 L2-3 IT PIR AON ENT Glut	1	3783
Brsk2	mouse36	012 MEA LA CA1 DG Glut	1	3784
Brsk2	mouse36	022 L5 ET CTX Glut	2	3785
Brsk2	mouse36	046 CTX-CGE GABA	2	3786
Brsk2	mouse36	052 Pvalb Gaba	3	3787
Brsk2	mouse36	054 CNU-MGE GABA	1	3788
Brsk2	mouse36	066 CNU-HYa HY GABA	1	3789
Brsk2	mouse36	151 TH Prkcd Grin2c Glut	3	3790
Brsk2	mouse36	155 MB Glut	2	3791
Brsk2	mouse36	308 CB GABA	1	3792
Brsk2	mouse37	005 L4-5 IT CTX Glut	1	3793
Brsk2	mouse37	009 L2-3 IT PIR AON ENT Glut	1	3794
Brsk2	mouse37	012 MEA LA CA1 DG Glut	2	3795
Brsk2	mouse37	017 CA3 CA2-FC DG Glut	1	3796
Brsk2	mouse37	022 L5 ET CTX Glut	3	3797
Brsk2	mouse37	052 Pvalb Gaba	1	3798
Brsk2	mouse37	054 CNU-MGE GABA	2	3799
Brsk2	mouse37	059 CNU-LGE LSX GABA	1	3800
Brsk2	mouse37	066 CNU-HYa HY GABA	2	3801
Brsk2	mouse37	110 CNU-HYa HY MM Glut	2	3802
Brsk2	mouse37	145 MH-LH TH Glut	2	3803
Brsk2	mouse37	151 TH Prkcd Grin2c Glut	5	3804
Brsk2	mouse37	191 MB P MY GABA	2	3805
Brsk2	mouse37	217 P MY Pineal Glut	1	3806
Brsk2	mouse37	308 CB GABA	1	3807
Brsk2	mouse38	001 L5-6 IT Glut	1	3808
Brsk2	mouse38	005 L4-5 IT CTX Glut	2	3809
Brsk2	mouse38	008 L2-3 IT ENT PPP RSP Glut	1	3810
Brsk2	mouse38	009 L2-3 IT PIR AON ENT Glut	3	3811
Brsk2	mouse38	012 MEA LA CA1 DG Glut	3	3812
Brsk2	mouse38	017 CA3 CA2-FC DG Glut	1	3813
Brsk2	mouse38	022 L5 ET CTX Glut	1	3814
Brsk2	mouse38	027 NP-CT-L6b-OB Glut	3	3815
Brsk2	mouse38	053 Sst Gaba	2	3816
Brsk2	mouse38	054 CNU-MGE GABA	1	3817
Brsk2	mouse38	145 MH-LH TH Glut	3	3818
Brsk2	mouse38	151 TH Prkcd Grin2c Glut	1	3819
Brsk2	mouse38	155 MB Glut	5	3820
Brsk2	mouse38	191 MB P MY GABA	4	3821
Brsk2	mouse38	217 P MY Pineal Glut	1	3822
Brsk2	mouse38	308 CB GABA	2	3823
Brsk2	mouse4	005 L4-5 IT CTX Glut	4	3824
Brsk2	mouse4	007 L2-3 IT CTX Glut	4	3825
Brsk2	mouse4	012 MEA LA CA1 DG Glut	1	3826
Brsk2	mouse4	017 CA3 CA2-FC DG Glut	1	3827
Brsk2	mouse4	027 NP-CT-L6b-OB Glut	2	3828
Brsk2	mouse4	046 CTX-CGE GABA	3	3829
Brsk2	mouse4	052 Pvalb Gaba	1	3830
Brsk2	mouse4	054 CNU-MGE GABA	1	3831
Brsk2	mouse4	066 CNU-HYa HY GABA	1	3832
Brsk2	mouse4	110 CNU-HYa HY MM Glut	2	3833
Brsk2	mouse4	145 MH-LH TH Glut	1	3834
Brsk2	mouse4	155 MB Glut	1	3835
Brsk2	mouse4	191 MB P MY GABA	2	3836
Brsk2	mouse4	308 CB GABA	1	3837
Brsk2	mouse44	001 L5-6 IT Glut	1	3838
Brsk2	mouse44	005 L4-5 IT CTX Glut	3	3839
Brsk2	mouse44	007 L2-3 IT CTX Glut	1	3840
Brsk2	mouse44	008 L2-3 IT ENT PPP RSP Glut	2	3841
Brsk2	mouse44	009 L2-3 IT PIR AON ENT Glut	3	3842
Brsk2	mouse44	012 MEA LA CA1 DG Glut	1	3843
Brsk2	mouse44	027 NP-CT-L6b-OB Glut	1	3844
Brsk2	mouse44	046 CTX-CGE GABA	3	3845
Brsk2	mouse44	052 Pvalb Gaba	2	3846
Brsk2	mouse44	053 Sst Gaba	1	3847
Brsk2	mouse44	054 CNU-MGE GABA	2	3848
Brsk2	mouse44	066 CNU-HYa HY GABA	2	3849
Brsk2	mouse44	145 MH-LH TH Glut	2	3850
Brsk2	mouse44	151 TH Prkcd Grin2c Glut	2	3851
Brsk2	mouse44	155 MB Glut	3	3852
Brsk2	mouse44	191 MB P MY GABA	1	3853
Brsk2	mouse44	308 CB GABA	4	3854
Brsk2	mouse45	007 L2-3 IT CTX Glut	1	3855
Brsk2	mouse45	009 L2-3 IT PIR AON ENT Glut	1	3856
Brsk2	mouse45	012 MEA LA CA1 DG Glut	1	3857
Brsk2	mouse45	017 CA3 CA2-FC DG Glut	2	3858
Brsk2	mouse45	022 L5 ET CTX Glut	2	3859
Brsk2	mouse45	027 NP-CT-L6b-OB Glut	5	3860
Brsk2	mouse45	046 CTX-CGE GABA	2	3861
Brsk2	mouse45	052 Pvalb Gaba	3	3862
Brsk2	mouse45	110 CNU-HYa HY MM Glut	1	3863
Brsk2	mouse45	145 MH-LH TH Glut	1	3864
Brsk2	mouse45	155 MB Glut	2	3865
Brsk2	mouse45	191 MB P MY GABA	3	3866
Brsk2	mouse45	217 P MY Pineal Glut	2	3867
Brsk2	mouse45	308 CB GABA	1	3868
Brsk2	mouse52	001 L5-6 IT Glut	1	3869
Brsk2	mouse52	005 L4-5 IT CTX Glut	3	3870
Brsk2	mouse52	007 L2-3 IT CTX Glut	4	3871
Brsk2	mouse52	008 L2-3 IT ENT PPP RSP Glut	2	3872
Brsk2	mouse52	009 L2-3 IT PIR AON ENT Glut	2	3873
Brsk2	mouse52	012 MEA LA CA1 DG Glut	1	3874
Brsk2	mouse52	017 CA3 CA2-FC DG Glut	2	3875
Brsk2	mouse52	022 L5 ET CTX Glut	2	3876
Brsk2	mouse52	046 CTX-CGE GABA	2	3877
Brsk2	mouse52	052 Pvalb Gaba	5	3878
Brsk2	mouse52	054 CNU-MGE GABA	1	3879
Brsk2	mouse52	059 CNU-LGE LSX GABA	1	3880
Brsk2	mouse52	145 MH-LH TH Glut	1	3881
Brsk2	mouse52	155 MB Glut	4	3882
Brsk2	mouse52	191 MB P MY GABA	1	3883
Brsk2	mouse54	007 L2-3 IT CTX Glut	1	3884
Brsk2	mouse54	008 L2-3 IT ENT PPP RSP Glut	3	3885
Brsk2	mouse54	009 L2-3 IT PIR AON ENT Glut	5	3886
Brsk2	mouse54	017 CA3 CA2-FC DG Glut	2	3887
Brsk2	mouse54	022 L5 ET CTX Glut	1	3888
Brsk2	mouse54	027 NP-CT-L6b-OB Glut	4	3889
Brsk2	mouse54	046 CTX-CGE GABA	1	3890
Brsk2	mouse54	052 Pvalb Gaba	7	3891
Brsk2	mouse54	053 Sst Gaba	1	3892
Brsk2	mouse54	054 CNU-MGE GABA	1	3893
Brsk2	mouse54	059 CNU-LGE LSX GABA	1	3894
Brsk2	mouse54	110 CNU-HYa HY MM Glut	2	3895
Brsk2	mouse54	145 MH-LH TH Glut	1	3896
Brsk2	mouse54	151 TH Prkcd Grin2c Glut	5	3897
Brsk2	mouse54	155 MB Glut	1	3898
Brsk2	mouse54	191 MB P MY GABA	3	3899
Brsk2	mouse54	308 CB GABA	1	3900
Brsk2	mouse55	001 L5-6 IT Glut	1	3901
Brsk2	mouse55	005 L4-5 IT CTX Glut	3	3902
Brsk2	mouse55	007 L2-3 IT CTX Glut	1	3903
Brsk2	mouse55	008 L2-3 IT ENT PPP RSP Glut	1	3904
Brsk2	mouse55	009 L2-3 IT PIR AON ENT Glut	2	3905
Brsk2	mouse55	012 MEA LA CA1 DG Glut	4	3906
Brsk2	mouse55	017 CA3 CA2-FC DG Glut	1	3907
Brsk2	mouse55	022 L5 ET CTX Glut	2	3908
Brsk2	mouse55	027 NP-CT-L6b-OB Glut	1	3909
Brsk2	mouse55	052 Pvalb Gaba	3	3910
Brsk2	mouse55	053 Sst Gaba	1	3911
Brsk2	mouse55	054 CNU-MGE GABA	3	3912
Brsk2	mouse55	059 CNU-LGE LSX GABA	1	3913
Brsk2	mouse55	066 CNU-HYa HY GABA	3	3914
Brsk2	mouse55	110 CNU-HYa HY MM Glut	2	3915
Brsk2	mouse55	151 TH Prkcd Grin2c Glut	3	3916
Brsk2	mouse55	191 MB P MY GABA	2	3917
Brsk2	mouse55	215 MB Dopa	2	3918
Brsk2	mouse55	217 P MY Pineal Glut	2	3919
Brsk2	mouse55	308 CB GABA	4	3920
Brsk2	mouse57	001 L5-6 IT Glut	1	3921
Brsk2	mouse57	005 L4-5 IT CTX Glut	1	3922
Brsk2	mouse57	007 L2-3 IT CTX Glut	1	3923
Brsk2	mouse57	008 L2-3 IT ENT PPP RSP Glut	1	3924
Brsk2	mouse57	012 MEA LA CA1 DG Glut	1	3925
Brsk2	mouse57	017 CA3 CA2-FC DG Glut	1	3926
Brsk2	mouse57	022 L5 ET CTX Glut	1	3927
Brsk2	mouse57	027 NP-CT-L6b-OB Glut	1	3928
Brsk2	mouse57	046 CTX-CGE GABA	1	3929
Brsk2	mouse57	052 Pvalb Gaba	2	3930
Brsk2	mouse57	054 CNU-MGE GABA	1	3931
Brsk2	mouse57	145 MH-LH TH Glut	1	3932
Brsk2	mouse57	151 TH Prkcd Grin2c Glut	3	3933
Brsk2	mouse57	155 MB Glut	1	3934
Brsk2	mouse57	191 MB P MY GABA	3	3935
Brsk2	mouse57	308 CB GABA	1	3936
Brsk2	mouse6	001 L5-6 IT Glut	2	3937
Brsk2	mouse6	005 L4-5 IT CTX Glut	6	3938
Brsk2	mouse6	008 L2-3 IT ENT PPP RSP Glut	1	3939
Brsk2	mouse6	009 L2-3 IT PIR AON ENT Glut	1	3940
Brsk2	mouse6	017 CA3 CA2-FC DG Glut	3	3941
Brsk2	mouse6	027 NP-CT-L6b-OB Glut	1	3942
Brsk2	mouse6	054 CNU-MGE GABA	2	3943
Brsk2	mouse6	066 CNU-HYa HY GABA	3	3944
Brsk2	mouse6	110 CNU-HYa HY MM Glut	1	3945
Brsk2	mouse6	145 MH-LH TH Glut	1	3946
Brsk2	mouse6	155 MB Glut	6	3947
Brsk2	mouse6	191 MB P MY GABA	3	3948
Brsk2	mouse6	308 CB GABA	1	3949
Brsk2	mouse60	001 L5-6 IT Glut	1	3950
Brsk2	mouse60	005 L4-5 IT CTX Glut	3	3951
Brsk2	mouse60	007 L2-3 IT CTX Glut	3	3952
Brsk2	mouse60	008 L2-3 IT ENT PPP RSP Glut	1	3953
Brsk2	mouse60	009 L2-3 IT PIR AON ENT Glut	1	3954
Brsk2	mouse60	012 MEA LA CA1 DG Glut	3	3955
Brsk2	mouse60	017 CA3 CA2-FC DG Glut	3	3956
Brsk2	mouse60	022 L5 ET CTX Glut	2	3957
Brsk2	mouse60	027 NP-CT-L6b-OB Glut	2	3958
Brsk2	mouse60	052 Pvalb Gaba	5	3959
