gene_target	source	predicted_group	n	group
Adarb1	mouse11	005 L4-5 IT CTX Glut	4	0
Adarb1	mouse11	008 L2-3 IT ENT PPP RSP Glut	2	1
Adarb1	mouse11	009 L2-3 IT PIR AON ENT Glut	2	2
Adarb1	mouse11	012 MEA LA CA1 DG Glut	4	3
Adarb1	mouse11	017 CA3 CA2-FC DG Glut	1	4
Adarb1	mouse11	022 L5 ET CTX Glut	5	5
Adarb1	mouse11	027 NP-CT-L6b-OB Glut	3	6
Adarb1	mouse11	046 CTX-CGE GABA	3	7
Adarb1	mouse11	052 Pvalb Gaba	1	8
Adarb1	mouse11	053 Sst Gaba	2	9
Adarb1	mouse11	054 CNU-MGE GABA	2	10
Adarb1	mouse11	059 CNU-LGE LSX GABA	2	11
Adarb1	mouse11	066 CNU-HYa HY GABA	6	12
Adarb1	mouse11	110 CNU-HYa HY MM Glut	1	13
Adarb1	mouse11	145 MH-LH TH Glut	3	14
Adarb1	mouse11	151 TH Prkcd Grin2c Glut	4	15
Adarb1	mouse11	155 MB Glut	2	16
Adarb1	mouse11	191 MB P MY GABA	2	17
Adarb1	mouse11	308 CB GABA	3	18
Adarb1	mouse12	001 L5-6 IT Glut	2	19
Adarb1	mouse12	005 L4-5 IT CTX Glut	2	20
Adarb1	mouse12	008 L2-3 IT ENT PPP RSP Glut	2	21
Adarb1	mouse12	009 L2-3 IT PIR AON ENT Glut	2	22
Adarb1	mouse12	012 MEA LA CA1 DG Glut	2	23
Adarb1	mouse12	017 CA3 CA2-FC DG Glut	1	24
Adarb1	mouse12	022 L5 ET CTX Glut	1	25
Adarb1	mouse12	027 NP-CT-L6b-OB Glut	1	26
Adarb1	mouse12	046 CTX-CGE GABA	4	27
Adarb1	mouse12	052 Pvalb Gaba	4	28
Adarb1	mouse12	053 Sst Gaba	2	29
Adarb1	mouse12	066 CNU-HYa HY GABA	1	30
Adarb1	mouse12	110 CNU-HYa HY MM Glut	2	31
Adarb1	mouse12	145 MH-LH TH Glut	2	32
Adarb1	mouse12	155 MB Glut	3	33
Adarb1	mouse12	191 MB P MY GABA	2	34
Adarb1	mouse12	308 CB GABA	1	35
Adarb1	mouse13	005 L4-5 IT CTX Glut	3	36
Adarb1	mouse13	007 L2-3 IT CTX Glut	1	37
Adarb1	mouse13	008 L2-3 IT ENT PPP RSP Glut	1	38
Adarb1	mouse13	009 L2-3 IT PIR AON ENT Glut	2	39
Adarb1	mouse13	012 MEA LA CA1 DG Glut	1	40
Adarb1	mouse13	017 CA3 CA2-FC DG Glut	1	41
Adarb1	mouse13	022 L5 ET CTX Glut	1	42
Adarb1	mouse13	027 NP-CT-L6b-OB Glut	2	43
Adarb1	mouse13	046 CTX-CGE GABA	3	44
Adarb1	mouse13	052 Pvalb Gaba	3	45
Adarb1	mouse13	054 CNU-MGE GABA	1	46
Adarb1	mouse13	059 CNU-LGE LSX GABA	1	47
Adarb1	mouse13	066 CNU-HYa HY GABA	1	48
Adarb1	mouse13	110 CNU-HYa HY MM Glut	1	49
Adarb1	mouse13	155 MB Glut	1	50
Adarb1	mouse13	191 MB P MY GABA	1	51
Adarb1	mouse13	308 CB GABA	1	52
Adarb1	mouse15	005 L4-5 IT CTX Glut	2	53
Adarb1	mouse15	007 L2-3 IT CTX Glut	1	54
Adarb1	mouse15	009 L2-3 IT PIR AON ENT Glut	1	55
Adarb1	mouse15	012 MEA LA CA1 DG Glut	1	56
Adarb1	mouse15	017 CA3 CA2-FC DG Glut	1	57
Adarb1	mouse15	046 CTX-CGE GABA	1	58
Adarb1	mouse15	052 Pvalb Gaba	2	59
Adarb1	mouse15	053 Sst Gaba	1	60
Adarb1	mouse15	054 CNU-MGE GABA	2	61
Adarb1	mouse15	110 CNU-HYa HY MM Glut	4	62
Adarb1	mouse15	145 MH-LH TH Glut	2	63
Adarb1	mouse15	151 TH Prkcd Grin2c Glut	1	64
Adarb1	mouse15	155 MB Glut	6	65
Adarb1	mouse15	191 MB P MY GABA	3	66
Adarb1	mouse17	001 L5-6 IT Glut	1	67
Adarb1	mouse17	005 L4-5 IT CTX Glut	1	68
Adarb1	mouse17	008 L2-3 IT ENT PPP RSP Glut	1	69
Adarb1	mouse17	009 L2-3 IT PIR AON ENT Glut	2	70
Adarb1	mouse17	017 CA3 CA2-FC DG Glut	2	71
Adarb1	mouse17	027 NP-CT-L6b-OB Glut	1	72
Adarb1	mouse17	046 CTX-CGE GABA	1	73
Adarb1	mouse17	052 Pvalb Gaba	1	74
Adarb1	mouse17	054 CNU-MGE GABA	1	75
Adarb1	mouse17	066 CNU-HYa HY GABA	1	76
Adarb1	mouse17	151 TH Prkcd Grin2c Glut	3	77
Adarb1	mouse17	155 MB Glut	1	78
Adarb1	mouse17	191 MB P MY GABA	2	79
Adarb1	mouse17	215 MB Dopa	1	80
Adarb1	mouse17	308 CB GABA	3	81
Adarb1	mouse18	005 L4-5 IT CTX Glut	4	82
Adarb1	mouse18	007 L2-3 IT CTX Glut	3	83
Adarb1	mouse18	008 L2-3 IT ENT PPP RSP Glut	1	84
Adarb1	mouse18	009 L2-3 IT PIR AON ENT Glut	2	85
Adarb1	mouse18	012 MEA LA CA1 DG Glut	1	86
Adarb1	mouse18	017 CA3 CA2-FC DG Glut	3	87
Adarb1	mouse18	022 L5 ET CTX Glut	4	88
Adarb1	mouse18	027 NP-CT-L6b-OB Glut	1	89
Adarb1	mouse18	052 Pvalb Gaba	1	90
Adarb1	mouse18	053 Sst Gaba	2	91
Adarb1	mouse18	066 CNU-HYa HY GABA	2	92
Adarb1	mouse18	145 MH-LH TH Glut	2	93
Adarb1	mouse18	151 TH Prkcd Grin2c Glut	5	94
Adarb1	mouse18	155 MB Glut	5	95
Adarb1	mouse18	191 MB P MY GABA	2	96
Adarb1	mouse18	217 P MY Pineal Glut	2	97
Adarb1	mouse18	308 CB GABA	4	98
Adarb1	mouse19	001 L5-6 IT Glut	1	99
Adarb1	mouse19	009 L2-3 IT PIR AON ENT Glut	1	100
Adarb1	mouse19	017 CA3 CA2-FC DG Glut	1	101
Adarb1	mouse19	022 L5 ET CTX Glut	2	102
Adarb1	mouse19	046 CTX-CGE GABA	1	103
Adarb1	mouse19	052 Pvalb Gaba	1	104
Adarb1	mouse19	054 CNU-MGE GABA	1	105
Adarb1	mouse19	059 CNU-LGE LSX GABA	3	106
Adarb1	mouse19	066 CNU-HYa HY GABA	2	107
Adarb1	mouse19	110 CNU-HYa HY MM Glut	1	108
Adarb1	mouse19	145 MH-LH TH Glut	1	109
Adarb1	mouse19	151 TH Prkcd Grin2c Glut	1	110
Adarb1	mouse19	155 MB Glut	1	111
Adarb1	mouse19	191 MB P MY GABA	2	112
Adarb1	mouse19	217 P MY Pineal Glut	3	113
Adarb1	mouse20	001 L5-6 IT Glut	1	114
Adarb1	mouse20	005 L4-5 IT CTX Glut	1	115
Adarb1	mouse20	007 L2-3 IT CTX Glut	1	116
Adarb1	mouse20	008 L2-3 IT ENT PPP RSP Glut	1	117
Adarb1	mouse20	009 L2-3 IT PIR AON ENT Glut	4	118
Adarb1	mouse20	012 MEA LA CA1 DG Glut	1	119
Adarb1	mouse20	017 CA3 CA2-FC DG Glut	1	120
Adarb1	mouse20	022 L5 ET CTX Glut	2	121
Adarb1	mouse20	027 NP-CT-L6b-OB Glut	4	122
Adarb1	mouse20	046 CTX-CGE GABA	1	123
Adarb1	mouse20	053 Sst Gaba	2	124
Adarb1	mouse20	054 CNU-MGE GABA	1	125
Adarb1	mouse20	059 CNU-LGE LSX GABA	3	126
Adarb1	mouse20	066 CNU-HYa HY GABA	2	127
Adarb1	mouse20	110 CNU-HYa HY MM Glut	2	128
Adarb1	mouse20	145 MH-LH TH Glut	2	129
Adarb1	mouse20	151 TH Prkcd Grin2c Glut	3	130
Adarb1	mouse20	155 MB Glut	2	131
Adarb1	mouse20	215 MB Dopa	1	132
Adarb1	mouse20	217 P MY Pineal Glut	1	133
Adarb1	mouse20	308 CB GABA	1	134
Adarb1	mouse21	009 L2-3 IT PIR AON ENT Glut	4	135
Adarb1	mouse21	012 MEA LA CA1 DG Glut	1	136
Adarb1	mouse21	017 CA3 CA2-FC DG Glut	2	137
Adarb1	mouse21	022 L5 ET CTX Glut	1	138
Adarb1	mouse21	027 NP-CT-L6b-OB Glut	2	139
Adarb1	mouse21	053 Sst Gaba	4	140
Adarb1	mouse21	054 CNU-MGE GABA	1	141
Adarb1	mouse21	059 CNU-LGE LSX GABA	1	142
Adarb1	mouse21	066 CNU-HYa HY GABA	1	143
Adarb1	mouse21	110 CNU-HYa HY MM Glut	1	144
Adarb1	mouse21	151 TH Prkcd Grin2c Glut	1	145
Adarb1	mouse21	155 MB Glut	3	146
Adarb1	mouse21	191 MB P MY GABA	2	147
Adarb1	mouse21	308 CB GABA	2	148
Adarb1	mouse22	001 L5-6 IT Glut	1	149
Adarb1	mouse22	005 L4-5 IT CTX Glut	2	150
Adarb1	mouse22	009 L2-3 IT PIR AON ENT Glut	2	151
Adarb1	mouse22	012 MEA LA CA1 DG Glut	1	152
Adarb1	mouse22	017 CA3 CA2-FC DG Glut	2	153
Adarb1	mouse22	022 L5 ET CTX Glut	1	154
Adarb1	mouse22	046 CTX-CGE GABA	2	155
Adarb1	mouse22	054 CNU-MGE GABA	1	156
Adarb1	mouse22	059 CNU-LGE LSX GABA	1	157
Adarb1	mouse22	110 CNU-HYa HY MM Glut	2	158
Adarb1	mouse22	151 TH Prkcd Grin2c Glut	3	159
Adarb1	mouse22	155 MB Glut	5	160
Adarb1	mouse22	191 MB P MY GABA	1	161
Adarb1	mouse22	308 CB GABA	2	162
Adarb1	mouse23	001 L5-6 IT Glut	2	163
Adarb1	mouse23	005 L4-5 IT CTX Glut	6	164
Adarb1	mouse23	008 L2-3 IT ENT PPP RSP Glut	2	165
Adarb1	mouse23	009 L2-3 IT PIR AON ENT Glut	2	166
Adarb1	mouse23	012 MEA LA CA1 DG Glut	1	167
Adarb1	mouse23	022 L5 ET CTX Glut	1	168
Adarb1	mouse23	027 NP-CT-L6b-OB Glut	2	169
Adarb1	mouse23	046 CTX-CGE GABA	1	170
Adarb1	mouse23	052 Pvalb Gaba	2	171
Adarb1	mouse23	053 Sst Gaba	1	172
Adarb1	mouse23	059 CNU-LGE LSX GABA	3	173
Adarb1	mouse23	066 CNU-HYa HY GABA	5	174
Adarb1	mouse23	110 CNU-HYa HY MM Glut	1	175
Adarb1	mouse23	145 MH-LH TH Glut	2	176
Adarb1	mouse23	151 TH Prkcd Grin2c Glut	4	177
Adarb1	mouse23	155 MB Glut	6	178
Adarb1	mouse23	217 P MY Pineal Glut	1	179
Adarb1	mouse23	308 CB GABA	2	180
Adarb1	mouse25	005 L4-5 IT CTX Glut	2	181
Adarb1	mouse25	008 L2-3 IT ENT PPP RSP Glut	1	182
Adarb1	mouse25	009 L2-3 IT PIR AON ENT Glut	1	183
Adarb1	mouse25	012 MEA LA CA1 DG Glut	2	184
Adarb1	mouse25	046 CTX-CGE GABA	3	185
Adarb1	mouse25	052 Pvalb Gaba	2	186
Adarb1	mouse25	053 Sst Gaba	1	187
Adarb1	mouse25	059 CNU-LGE LSX GABA	1	188
Adarb1	mouse25	151 TH Prkcd Grin2c Glut	2	189
Adarb1	mouse25	155 MB Glut	3	190
Adarb1	mouse25	191 MB P MY GABA	2	191
Adarb1	mouse29	001 L5-6 IT Glut	1	192
Adarb1	mouse29	005 L4-5 IT CTX Glut	2	193
Adarb1	mouse29	007 L2-3 IT CTX Glut	1	194
Adarb1	mouse29	009 L2-3 IT PIR AON ENT Glut	1	195
Adarb1	mouse29	022 L5 ET CTX Glut	1	196
Adarb1	mouse29	046 CTX-CGE GABA	2	197
Adarb1	mouse29	054 CNU-MGE GABA	1	198
Adarb1	mouse29	059 CNU-LGE LSX GABA	1	199
Adarb1	mouse29	110 CNU-HYa HY MM Glut	2	200
Adarb1	mouse29	151 TH Prkcd Grin2c Glut	2	201
Adarb1	mouse29	155 MB Glut	2	202
Adarb1	mouse29	191 MB P MY GABA	2	203
Adarb1	mouse29	308 CB GABA	2	204
Adarb1	mouse31	009 L2-3 IT PIR AON ENT Glut	2	205
Adarb1	mouse31	017 CA3 CA2-FC DG Glut	2	206
Adarb1	mouse31	022 L5 ET CTX Glut	1	207
Adarb1	mouse31	052 Pvalb Gaba	1	208
Adarb1	mouse31	054 CNU-MGE GABA	2	209
Adarb1	mouse31	059 CNU-LGE LSX GABA	1	210
Adarb1	mouse31	066 CNU-HYa HY GABA	1	211
Adarb1	mouse31	110 CNU-HYa HY MM Glut	1	212
Adarb1	mouse31	145 MH-LH TH Glut	1	213
Adarb1	mouse31	151 TH Prkcd Grin2c Glut	4	214
Adarb1	mouse31	191 MB P MY GABA	3	215
Adarb1	mouse31	308 CB GABA	1	216
Adarb1	mouse34	001 L5-6 IT Glut	1	217
Adarb1	mouse34	005 L4-5 IT CTX Glut	2	218
Adarb1	mouse34	008 L2-3 IT ENT PPP RSP Glut	1	219
Adarb1	mouse34	022 L5 ET CTX Glut	1	220
Adarb1	mouse34	027 NP-CT-L6b-OB Glut	1	221
Adarb1	mouse34	052 Pvalb Gaba	1	222
Adarb1	mouse34	053 Sst Gaba	1	223
Adarb1	mouse34	054 CNU-MGE GABA	3	224
Adarb1	mouse34	059 CNU-LGE LSX GABA	1	225
Adarb1	mouse34	066 CNU-HYa HY GABA	2	226
Adarb1	mouse34	145 MH-LH TH Glut	4	227
Adarb1	mouse34	151 TH Prkcd Grin2c Glut	5	228
Adarb1	mouse34	155 MB Glut	1	229
Adarb1	mouse34	191 MB P MY GABA	1	230
Adarb1	mouse36	005 L4-5 IT CTX Glut	1	231
Adarb1	mouse36	008 L2-3 IT ENT PPP RSP Glut	2	232
Adarb1	mouse36	009 L2-3 IT PIR AON ENT Glut	1	233
Adarb1	mouse36	012 MEA LA CA1 DG Glut	1	234
Adarb1	mouse36	027 NP-CT-L6b-OB Glut	2	235
Adarb1	mouse36	046 CTX-CGE GABA	2	236
Adarb1	mouse36	052 Pvalb Gaba	2	237
Adarb1	mouse36	066 CNU-HYa HY GABA	1	238
Adarb1	mouse36	110 CNU-HYa HY MM Glut	1	239
Adarb1	mouse36	145 MH-LH TH Glut	1	240
Adarb1	mouse36	151 TH Prkcd Grin2c Glut	3	241
Adarb1	mouse36	191 MB P MY GABA	2	242
Adarb1	mouse36	217 P MY Pineal Glut	1	243
Adarb1	mouse38	005 L4-5 IT CTX Glut	2	244
Adarb1	mouse38	007 L2-3 IT CTX Glut	1	245
Adarb1	mouse38	009 L2-3 IT PIR AON ENT Glut	1	246
Adarb1	mouse38	017 CA3 CA2-FC DG Glut	2	247
Adarb1	mouse38	022 L5 ET CTX Glut	1	248
Adarb1	mouse38	027 NP-CT-L6b-OB Glut	1	249
Adarb1	mouse38	052 Pvalb Gaba	3	250
Adarb1	mouse38	053 Sst Gaba	1	251
Adarb1	mouse38	054 CNU-MGE GABA	1	252
Adarb1	mouse38	066 CNU-HYa HY GABA	1	253
Adarb1	mouse38	110 CNU-HYa HY MM Glut	4	254
Adarb1	mouse38	145 MH-LH TH Glut	2	255
Adarb1	mouse38	151 TH Prkcd Grin2c Glut	1	256
Adarb1	mouse4	001 L5-6 IT Glut	1	257
Adarb1	mouse4	007 L2-3 IT CTX Glut	1	258
Adarb1	mouse4	008 L2-3 IT ENT PPP RSP Glut	1	259
Adarb1	mouse4	009 L2-3 IT PIR AON ENT Glut	1	260
Adarb1	mouse4	046 CTX-CGE GABA	2	261
Adarb1	mouse4	052 Pvalb Gaba	2	262
Adarb1	mouse4	053 Sst Gaba	2	263
Adarb1	mouse4	054 CNU-MGE GABA	3	264
Adarb1	mouse4	066 CNU-HYa HY GABA	1	265
Adarb1	mouse4	110 CNU-HYa HY MM Glut	1	266
Adarb1	mouse4	145 MH-LH TH Glut	1	267
Adarb1	mouse4	151 TH Prkcd Grin2c Glut	1	268
Adarb1	mouse4	155 MB Glut	1	269
Adarb1	mouse4	191 MB P MY GABA	1	270
Adarb1	mouse4	215 MB Dopa	1	271
Adarb1	mouse44	005 L4-5 IT CTX Glut	2	272
Adarb1	mouse44	007 L2-3 IT CTX Glut	1	273
Adarb1	mouse44	009 L2-3 IT PIR AON ENT Glut	2	274
Adarb1	mouse44	017 CA3 CA2-FC DG Glut	1	275
Adarb1	mouse44	022 L5 ET CTX Glut	1	276
Adarb1	mouse44	052 Pvalb Gaba	5	277
Adarb1	mouse44	053 Sst Gaba	1	278
Adarb1	mouse44	059 CNU-LGE LSX GABA	2	279
Adarb1	mouse44	145 MH-LH TH Glut	3	280
Adarb1	mouse44	151 TH Prkcd Grin2c Glut	1	281
Adarb1	mouse44	155 MB Glut	1	282
Adarb1	mouse44	191 MB P MY GABA	2	283
Adarb1	mouse44	308 CB GABA	1	284
Adarb1	mouse45	005 L4-5 IT CTX Glut	3	285
Adarb1	mouse45	007 L2-3 IT CTX Glut	1	286
Adarb1	mouse45	009 L2-3 IT PIR AON ENT Glut	1	287
Adarb1	mouse45	012 MEA LA CA1 DG Glut	2	288
Adarb1	mouse45	017 CA3 CA2-FC DG Glut	2	289
Adarb1	mouse45	022 L5 ET CTX Glut	2	290
Adarb1	mouse45	046 CTX-CGE GABA	2	291
Adarb1	mouse45	052 Pvalb Gaba	2	292
Adarb1	mouse45	054 CNU-MGE GABA	1	293
Adarb1	mouse45	059 CNU-LGE LSX GABA	1	294
Adarb1	mouse45	066 CNU-HYa HY GABA	3	295
Adarb1	mouse45	110 CNU-HYa HY MM Glut	1	296
Adarb1	mouse45	145 MH-LH TH Glut	3	297
Adarb1	mouse45	151 TH Prkcd Grin2c Glut	2	298
Adarb1	mouse45	155 MB Glut	2	299
Adarb1	mouse52	001 L5-6 IT Glut	1	300
Adarb1	mouse52	005 L4-5 IT CTX Glut	5	301
Adarb1	mouse52	007 L2-3 IT CTX Glut	1	302
Adarb1	mouse52	009 L2-3 IT PIR AON ENT Glut	3	303
Adarb1	mouse52	012 MEA LA CA1 DG Glut	1	304
Adarb1	mouse52	017 CA3 CA2-FC DG Glut	2	305
Adarb1	mouse52	022 L5 ET CTX Glut	1	306
Adarb1	mouse52	027 NP-CT-L6b-OB Glut	1	307
Adarb1	mouse52	035 OB Eomes Ms4a15 Glut	1	308
Adarb1	mouse52	046 CTX-CGE GABA	1	309
Adarb1	mouse52	052 Pvalb Gaba	2	310
Adarb1	mouse52	053 Sst Gaba	1	311
Adarb1	mouse52	054 CNU-MGE GABA	2	312
Adarb1	mouse52	059 CNU-LGE LSX GABA	1	313
Adarb1	mouse52	066 CNU-HYa HY GABA	2	314
Adarb1	mouse52	110 CNU-HYa HY MM Glut	2	315
Adarb1	mouse52	145 MH-LH TH Glut	2	316
Adarb1	mouse52	151 TH Prkcd Grin2c Glut	1	317
Adarb1	mouse52	155 MB Glut	2	318
Adarb1	mouse52	191 MB P MY GABA	3	319
Adarb1	mouse52	217 P MY Pineal Glut	1	320
Adarb1	mouse52	308 CB GABA	4	321
Adarb1	mouse54	005 L4-5 IT CTX Glut	5	322
Adarb1	mouse54	007 L2-3 IT CTX Glut	1	323
Adarb1	mouse54	008 L2-3 IT ENT PPP RSP Glut	1	324
Adarb1	mouse54	017 CA3 CA2-FC DG Glut	2	325
Adarb1	mouse54	022 L5 ET CTX Glut	1	326
Adarb1	mouse54	027 NP-CT-L6b-OB Glut	2	327
Adarb1	mouse54	052 Pvalb Gaba	3	328
Adarb1	mouse54	054 CNU-MGE GABA	1	329
Adarb1	mouse54	066 CNU-HYa HY GABA	2	330
Adarb1	mouse54	110 CNU-HYa HY MM Glut	1	331
Adarb1	mouse54	151 TH Prkcd Grin2c Glut	4	332
Adarb1	mouse54	155 MB Glut	2	333
Adarb1	mouse54	191 MB P MY GABA	2	334
Adarb1	mouse54	217 P MY Pineal Glut	1	335
Adarb1	mouse55	005 L4-5 IT CTX Glut	1	336
Adarb1	mouse55	008 L2-3 IT ENT PPP RSP Glut	4	337
Adarb1	mouse55	009 L2-3 IT PIR AON ENT Glut	1	338
Adarb1	mouse55	012 MEA LA CA1 DG Glut	1	339
Adarb1	mouse55	027 NP-CT-L6b-OB Glut	1	340
Adarb1	mouse55	046 CTX-CGE GABA	1	341
Adarb1	mouse55	052 Pvalb Gaba	1	342
Adarb1	mouse55	054 CNU-MGE GABA	1	343
Adarb1	mouse55	059 CNU-LGE LSX GABA	2	344
Adarb1	mouse55	066 CNU-HYa HY GABA	1	345
Adarb1	mouse55	145 MH-LH TH Glut	1	346
Adarb1	mouse55	151 TH Prkcd Grin2c Glut	4	347
Adarb1	mouse55	155 MB Glut	2	348
Adarb1	mouse55	191 MB P MY GABA	1	349
Adarb1	mouse55	308 CB GABA	1	350
Adarb1	mouse60	001 L5-6 IT Glut	6	351
Adarb1	mouse60	005 L4-5 IT CTX Glut	2	352
Adarb1	mouse60	007 L2-3 IT CTX Glut	2	353
Adarb1	mouse60	008 L2-3 IT ENT PPP RSP Glut	2	354
Adarb1	mouse60	009 L2-3 IT PIR AON ENT Glut	3	355
Adarb1	mouse60	012 MEA LA CA1 DG Glut	2	356
Adarb1	mouse60	017 CA3 CA2-FC DG Glut	3	357
Adarb1	mouse60	022 L5 ET CTX Glut	4	358
Adarb1	mouse60	027 NP-CT-L6b-OB Glut	1	359
Adarb1	mouse60	046 CTX-CGE GABA	3	360
Adarb1	mouse60	052 Pvalb Gaba	7	361
Adarb1	mouse60	053 Sst Gaba	1	362
Adarb1	mouse60	066 CNU-HYa HY GABA	1	363
Adarb1	mouse60	145 MH-LH TH Glut	1	364
Adarb1	mouse60	151 TH Prkcd Grin2c Glut	4	365
Adarb1	mouse60	155 MB Glut	5	366
Adarb1	mouse60	191 MB P MY GABA	3	367
Adarb1	mouse60	215 MB Dopa	1	368
Adarb1	mouse60	308 CB GABA	3	369
Adarb1	mouse62	001 L5-6 IT Glut	1	370
Adarb1	mouse62	005 L4-5 IT CTX Glut	2	371
Adarb1	mouse62	007 L2-3 IT CTX Glut	3	372
Adarb1	mouse62	009 L2-3 IT PIR AON ENT Glut	5	373
Adarb1	mouse62	017 CA3 CA2-FC DG Glut	4	374
Adarb1	mouse62	022 L5 ET CTX Glut	2	375
Adarb1	mouse62	027 NP-CT-L6b-OB Glut	1	376
Adarb1	mouse62	046 CTX-CGE GABA	5	377
Adarb1	mouse62	052 Pvalb Gaba	5	378
Adarb1	mouse62	053 Sst Gaba	3	379
Adarb1	mouse62	054 CNU-MGE GABA	2	380
Adarb1	mouse62	059 CNU-LGE LSX GABA	1	381
Adarb1	mouse62	066 CNU-HYa HY GABA	4	382
Adarb1	mouse62	110 CNU-HYa HY MM Glut	1	383
Adarb1	mouse62	145 MH-LH TH Glut	3	384
Adarb1	mouse62	151 TH Prkcd Grin2c Glut	7	385
Adarb1	mouse62	155 MB Glut	6	386
Adarb1	mouse62	191 MB P MY GABA	2	387
Adarb1	mouse62	308 CB GABA	3	388
Adarb1	mouse63	005 L4-5 IT CTX Glut	8	389
Adarb1	mouse63	007 L2-3 IT CTX Glut	1	390
Adarb1	mouse63	008 L2-3 IT ENT PPP RSP Glut	2	391
Adarb1	mouse63	009 L2-3 IT PIR AON ENT Glut	2	392
Adarb1	mouse63	012 MEA LA CA1 DG Glut	1	393
Adarb1	mouse63	027 NP-CT-L6b-OB Glut	1	394
Adarb1	mouse63	046 CTX-CGE GABA	2	395
Adarb1	mouse63	052 Pvalb Gaba	7	396
Adarb1	mouse63	053 Sst Gaba	2	397
Adarb1	mouse63	054 CNU-MGE GABA	2	398
Adarb1	mouse63	059 CNU-LGE LSX GABA	3	399
Adarb1	mouse63	066 CNU-HYa HY GABA	1	400
Adarb1	mouse63	110 CNU-HYa HY MM Glut	5	401
Adarb1	mouse63	145 MH-LH TH Glut	3	402
Adarb1	mouse63	151 TH Prkcd Grin2c Glut	2	403
Adarb1	mouse63	155 MB Glut	2	404
Adarb1	mouse63	191 MB P MY GABA	2	405
Adarb1	mouse63	215 MB Dopa	1	406
Adarb1	mouse63	308 CB GABA	2	407
Adarb1	mouse67	001 L5-6 IT Glut	6	408
Adarb1	mouse67	005 L4-5 IT CTX Glut	2	409
Adarb1	mouse67	007 L2-3 IT CTX Glut	2	410
Adarb1	mouse67	008 L2-3 IT ENT PPP RSP Glut	2	411
Adarb1	mouse67	009 L2-3 IT PIR AON ENT Glut	1	412
Adarb1	mouse67	012 MEA LA CA1 DG Glut	3	413
Adarb1	mouse67	017 CA3 CA2-FC DG Glut	2	414
Adarb1	mouse67	022 L5 ET CTX Glut	5	415
Adarb1	mouse67	046 CTX-CGE GABA	5	416
Adarb1	mouse67	052 Pvalb Gaba	2	417
Adarb1	mouse67	053 Sst Gaba	1	418
Adarb1	mouse67	066 CNU-HYa HY GABA	1	419
Adarb1	mouse67	151 TH Prkcd Grin2c Glut	4	420
Adarb1	mouse67	155 MB Glut	1	421
Adarb1	mouse67	191 MB P MY GABA	1	422
Adarb1	mouse68	001 L5-6 IT Glut	2	423
Adarb1	mouse68	005 L4-5 IT CTX Glut	4	424
Adarb1	mouse68	007 L2-3 IT CTX Glut	1	425
Adarb1	mouse68	008 L2-3 IT ENT PPP RSP Glut	3	426
Adarb1	mouse68	009 L2-3 IT PIR AON ENT Glut	4	427
Adarb1	mouse68	012 MEA LA CA1 DG Glut	2	428
Adarb1	mouse68	017 CA3 CA2-FC DG Glut	3	429
Adarb1	mouse68	022 L5 ET CTX Glut	6	430
Adarb1	mouse68	027 NP-CT-L6b-OB Glut	2	431
Adarb1	mouse68	050 Lamp5 PV-chandelier Gaba	1	432
Adarb1	mouse68	052 Pvalb Gaba	2	433
Adarb1	mouse68	053 Sst Gaba	2	434
Adarb1	mouse68	054 CNU-MGE GABA	1	435
Adarb1	mouse68	059 CNU-LGE LSX GABA	1	436
Adarb1	mouse68	066 CNU-HYa HY GABA	5	437
Adarb1	mouse68	110 CNU-HYa HY MM Glut	3	438
Adarb1	mouse68	145 MH-LH TH Glut	1	439
Adarb1	mouse68	151 TH Prkcd Grin2c Glut	7	440
Adarb1	mouse68	155 MB Glut	8	441
Adarb1	mouse68	191 MB P MY GABA	2	442
Adarb1	mouse68	217 P MY Pineal Glut	4	443
Adarb1	mouse68	308 CB GABA	3	444
Adarb1	mouse69	005 L4-5 IT CTX Glut	1	445
Adarb1	mouse69	007 L2-3 IT CTX Glut	2	446
Adarb1	mouse69	008 L2-3 IT ENT PPP RSP Glut	1	447
Adarb1	mouse69	009 L2-3 IT PIR AON ENT Glut	1	448
Adarb1	mouse69	012 MEA LA CA1 DG Glut	2	449
Adarb1	mouse69	022 L5 ET CTX Glut	3	450
Adarb1	mouse69	052 Pvalb Gaba	1	451
Adarb1	mouse69	053 Sst Gaba	1	452
Adarb1	mouse69	054 CNU-MGE GABA	2	453
Adarb1	mouse69	059 CNU-LGE LSX GABA	2	454
Adarb1	mouse69	066 CNU-HYa HY GABA	3	455
Adarb1	mouse69	110 CNU-HYa HY MM Glut	2	456
Adarb1	mouse69	151 TH Prkcd Grin2c Glut	4	457
Adarb1	mouse69	155 MB Glut	6	458
Adarb1	mouse69	308 CB GABA	2	459
Adarb1	mouse7	001 L5-6 IT Glut	1	460
Adarb1	mouse7	005 L4-5 IT CTX Glut	2	461
Adarb1	mouse7	008 L2-3 IT ENT PPP RSP Glut	2	462
Adarb1	mouse7	009 L2-3 IT PIR AON ENT Glut	2	463
Adarb1	mouse7	012 MEA LA CA1 DG Glut	1	464
Adarb1	mouse7	017 CA3 CA2-FC DG Glut	2	465
Adarb1	mouse7	022 L5 ET CTX Glut	3	466
Adarb1	mouse7	027 NP-CT-L6b-OB Glut	1	467
Adarb1	mouse7	046 CTX-CGE GABA	2	468
Adarb1	mouse7	052 Pvalb Gaba	3	469
Adarb1	mouse7	054 CNU-MGE GABA	1	470
