"Algorithm","Hash","Path"
"SHA256","E469254581DC1A58313FDC8C9D6A14408E98DC186367DF9FF44C3CA30AF065E3","C:\Users\das_t\Documents\terra_pd_extension\data_raw\GSE187012\GSE187012_RAW.tar"
"SHA256","5B51E64B782B6F1E272D2D35F5FE8CA3A930027FDF4FB3932BE506670106A9BE","C:\Users\das_t\Documents\terra_pd_extension\data_raw\GSE187012\extracted\GSM5667021_CTL_barcodes.tsv.gz"
"SHA256","50DD7A112DBE98218E334FF550EF799FDD461444385C91E1E4D36ADE862654F0","C:\Users\das_t\Documents\terra_pd_extension\data_raw\GSE187012\extracted\GSM5667021_CTL_features.tsv.gz"
"SHA256","B638010F7419EDEDA0BFDBF68944D44C55DCAB473EB0774968F733957686D0CA","C:\Users\das_t\Documents\terra_pd_extension\data_raw\GSE187012\extracted\GSM5667021_CTL_matrix.mtx.gz"
"SHA256","600B93354EA7F191F4FC10A4E9E338D88A51D30F8F9D4C4046F889582B225299","C:\Users\das_t\Documents\terra_pd_extension\data_raw\GSE187012\extracted\GSM5667022_EXP_barcodes.tsv.gz"
"SHA256","CB2C623F05280224D83A01CAD2BDF0F5E8C493BD9711B8A14F0CECEE28997932","C:\Users\das_t\Documents\terra_pd_extension\data_raw\GSE187012\extracted\GSM5667022_EXP_features.tsv.gz"
"SHA256","8B7DBEF5ADDCFCC47B0F6A00057032D91F345A3A415A13F82BBE7454265A311D","C:\Users\das_t\Documents\terra_pd_extension\data_raw\GSE187012\extracted\GSM5667022_EXP_matrix.mtx.gz"
