gene	NTC_01	NTC_02	NTC_03	NTC_04	NTC_05	NAA25_06	NAA25_07	NAA25_08	NAA25_09	NAA25_10
AGRN	0.0138296726763	-0.0189054768937	0.171869212206	0.408638378668	0.0434961488994	-0.135901850782	0.440991974894	-0.539898327961	-0.2679270879	-0.352579079035
AGTPBP1	-0.483558861497	NA	0.790354868526	-0.0140764039306	-0.0155762439077	-0.0854614627826	NA	0.729925886354	-0.0540782813145	1.60986606419
AHCTF1	-0.732285045304	0.0603450373656	-0.138359008252	-0.454457446869	-0.0752938863427	-0.0395703402878	1.96582755988	0.111988347478	0.208800230846	0.11541541916
AHCY	-0.0285238569523	0.157267942197	0.212241066146	0.00148059024371	0.148202521734	-0.105333573023	-0.498452186052	0.072402054555	-0.0355702055705	-0.119891876015
AHCYL1	0.00188844192828	-0.00696424614566	-0.036424226024	-0.149848772111	0.13913954207	0.0377682267224	-0.318488426555	0.146406605527	-0.0233823879365	0.202298666653
AHCYL2	-0.00951743930218	-0.094125543165	0.119848281458	-0.831431913313	0.300553888572	0.00157891185918	-0.968528218605	0.0111070293199	0.174779663244	0.157565652947
AHSA1	-0.169580914656	-0.433841816112	-0.615004035169	-0.0363253612042	0.0337407370574	-0.169835864184	0.871902375851	0.508201293398	0.0476539043884	0.266310572501
AHSG	-0.0790792497392	0.160454214199	0.256439768722	-0.215938760017	0.183333603542	-0.645972553015	0.184766896686	-0.184830754594	-0.416537890635	0.0923159932712
AIFM1	-0.0767245297469	-0.104383873763	0.0845798528581	0.186661876444	0.0550866860189	-0.120754737295	0.44769191261	-0.0436573371784	-0.443993735936	0.0584836707281
AIMP1	-0.441210661342	-0.268995698228	-0.741724419983	-0.0197946639964	-0.0242482485711	0.018601898583	1.17414290366	0.708226908267	0.21286465535	0.697344286717
AIMP2	-0.346722610275	-0.024889298609	-0.433406550349	-0.007229772317	-0.0392626512611	0.311828757911	-0.536380109121	0.700100781479	0.336604858182	0.439537560119
AIP	-0.301841367533	-0.0531680294692	-0.297756783323	-0.280227217221	-0.0125491699913	0.296801358984	0.268775003042	1.28918039822	0.0483115987544	0.781066935433
AK1	-0.113308752453	-0.151852777847	-0.541730884754	-0.0752440483056	0.0455914004673	-0.275302860818	0.856930221532	0.719868689192	0.136440099358	0.280624363293
AK2	-0.0509059633322	-0.0231207507151	-0.0628728669861	-0.00899832021087	-0.122373924377	0.407708842941	-0.630755162521	0.102546275542	0.240818376006	0.190320049807
AK3	0.178784916679	0.168254780609	0.310000547713	0.118102823727	-0.00260938112976	0.0258505012952	-1.34229854143	-0.474861853099	-0.0557791418558	-0.240070844473
AK4	-0.133648317822	-0.0198446234556	0.0161394418764	-0.0122744474704	-0.135164734862	0.197575503082	-0.86552057745	-0.0909402347862	0.109428786724	0.0807426846288
AKAP1	-0.163870842412	-0.000241737339876	-0.0141016678786	0.633224586071	-0.443306566087	0.234629655592	2.09648192173	-0.309296745526	0.202683077525	-0.0682714421729
AKAP12	0.0472016665766	0.000880767749538	0.0181056391435	-0.492103455475	-1.03416425482	0.264166923945	0.910495933428	-0.271519775035	0.0324152379259	-0.392238286276
AKAP13	0.463271116082	0.386408103024	-0.0320289546811	-0.783739941245	-0.00260938112976	-1.42297374501	NA	1.44405301351	-1.24406335026	0.39696660399
AKAP8L	-0.0827705813853	0.0375310268871	-0.0518744321055	-0.687900676912	-0.284948796433	0.550904682864	-0.480608540794	1.00938603893	0.674114408252	0.7415143547
AKAP9	-0.371620993333	-0.00435096320881	-0.632757227148	-0.436295492468	0.221500808186	-0.0989823545012	2.07358476299	0.000864749009186	0.0922287909978	0.114416504703
AKR1A1	-0.245350136543	-0.129232944026	-0.412188825169	-0.488108844648	0.00311585929021	0.0201252608753	-0.0350857159322	0.658774831312	0.137588813187	0.216234716013
AKR1B1	-0.136004288704	-0.00940745329188	-0.0848574681346	-0.0313749157831	0.00172226794474	-0.088881178333	-0.160526738888	0.188348107886	0.0996721275895	0.086758994732
AKR1C1	-0.000131331848257	0.169450368055	0.0878953929196	-0.0269119348603	0.309417683151	-0.418281297542	-2.77412167722	0.458540736263	-0.15816380807	-0.077417021775
AKR7A2	-0.0318850055484	-0.179848192251	-0.041370227064	0.0321987992517	0.0486702714033	-0.0986414868614	0.424530282486	0.0753457512322	-0.139596502636	0.0451217490804
AKT1	0.18826659638	-0.0509190594111	-0.422582349179	0.367562813499	0.295052371018	0.165850005649	-0.413956255678	-0.324513930232	0.0727264981008	-0.021117944676
AKT3	-0.870952564637	-0.201779512332	-0.365271228758	0.169660441406	-0.504087205444	0.33527058007	-3.25286188979	0.787388212407	0.324480807224	0.563193750754
AKTIP	0.150446989089	-0.0330427577196	0.037522803525	0.401836689782	0.389114463928	-0.465768938764	NA	0.00158959001776	-0.565377399544	-0.122156740955
ALAD	-0.114464683277	0.116472305026	0.00112380227132	-0.756753892761	-0.548618051111	-0.35764629284	NA	0.00158959001776	0.0498701008167	0.0443713579159
ALB	0.993934995032	1.19247513422	1.14952150084	0.701789483138	0.581058322129	-0.84229420671	-1.02081342469	-1.36224109359	-0.676102364421	-0.570430959727
ALDH16A1	-0.155705776776	0.0794748032894	-0.0938182085078	-0.308717392155	-0.202245448733	0.696318813865	-1.45913686226	0.818193682942	0.764156372356	0.477978721658
ALDH18A1	0.191335920669	-0.00286658666108	0.0790980919066	0.191707061554	-0.00481859868606	-0.0785353776526	0.549780769155	-0.332018196053	-0.189195364225	-0.197956074451
ALDH1A2	0	0.0165676570886	0.414433826633	0.236672448482	0.0526542012825	-0.024147832647	NA	-0.891242211762	0.00492464221859	-0.600606048209
ALDH1B1	0.0644886143637	0.0175314458073	0.250233884148	-0.0436523617478	-0.138481133288	0.0424595963344	1.88647838581	-0.819619801632	-0.0164513754377	-0.198802898634
ALDH2	0.404537768847	0.302187483359	0.439715419118	0.291903223699	0.0202459834255	-0.128089295321	-0.272441526637	-0.799343843198	-0.23597813136	-0.364788162457
