input	sha256
data_raw/pathways/ReactomePathways.gmt	89983d5c1f0af11c52edfeee7323eb425580ac6281d387a528562ab1787ce56b
metadata/human_sn_proteasome/GSE178265_DA_cell_metadata.tsv.gz	6732fb4323cc36bad0a23bb53391d3242a2d68a1ebef5dd3d36857a72c2ab916
data_raw/human_sn_proteasome/gse243639/GSE243639_Clinical_data.csv.gz	ffea1163eb0c145d452fc08f8d4550986353c29b8b9496f1b69fa208296ebe24
data_raw/human_sn_proteasome/gse243639/GSE243639_Filtered_count_table.csv.gz	8a9fd3b08d4357ef2a667b28a9c7c0f658f57782df57f60d2145d4870a6d7f7f
data_raw/human_sn_proteasome/gse243639/GSE243639_UMAP_coordinates.xlsx	2fcd06645d8b5e4a32ec4462310b5571df5b657ce1e29c651c19b493a63035f4
data_raw/human_sn_proteasome/gse178265/SCP1768_DA_cluster.json	c411e5871d95cfd7e5c4417d0073d7ff6ade6a79332f8b3d6aed5532127564c4
data_raw/human_sn_proteasome/gse178265/genes/*.json	534531377ee3b1da68341074271ce8944f1ef4b95546ef5915d224aa718b2d6a
