beta_PD	se_PD	t_PD	df_residual	p_one_sided_down	p_two_sided	ci95_low	ci95_high	model	analysis	cohort	gene	FDR_BH
0.795031104312832	0.6086294493287313	1.3062646002254517	19	0.8964721312298328	0.20705573754033443	-0.47884497335348564	2.0689071819791494	pathway_score ~ PD + age + sex + pmi	GSE243639_DA_min1_adjusted	GSE243639	PAAF1	0.9257212669878535
-0.4699478193441795	0.3638302267590877	-1.2916678845800191	19	0.10598230354672801	0.21196460709345602	-1.2314532356717796	0.29155759698342065	pathway_score ~ PD + age + sex + pmi	GSE243639_DA_min1_adjusted	GSE243639	POMP	0.9257212669878535
0.5929825682584691	0.9572245336162157	0.6194811639629539	19	0.7285213317588077	0.5429573364823846	-1.410511406070045	2.5964765425869833	pathway_score ~ PD + age + sex + pmi	GSE243639_DA_min1_adjusted	GSE243639	PSMA1	0.9257212669878535
0.610029812876927	0.7189126802940047	0.8485450731338482	19	0.7966507644583466	0.4066984710833068	-0.8946717199975749	2.114731345751429	pathway_score ~ PD + age + sex + pmi	GSE243639_DA_min1_adjusted	GSE243639	PSMA3	0.9257212669878535
-0.025430893817127778	0.4002352183359172	-0.06353987018649529	19	0.4750001666846488	0.9500003333692976	-0.8631328332155639	0.8122710455813082	pathway_score ~ PD + age + sex + pmi	GSE243639_DA_min1_adjusted	GSE243639	PSMA4	0.9500003333692976
-0.2285643036348134	0.5059934118009508	-0.4517139913369597	19	0.32829453991526114	0.6565890798305223	-1.2876206859063326	0.8304920786367057	pathway_score ~ PD + age + sex + pmi	GSE243639_DA_min1_adjusted	GSE243639	PSMA5	0.9500003333692976
-0.3126201779031955	0.2814216278403028	-1.1108605273244914	19	0.14024451553205164	0.2804890310641033	-0.9016424144036922	0.27640205859730116	pathway_score ~ PD + age + sex + pmi	GSE243639_DA_min1_adjusted	GSE243639	PSMA7	0.9257212669878535
-0.05570362092359399	0.38566204220336425	-0.14443635833422463	19	0.44333848745284604	0.8866769749056921	-0.8629035521274677	0.7514963102802796	pathway_score ~ PD + age + sex + pmi	GSE243639_DA_min1_adjusted	GSE243639	PSMB1	0.9500003333692976
-0.10459129510552423	0.33175433894369266	-0.31526730121614505	19	0.3779975644180975	0.755995128836195	-0.7989611066690001	0.5897785164579517	pathway_score ~ PD + age + sex + pmi	GSE243639_DA_min1_adjusted	GSE243639	PSMB2	0.9500003333692976
0.1554416547086318	0.5737284108089342	0.2709324687084352	19	0.6053177648812598	0.7893644702374806	-1.0453857098119195	1.3562690192291829	pathway_score ~ PD + age + sex + pmi	GSE243639_DA_min1_adjusted	GSE243639	PSMB3	0.9500003333692976
