beta_PD	se_PD	t_PD	df_residual	p_one_sided_down	p_two_sided	ci95_low	ci95_high	model	analysis	cohort	genes_n
-0.2583236889976366	0.2840952283154274	-0.909285560793802	9	0.1934508513744461	0.3869017027488922	-0.900991744648172	0.38434436665289884	pathway_score ~ PD + age + sex + pmi	GSE178265_shared8_descriptive	GSE178265	8
-0.14690354361867453	0.16395363613018793	-0.8960066216648301	10	0.19565392329339212	0.39130784658678425	-0.5122150102047667	0.21840792296741768	pathway_score ~ PD + age + sex + pmi	GSE243639_shared8_descriptive	GSE243639	8
