gene	eligible_probe_n	eligible_probes
AMIGO1	5	1425851_a_at;1427373_at;1444117_at;1447811_s_at;1459020_at
AMIGO2	2	1434601_at;1447769_x_at
AMMECR1	2	1430697_at;1450546_at
AMMECR1L	4	1428904_at;1437521_s_at;1440658_at;1460450_at
AMN	1	1417920_at
AMN1	4	1429978_at;1441141_at;1453358_s_at;1454766_at
AMOT	3	1425907_s_at;1427584_at;1454890_at
AMOTL1	3	1428785_at;1431121_at;1455247_at
AMOTL2	1	1452387_a_at
AMPD1	1	1434722_at
AMPD2	2	1426757_at;1438941_x_at
AMPD3	1	1422573_at
AMPH	1	1427044_a_at
AMTN	1	1453439_at
AMY1	1	1417765_a_at
AMZ1	1	1455885_at
AMZ2	2	1417241_at;1434964_at
ANAPC1	5	1415680_at;1417570_at;1434443_at;1434444_s_at;1444271_at
ANAPC10	2	1429375_at;1429376_s_at
ANAPC11	3	1417326_a_at;1447897_x_at;1459212_at
ANAPC13	1	1452586_at
ANAPC15	4	1424327_at;1424328_s_at;1428734_at;1447666_x_at
ANAPC16	4	1419994_s_at;1419995_at;1449338_at;1449339_at
ANAPC2	1	1415707_at
ANAPC4	2	1423930_at;1423931_s_at
ANAPC5	6	1416906_at;1433822_x_at;1435177_a_at;1435178_x_at;1453307_a_at;1456695_x_at
ANAPC7	2	1418458_at;1441713_at
ANG	3	1438936_s_at;1438937_x_at;1450717_at
ANG2	1	1422415_at
ANG3	1	1421791_at
ANG4	2	1438364_x_at;1440832_at
ANGEL1	1	1424844_at
ANGEL2	6	1415731_at;1431606_a_at;1437050_s_at;1448360_s_at;1453741_x_at;1455362_at
ANGPT1	2	1421441_at;1439066_at
ANGPT2	2	1448831_at;1459636_at
ANGPT4	2	1450325_at;1455427_at
ANGPTL1	3	1421421_at;1446396_at;1455224_at
ANGPTL2	5	1421002_at;1431848_at;1446534_at;1450085_at;1455090_at
ANGPTL3	1	1424485_at
ANGPTL4	2	1417130_s_at;1453410_at
ANGPTL6	1	1424785_at
ANGPTL7	1	1451478_at
ANGPTL8	1	1427422_at
ANK	1	1450627_at
ANK1	4	1419421_at;1425677_a_at;1443291_at;1452512_a_at
ANK2	6	1434264_at;1434265_s_at;1440042_at;1440043_at;1444023_at;1459317_at
ANK3	6	1425202_a_at;1447259_at;1451628_a_at;1452124_at;1452872_at;1457288_at
ANKDD1B	1	1436401_at
ANKEF1	2	1438184_a_at;1450145_at
ANKFY1	2	1417685_at;1443654_at
ANKHD1	3	1419867_a_at;1436597_at;1448008_at
ANKIB1	5	1429193_at;1430160_at;1437768_at;1442136_at;1447985_s_at
ANKLE1	1	1443978_at
ANKLE2	3	1429082_at;1434721_at;1453017_at
ANKMY2	3	1425482_s_at;1425936_a_at;1451724_at
ANKRA2	2	1430668_a_at;1441935_at
ANKRD1	2	1420991_at;1420992_at
ANKRD10	6	1416065_a_at;1429304_at;1429305_at;1440170_at;1447832_x_at;1448199_at
ANKRD11	7	1435778_at;1436967_at;1437633_at;1454863_at;1456110_at;1458452_at;1460020_at
ANKRD12	5	1435230_at;1436610_at;1440193_at;1443867_at;1450168_at
ANKRD13A	1	1460428_at
ANKRD13B	1	1455289_at
ANKRD13C	3	1433521_at;1435868_at;1443887_at
ANKRD13D	2	1447738_s_at;1452965_at
ANKRD16	1	1428239_at
ANKRD17	6	1415726_at;1421220_at;1436775_a_at;1445826_at;1454763_at;1459952_at
ANKRD2	1	1419621_at
ANKRD22	2	1421651_at;1453239_a_at
ANKRD23	1	1428183_at
ANKRD24	3	1425731_at;1430776_s_at;1430902_at
ANKRD26	3	1436071_at;1438703_at;1452460_at
ANKRD27	2	1425112_at;1454717_at
ANKRD28	1	1434630_at
ANKRD29	2	1436294_at;1438756_at
ANKRD31	1	1445768_at
ANKRD33	1	1451636_at
ANKRD33B	3	1431308_at;1453287_at;1453782_at
ANKRD34A	1	1435809_at
ANKRD34B	1	1435307_at
ANKRD35	1	1438474_at
ANKRD36	2	1423580_at;1429919_at
ANKRD37	1	1436538_at
ANKRD39	3	1428863_at;1437499_at;1452933_at
ANKRD40	3	1435322_at;1444547_at;1453744_a_at
ANKRD42	1	1429522_at
ANKRD44	4	1434856_at;1440652_at;1443748_x_at;1445588_at
ANKRD45	1	1430395_at
ANKRD46	1	1428063_at
ANKRD49	1	1423421_at
ANKRD50	1	1435880_at
ANKRD52	1	1442832_at
ANKRD54	2	1438090_x_at;1451182_s_at
ANKRD55	1	1432428_at
ANKRD6	3	1421386_at;1437217_at;1450227_at
ANKRD61	1	1449395_at
ANKRD63	1	1443287_at
ANKRD66	1	1440451_at
ANKRD7	1	1429605_at
ANKRD9	1	1429300_at
ANKS1	1	1452204_at
ANKS1B	7	1440944_at;1447464_at;1449634_a_at;1452938_at;1457060_at;1457990_at;1460449_at
ANKS3	2	1419701_s_at;1457303_at
ANKS4B	1	1453042_at
ANKUB1	1	1442652_at
ANKZF1	5	1419817_s_at;1419818_x_at;1420246_at;1429015_at;1448675_at
ANLN	2	1433543_at;1439648_at
ANO1	2	1426571_at;1459713_s_at
ANO10	1	1426672_at
ANO3	2	1443612_at;1445631_at
ANO4	1	1442143_at
ANO6	2	1455308_at;1455309_at
ANO8	1	1437895_at
ANO9	1	1453041_at
ANP32A	3	1421918_at;1434555_at;1450407_a_at
ANP32B	1	1417082_at
ANP32E	2	1420592_a_at;1451356_at
ANPEP	1	1421424_a_at
ANTXR1	2	1431995_at;1451446_at
ANTXR2	1	1426708_at
ANXA1	2	1444016_at;1448213_at
ANXA10	2	1430443_at;1449426_a_at
ANXA13	1	1424959_at
ANXA2	3	1419091_a_at;1437691_at;1437692_x_at
ANXA3	1	1460330_at
ANXA4	3	1421223_a_at;1424176_a_at;1457658_x_at
ANXA5	1	1425567_a_at
ANXA6	4	1415818_at;1429246_a_at;1429247_at;1442288_at
ANXA7	3	1416137_at;1416138_at;1438764_at
ANXA8	2	1417732_at;1425789_s_at
ANXA9	1	1431554_a_at
AOAH	3	1431989_at;1450764_at;1460156_at
AOC1	1	1424600_at
AOC3	1	1449396_at
AOX1	1	1419435_at
AOX3	1	1418858_at
AOX4	1	1419215_at
AP1AR	2	1426234_s_at;1446235_at
AP1B1	1	1416279_at
AP1G1	5	1423388_at;1434081_at;1449663_at;1460658_at;1460712_s_at
AP1G2	1	1419113_at
AP1M1	2	1416307_at;1459832_s_at
AP1M2	1	1460190_at
AP1S1	1	1416087_at
AP1S2	6	1437998_at;1444361_at;1447903_x_at;1452657_at;1456252_x_at;1460036_at
AP1S3	1	1455735_at
AP2A1	1	1460724_at
AP2A2	5	1432006_at;1432007_s_at;1435869_s_at;1452490_a_at;1455482_at
AP2B1	3	1427077_a_at;1452292_at;1458971_at
AP2M1	1	1450894_a_at
AP2S1	1	1433612_at
AP3B1	2	1423235_at;1450915_at
AP3B2	2	1426927_at;1451837_at
AP3D1	2	1417964_at;1445280_at
AP3M1	4	1416374_at;1416375_at;1448308_at;1448309_at
AP3M2	4	1417527_at;1432125_at;1447524_at;1448751_at
AP3S1	1	1422593_at
AP3S2	6	1422718_at;1428044_at;1435718_at;1436525_at;1441993_at;1444413_at
AP4B1	2	1416631_at;1421726_at
AP4E1	2	1440261_at;1456948_at
AP4M1	1	1418846_at
AP4S1	1	1451665_a_at
AP5B1	1	1439156_at
AP5M1	3	1424738_at;1424739_at;1438418_at
AP5S1	2	1428241_at;1432295_a_at
AP5Z1	5	1433840_a_at;1433841_at;1435503_at;1442577_at;1456562_x_at
APAF1	2	1450223_at;1452870_at
APBA1	3	1437940_at;1455369_at;1459605_at
APBA2	1	1427288_at
APBA3	1	1416182_at
APBB1	2	1423892_at;1423893_x_at
APBB1IP	2	1425269_at;1443145_at
APBB2	3	1426719_at;1426720_at;1452342_at
APBB3	1	1424457_at
APC	4	1420956_at;1420957_at;1435543_at;1450056_at
APC2	4	1422129_at;1435199_at;1450497_at;1455231_s_at
APCDD1	6	1418382_at;1418383_at;1437604_x_at;1443639_at;1449070_x_at;1454822_x_at
APCS	1	1419059_at
APEH	1	1426030_a_at
APELA	2	1436287_at;1442571_at
APEX1	3	1416135_at;1437715_x_at;1456079_x_at
APEX2	2	1424322_at;1425954_a_at
APH1A	3	1424979_at;1424980_s_at;1451554_a_at
APH1B	2	1435793_at;1456500_at
API5	5	1415813_at;1437053_x_at;1437593_x_at;1439214_a_at;1443112_at
APIP	1	1418254_at
APITD1	1	1453067_at
APLF	2	1419773_at;1430297_a_at
APLN	1	1451038_at
APLNR	2	1423037_at;1438651_a_at
APLP1	2	1416134_at;1435857_s_at
APLP2	5	1421887_a_at;1421888_x_at;1421889_a_at;1423739_x_at;1432344_a_at
APMAP	2	1439262_x_at;1452159_at
APOA1	4	1419232_a_at;1419233_x_at;1438840_x_at;1455201_x_at
APOA1BP	1	1415727_at
APOA2	1	1417950_a_at
APOA4	2	1417761_at;1436504_x_at
APOA5	1	1417610_at
APOB	2	1455593_at;1457554_at
APOBEC1	1	1451755_a_at
APOBEC2	2	1417889_at;1444348_at
APOBEC3	1	1417470_at
APOBEC4	1	1454089_at
APOBR	1	1420382_at
APOC1	1	1417561_at
APOC2	1	1418069_at
APOC3	1	1418278_at
APOC4	1	1418708_at
APOD	2	1416371_at;1444564_at
APOE	1	1432466_a_at
APOF	1	1418239_at
APOH	2	1416677_at;1447719_at
APOL11B	2	1440927_x_at;1457307_at
APOL6	1	1429195_at
APOL7A	1	1453080_at
APOL8	1	1441054_at
APOLD1	1	1441228_at
APOM	2	1419095_a_at;1419096_at
APON	1	1418853_at
APOO	1	1452800_a_at
APOOL	3	1418384_at;1429926_at;1446580_at
APOPT1	3	1429248_at;1440183_x_at;1454309_at
APP	4	1420621_a_at;1427442_a_at;1438373_at;1438374_x_at
APPBP2	6	1434039_at;1434040_at;1434041_at;1444886_at;1447855_x_at;1451251_at
APPBP2OS	2	1430265_at;1441641_at
APPL1	4	1427190_at;1436116_x_at;1444478_at;1455159_at
APPL2	1	1426743_at
APRT	2	1423801_a_at;1451703_s_at
APTX	1	1450921_at
AQP1	1	1416203_at
AQP11	3	1429254_at;1447606_x_at;1455846_at
AQP12	1	1434464_at
AQP2	1	1418903_at
AQP3	4	1422007_at;1422008_a_at;1447727_at;1450460_at
AQP4	3	1425382_a_at;1434449_at;1447745_at
AQP5	1	1418818_at
AQP6	4	1420035_at;1441978_at;1447974_s_at;1459982_a_at
AQP7	2	1418848_at;1418849_x_at
AQP8	1	1417828_at
AQP9	2	1421605_a_at;1424011_at
AQR	5	1430275_a_at;1430971_a_at;1430972_x_at;1433497_at;1452448_at
AR	3	1422982_at;1437064_at;1455647_at
ARAF	5	1426602_at;1428607_at;1435566_s_at;1440764_at;1445693_at
ARAP1	1	1428064_at
ARAP2	3	1436895_at;1452291_at;1456337_at
ARAP3	3	1419833_s_at;1447407_at;1451282_at
ARC	1	1418687_at
ARCN1	3	1423743_at;1436062_at;1451089_a_at
AREG	1	1421134_at
AREL1	2	1433767_at;1454721_at
ARF1	3	1420920_a_at;1426390_a_at;1426391_at
ARF2	4	1416458_at;1416459_at;1438661_a_at;1456473_x_at
ARF3	5	1421789_s_at;1423973_a_at;1434787_at;1437331_a_at;1456007_at
ARF4	4	1423052_at;1423053_at;1434074_x_at;1439367_x_at
ARF5	1	1422807_at
ARF6	4	1418822_a_at;1418823_at;1418824_at;1434312_at
ARFGAP1	1	1427245_at
ARFGAP2	4	1439460_a_at;1447228_at;1447229_x_at;1448672_a_at
ARFGAP3	2	1426534_a_at;1430904_at
ARFGEF1	2	1415711_at;1437104_at
ARFGEF2	3	1436192_at;1443842_at;1454982_at
ARFGEF3	2	1435050_at;1455995_at
ARFIP1	1	1454916_s_at
ARFIP2	2	1424240_at;1435498_at
ARFRP1	4	1425507_at;1425508_s_at;1434488_at;1451735_at
ARG1	1	1419549_at
ARG2	2	1418847_at;1438841_s_at
ARGLU1	2	1433597_at;1433598_at
ARHGAP1	2	1424307_at;1451309_at
ARHGAP10	1	1426027_a_at
ARHGAP11A	1	1438434_at
ARHGAP12	4	1431052_at;1444463_at;1451525_at;1451526_at
ARHGAP15	3	1429881_at;1435959_at;1441650_at
ARHGAP17	3	1426623_a_at;1442065_at;1459667_at
ARHGAP18	2	1426952_at;1431133_at
ARHGAP19	2	1431982_at;1434911_s_at
ARHGAP20	2	1427522_at;1429918_at
ARHGAP20OS	1	1456425_at
ARHGAP21	2	1428368_at;1428369_s_at
ARHGAP22	1	1435108_at
ARHGAP23	3	1419745_at;1419746_at;1440614_at
ARHGAP24	2	1424842_a_at;1430712_at
ARHGAP25	2	1437072_at;1444311_at
ARHGAP26	4	1430957_at;1435694_at;1440688_at;1444128_at
ARHGAP27	3	1416758_at;1431313_at;1457655_x_at
ARHGAP28	3	1434809_at;1438139_at;1458688_at
ARHGAP29	3	1441618_at;1444512_at;1454745_at
ARHGAP30	3	1436171_at;1458429_at;1458462_at
ARHGAP31	4	1432022_at;1443255_s_at;1450255_at;1455164_at
ARHGAP32	3	1438451_at;1453709_at;1457597_at
ARHGAP33	1	1455701_at
ARHGAP35	1	1434009_at
ARHGAP36	1	1454660_at
ARHGAP39	3	1434445_at;1447521_x_at;1457004_at
ARHGAP4	3	1419296_at;1443360_x_at;1458190_at
ARHGAP42	2	1453638_at;1457682_at
ARHGAP44	1	1455144_s_at
ARHGAP5	4	1423194_at;1450896_at;1450897_at;1457410_at
ARHGAP6	3	1417704_a_at;1451867_x_at;1456333_a_at
ARHGAP8	1	1451320_at
ARHGAP9	4	1419810_x_at;1424249_a_at;1436097_x_at;1449619_s_at
ARHGDIA	1	1451168_a_at
ARHGDIB	1	1426454_at
ARHGDIG	1	1448660_at
ARHGEF1	2	1421164_a_at;1440403_at
ARHGEF10	3	1446374_at;1452302_at;1452303_at
ARHGEF10L	1	1460405_at
ARHGEF11	2	1434926_at;1443539_at
ARHGEF12	4	1423902_s_at;1446965_at;1451159_at;1453853_a_at
ARHGEF15	3	1440358_at;1455522_at;1457172_at
ARHGEF16	1	1427386_at
ARHGEF17	5	1419938_s_at;1419939_at;1433682_at;1442357_at;1447441_at
ARHGEF18	4	1418553_at;1440700_a_at;1444650_at;1457219_at
ARHGEF19	1	1437629_at
ARHGEF2	3	1421042_at;1421043_s_at;1427646_a_at
ARHGEF25	4	1419978_s_at;1426855_at;1449687_at;1449688_at
ARHGEF26	1	1429185_at
ARHGEF28	4	1419457_at;1419458_at;1431161_at;1443982_at
ARHGEF3	1	1424250_a_at
ARHGEF33	2	1436410_at;1458753_at
ARHGEF38	1	1431629_at
ARHGEF39	1	1436725_at
ARHGEF4	2	1435033_at;1437656_at
ARHGEF40	4	1436768_x_at;1438485_at;1442768_at;1455810_a_at
ARHGEF5	1	1452304_a_at
ARHGEF6	2	1429012_at;1442292_at
ARHGEF7	2	1424482_at;1449066_a_at
ARHGEF9	3	1435974_at;1436258_at;1436577_at
ARID1A	2	1417440_at;1448709_at
ARID1B	1	1455979_at
ARID2	4	1426525_at;1432483_at;1434506_at;1454990_at
ARID3A	1	1419396_at
ARID3B	2	1423526_at;1447626_x_at
ARID4A	3	1436191_at;1438464_at;1456420_at
ARID4B	6	1431024_a_at;1431031_at;1435768_at;1446317_at;1451847_s_at;1460384_a_at
ARID5A	1	1451340_at
ARID5B	5	1420972_at;1420973_at;1434283_at;1442176_at;1458238_at
ARIH1	6	1427188_at;1427189_at;1436498_at;1441022_at;1459397_at;1460090_at
ARIH2	5	1418523_at;1445934_at;1449119_at;1454802_x_at;1455013_at
ARL1	3	1447089_at;1447090_s_at;1451025_at
ARL10	1	1421432_at
ARL11	1	1446106_at
ARL13A	1	1431945_at
ARL13B	2	1430322_at;1437021_at
ARL14	1	1430234_at
ARL14EP	3	1430586_at;1436859_at;1459902_at
ARL15	2	1433642_at;1438473_at
ARL16	2	1452103_at;1452104_at
ARL2	2	1422549_at;1458565_at
ARL2BP	2	1417112_at;1429859_a_at
ARL3	1	1450706_a_at
ARL4A	3	1425411_at;1431429_a_at;1435092_at
ARL4C	2	1436512_at;1454788_at
ARL4D	2	1418250_at;1450358_at
ARL5A	2	1433951_at;1447926_at
ARL5B	3	1437884_at;1453590_at;1455166_at
ARL6	1	1417331_a_at
ARL6IP1	3	1423818_a_at;1423819_s_at;1451131_at
ARL6IP4	1	1424285_s_at
ARL6IP5	1	1417225_at
ARL6IP6	2	1424020_at;1424021_at
ARL8A	1	1424640_at
ARL8B	3	1418819_at;1428137_at;1428138_s_at
ARMC1	3	1415719_s_at;1446369_at;1451638_s_at
ARMC10	1	1417062_at
ARMC12	1	1423541_at
ARMC2	1	1454180_at
ARMC3	2	1429815_at;1429816_at
ARMC4	1	1456472_at
ARMC5	1	1426740_s_at
ARMC6	2	1430571_s_at;1460397_at
ARMC7	1	1424446_at
ARMC8	5	1429535_at;1434949_at;1434950_a_at;1434951_at;1455113_at
ARMC9	7	1428399_a_at;1431122_at;1431138_at;1432383_a_at;1435073_a_at;1442165_at;1454213_at
ARMCX1	1	1425914_a_at
ARMCX2	3	1415780_a_at;1437849_x_at;1456739_x_at
ARMCX3	2	1424373_at;1460359_at
ARMCX4	1	1427167_at
ARMCX5	1	1424481_s_at
ARMCX6	1	1434409_at
ARMT1	3	1421495_a_at;1441406_at;1454879_s_at
ARNT	5	1419996_s_at;1421721_a_at;1425064_at;1437042_at;1449696_at
ARNT2	3	1420669_at;1420670_at;1434028_at
ARNTL	2	1425099_a_at;1457740_at
ARNTL2	2	1425931_a_at;1429688_at
ARPC1A	1	1416079_a_at
ARPC2	2	1437148_at;1442295_at
ARPC3	1	1448279_at
ARPC4	2	1423588_at;1423589_at
ARPC5	2	1444568_at;1448129_at
ARPC5L	4	1436421_s_at;1441190_at;1444011_at;1452044_at
ARPIN	1	1428450_at
ARPP19	3	1422608_at;1422609_at;1450685_at
ARPP21	5	1419028_at;1424248_at;1440429_at;1442121_at;1451280_at
ARR3	3	1425232_x_at;1441144_at;1450329_a_at
ARRB1	1	1460444_at
ARRB2	2	1426239_s_at;1451987_at
ARRDC1	3	1424578_at;1444508_s_at;1458613_at
ARRDC2	1	1428352_at
ARRDC3	1	1454617_at
ARRDC4	2	1424759_at;1426818_at
ARRDC5	1	1429102_at
ARSA	1	1460346_at
ARSB	3	1429189_at;1429190_at;1458281_at
ARSG	2	1427002_s_at;1452277_at
ARSI	1	1427508_at
ARSJ	1	1457827_at
ARSK	2	1453108_at;1453109_at
ART1	3	1422375_a_at;1424491_at;1451372_a_at
ART2A-PS	1	1423008_at
ART2B	2	1420794_at;1446814_at
ART3	2	1441752_at;1452474_a_at
ART4	1	1449174_at
ART5	2	1427759_a_at;1451553_at
ARTN	1	1432032_a_at
ARV1	1	1429161_at
ARVCF	3	1423061_at;1450855_at;1450856_at
ARX	3	1420926_at;1441175_at;1450042_at
AS3MT	1	1431980_a_at
ASAH1	1	1416735_at
ASAH2	3	1425994_a_at;1450726_at;1458849_at
ASAP1	3	1425572_a_at;1425573_a_at;1435059_at
ASAP2	2	1431369_at;1436181_at
ASAP3	1	1444715_at
ASB1	4	1430632_at;1434961_at;1436208_at;1444127_at
ASB10	2	1421466_at;1441581_at
ASB11	1	1422153_a_at
ASB12	1	1420346_at
ASB13	3	1419401_at;1449459_s_at;1449460_at
ASB14	1	1449547_at
ASB15	2	1439836_at;1460281_at
ASB16	1	1452023_at
ASB17	1	1420468_at
ASB18	2	1426116_at;1440603_at
ASB2	1	1428444_at
ASB3	2	1417361_at;1457790_at
ASB4	2	1423422_at;1433919_at
ASB5	1	1449356_at
ASB6	2	1438182_x_at;1448431_at
ASB7	4	1435010_at;1438744_at;1446319_at;1450363_at
ASB8	2	1424224_at;1424225_at
ASB9	1	1426309_at
ASCC1	1	1460703_at
ASCC2	2	1418348_a_at;1427156_s_at
ASCC3	2	1457069_at;1457900_at
ASCL1	2	1437086_at;1450164_at
ASCL2	3	1422396_s_at;1432018_at;1460514_s_at
ASCL3	1	1420780_at
ASF1A	2	1423511_at;1459882_at
ASF1B	1	1423714_at
ASGR1	1	1421944_a_at
ASGR2	1	1419747_at
ASH1L	3	1420985_at;1450071_at;1450072_at
ASH2L	2	1420615_at;1420616_at
ASIC1	1	1455328_at
ASIC2	1	1417994_a_at
ASIC3	1	1439983_a_at
ASIC4	1	1437091_at
ASIC5	1	1420451_at
ASL	1	1448350_at
ASNA1	1	1418292_at
ASNS	2	1433966_x_at;1451095_at
ASNSD1	1	1430656_a_at
ASPA	1	1418472_at
ASPDH	1	1425117_at
ASPG	1	1435036_at
ASPH	6	1420959_at;1425274_at;1425275_at;1426015_s_at;1436455_at;1450058_at
ASPHD1	1	1456837_at
ASPHD2	2	1435845_at;1452958_at
ASPM	5	1422814_at;1441520_at;1452459_at;1458560_at;1458873_at
ASPN	2	1416652_at;1448421_s_at
ASPRV1	1	1452732_at
ASPSCR1	2	1423912_at;1458570_at
ASRGL1	4	1424395_at;1424396_a_at;1443960_at;1460360_at
ASS1	1	1459937_at
ASTE1	1	1431270_a_at
ASTL	1	1438136_at
ASTN1	1	1418615_at
ASTN2	1	1450309_at
ASUN	3	1419211_s_at;1429811_at;1455076_a_at
ASXL1	3	1434561_at;1435077_at;1458380_at
ASXL2	5	1439063_at;1444754_at;1453295_at;1458366_at;1460597_at
ASXL3	2	1435892_at;1442095_at
ASZ1	2	1422402_a_at;1424939_at
ATAD1	4	1417555_at;1446838_at;1448763_at;1456382_at
ATAD2	3	1436174_at;1443146_at;1443229_at
ATAD2B	2	1428982_at;1446719_at
ATAD3A	4	1422461_at;1437343_x_at;1438178_x_at;1456541_x_at
ATAD5	2	1435597_at;1457565_at
ATAT1	4	1429006_s_at;1429603_at;1435381_at;1452979_at
ATCAY	3	1434466_at;1434467_at;1454972_at
ATCAYOS	2	1430787_at;1458369_at
ATE1	5	1420036_at;1420651_at;1420652_at;1435173_at;1449709_s_at
ATF2	5	1426582_at;1426583_at;1427559_a_at;1437777_at;1452116_s_at
ATF3	1	1449363_at
ATF4	3	1438992_x_at;1439258_at;1448135_at
ATF5	1	1425927_a_at
ATF6	3	1435444_at;1453288_at;1456021_at
ATF6B	1	1417173_at
ATF7	2	1425653_at;1437645_at
ATF7IP	3	1446323_at;1449192_at;1454973_at
ATF7IP2	3	1427603_at;1430364_at;1442796_at
ATG10	1	1419081_at
ATG101	1	1424212_at
ATG12	3	1439457_x_at;1451746_a_at;1451747_a_at
ATG13	3	1423793_at;1423794_at;1458666_at
ATG14	1	1426780_at
ATG16L1	2	1428169_at;1441852_x_at
ATG16L2	2	1429396_at;1442207_at
ATG2A	1	1426843_at
ATG2B	3	1424702_a_at;1435501_at;1444474_at
ATG3	2	1418179_at;1448993_at
ATG4A	2	1434662_at;1457650_x_at
ATG4B	3	1424102_at;1424103_at;1440512_at
ATG4C	2	1434014_at;1441440_at
ATG4D	2	1433918_at;1439130_at
ATG5	3	1415684_at;1418235_at;1418236_s_at
ATG7	4	1428610_at;1428611_at;1428612_at;1446633_at
ATG9A	1	1435784_at
ATG9B	2	1434092_at;1445674_at
ATHL1	1	1423765_at
ATIC	2	1428506_at;1452811_at
ATL1	2	1428260_at;1452711_at
ATL2	4	1416793_at;1416794_at;1431197_at;1435594_at
ATL3	5	1424498_at;1424499_s_at;1429797_at;1435890_at;1451376_at
ATM	2	1421205_at;1428830_at
ATMIN	3	1434143_at;1434381_at;1457629_at
ATN1	1	1421149_a_at
ATOH1	1	1449822_at
ATOH7	2	1422929_s_at;1450796_at
ATOH8	1	1426418_at
ATOX1	4	1415760_s_at;1446802_at;1460639_a_at;1460640_at
ATP10A	4	1447272_s_at;1447273_x_at;1447851_x_at;1452013_at
ATP10B	2	1444911_at;1453352_at
ATP10D	1	1436544_at
ATP11A	2	1421167_at;1456388_at
ATP11B	1	1451388_a_at
ATP11C	3	1442367_at;1452496_at;1455083_at
ATP12A	1	1449475_at
ATP13A1	1	1417475_at
ATP13A2	3	1428340_s_at;1452746_at;1452747_at
ATP13A3	3	1434513_at;1442145_at;1443868_at
ATP13A4	2	1438707_at;1453673_at
ATP13A5	2	1436411_at;1439172_at
ATP1A1	4	1423653_at;1435919_at;1435920_x_at;1451071_a_at
ATP1A2	5	1427465_at;1434893_at;1443823_s_at;1452308_a_at;1455136_at
ATP1A3	2	1424856_at;1427481_a_at
ATP1A4	1	1437321_at
ATP1B1	5	1418453_a_at;1423890_x_at;1439036_a_at;1451152_a_at;1455949_at
ATP1B2	2	1422009_at;1435148_at
ATP1B3	1	1423126_at
ATP1B4	1	1422908_at
ATP2A1	1	1419312_at
ATP2A2	6	1416551_at;1427250_at;1427251_at;1437797_at;1443551_at;1452363_a_at
ATP2A3	2	1421129_a_at;1450124_a_at
ATP2B1	3	1428936_at;1428937_at;1452969_at
ATP2B2	3	1420402_at;1420403_at;1433888_at
ATP2B3	2	1442645_at;1445679_at
ATP2B4	1	1445701_at
ATP2C1	5	1431196_at;1434386_at;1437738_at;1439215_at;1442742_at
ATP2C2	1	1452326_at
ATP4A	1	1421286_a_at
ATP4B	1	1448911_at
ATP5A1	3	1420037_at;1423111_at;1449710_s_at
ATP5B	1	1416829_at
ATP5C1	2	1416058_s_at;1438809_at
ATP5D	2	1423716_s_at;1456580_s_at
ATP5E	1	1416567_s_at
ATP5F1	2	1426742_at;1433562_s_at
ATP5G1	2	1416020_a_at;1444874_at
ATP5G2	3	1415980_at;1447714_x_at;1456128_at
ATP5G3	1	1454661_at
ATP5H	2	1423676_at;1435112_a_at
ATP5J	1	1416143_at
ATP5J2	3	1416269_at;1435395_s_at;1443495_at
ATP5K	3	1422525_at;1434053_x_at;1450640_x_at
ATP5L	1	1448203_at
ATP5O	2	1416278_a_at;1437164_x_at
ATP5S	1	1417970_at
ATP5SL	2	1416775_at;1430450_at
ATP6AP1	1	1449622_s_at
ATP6AP2	3	1423662_at;1437688_x_at;1439456_x_at
ATP6V0A1	4	1417632_at;1425227_a_at;1459924_at;1460650_at
ATP6V0A2	3	1424513_at;1434791_at;1449870_a_at
ATP6V0A4	1	1422030_at
ATP6V0B	3	1416769_s_at;1425448_x_at;1437013_x_at
ATP6V0C	3	1416392_a_at;1435732_x_at;1438925_x_at
ATP6V0D1	1	1415671_at
ATP6V0D2	2	1434798_at;1444176_at
ATP6V0E	1	1416328_a_at
ATP6V0E2	1	1448211_at
ATP6V1A	2	1422508_at;1450634_at
ATP6V1B1	1	1419373_at
ATP6V1B2	4	1415814_at;1419883_s_at;1446465_at;1449649_at
ATP6V1C1	3	1419544_at;1419545_a_at;1419546_at
ATP6V1C2	1	1430306_a_at
ATP6V1D	3	1416951_a_at;1416952_at;1438993_a_at
ATP6V1E1	4	1420038_at;1449711_at;1449712_s_at;1457049_at
ATP6V1E2	1	1450552_at
ATP6V1F	1	1423993_at
ATP6V1G1	3	1423255_at;1423256_a_at;1450926_at
ATP6V1G2	1	1417799_at
ATP6V1H	3	1415826_at;1447659_x_at;1457639_at
ATP7A	2	1418774_a_at;1436921_at
ATP7B	3	1421563_at;1436481_at;1450283_at
ATP8A1	7	1423597_at;1423598_at;1433827_at;1433828_at;1433965_at;1444355_at;1454728_s_at
ATP8A2	3	1431953_at;1440627_at;1460294_at
ATP8B1	1	1455396_at
ATP8B2	3	1434026_at;1441699_at;1452450_at
ATP8B3	2	1419713_at;1438604_at
ATP8B4	2	1439814_at;1445522_at
ATP9A	3	1415932_x_at;1425838_at;1427604_a_at
ATP9B	3	1440558_at;1446467_at;1450879_at
ATPAF1	2	1434934_at;1436358_at
ATPAF2	1	1426474_at
ATPIF1	3	1434198_at;1448770_a_at;1453681_at
ATR	3	1427197_at;1438921_at;1445091_at
ATRAID	1	1428380_at
ATRIP	1	1434321_at
ATRN	2	1421166_at;1434197_at
ATRNL1	2	1419922_s_at;1449666_at
