gene	phenotype_plusAO	source_rows_plusAO	unique_tss_plusAO	phenotype_noAO	source_rows_noAO	unique_tss_noAO	percentile_plusAO	percentile_noAO	delta_rank	mode
FARS2	-1.3502380428474401	1	1	-1.05419654570798	1	1	0.097641584263127287	0.16183702606948336	0.064195441806356071	CRISPRa
FARSA	-0.65970548621581804	1	1	0.62207408805384301	1	1	0.23999259690127439	0.74604727407329063	0.50605467717201624	CRISPRa
FARSB	-0.83861217751396899	1	1	-0.50074012363890896	1	1	0.1913436624186981	0.32645021416107028	0.13510655174237218	CRISPRa
FAS	2.2422889585134298	1	1	1.19514102020181	1	1	0.96470308286182649	0.87782243138913862	-0.086880651472687864	CRISPRa
FASLG	-0.40163092332664302	1	1	0.015266018795478901	1	1	0.3219554756490931	0.52554069060335251	0.20358521495425941	CRISPRa
FASN	0.88595965339340099	1	1	1.6512684835187501	1	1	0.7948019671090899	0.93440325736343932	0.13960129025434942	CRISPRa
FASTK	2.4439339935575202	1	1	0.93195367959598197	1	1	0.97321664639627725	0.82716408439532552	-0.14605256200095174	CRISPRa
FASTKD1	-0.535768458992117	1	1	-0.22921677199909099	1	1	0.27732536618899051	0.43220876738406216	0.15488340119507166	CRISPRa
FASTKD2	0.74874481758920097	1	1	0.37439984631647999	1	1	0.75635873301253242	0.66122891438845122	-0.095129818624081208	CRISPRa
FASTKD3	-0.57970031709708902	1	1	0.13341441512650001	1	1	0.26452858124900852	0.56900745597800217	0.30447887472899365	CRISPRa
FASTKD5	0.80019381549088198	1	1	0.416447580166455	1	1	0.77090053408069381	0.6780445243509069	-0.092856009729786915	CRISPRa
FAT1	-0.89661743133369942	2	2	-1.4411665907378499	2	2	0.17706625773359422	0.098064618476019244	-0.079001639257574974	CRISPRa
FAT2	-0.017824241466177899	1	1	-0.18604541210289799	1	1	0.47297868965152556	0.44828406747395694	-0.024694622177568626	CRISPRa
FAT3	-1.27842046947934	1	1	-2.3697626286276599	1	1	0.10753000898947702	0.03127809211569986	-0.076251916873777165	CRISPRa
FAT4	-0.0022647198812114299	1	1	0.32464556733275601	1	1	0.47969435778118558	0.64171646131880911	0.16202210353762353	CRISPRa
FATE1	-1.1107261498713901	1	1	-1.25793171446522	1	1	0.13439268150811698	0.12413410184548676	-0.010258579662630218	CRISPRa
FAU	0.69021432177792097	1	1	1.4199544723286801	1	1	0.73912008883718472	0.90933848024959019	0.17021839141240547	CRISPRa
FAXC	0.77892460449189305	1	1	1.4281198804551201	1	1	0.76487229654698319	0.91050182433504312	0.14562952778805993	CRISPRa
FAXDC2	0.090582615930907495	2	2	-1.7003006415748674	2	2	0.51776743694146266	0.071043308127544821	-0.44672412881391782	CRISPRa
FBF1	-0.026138513226532399	1	1	-0.75430016568643699	1	1	0.46975305377822429	0.24136745809317328	-0.22838559568505101	CRISPRa
FBL	1.46066708191199	1	1	1.48992225442657	1	1	0.90389191475860609	0.91838083655015601	0.014488921791549925	CRISPRa
FBLIM1	-0.050763093653892102	1	1	-0.101773458636526	1	1	0.45967955158373436	0.47853101369573264	0.018851462111998285	CRISPRa
FBLN1	0.303073898100502	1	1	0.70504592970757496	1	1	0.5998360742425044	0.76997514673999257	0.17013907249748816	CRISPRa
FBLN2	-0.885137804159565	1	1	-1.4761181260629499	1	1	0.18034477288350695	0.094204431283380047	-0.086140341600126902	CRISPRa
FBLN5	2.52910198248731	1	1	1.85043267092566	1	1	0.97580773095024065	0.94994976468721903	-0.025857966263021614	CRISPRa
FBLN7	-0.86278721258973801	1	1	-2.8640698460805001	1	1	0.18505102850193009	0.019115858495055787	-0.1659351700068743	CRISPRa
FBN1	-1.1979039618335401	1	1	-1.2927288247447	1	1	0.11963936333350959	0.11874041563111416	-0.00089894770239543065	CRISPRa
FBN2	0.31394022800803301	1	1	-0.121531040187437	1	1	0.60401353709481254	0.47181534556607263	-0.13219819152873991	CRISPRa
FBN3	-0.59225669035390105	1	1	1.5751148753077799	1	1	0.26072127333298079	0.92758183068055633	0.66686055734757554	CRISPRa
FBP1	0.0139606231695139	1	1	0.23769103021677401	1	1	0.48524668182539266	0.6084553963301782	0.12320871450478554	CRISPRa
FBP2	-0.60416886975637096	1	1	-0.31415937137786498	1	1	0.25643805192744962	0.40048120141716459	0.14404314948971497	CRISPRa
FBRS	-1.42986009427821	1	1	-1.62713993781946	1	1	0.087753159536777536	0.078182010470096763	-0.009571149066680773	CRISPRa
FBRSL1	0.48442759914751998	1	1	1.1021918498863701	1	1	0.66773306541166522	0.86084818359684845	0.19311511818518323	CRISPRa
FBXL12	-2.1624367275040099	1	1	-3.0637546664983502	1	1	0.036777536883295436	0.016048860451589021	-0.020728676431706415	CRISPRa
FBXL13	0.29655780774651103	1	1	0.18740435250434501	1	1	0.59719211041192954	0.58978901168632014	-0.0074030987256094027	CRISPRa
FBXL14	-0.109265782536208	1	1	-0.093025647480889401	1	1	0.43659774734281637	0.48196816667547987	0.045370419332663503	CRISPRa
FBXL15	-2.0409667928111999	1	1	-2.09734802386741	1	1	0.041906826714610546	0.042911532970228969	0.0010047062556184233	CRISPRa
FBXL16	0.972300167827852	1	1	0.93379501442564905	1	1	0.81653534979641473	0.82763999788482889	0.01110464808841416	CRISPRa
FBXL17	-0.19158665090591601	1	1	0.19177531665272299	1	1	0.40323092380096243	0.59148114853788802	0.1882502247369256	CRISPRa
FBXL18	-1.3515712306083401	1	1	-0.36261059711950899	1	1	0.097482946433292791	0.38022843847496168	0.28274549204166888	CRISPRa
FBXL19	0.043672017802093697	1	1	-0.49874583447834397	1	1	0.49740891544603671	0.32734916186346569	-0.17005975358257103	CRISPRa
FBXL2	3.29797716285147	1	1	2.4991649339975099	1	1	0.98939770503939506	0.97681243720585897	-0.012585267833536085	CRISPRa
FBXL20	1.23604888905515	1	1	0.44409995833529797	1	1	0.86978478134419124	0.68819734546031408	-0.18158743588387716	CRISPRa
FBXL21	0.40732083892451298	1	1	-0.042309521070167298	1	1	0.64087039289302528	0.50158637829834485	-0.13928401459468043	CRISPRa
FBXL22	-0.75585103276899102	1	1	0.038197402712541198	1	1	0.21376447570197241	0.53426577124424934	0.32050129554227691	CRISPRa
FBXL3	-0.81690886945725805	1	1	-0.23801164602577299	1	1	0.19652583152662473	0.42866585585109196	0.23214002432446723	CRISPRa
FBXL4	1.2228653150672499	1	1	0.48352099569502999	1	1	0.86751097244989683	0.70131140605996511	-0.16619956638993172	CRISPRa
FBXL5	0.35929178431957598	2	2	0.60958330793534399	2	2	0.62220400824916711	0.74223996615726295	0.12003595790809585	CRISPRa
FBXL6	0.0032750383002509501	1	1	-0.55603899711771498	1	1	0.4815451324625879	0.30439955581407646	-0.17714557664851144	CRISPRa
FBXL7	1.42887449312936	1	1	0.64569376645995002	1	1	0.89987308973613245	0.75249854581989317	-0.14737454391623928	CRISPRa
FBXL8	-0.125841801857762	1	1	-0.0015766061800341099	1	1	0.42985563957485062	0.51893078102691559	0.089075141452064965	CRISPRa
FBXO10	1.82734778518916	1	1	1.4376236389769299	1	1	0.93963830574797735	0.91192956480355347	-0.027708740944423882	CRISPRa
FBXO11	-1.29802744405801	1	1	-0.0110509504074402	1	1	0.10493892443551373	0.5140658875786579	0.40912696314314417	CRISPRa
FBXO15	0.199477639414256	1	1	0.337731986912927	1	1	0.56208027074189626	0.64822061234202311	0.086140341600126846	CRISPRa
FBXO16	-1.29831478232398	1	1	-0.57651134602263499	1	1	0.10488604515890222	0.29794828406747398	0.19306223890857177	CRISPRa
FBXO17	-0.56918466346038299	2	2	-0.20781051924685698	2	2	0.26696102797313731	0.44066945164190152	0.17370842366876421	CRISPRa
FBXO18	-0.160501593982494	1	1	-0.21816288016221	1	1	0.41629210512400189	0.4369150230024853	0.020622917878483416	CRISPRa
FBXO2	-3.5624074628042699	1	1	-2.83035224040563	1	1	0.012241552535561313	0.019856168367616733	0.0076146158320554193	CRISPRa
FBXO21	2.2042799762778702	1	1	1.6693582745769799	1	1	0.96269367035058961	0.93577811855533821	-0.026915551795251402	CRISPRa
FBXO22	1.5598111423051599	1	1	0.40742327464342398	1	1	0.91531383850668924	0.67402569932843315	-0.24128813917825609	CRISPRa
FBXO24	-0.19130549195749799	1	1	-0.052154485407058998	1	1	0.40328380307757389	0.4971973983395907	0.093913595262016814	CRISPRa
FBXO25	0.50025901070458301	1	1	0.10875347069850499	1	1	0.67460737137115967	0.55922478980487544	-0.11538258156628423	CRISPRa
FBXO27	0.23533930880200599	1	1	0.26530222837345202	1	1	0.57429538363915178	0.61977156152503832	0.045476177885886537	CRISPRa
FBXO28	-0.28580579521361199	1	1	0.12973792246899099	1	1	0.36510496536407383	0.56800274972238385	0.20289778435831002	CRISPRa
FBXO3	0.13846614760759801	2	2	-0.045389197694226002	2	2	0.53828459626672309	0.50047591348950349	-0.037808682777219604	CRISPRa
FBXO30	-0.19542091744422899	1	1	0.278312170788173	1	1	0.40159166622600601	0.62442493786684994	0.22283327164084393	CRISPRa
FBXO31	0.29283167926528508	2	2	0.046674602359665029	2	2	0.59565861139019616	0.5381259584368886	-0.057532652953307561	CRISPRa
FBXO32	0.52484960488543098	1	1	0.0631671972317744	1	1	0.68386124477817145	0.54394267886415315	-0.1399185659140183	CRISPRa
FBXO33	0.0464190334178987	1	1	0.0282730197807598	1	1	0.49862513880810111	0.53061710115805616	0.03199196234995505	CRISPRa
FBXO34	-0.81186654633838096	1	1	-0.50168138105982496	1	1	0.19805933054835809	0.3258156628417323	0.12775633229337421	CRISPRa
FBXO36	-4.5764025757848499	1	1	-3.3959302931984401	1	1	0.0073766590873036858	0.011607001216223363	0.0042303421289196768	CRISPRa
FBXO38	-0.444042669314895	1	1	-0.58500619424640099	1	1	0.30699064036803975	0.2950399238538417	-0.011950716514198045	CRISPRa
FBXO39	-0.92158341905556695	1	1	-0.28407148963240197	1	1	0.17161969224261012	0.4126434350378087	0.24102374279519859	CRISPRa
FBXO4	-0.50797388866281601	1	1	-0.62304770119860298	1	1	0.28626196393633335	0.2815028290412987	-0.0047591348950346557	CRISPRa
