module	genes	margin_log2	n_control	n_knockdown	log2_difference	ratio	standard_error	df	ci_low	ci_high	p_two_sided	equivalent_within_margin
proteasome_assembly	39	0.321928094887	5	5	-0.000731035106374	0.999493413435	0.0821583867096	7.21591513246	-0.155688681589	0.154226611376	0.99314163543	True
neuronal_identity	7	0.321928094887	5	5	-0.520705121476	0.697031073906	0.0993065387356	5.41821270978	-0.717450674717	-0.323959568235	0.00263372108998	False
