gene	peptide_backbones	n_control	n_knockdown	log2_difference	ratio	standard_error	df	ci_low	ci_high	p_two_sided	FDR_BH
MGME1	2	5	5	1.08355259979	2.11924825591	0.408781346034	7.2529206658	0.123729609778	2.0433755898	0.0318689976017	0.114218745453
MGRN1	2	5	4	0.738548506747	1.66849632255	0.319010113951	5.70418311929	-0.0519596579457	1.52905667144	0.0620702594957	0.1670430508
MGST3	3	5	5	-2.01088757972	0.248120427405	0.789155074902	4.33870694935	-4.1360966706	0.114321511165	0.0586834081319	0.160958906425
MIA3	18	5	5	-0.252140344477	0.83964980836	0.0973034328642	6.69911826134	-0.484337958288	-0.0199427306658	0.037279485642	0.124454357522
MIC13	2	5	5	0.520799680328	1.43475030424	0.279563214839	4.64039069127	-0.214918624799	1.25651798545	0.126014365733	0.256277193147
MICAL1	5	5	5	0.356329434845	1.28016470203	0.438148282983	4.20938141062	-0.836668723929	1.54932759362	0.459570310188	0.596531696618
MICU1	3	5	5	-0.161451854665	0.894124816433	0.279715169076	5.10682718079	-0.875982048473	0.553078339142	0.588316381419	0.710974288325
MICU3	6	5	5	-0.682886695491	0.622917627759	0.183053404911	7.35196309059	-1.11157368736	-0.254199703626	0.00673010861839	0.0535702701809
MIEF1	4	5	5	-0.606145431053	0.656949586352	0.286924781807	7.4060376572	-1.27714650695	0.0648556448437	0.0703572092726	0.180925837352
MIEN1	2	5	4	0.0921655645464	1.0659690603	0.180427602388	3.94741795773	-0.411424444853	0.595755573945	0.636719057597	0.752042089043
MIF	3	5	5	0.415516086127	1.33377571487	0.252141034393	7.41276974346	-0.174038116676	1.00507028893	0.140962997715	0.274325646392
MINPP1	4	5	5	-0.396584446105	0.759654624323	0.219835719025	5.64551508515	-0.942797578905	0.149628686694	0.124367281243	0.254704767427
MIOS	3	5	5	0.312080623633	1.24149686945	0.109436515028	7.41923701493	0.0562393534568	0.56792189381	0.0231610479134	0.0977907353137
MIPEP	2	5	4	-0.073912919643	0.950057726157	0.227972025843	6.58511171105	-0.619943126737	0.472117287451	0.75582574097	0.842688585887
MLEC	12	5	5	-0.505807676073	0.704265992044	0.204651175627	5.01347581269	-1.03145524406	0.0198398919159	0.0562904696563	0.156737542137
MLH1	2	5	5	0.788474493844	1.72724710507	0.299245780587	7.69999372147	0.0937044639437	1.48324452375	0.0309542957304	0.112035957281
MLYCD	8	5	5	-0.620840289809	0.650292058356	0.162409019827	6.78277503325	-1.00738397601	-0.23429660361	0.00692021046803	0.0539728011871
MMAA	7	5	5	0.0988918362241	1.07095052736	0.211528041518	7.97263763336	-0.389184254335	0.586967926783	0.652646091035	0.76549182125
MMAB	6	5	5	-0.371191816143	0.773143535916	0.217414209359	4.55720316005	-0.946807766323	0.204424134037	0.154141435624	0.289852477803
MMS19	3	5	4	0.251140219741	1.19014736458	0.133033046083	5.09718254676	-0.0888803118995	0.591160751382	0.116584748837	0.245929206142
MOGS	17	5	5	-0.45676718605	0.728617127565	0.285307678039	4.23089559548	-1.23214704869	0.31861267659	0.1807603778	0.322082577053
MON2	4	5	5	-0.139570369105	0.907789452446	0.396141333826	4.34761585964	-1.20560629462	0.92646555641	0.74101835682	0.831702843364
MORC2	6	5	5	0.77888856404	1.71580852408	0.317040297364	6.66171112527	0.0214205113984	1.53635661668	0.0453845752527	0.13897121568
MORC3	2	5	4	0.417121618164	1.33526086009	0.103559671447	6.96778685581	0.172012220206	0.662231016121	0.0050576878052	0.0474207952359
MORF4L1	4	5	5	0.646848302113	1.56574394751	0.238606218801	7.97513341629	0.0963226058457	1.19737399838	0.0266949743406	0.103915782412
MP68	2	5	5	-1.46607461972	0.361965820852	0.480881963517	4.42908189658	-2.75172025373	-0.180428985704	0.0333234117037	0.117433719589
MPC1	2	5	4	-1.99801678758	0.250343900843	0.197668630193	6.65487924904	-2.47038787344	-1.52564570172	2.79548103958e-05	0.0139943337384
MPC2	3	5	5	-0.534805846061	0.690251562609	0.196619001254	5.80951811931	-1.0197650021	-0.0498466900253	0.0357888626919	0.121187086729
MPDU1	3	5	5	-0.937455388441	0.522153037177	0.213956081845	6.49117092108	-1.45153272754	-0.423378049342	0.00386599743461	0.0424928966807
MPI	2	5	5	0.229987392561	1.17282470009	0.264923016058	4.77582041384	-0.460747038526	0.920721823648	0.42678484465	0.568778748553
MPP2	3	5	4	-0.104350623939	0.930223554282	0.268705545144	5.57673571059	-0.774137600656	0.565436352777	0.712148853462	0.811153312722
MPP6	6	5	5	0.385207674061	1.30604777742	0.109909328599	7.72524465132	0.130178653545	0.640236694577	0.00847965143996	0.0579360382154
MPST	7	5	5	0.45251628172	1.36842491976	0.247228842808	4.07387392775	-0.229019855559	1.134052419	0.13986989941	0.272881164635
MPZL1	2	5	5	-1.40898223349	0.376577254106	0.554335124571	5.11354656098	-2.82448141253	0.00651694555047	0.0507298882417	0.148213312099
MRAS	2	5	5	-0.0826915093836	0.944294315452	0.315216051147	4.31922909496	-0.932942500476	0.767559481709	0.805107086671	0.875439826391
MRE11	5	5	5	0.961297231695	1.94705985061	0.243160844192	7.87197032861	0.398975938593	1.5236185248	0.00435415143597	0.0435945887721
MRM3	3	5	4	-0.312370398506	0.80531750674	0.200985984534	4.00491583624	-0.870126924593	0.245386127581	0.195021133858	0.337108320614
MRPL1	7	5	5	-0.307218051679	0.808198706881	0.184169649894	5.4794200201	-0.768449586126	0.154013482768	0.151022777563	0.286740833969
MRPL10	3	5	4	-0.0441120254516	0.969886595601	0.170909065519	6.99072563172	-0.448356460002	0.360132409099	0.803761444852	0.874748252037
MRPL11	6	5	5	-0.21761757976	0.859984415121	0.135596283367	7.02429445924	-0.538027171343	0.102792011823	0.152404269275	0.288127879072
MRPL12	4	5	5	0.672716266833	1.59407141807	0.432697675323	5.29836225503	-0.420990717801	1.76642325147	0.177469821134	0.318348853413
MRPL13	7	5	5	-0.1466618697	0.903338204389	0.169898449732	5.93736812961	-0.563453749629	0.270130010229	0.42150543008	0.565024147763
MRPL14	4	5	5	-0.000874731474055	0.999393866118	0.514047929991	4.19046790811	-1.4028771251	1.40112766215	0.998720227878	0.998975892822
MRPL15	8	5	5	-0.29136633788	0.817127812089	0.14915804627	6.94821034175	-0.644602703095	0.061870027334	0.0920144042192	0.212262544196
MRPL16	3	5	5	-0.150933501742	0.90066749343	0.257935726223	4.94398945055	-0.816244109931	0.514377106446	0.584127148146	0.707143327038
MRPL17	8	5	5	-0.396251728295	0.759829837908	0.171787440995	7.58561903055	-0.796192839177	0.00368938258665	0.0516660072574	0.148848695841
MRPL18	4	5	5	-0.575698840333	0.670961159606	0.159869631999	7.47175036584	-0.94894534406	-0.202452336605	0.00781710465385	0.055135736969
MRPL19	9	5	5	-0.603043970718	0.658363395006	0.138552777836	6.60028043164	-0.934734659829	-0.271353281607	0.00384349675669	0.0424928966807
MRPL2	5	5	5	-0.552619792803	0.681780956212	0.290040934631	4.34002599628	-1.33362060923	0.228381023628	0.123840876691	0.254214808327
MRPL20	3	5	5	-0.446117560241	0.734015503189	0.259615140424	6.75533621532	-1.06454590901	0.172310788531	0.130971759673	0.262024666191
MRPL21	2	5	5	-1.02879219514	0.490120299196	0.297711146465	5.56969997977	-1.77112748614	-0.286456904145	0.0152470051672	0.0790477969211
MRPL22	4	5	5	-0.752027803833	0.593768389734	0.318013047164	6.10272891235	-1.5270135141	0.0229579064352	0.0552146777028	0.154773643774
MRPL23	5	5	5	-0.56797778365	0.6745616548	0.186756889423	7.73963364063	-1.00117481308	-0.134780754217	0.0166721038957	0.0822227296583
MRPL24	5	5	5	-0.199884801952	0.87062007884	0.217127363431	6.82156519311	-0.716044496458	0.316274892555	0.388661253799	0.534465825127
MRPL27	2	5	5	-0.776166631989	0.583916250796	0.284666488961	4.70160765215	-1.52211688034	-0.0302163836435	0.0442345087689	0.136886500021
MRPL28	7	5	5	-0.649076535635	0.637688365281	0.251066096419	7.48552812873	-1.23503587879	-0.0631171924771	0.0341848359545	0.118908157284
MRPL3	6	5	5	-0.913037650119	0.531065733805	0.204072046959	6.26874361855	-1.40724042245	-0.418834877787	0.00378951182698	0.0421970483627
MRPL34	2	5	5	-0.656767224036	0.634298034128	0.308747725612	6.99421758208	-1.38696195838	0.0734275103118	0.0709956984714	0.181969004694
MRPL37	11	5	5	-0.598140640951	0.660604800711	0.186864910602	5.25773493587	-1.07149547762	-0.124785804279	0.0223345272908	0.0962123614802
MRPL38	8	5	5	-0.457785661862	0.728102939171	0.168374712601	5.88089801046	-0.871814809367	-0.0437565143581	0.0354032695477	0.120773581376
MRPL39	10	5	5	-0.0682062934368	0.953823151988	0.153946214951	7.91544570881	-0.423868066706	0.287455479833	0.669586106329	0.778910776121
MRPL4	8	5	5	-0.798566904553	0.574919988456	0.365546407851	4.1471705384	-1.79943886036	0.202305051257	0.0918439488695	0.212134722506
MRPL40	2	5	5	-0.217815305	0.859866560018	0.365510851787	5.65828495763	-1.12544563791	0.689815027914	0.574272983676	0.698487199919
MRPL43	5	5	5	-0.832756540213	0.561455450595	0.491352051566	4.11402123783	-2.18218581481	0.516672734379	0.163369495916	0.302400096727
MRPL44	8	5	5	-0.588167181641	0.665187433168	0.203708399758	5.66245688145	-1.09391564997	-0.0824187133162	0.0296883667556	0.109052392823
MRPL45	6	5	5	0.0123516909376	1.00859829455	0.354951854807	4.59544596706	-0.92477855081	0.949481932685	0.973700889048	0.984263445081
MRPL46	7	5	5	-0.0555916721763	0.962199748755	0.24481375975	5.45890963883	-0.669321212557	0.558137868205	0.82862555497	0.888116543028
MRPL47	8	5	5	-0.0597006696706	0.959463168068	0.254108452485	4.49438222814	-0.735641275747	0.616239936405	0.824576924356	0.88536198262
MRPL48	4	5	5	-0.273626878338	0.827237287693	0.425775267386	4.24423824083	-1.42941720841	0.882163451732	0.553527431236	0.680569664586
MRPL49	6	5	5	-0.53576600402	0.68979233178	0.142881766171	7.9220724369	-0.865816953848	-0.205715054192	0.00572683078868	0.0492935891148
MRPL50	6	5	5	0.180395896471	1.13319480775	0.33212821488	6.03217106409	-0.631243085864	0.992034878805	0.606498048736	0.725947691415
MRPL51	2	5	5	-0.700730336848	0.615260663847	0.290562643391	6.89428869371	-1.38994322052	-0.0115174531751	0.0471900780209	0.142108557964
MRPL52	2	5	5	0.0739429712762	1.05258954576	0.263619644435	5.88111122635	-0.574285215591	0.722171158144	0.788705712613	0.865181824152
MRPL53	3	5	5	-0.797710585995	0.575261336265	0.339323490255	7.38811834961	-1.59161695697	-0.00380421502461	0.0491617400134	0.145773783362
MRPL54	2	5	5	0.0100001948606	1.00695568606	0.417058404474	6.74484131172	-0.983799791615	1.00380018134	0.98156411068	0.988501915602
MRPL55	4	5	5	-0.512148073939	0.701177654834	0.144466170068	7.51336028558	-0.849081140524	-0.175215007354	0.00837503618163	0.057584472076
MRPL57	2	5	5	-0.771783008623	0.585693176316	0.248562596738	7.19907634411	-1.35626131687	-0.187304700374	0.0166016267858	0.0820412039491
MRPL58	7	5	4	-0.663537795851	0.631328245764	0.173911565342	5.0736101926	-1.10864787444	-0.218427717259	0.0120940154407	0.0707849730173
MRPL9	6	5	5	-0.625262875286	0.648301638702	0.402215485428	4.81959654402	-1.67094028661	0.420414536042	0.182930615274	0.323878654342
MRPS10	5	5	5	-0.424483855977	0.745105255551	0.353363662128	4.30421186486	-1.37882758665	0.529859874697	0.291549152348	0.440057778544
MRPS11	3	5	5	0.749522348518	1.68123611003	0.800612228185	4.97137058115	-1.3120868158	2.81113151283	0.392389091542	0.537296896036
MRPS14	2	5	5	-0.323612743618	0.799066377592	0.271225970884	6.35523616383	-0.978389331148	0.331163843912	0.275443866731	0.423766603105
MRPS15	7	5	5	-0.761128303313	0.590034695732	0.271289057553	7.12550247176	-1.40034161483	-0.121914991793	0.0258364295281	0.102219884871
MRPS16	3	5	4	-0.256245429153	0.837264041269	0.238213787826	5.71390404495	-0.846281794894	0.333790936589	0.325372407286	0.471224414806
MRPS17	2	5	5	-0.442442818649	0.735887524205	0.273807960952	5.35138433142	-1.13261238815	0.24772675085	0.163201179496	0.302400096727
MRPS18B	4	5	5	-0.505529328252	0.704401883422	0.0942361848591	6.23149543396	-0.734056338001	-0.277002318503	0.00152555291576	0.0304492361995
MRPS2	4	5	5	-0.287597629115	0.819265160891	0.224538415779	5.24052071959	-0.856914362497	0.281719104268	0.254005523981	0.402251145087
MRPS21	3	5	5	-0.502963049304	0.705655994925	0.433235922091	4.77421834053	-1.63266060842	0.626734509813	0.300401454812	0.446758191244
MRPS22	12	5	5	-0.149556711449	0.90152742717	0.216747631181	5.61427676333	-0.688878221741	0.389764798843	0.517679733109	0.651191451133
MRPS23	7	5	5	-0.289863048613	0.817979703614	0.171225099933	7.38792060132	-0.690476018162	0.110749920935	0.132057746464	0.26323409178
MRPS24	2	5	4	-0.326047321895	0.797719073366	0.261973432409	5.85115048966	-0.971046975765	0.318952331976	0.260817056279	0.409195036013
MRPS25	5	5	5	-0.0583910428458	0.960334529763	0.423026715843	7.99745671878	-1.03394639955	0.917164313854	0.893627585258	0.930040774512
MRPS26	9	5	5	0.106747215807	1.07679768678	0.432733681476	4.27853067735	-1.06448758472	1.27798201633	0.816543461179	0.881299024075
MRPS27	12	5	5	-0.464297351073	0.724824008974	0.169337846105	5.32914348816	-0.891630646164	-0.0369640559815	0.0380523425994	0.125371679862
MRPS28	4	5	5	-0.425950251209	0.744348294677	0.155601846009	7.40768284172	-0.789824710009	-0.0620757924101	0.0274790722114	0.10553513525
MRPS30	5	5	5	-0.00152494954161	0.998943543968	0.320156927461	4.29121336818	-0.867130886259	0.864080987176	0.996412885542	0.997539730762
MRPS31	13	5	5	0.233520021007	1.17570003442	0.384059069475	4.36870760289	-0.798227529388	1.2652675714	0.573369576619	0.698487199919
MRPS33	3	5	5	-0.209705517427	0.864713718456	0.219936386852	5.31408293139	-0.765165770793	0.34575473594	0.381676311444	0.527935866728
MRPS34	7	5	5	0.204142718159	1.15200159811	0.364217024621	4.53998840598	-0.761372612925	1.16965804924	0.60166056489	0.721218706932
MRPS35	5	5	5	-0.0744426459592	0.94970894961	0.208581282612	4.61374773056	-0.624404458754	0.475519166836	0.736903480547	0.82942632696
MRPS36	3	5	5	-0.532092176404	0.691551128637	0.355452748418	5.21286663726	-1.43470330055	0.370518947741	0.192327105537	0.334055697847
MRPS5	4	5	5	-0.286026906097	0.820157615208	0.128426122294	7.96110167918	-0.582430135616	0.0103763234215	0.0567052995077	0.15760868568
MRPS6	3	5	5	-0.125238384993	0.916852533747	0.12234993995	7.86556268015	-0.408219446049	0.157742676063	0.33646771541	0.483265636006
MRPS7	9	5	5	-0.247312047772	0.842464588888	0.16574053537	4.50988475521	-0.687671953252	0.193047857707	0.202031304552	0.345619360734
MRPS9	11	5	5	-0.350759222957	0.784171316587	0.131096442472	7.78731016953	-0.654511411819	-0.0470070340946	0.0288010866552	0.107811882629
MRRF	3	5	4	-0.406390112914	0.754508933182	0.187755978649	4.76937471865	-0.896137070516	0.0833568446877	0.0853659596534	0.203157110291
MRS2	4	5	4	-1.08589720212	0.471099203486	0.195881078194	5.60863546814	-1.57342610095	-0.598368303301	0.00181495653782	0.0327895974512
MRTO4	7	5	5	-0.37034478223	0.773597596588	0.219546684691	5.78502410794	-0.912432605194	0.171743040735	0.144440505961	0.278726883709
MSANTD2	2	5	4	-0.213426359327	0.862486416467	0.239465506447	6.67152616449	-0.785373246988	0.358520528333	0.403784972233	0.548447482423
MSH2	13	5	5	0.254368539114	1.19281353984	0.0809767466889	7.56070628171	0.0657303451974	0.443006733031	0.0148038844319	0.0779497603792
MSH3	6	5	5	0.0607547199316	1.0430112507	0.22526215511	4.60106764121	-0.533731925333	0.655241365196	0.799058951537	0.871894514723
MSH6	11	5	5	0.277383976061	1.21199519236	0.155625261478	7.93537773431	-0.0819978580564	0.636765810179	0.112845619323	0.240324707411
MSI1	6	5	5	0.443048084406	1.35947355182	0.108934712176	6.95136475821	0.185092627688	0.701003541124	0.00483730593127	0.0462943251423
MSI2	6	5	5	0.562761431274	1.47709378637	0.148379443177	7.87825601666	0.219675270889	0.905847591659	0.00544317410369	0.0484283853942
MSMO1	4	5	4	-1.13967038016	0.45386326225	0.125396996045	4.57373435644	-1.47126259762	-0.808078162705	0.000425483689518	0.0219758954733
MSN	7	5	5	-0.520170818035	0.697289267816	0.140227271223	5.34311012363	-0.873784288359	-0.16655734771	0.0122985322114	0.070811548879
MT-CO2	6	5	5	-0.942291775562	0.520405539609	0.468061851321	4.69618909399	-2.16927625448	0.284692703352	0.103911299972	0.22939520773
MT-CYB	2	5	5	-1.76321102026	0.294591759424	0.67245945915	6.32885996022	-3.38815498372	-0.138267056802	0.0375775023511	0.124762328638
MT-ND4	5	5	5	-1.47238687983	0.360385562233	0.467204153193	4.80387119659	-2.68827231681	-0.25650144285	0.0267675479336	0.103915782412
MT-ND5	6	5	5	-1.31440171188	0.402092209134	0.246702968007	7.21651537549	-1.8942321625	-0.734571261257	0.000987412219938	0.0265555994592
MTA1	4	5	5	0.821577278717	1.76733714222	0.300602268155	7.82236542527	0.12563763072	1.51751692671	0.0262671508749	0.103461603168
MTA2	2	5	5	0.895500647025	1.86025532289	0.422637636029	7.48018850464	-0.0910191023273	1.88202039638	0.069325756563	0.17945172749
MTAP	5	5	5	0.619083197754	1.53589883981	0.254939184694	5.95684691723	-0.00582759134594	1.24399398685	0.0515714572436	0.148848695841
MTCH1	6	5	5	-1.21441805667	0.430946876869	0.469755525556	4.98763049342	-2.42286438851	-0.00597172482059	0.0492364225344	0.145773783362
MTCH2	11	5	5	-1.0348533321	0.488065495796	0.271010373244	6.4732864112	-1.68641447578	-0.383292188418	0.00760002444355	0.0545715581649
MTDH	4	5	5	0.228392215897	1.17152863362	0.163073433133	5.297640791	-0.183815616446	0.64060004824	0.217113568388	0.362641106444
MTHFD1	5	5	5	0.618450485314	1.53522539933	0.355425163668	5.37200013792	-0.27649330273	1.51339427336	0.138269227009	0.270653030867
MTHFD1L	8	5	5	-0.104196661571	0.930322831718	0.190434903031	5.62829251793	-0.57773653034	0.369343207198	0.605270443884	0.725055020905
MTHFD2	5	5	5	-0.151775165891	0.90014219984	0.146171320406	4.96493960468	-0.528319982115	0.224769650334	0.347011964631	0.494318473201
MTIF2	5	5	5	-0.479657855471	0.717147680087	0.262394764776	4.55929202001	-1.17425524715	0.214939536212	0.132717611326	0.264018573992
MTMR1	2	5	5	2.20442939513	4.60892213733	1.2501229425	4.53736224556	-1.11021227795	5.51907106822	0.144070684991	0.278428931778
MTMR2	5	5	5	-0.0596978365172	0.959465052257	0.168002783541	7.06488334745	-0.456222884149	0.336827211114	0.732708599093	0.827232773713
MTMR6	4	5	4	-0.127229713169	0.915587890297	0.15929441998	5.25947489762	-0.530706846937	0.276247420599	0.458993616537	0.596001612086
MTMR9	5	5	4	-0.220235649348	0.858425210086	0.185834961887	3.34201233174	-0.77883770845	0.338366409754	0.313349192985	0.456989082521
MTOR	8	5	5	0.277312762558	1.21193536801	0.0836499667057	6.81906085483	0.078443065674	0.476182459443	0.0133475600452	0.0743140096228
MTPN	4	5	5	0.144982885661	1.10571753639	0.353111266906	5.79488595159	-0.726517092418	1.01648286374	0.696123593964	0.799796770352
MTX1	2	5	5	1.35602380332	2.5597870618	0.395216495849	7.94414279715	0.443536313129	2.26851129352	0.00903587686623	0.0594721932776
MTX2	6	5	5	-0.742290193735	0.597789642719	0.275496460993	5.11299422438	-1.44579486537	-0.0387855220967	0.0420969006572	0.133690695271
MUT	14	5	5	-0.229434672878	0.852969066399	0.190400637478	5.75381732974	-0.700203162989	0.241333817233	0.275409755116	0.423766603105
MVD	5	5	5	-0.30014870816	0.812168676422	0.119271069704	7.73288552403	-0.576850804344	-0.0234466119768	0.0369636461199	0.124064711764
MVK	3	5	4	0.564881577279	1.47926607963	0.404185583533	3.87728379289	-0.571464712302	1.70122786686	0.236898959915	0.383435371452
MVP	5	5	5	-0.171114966805	0.888156016831	0.165294338903	7.98925191068	-0.552373673026	0.210143739416	0.330884477346	0.47744985097
MYBBP1A	15	5	5	-0.13503908477	0.910645162516	0.347226582788	4.10667664099	-1.0892981547	0.819219985159	0.716670215268	0.813896482445
MYCBP2	5	5	5	-0.0088338460909	0.993895552801	0.0902575653259	7.18201722501	-0.221167465108	0.203499772926	0.924708214595	0.950200750981
MYDGF	4	5	5	-0.889523411189	0.539792407168	0.232276389242	7.57363073316	-1.43044813581	-0.348598686564	0.00556632041979	0.048909033763
MYEF2	11	5	5	1.31729076575	2.49197702221	0.236559758013	7.66203097478	0.767566129371	1.86701540214	0.000616106171822	0.0244167547175
MYH10	75	5	5	0.0648049543614	1.04594352355	0.0714926101288	7.86151202201	-0.100564186772	0.230174095494	0.391629945126	0.536464849397
MYH14	2	5	5	-1.0971431039	0.467441230115	0.258824902242	6.17792820158	-1.72606955262	-0.468216655178	0.00509948196356	0.0474276271909
MYH9	44	5	5	0.337413533184	1.26348937573	0.122891613382	4.80523291698	0.0176202254971	0.657206840871	0.042278863645	0.133788611409
MYL12B	8	5	5	-0.287795786399	0.819152640777	0.240261178983	4.56919906905	-0.923339098017	0.347747525218	0.289396195951	0.437554197208
MYL6	5	5	5	0.118315851585	1.08546698893	0.137995052488	5.91293809174	-0.220554705315	0.457186408485	0.424610131541	0.566733688575
MYL6B	2	5	4	-0.366306987158	0.775765763622	0.134278870059	4.68490380413	-0.718582832212	-0.0140311421032	0.044332447758	0.136886500021
MYO18A	18	5	5	0.48845483531	1.40294148322	0.350746395275	4.19107462507	-0.468111162109	1.44502083273	0.233075683436	0.379704441346
MYO1B	8	5	5	-0.397858369772	0.758984132752	0.225982114907	4.62553125109	-0.993198013059	0.197481273515	0.143348026661	0.277549596043
MYO5A	43	5	5	-0.0250486848886	0.982787433044	0.118449144234	4.58716427391	-0.337961619646	0.287864249869	0.841589085447	0.897880973658
MYO6	11	5	5	-0.503444036335	0.705420772096	0.151027368298	4.76008405719	-0.897632133098	-0.109255939572	0.0222979615539	0.0962123614802
NAA10	5	5	5	0.495287454004	1.40960158737	0.197557633806	7.83063780942	0.0379979556839	0.952576952324	0.0371426095916	0.124429499114
NAA15	19	5	5	-0.116540940882	0.922396573692	0.073368313232	6.97142707434	-0.290173681581	0.0570917998171	0.156385856353	0.292068732778
NAA25	3	5	4	-1.16809970193	0.445007111963	0.159518347759	5.9030658433	-1.55998600888	-0.776213394981	0.000356996137658	0.0213345590209
NAA35	4	5	5	0.05985918325	1.04236401413	0.189938860681	7.98063412149	-0.378325687947	0.498044054447	0.760730676826	0.846291965643
NAA40	2	5	5	0.81152975367	1.75507143659	0.177357487064	7.60760286501	0.398841455993	1.22421805135	0.00206368293338	0.0337334072598
NAA50	4	5	5	0.138015696378	1.10039058144	0.157431244733	6.73585317372	-0.237229950171	0.513261342928	0.410837165095	0.55470852494
NAAA	3	5	5	-0.221283904566	0.857801709036	0.147700157335	5.03092112684	-0.600258434835	0.157690625704	0.194001697155	0.336086110384
NACA	2	5	5	-1.05791360383	0.480326195575	0.461567242672	4.72536335145	-2.26545429567	0.149627088002	0.0735291826407	0.18558808958
NACAD	2	5	5	-0.446107117309	0.734020816371	0.225682156379	7.72221521662	-0.969807785292	0.0775935506733	0.084766771225	0.202506770388
NADK2	6	5	5	-0.802621793363	0.573306367072	0.398755935611	4.56253783861	-1.85793483068	0.252691243951	0.105725956566	0.231866185719
NAE1	10	5	5	0.623191919862	1.54027923621	0.295293184739	6.19174306179	-0.0939750262158	1.34035886594	0.0778976350187	0.192238769875
NAGA	4	5	5	0.49387243313	1.40821970294	0.13493092786	7.9902899377	0.182655326154	0.805089540106	0.00641288072498	0.0526884868235
NAGK	11	5	5	0.353456479389	1.27761794302	0.0917074343726	7.74982328699	0.140784539172	0.566128419606	0.0051511324112	0.0474276271909
NAGLU	15	5	5	0.313672564286	1.24286755425	0.0885300205373	5.99511666207	0.0970046280942	0.530340500478	0.0121893800635	0.070811548879
NAMPT	9	5	5	0.935681069707	1.91279341655	0.294035725949	7.71910529714	0.253314549973	1.61804758944	0.0135715438339	0.0749716641434
NANS	3	5	5	0.364508111899	1.28744260002	0.324165938436	7.99999914243	-0.383019896574	1.11203612037	0.293426776367	0.44118506321
NAP1L1	5	5	5	0.0901830389802	1.06450523081	0.145440670704	6.87227296535	-0.255029504983	0.435395582943	0.5552075154	0.681216151084
NAP1L4	9	5	5	0.0871958011553	1.06230335148	0.254388714406	4.57524198434	-0.585420085547	0.759811687858	0.746954352116	0.836581316461
NAPA	8	5	5	-0.123775628319	0.917782607148	0.254765200963	4.22986712781	-0.816212266411	0.568661009774	0.651180582135	0.764279231468
NAPB	11	5	5	-0.107453522497	0.928225011628	0.109410440406	5.08832201501	-0.387239987049	0.172332942055	0.370405508708	0.515568359408
NAPG	5	5	5	0.167266628362	1.12292893442	0.217845174619	7.98663753597	-0.335231580661	0.669764837384	0.464685461406	0.600091618832
NARS	11	5	5	0.538840749036	1.45280467381	0.208727197698	6.96626662026	0.0447944424581	1.03288705561	0.0365411294952	0.122996330364
NARS2	8	5	5	-0.477235510089	0.718352812521	0.13262075395	7.83308869857	-0.784197549162	-0.170273471017	0.00724801203667	0.0542737825985
NASP	4	5	5	1.68863069467	3.22350605777	0.318573457095	6.61353872822	0.926308117006	2.45095327234	0.00134598384416	0.0290115650615
NAT10	5	5	5	0.67898882154	1.60101721607	0.309019042007	4.1535209288	-0.166622501259	1.52460014434	0.0904290477852	0.210249020491
NAT14	2	5	5	0.836142076084	1.78526974701	0.273074504562	4.81773250405	0.126118262565	1.5461658896	0.0294316509237	0.108584318863
NAV1	6	5	5	0.142788375303	1.10403688736	0.140055129614	5.99800859569	-0.199941763861	0.485518514467	0.34730550045	0.494494884236
NAXD	7	5	5	-0.190028175527	0.87658860156	0.0919995945973	7.70390776684	-0.403607321433	0.0235509703788	0.074074463004	0.185894878453
NAXE	4	5	5	-0.398636424358	0.758574918152	0.192629499068	4.09212424935	-0.928746503611	0.131473654896	0.105727174351	0.231866185719
NBAS	4	5	5	0.0279919461986	1.01959199114	0.227628471399	6.39110532174	-0.520835983227	0.576819875625	0.905905924661	0.938295973041
NBEA	28	5	5	-0.46217888109	0.725889130709	0.112148848417	4.59038954758	-0.758378574334	-0.165979187845	0.0109723975621	0.0671040755913
NCALD	4	5	5	-1.19060343589	0.438119570107	0.284701666595	5.38686692164	-1.90692284975	-0.474284022022	0.00734703953894	0.0542737825985
NCAM1	22	5	5	-0.363990840705	0.777012201816	0.266215119009	5.27342384831	-1.03778288484	0.309801203425	0.22693814731	0.373935774604
NCBP1	11	5	5	-0.154935361306	0.898172613823	0.185566076832	5.34003531594	-0.622955349306	0.313084626694	0.439500844742	0.578970420846
NCBP2-AS2	2	5	4	0.268793519552	1.20479987008	0.218367054616	5.52450470217	-0.276879898174	0.814466937277	0.268168321479	0.417447849273
NCDN	6	5	5	-0.00716666673541	0.995044763054	0.220258413118	5.80187836998	-0.550612378893	0.536279045423	0.975133708597	0.984868357713
NCKAP1	27	5	5	-0.726328167993	0.60444033101	0.340313842381	4.25223070813	-1.64949236533	0.196836029341	0.0956393322757	0.216949952331
NCL	19	5	5	1.35877000673	2.56466431623	0.359119829836	6.24189596836	0.488224609253	2.22931540421	0.00849161362152	0.0579360382154
NCLN	19	5	5	-0.577096513045	0.670311451965	0.199173511545	5.40236449425	-1.07782868812	-0.0763643379716	0.0309532005574	0.112035957281
NCOA5	7	5	5	0.652124979472	1.57148116354	0.230648490643	7.53025595815	0.114417640343	1.1898323186	0.0236473172137	0.098280692786
NCS1	7	5	5	-0.961403258713	0.513557151342	0.369461574264	4.68965349433	-1.93035336418	0.00754684675542	0.0512006476756	0.14882547501
NCSTN	13	5	5	-1.06493894554	0.477992886896	0.552307167052	4.38659302339	-2.54653399187	0.416656100782	0.119792331804	0.249080826141
