gene	n_control	n_knockdown	log2_difference	ratio	standard_error	df	ci_low	ci_high	p_two_sided	FDR_BH	precursor_features	peptide_backbones	runs_observed	control_runs	knockdown_runs
ENY2	5	5	0.857381391214	1.81174685658	0.246384751761	5.88096523576	0.251529254786	1.46323352764	0.0135770312189	0.0732374926052	3	2	10	5	5
EP300	5	5	0.452729502251	1.36862717862	0.265204479714	4.99454443751	-0.229224352643	1.13468335715	0.148576008461	0.284654839046	3	2	10	5	5
EP400	5	4	0.96843848206	1.95672156801	0.231365377322	6.89497187482	0.419652383537	1.51722458058	0.00424767833625	0.0430590493816	1	1	9	5	4
EPB41	5	5	-0.436248158425	0.73905407978	0.19214989707	6.34815799821	-0.900241554854	0.0277452380048	0.0612519122444	0.166350015734	9	5	10	5	5
EPB41L1	5	5	-0.518844922417	0.697930399677	0.17280363636	7.07442933398	-0.926590719535	-0.111099125298	0.0196240731463	0.0889690391586	15	10	10	5	5
EPB41L2	5	5	-0.41309625806	0.751009853668	0.3128997273	4.83698341107	-1.2256528062	0.399460290081	0.245780583705	0.391495837956	5	4	10	5	5
EPB41L3	5	5	-0.0828986830252	0.9441587228	0.213222203853	6.96031031171	-0.587672485113	0.421875119063	0.709050837114	0.804699356706	19	15	10	5	5
EPB41L5	5	5	1.17082707602	2.25140729843	0.250810376213	6.99383493512	0.577648781831	1.7640053702	0.00229775270517	0.0357032067901	3	2	10	5	5
EPDR1	5	5	-1.01164479513	0.495980465317	0.154601770307	7.59701123535	-1.37147589108	-0.651813699185	0.000225436019283	0.0191585138278	6	6	10	5	5
EPHB2	5	5	-0.187472532702	0.878142798883	0.330982341005	4.41082355497	-1.07363585316	0.698690787754	0.598702665662	0.717520649522	7	7	10	5	5
EPHX1	5	5	-0.988885876215	0.503866736795	0.424797438085	4.35896567425	-2.13097764054	0.153205888115	0.0750449161926	0.186004185134	18	13	10	5	5
EPHX2	5	5	0.595524349132	1.5110216683	0.22600179041	5.61410115744	0.0331716004481	1.15787709782	0.0413265294559	0.132506974553	4	3	10	5	5
EPM2AIP1	5	5	-0.181349919108	0.8818774439	0.356512769353	4.21796151421	-1.15133838234	0.788638544123	0.636437932102	0.748987574916	6	4	10	5	5
EPN1	5	5	0.230009290883	1.17284250225	0.244906888755	4.29444939715	-0.431963175215	0.891981756981	0.397402699286	0.542415605591	3	3	10	5	5
EPRS	5	5	0.372549169497	1.29463837164	0.148989833414	6.36001538784	0.01292859236	0.732169746634	0.0442867384728	0.138320828123	31	22	10	5	5
EPS15L1	5	5	-0.224821855696	0.85570068127	0.0785297410344	4.56948845561	-0.432545768094	-0.0170979432969	0.0391703468197	0.128788134103	8	6	10	5	5
ERAP1	5	5	-0.544902081573	0.685437922873	0.13180576477	6.44485602638	-0.862098958097	-0.227705205048	0.00524125620662	0.0482516464246	14	13	10	5	5
ERC1	5	5	0.21873093959	1.16370948413	0.329118293946	4.3258533847	-0.668531633208	1.10599351239	0.540071864866	0.670223984156	8	8	10	5	5
ERCC1	5	4	1.12744763021	2.18471884696	0.505629745897	6.9885212667	-0.0685749477241	2.32347020814	0.0610515745626	0.165948275802	2	2	9	5	4
ERCC3	5	5	0.305647002871	1.23597280737	0.251886872413	6.84621308927	-0.292693812348	0.903987818089	0.265163289686	0.413607053863	1	1	10	5	5
ERCC4	5	5	1.73099840328	3.31957466838	0.291984457657	4.30093764497	0.942207549354	2.5197892572	0.00321605946589	0.0384818149884	1	1	10	5	5
ERG28	5	4	-1.3768527483	0.385057886855	0.403733302494	4.06991761242	-2.49024228203	-0.263463214567	0.026297066796	0.103332812123	3	2	9	5	4
ERGIC1	5	5	-0.536662495718	0.689363827497	0.338054188474	4.27218178415	-1.45213223617	0.37880724473	0.183068419848	0.323857133964	13	8	10	5	5
ERGIC2	5	4	-0.316496498769	0.803017593326	0.182529939208	5.48711112096	-0.773448799955	0.140455802417	0.138238011953	0.271835951142	4	2	9	5	4
ERGIC3	5	4	-0.674331311411	0.62662259134	0.345994624354	4.39873611912	-1.60157950766	0.252916884834	0.116649995459	0.245432896228	1	1	9	5	4
ERH	5	5	0.00331015151223	1.00229705639	0.299710148323	7.14539539891	-0.702478839283	0.709099142308	0.991489991146	0.995019210247	4	3	10	5	5
ERI3	5	5	-0.128772582652	0.914609251372	0.200287776078	4.55618493613	-0.659085225546	0.401540060242	0.551207716142	0.677519893056	5	4	10	5	5
ERLEC1	5	5	-0.56886459153	0.674147137001	0.0852810155538	6.01289851116	-0.777431258703	-0.360297924356	0.000544568766492	0.0238239344339	6	5	10	5	5
ERLIN1	5	5	-0.481460016527	0.716252405132	0.174685147228	7.80939958711	-0.886002436551	-0.0769175965021	0.0253979951599	0.101121232274	6	5	10	5	5
ERLIN2	5	5	-0.298200801094	0.813265996061	0.179743542803	4.87963214062	-0.763695521069	0.167293918881	0.159445795117	0.296886485367	19	11	10	5	5
ERMP1	5	5	-0.869018624938	0.547519166975	0.409256957542	4.33067306139	-1.97188541425	0.233848164375	0.0956805675233	0.215744307476	14	11	10	5	5
ERO1A	5	5	-1.114601495	0.461818702518	0.474872482743	4.32462888135	-2.39492937643	0.165726386424	0.0738722519692	0.184109242339	18	11	10	5	5
ERP29	5	5	0.164790122965	1.1210029875	0.209148664962	4.76749693427	-0.380826410208	0.710406656139	0.468094145684	0.605208567263	15	10	10	5	5
ERP44	5	5	-0.546242938933	0.684801164936	0.245402681676	4.71187452463	-1.18885137453	0.0963654966639	0.0798440165994	0.193616180148	22	13	10	5	5
ESD	5	5	0.0819662572499	1.0584596386	0.0577794586404	7.99735155137	-0.0512810941413	0.215213608641	0.193786687342	0.335336295541	10	6	10	5	5
ESF1	5	4	1.9065818952	3.74919768028	0.296132403328	4.6007681932	1.12504552018	2.68811827022	0.00182606816919	0.0339165793895	3	2	9	5	4
ESYT1	5	5	0.0357828624833	1.02511293832	0.146053079273	7.37269931773	-0.306069971585	0.377635696552	0.813137396801	0.877526984921	11	10	10	5	5
ESYT2	5	4	-0.0974127538121	0.934707740412	0.205838035544	4.24937567756	-0.65592375695	0.461098249326	0.659328976819	0.766357385836	3	3	9	5	4
ETF1	5	5	0.0313089295391	1.02193889078	0.185467590487	4.28762117347	-0.470290477781	0.532908336859	0.873613288754	0.917876372968	11	9	10	5	5
ETFA	5	5	-0.0692109639758	0.953159155506	0.270697534511	4.41062305838	-0.793980874122	0.655558946171	0.809688293141	0.874672615555	21	13	10	5	5
ETFB	5	5	-0.262642202294	0.833559909778	0.136147200269	6.40137246704	-0.590783955111	0.0654995505243	0.0989346198823	0.219632908607	16	12	10	5	5
ETFDH	5	5	-0.168185170113	0.889961499237	0.283885636722	5.72876138467	-0.870879147808	0.534508807582	0.576174222379	0.698061799023	5	4	10	5	5
ETFRF1	5	4	0.0281783946669	1.01972376788	0.221365028849	6.15182361699	-0.510258349961	0.566615139295	0.902767157114	0.939636051164	1	1	9	5	4
ETHE1	5	5	-0.198579703366	0.871408020223	0.286107051021	7.92393534202	-0.859447770899	0.462288364166	0.507469151427	0.64212996973	6	3	10	5	5
ETNK1	5	4	-0.435380294179	0.739498797167	0.261108156576	3.38667845898	-1.21516475223	0.344404163878	0.183524740356	0.324404429367	1	1	9	5	4
EVL	5	5	-0.167638925516	0.890298527293	0.210179895621	6.55212636172	-0.671605871593	0.336328020561	0.453033975654	0.592358337442	3	3	10	5	5
EWSR1	5	5	1.26915867098	2.41020969592	0.289114714439	6.3423006112	0.570873401656	1.9674439403	0.00404754769181	0.0424839079219	5	3	10	5	5
EXOC1	5	5	-0.163817114629	0.892660123682	0.202525686296	4.69419485219	-0.6947941938	0.367159964542	0.457606861286	0.595403677895	9	7	10	5	5
EXOC2	5	5	-0.248400602293	0.841829165101	0.147729823894	4.58553327164	-0.638712068386	0.141910863799	0.158773984558	0.296207379794	8	7	10	5	5
EXOC3	5	5	0.243819852128	1.18412374229	0.0936639126944	7.54398588353	0.0255366664158	0.46210303784	0.0330581600993	0.117019724868	3	3	10	5	5
EXOC4	5	5	-0.0228008433194	0.984319892988	0.203621407765	4.19408670805	-0.577974706172	0.532373019533	0.915998081746	0.948809953331	8	8	10	5	5
EXOC5	5	4	0.118235960721	1.08540688164	0.154762124973	3.59107839917	-0.331454602719	0.567926524161	0.491967616653	0.628509181173	5	5	9	5	4
EXOC6B	5	4	0.0259800732486	1.01817113651	0.17946667613	4.91296810401	-0.437822647823	0.48978279432	0.89064899148	0.930242556278	3	3	9	5	4
EXOC7	5	5	0.172279290804	1.12683735141	0.115912890187	7.99297740367	-0.0950571966962	0.439615778304	0.175545464696	0.315813094872	9	8	10	5	5
EXOC8	5	5	0.134984781202	1.09808123021	0.231299165375	4.47802646213	-0.481051395377	0.751020957782	0.587637614631	0.707266083138	4	4	10	5	5
EXOG	5	5	-0.391158254211	0.762517178893	0.225336980808	4.25196544801	-1.00244041605	0.220123907631	0.153335147634	0.289412071538	7	6	10	5	5
EXOSC10	5	4	1.37352213066	2.59102355417	0.355453100036	6.79012467189	0.527713843359	2.21933041796	0.00655203696559	0.052127405206	2	2	9	5	4
EXOSC2	5	5	0.633082206093	1.55087478045	0.180113197626	7.77062720061	0.215596696286	1.0505677159	0.00827953187392	0.0583360719156	5	4	10	5	5
EXOSC3	5	4	0.0561317153382	1.03967435115	0.160004522977	5.41541416372	-0.345861933098	0.458125363775	0.73896719918	0.82462005166	1	1	9	5	4
EXOSC4	5	5	0.644892855814	1.56362315683	0.27147718967	7.86614032871	0.0170061384551	1.27277957317	0.0453738589801	0.139619016275	3	3	10	5	5
EXOSC5	5	5	1.803026896	3.48951587713	0.668405725164	6.71706628653	0.20890200238	3.39715178962	0.031980833174	0.115240337362	2	2	10	5	5
EXOSC6	5	4	0.856532744983	1.8106814339	0.358940346527	6.51773899054	-0.00512478306122	1.71819027303	0.0510243201204	0.149416446074	1	1	9	5	4
EXOSC7	5	4	0.852277871206	1.80534914187	0.319035298834	6.06046390573	0.0735106611776	1.63104508123	0.0365996707094	0.123856800128	1	1	9	5	4
EXOSC8	5	5	-0.101476560534	0.932078545251	0.177615798497	6.67408383283	-0.525664844593	0.322711723525	0.586492633554	0.70626488787	2	2	10	5	5
EXOSC9	5	4	1.1514431982	2.22135996774	0.320000605742	5.56629625756	0.353400596068	1.94948580032	0.0129532721593	0.0718723378972	1	1	9	5	4
EXTL2	5	5	-0.406007527581	0.754709046389	0.135751621149	5.95881646722	-0.738737071445	-0.0732779837162	0.0244990268888	0.099205664538	6	5	10	5	5
EXTL3	5	5	-0.147547466813	0.902783861167	0.202476607226	5.50730401975	-0.653934957472	0.358840023846	0.495979336722	0.631666512691	4	4	10	5	5
EZR	5	5	0.159980840342	1.11727230008	0.113767383612	7.30662997614	-0.106764504897	0.42672618558	0.200736148679	0.342816071621	11	7	10	5	5
F10	5	5	-1.25385661892	0.419325764502	0.35413635885	7.61325422045	-2.0777741311	-0.429939106739	0.00824902898237	0.0583360719156	2	2	10	5	5
F5	5	5	-0.49366674786	0.710217715491	0.182063526246	6.60257665751	-0.929487822834	-0.0578456728849	0.0318807086302	0.115143215877	12	9	10	5	5
FAAH	5	5	-0.985062646554	0.50520378516	0.131130004072	7.22995092094	-1.2931477904	-0.676977502705	0.000115474468389	0.0175509726977	4	3	10	5	5
FABP3	5	5	0.167572600125	1.12316711434	0.303092696341	5.13102423285	-0.605605730845	0.940750931096	0.603572707841	0.721119514509	3	2	10	5	5
FABP5	5	5	-0.163557372653	0.89282085216	0.433857134813	4.46181126388	-1.3205252627	0.993410517395	0.723439587755	0.814840444535	10	6	10	5	5
FABP7	5	5	-0.943371854319	0.520016081959	0.188847621628	5.3866565666	-1.41852422407	-0.468219484566	0.00334748712887	0.0392221154243	8	6	10	5	5
FADS1	5	5	-0.372968547625	0.772191967562	0.14387803828	7.99725829377	-0.704771698845	-0.041165396406	0.032009785572	0.115240337362	8	6	10	5	5
FADS2	5	5	-1.16473436907	0.446046378804	0.374748464468	5.08200934902	-2.12339901587	-0.206069722267	0.0260372086754	0.102759272384	13	10	10	5	5
FAF1	5	5	0.248552832657	1.18801481948	0.250295843254	5.63570965336	-0.373624655544	0.870730320859	0.361395373728	0.510092156097	7	6	10	5	5
FAF2	5	4	0.0575677746502	1.04070975872	0.175061650972	6.86374070511	-0.358058998111	0.473194547411	0.752079811403	0.833775381971	3	2	9	5	4
FAHD1	5	5	0.127726815731	1.09257083368	0.269929885265	4.29371733188	-0.601926670652	0.857380302115	0.659142417882	0.766338001822	10	7	10	5	5
FAHD2A	5	5	0.152209687695	1.11127023386	0.106598598851	7.3446094586	-0.0974781123207	0.401897487712	0.194435207003	0.335923867786	5	4	10	5	5
FAHD2B	5	4	-0.387061115457	0.764685744633	0.192292377475	4.53544755002	-0.896988010514	0.1228657796	0.106088573233	0.230301036504	1	1	9	5	4
FAM105A	5	4	-0.604879543694	0.657526277276	0.270509261299	6.67026354444	-1.25099850961	0.0412394222213	0.0622821502219	0.16804383178	1	1	9	5	4
FAM114A2	5	5	0.280982568391	1.2150221111	0.574851726148	7.37919917813	-1.0642929536	1.62625809038	0.639182351407	0.750817203049	2	2	10	5	5
FAM118B	5	5	0.484335873941	1.39894173256	0.272683281168	4.95132249517	-0.218696622211	1.18736837009	0.136436383319	0.269649009235	1	1	10	5	5
FAM120B	5	5	-0.209277276098	0.86497043322	0.451042061329	4.02914509522	-1.45800636454	1.03945181235	0.666618565094	0.772554467986	4	4	10	5	5
FAM129B	5	4	-0.158741136734	0.895806390519	0.228361204029	6.99654002551	-0.698783716149	0.38130144268	0.509393141796	0.644022551189	1	1	9	5	4
FAM136A	5	5	-0.280116528373	0.823524497426	0.427452830293	5.27385228332	-1.36197736751	0.801744310765	0.539772343736	0.670181763102	2	2	10	5	5
FAM160B1	5	4	-0.644591230139	0.639674008712	0.343902897924	4.86943496225	-1.53579909707	0.246616636787	0.121300809677	0.251118840043	1	1	9	5	4
FAM162A	5	5	0.445414537436	1.36170532651	0.448554349732	6.172148462	-0.644780378274	1.53560945315	0.358030160854	0.507403412116	6	5	10	5	5
FAM172A	5	4	0.630039194305	1.54760703747	0.590213159972	4.46214435	-0.943843154947	2.20392154356	0.340071834085	0.492951170809	1	1	9	5	4
FAM20B	5	5	-0.780448390748	0.582185821303	0.339918175846	4.4585441656	-1.68713826436	0.126241482861	0.0765106604079	0.188394972216	9	7	10	5	5
FAM210A	5	5	-0.678247056874	0.624924125887	0.217820863879	6.2424113457	-1.20625835301	-0.150235760735	0.0197000897866	0.089134508553	5	4	10	5	5
FAM210B	5	4	-1.8972328734	0.26845778115	0.421462704018	4.42324775778	-3.02453777369	-0.76992797311	0.00855402047376	0.0594501597937	1	1	9	5	4
FAM213A	5	5	0.142035285606	1.10346072828	0.28905810732	6.66896901581	-0.548416842975	0.832487414187	0.638918408212	0.750758254609	14	7	10	5	5
FAM213B	5	4	0.239576422604	1.18064597114	0.184748242359	6.4446553731	-0.205032145398	0.684184990606	0.239202747446	0.385097642302	2	2	9	5	4
FAM234B	5	5	-0.893845871015	0.53817755502	0.265364387225	5.91051185754	-1.54555967714	-0.242132064885	0.0154214154523	0.0779887949611	5	4	10	5	5
FAM241A	4	4	-0.830968230664	0.562151840801	0.254577589101	5.29457016703	-1.4745798968	-0.187356564529	0.0205582331239	0.0912777456908	1	1	8	4	4
FAM3C	5	5	-0.885277739393	0.541383288717	0.207043609273	5.88018052977	-1.39440813952	-0.376147339267	0.00547547367648	0.0493997235092	16	9	10	5	5
FAM49A	5	5	1.23693439402	2.35697163085	0.365413726851	5.27356442401	0.312077044391	2.16179174365	0.01801686207	0.0846604841644	3	3	10	5	5
FAM49B	5	5	-0.120255049388	0.920024988006	0.114975726293	7.57466877714	-0.388003461084	0.147493362308	0.327824131857	0.479755768644	12	9	10	5	5
FAM50A	5	4	0.398133709896	1.31780208081	0.376631265202	4.7142218857	-0.587949673144	1.38421709293	0.341601676567	0.49469186613	2	2	9	5	4
FAM57B	5	5	0.0123185722811	1.00857514133	0.311110076129	5.43364204438	-0.768594449127	0.79323159369	0.969829750881	0.983787273718	1	1	10	5	5
FAM69A	5	4	-0.795983288523	0.575950492666	0.211245105977	3.75198794491	-1.39810454268	-0.19386203436	0.0220419140421	0.0942321928202	2	2	9	5	4
FAM69B	5	4	-0.454925559582	0.729547814478	0.127599674756	5.91840546061	-0.768197116173	-0.14165400299	0.0121283013745	0.0699235017108	4	4	9	5	4
FAM76B	5	5	0.999885566176	1.99984136733	0.198064055253	7.11448885404	0.533062021413	1.46670911094	0.00141238988497	0.0322170818477	1	1	10	5	5
FAM8A1	5	4	-0.897575784085	0.536787959307	0.118679883446	4.5653894336	-1.21159784599	-0.583553722183	0.000950135166645	0.029570406945	2	2	9	5	4
FAM91A1	5	5	0.29098094168	1.22347187869	0.412422720388	5.22077943984	-0.755841552709	1.33780343607	0.510704627097	0.645121080948	2	1	10	5	5
FAM98A	5	4	0.193229030932	1.14331982548	0.133905547746	6.45903881583	-0.128863333335	0.515321395198	0.195700747139	0.33707753736	3	3	9	5	4
FAM98B	5	5	1.50070337222	2.82980643364	0.340872319534	7.79629306003	0.711060994108	2.29034575033	0.00242579116153	0.0357187737707	8	4	10	5	5
FAR1	5	5	0.0178437376269	1.01244514062	0.0839553915131	7.97958920975	-0.175843973915	0.211531449169	0.83701598157	0.892140188848	4	4	10	5	5
FARP1	5	5	-0.733381122852	0.601492593167	0.174089282993	7.17472471463	-1.14301331231	-0.323748933395	0.00375899551599	0.041057696786	16	12	10	5	5
FARS2	5	4	-0.280060678605	0.823556378414	0.339024902405	5.55750666334	-1.1259017189	0.565780361686	0.442769480328	0.5837316378	2	2	9	5	4
FARSA	5	5	0.922623065569	1.89555861099	0.329784781959	7.72011572601	0.15731213508	1.68793399606	0.0241141214888	0.0981758141119	14	10	10	5	5
FARSB	5	5	0.375069458378	1.29690199234	0.189947732807	4.69686899761	-0.122839051567	0.872977968324	0.108993754039	0.234648817436	34	21	10	5	5
FASN	5	5	-0.37693922978	0.770069610969	0.232784182336	4.26868944045	-1.00751954403	0.253641084474	0.176215843566	0.31657760237	106	72	10	5	5
FASTKD1	4	4	0.98767409998	1.98298546105	0.874553786226	3.42352709579	-1.61054565163	3.58589385159	0.331616924837	0.484274505645	1	1	8	4	4
FASTKD2	5	5	-0.140857141486	0.906980135452	0.381108840467	4.26282035527	-1.17374634848	0.892032065504	0.729316664124	0.819006092075	10	7	10	5	5
FASTKD5	5	4	-0.434634523249	0.739881164373	0.211643933312	6.95990351927	-0.935677965686	0.0664089191875	0.0793390194955	0.192833144905	3	3	9	5	4
FAT2	5	5	-0.469099786402	0.722415230183	0.266957781544	7.95814471661	-1.08526956118	0.147069988378	0.11714099386	0.245863485327	1	1	10	5	5
FAU	5	5	1.29207762675	2.44880454351	0.23705957469	7.84623619458	0.743546902923	1.84060835058	0.00065005375337	0.0250631836022	3	2	10	5	5
FAXC	5	5	0.285334207874	1.2186925475	0.377901025986	4.17758506277	-0.746529270011	1.31719768576	0.490557984446	0.62724123238	3	2	10	5	5
FBL	5	5	-0.070739178072	0.952150030223	0.300191590057	4.37844086957	-0.876548433523	0.735070077379	0.824324377434	0.885349878523	13	9	10	5	5
FBLL1	5	5	0.0672384700041	1.0477092937	0.174687934578	7.91337483937	-0.33636148273	0.470838422739	0.710445334266	0.805230880119	14	7	10	5	5
FBLN1	5	5	-1.05920584474	0.479896153714	0.56351805347	5.11152050822	-2.49832072918	0.379909039696	0.117665247314	0.246648666651	5	5	10	5	5
FBXL15	4	4	1.28361713186	2.43448587806	0.467117781734	5.82208514028	0.132100736265	2.43513352746	0.0344335182886	0.119430499034	1	1	8	4	4
FBXL18	5	4	0.9316581587	1.90746708021	0.236877942495	6.66686295791	0.365806686867	1.49750963053	0.00622976334066	0.0512818657476	2	2	9	5	4
FBXL20	5	4	0.584541741645	1.49956259184	0.0875699879213	5.70735881962	0.367574063307	0.801509419983	0.000672547778254	0.0254946472916	1	1	9	5	4
FBXO2	5	4	-0.134642083485	0.910895788626	0.391974640142	4.12821739401	-1.20973639231	0.940452225342	0.748008777286	0.831305147657	2	2	9	5	4
FBXO38	5	4	0.396417839284	1.31623568343	0.188175662386	6.94309824832	-0.0492872119954	0.842122890563	0.0734742138434	0.183265673074	1	1	9	5	4
FBXO39	5	5	-1.11193365334	0.462673490958	0.912314065861	4.06693666848	-3.62856634631	1.40469903962	0.288857868247	0.440141632822	1	1	10	5	5
FBXO44	5	4	-0.730255645974	0.602797088564	0.25846889949	4.25458594313	-1.43125832206	-0.0292529698924	0.0443083598371	0.138320828123	2	2	9	5	4
FBXO7	5	4	-0.23833991428	0.847720209213	0.152230938444	5.62377983144	-0.616960303952	0.140280475391	0.171745950606	0.3107685452	2	2	9	5	4
FBXW11	5	5	-0.143787133099	0.905140004712	0.302313496067	6.6509486115	-0.866321061025	0.578746794828	0.649566199499	0.75774324436	2	2	10	5	5
FDFT1	5	5	-0.668886520479	0.628991959228	0.422357972155	4.13270074864	-1.82683855346	0.489065512502	0.186161855936	0.327284671579	23	14	10	5	5
FDPS	5	5	-0.21180703393	0.863455041319	0.331657198004	4.3626382523	-1.10321964074	0.679605572878	0.555059465005	0.680276930784	14	9	10	5	5
FDXR	5	5	0.0302430066526	1.02118411884	0.251968890706	5.88749140306	-0.589169950395	0.649655963701	0.908452833976	0.944029194671	5	4	10	5	5
FECH	5	5	0.671813946795	1.59307473281	0.526392449875	4.41034023451	-0.737589247029	2.08121714062	0.264932520081	0.413390037387	2	2	10	5	5
FEN1	5	5	0.23060441615	1.17332641061	0.259627869721	5.39842283194	-0.422243783061	0.883452615362	0.412249057805	0.556616432134	6	4	10	5	5
FERMT2	5	5	0.0746435667238	1.05310082396	0.366426869614	5.57224009243	-0.838922479715	0.988209613163	0.845816464972	0.898182220689	6	4	10	5	5
FGD4	5	4	-0.290501098344	0.817618021956	0.301849858263	6.57662700545	-1.01368371065	0.432681513959	0.369886920111	0.517451894945	2	2	9	5	4
FGF12	5	5	-0.140719240501	0.907066833907	0.23564501952	6.18396913434	-0.713189179119	0.431750698116	0.571599375132	0.694822091409	1	1	10	5	5
FGF13	5	4	-0.703307013712	0.614162778982	0.137720933411	6.92210035521	-1.02970968471	-0.376904342712	0.00143707082562	0.0322170818477	4	3	9	5	4
FGF2	5	4	-0.361302174133	0.778461624304	0.306186022092	6.92049995061	-1.08700653155	0.364402183282	0.276963126055	0.42684682666	2	2	9	5	4
