target	mouse	guide	cells
Cry1	mouse6	Cry1_2	4
Cry1	mouse6	Cry1_3	5
Cry1	mouse6	Cry1_4	4
Cry1	mouse60	Cry1_1	24
Cry1	mouse60	Cry1_2	14
Cry1	mouse60	Cry1_3	8
Cry1	mouse60	Cry1_4	4
Cry1	mouse61	Cry1_1	4
Cry1	mouse61	Cry1_2	5
Cry1	mouse61	Cry1_3	3
Cry1	mouse61	Cry1_4	3
Cry1	mouse62	Cry1_1	14
Cry1	mouse62	Cry1_2	26
Cry1	mouse62	Cry1_3	14
Cry1	mouse62	Cry1_4	6
Cry1	mouse63	Cry1_1	12
Cry1	mouse63	Cry1_2	14
Cry1	mouse63	Cry1_3	7
Cry1	mouse63	Cry1_4	4
Cry1	mouse64	Cry1_1	3
Cry1	mouse64	Cry1_2	4
Cry1	mouse64	Cry1_3	3
Cry1	mouse64	Cry1_4	1
Cry1	mouse66	Cry1_1	1
Cry1	mouse66	Cry1_2	4
Cry1	mouse66	Cry1_3	1
Cry1	mouse66	Cry1_4	2
Cry1	mouse67	Cry1_1	11
Cry1	mouse67	Cry1_2	12
Cry1	mouse67	Cry1_3	10
Cry1	mouse67	Cry1_4	6
Cry1	mouse68	Cry1_1	13
Cry1	mouse68	Cry1_2	18
Cry1	mouse68	Cry1_3	10
Cry1	mouse68	Cry1_4	8
Cry1	mouse69	Cry1_1	6
Cry1	mouse69	Cry1_2	12
Cry1	mouse69	Cry1_3	5
Cry1	mouse69	Cry1_4	3
Cry1	mouse7	Cry1_1	10
Cry1	mouse7	Cry1_2	14
Cry1	mouse7	Cry1_3	9
Cry1	mouse7	Cry1_4	3
Cry1	mouse70	Cry1_1	9
Cry1	mouse70	Cry1_2	12
Cry1	mouse70	Cry1_3	10
Cry1	mouse70	Cry1_4	5
Cry1	mouse71	Cry1_1	4
Cry1	mouse71	Cry1_2	9
Cry1	mouse71	Cry1_4	3
Cry1	mouse72	Cry1_1	11
Cry1	mouse72	Cry1_2	28
Cry1	mouse72	Cry1_3	9
Cry1	mouse72	Cry1_4	12
Cry1	mouse73	Cry1_1	14
Cry1	mouse73	Cry1_2	16
Cry1	mouse73	Cry1_3	11
Cry1	mouse73	Cry1_4	9
Cry1	mouse74	Cry1_1	6
Cry1	mouse74	Cry1_2	8
Cry1	mouse74	Cry1_3	2
Cry1	mouse74	Cry1_4	5
Cry1	mouse75	Cry1_1	8
Cry1	mouse75	Cry1_2	3
Cry1	mouse75	Cry1_3	6
Cry1	mouse75	Cry1_4	2
Cry1	mouse76	Cry1_1	12
Cry1	mouse76	Cry1_2	12
Cry1	mouse76	Cry1_3	9
Cry1	mouse76	Cry1_4	6
Cry1	mouse8	Cry1_1	6
Cry1	mouse8	Cry1_2	6
Cry1	mouse8	Cry1_3	3
Cry1	mouse8	Cry1_4	5
Cry1	mouse9	Cry1_1	11
Cry1	mouse9	Cry1_2	8
Cry1	mouse9	Cry1_3	10
Cry1	mouse9	Cry1_4	1
Ctcf	mouse1	Ctcf_1	1
Ctcf	mouse1	Ctcf_3	2
Ctcf	mouse10	Ctcf_1	5
Ctcf	mouse10	Ctcf_2	2
Ctcf	mouse10	Ctcf_3	6
Ctcf	mouse10	Ctcf_4	4
Ctcf	mouse11	Ctcf_1	7
Ctcf	mouse11	Ctcf_3	13
Ctcf	mouse11	Ctcf_4	6
Ctcf	mouse12	Ctcf_1	6
Ctcf	mouse12	Ctcf_3	6
Ctcf	mouse12	Ctcf_4	1
Ctcf	mouse13	Ctcf_1	7
Ctcf	mouse13	Ctcf_2	6
Ctcf	mouse13	Ctcf_3	7
Ctcf	mouse13	Ctcf_4	8
Ctcf	mouse14	Ctcf_1	2
Ctcf	mouse14	Ctcf_2	4
Ctcf	mouse14	Ctcf_3	9
Ctcf	mouse14	Ctcf_4	1
Ctcf	mouse15	Ctcf_1	4
Ctcf	mouse15	Ctcf_2	1
Ctcf	mouse15	Ctcf_3	3
Ctcf	mouse15	Ctcf_4	8
Ctcf	mouse16	Ctcf_1	4
Ctcf	mouse16	Ctcf_2	2
Ctcf	mouse16	Ctcf_3	3
Ctcf	mouse16	Ctcf_4	4
Ctcf	mouse17	Ctcf_1	5
Ctcf	mouse17	Ctcf_2	1
Ctcf	mouse17	Ctcf_3	4
Ctcf	mouse17	Ctcf_4	1
Ctcf	mouse18	Ctcf_1	4
Ctcf	mouse18	Ctcf_2	2
Ctcf	mouse18	Ctcf_3	5
Ctcf	mouse18	Ctcf_4	5
Ctcf	mouse19	Ctcf_1	3
Ctcf	mouse19	Ctcf_3	7
Ctcf	mouse19	Ctcf_4	1
Ctcf	mouse2	Ctcf_1	3
Ctcf	mouse2	Ctcf_3	2
Ctcf	mouse2	Ctcf_4	3
Ctcf	mouse20	Ctcf_1	8
Ctcf	mouse20	Ctcf_2	7
Ctcf	mouse20	Ctcf_3	9
Ctcf	mouse20	Ctcf_4	6
Ctcf	mouse21	Ctcf_1	5
Ctcf	mouse21	Ctcf_2	2
Ctcf	mouse21	Ctcf_3	5
Ctcf	mouse21	Ctcf_4	2
Ctcf	mouse22	Ctcf_1	6
Ctcf	mouse22	Ctcf_2	1
Ctcf	mouse22	Ctcf_3	4
Ctcf	mouse22	Ctcf_4	4
Ctcf	mouse23	Ctcf_1	8
Ctcf	mouse23	Ctcf_2	2
Ctcf	mouse23	Ctcf_3	17
Ctcf	mouse23	Ctcf_4	10
Ctcf	mouse24	Ctcf_1	5
Ctcf	mouse24	Ctcf_3	1
Ctcf	mouse24	Ctcf_4	2
Ctcf	mouse25	Ctcf_1	3
Ctcf	mouse25	Ctcf_2	2
Ctcf	mouse25	Ctcf_3	5
Ctcf	mouse25	Ctcf_4	2
Ctcf	mouse26	Ctcf_1	6
Ctcf	mouse26	Ctcf_3	2
Ctcf	mouse26	Ctcf_4	5
Ctcf	mouse27	Ctcf_3	1
Ctcf	mouse27	Ctcf_4	1
Ctcf	mouse29	Ctcf_1	3
Ctcf	mouse29	Ctcf_2	1
Ctcf	mouse29	Ctcf_3	3
Ctcf	mouse29	Ctcf_4	3
Ctcf	mouse3	Ctcf_1	3
Ctcf	mouse3	Ctcf_4	1
Ctcf	mouse30	Ctcf_1	1
Ctcf	mouse30	Ctcf_3	2
Ctcf	mouse31	Ctcf_1	3
Ctcf	mouse31	Ctcf_2	4
Ctcf	mouse31	Ctcf_3	2
Ctcf	mouse31	Ctcf_4	3
Ctcf	mouse32	Ctcf_1	2
Ctcf	mouse32	Ctcf_3	1
Ctcf	mouse32	Ctcf_4	2
Ctcf	mouse33	Ctcf_3	1
Ctcf	mouse34	Ctcf_1	9
Ctcf	mouse34	Ctcf_3	9
Ctcf	mouse34	Ctcf_4	2
Ctcf	mouse35	Ctcf_1	3
Ctcf	mouse35	Ctcf_3	6
Ctcf	mouse35	Ctcf_4	3
Ctcf	mouse36	Ctcf_1	1
Ctcf	mouse36	Ctcf_2	2
Ctcf	mouse36	Ctcf_4	6
Ctcf	mouse37	Ctcf_1	2
Ctcf	mouse37	Ctcf_2	3
Ctcf	mouse37	Ctcf_3	2
Ctcf	mouse37	Ctcf_4	3
Ctcf	mouse38	Ctcf_1	5
Ctcf	mouse38	Ctcf_2	5
Ctcf	mouse38	Ctcf_3	5
Ctcf	mouse38	Ctcf_4	8
Ctcf	mouse39	Ctcf_1	2
Ctcf	mouse39	Ctcf_2	2
Ctcf	mouse39	Ctcf_3	2
Ctcf	mouse39	Ctcf_4	5
Ctcf	mouse4	Ctcf_1	6
Ctcf	mouse4	Ctcf_2	4
Ctcf	mouse4	Ctcf_3	7
Ctcf	mouse4	Ctcf_4	6
Ctcf	mouse40	Ctcf_3	1
Ctcf	mouse41	Ctcf_3	5
Ctcf	mouse41	Ctcf_4	3
Ctcf	mouse42	Ctcf_1	2
Ctcf	mouse42	Ctcf_2	2
Ctcf	mouse42	Ctcf_3	4
Ctcf	mouse42	Ctcf_4	1
Ctcf	mouse44	Ctcf_1	4
Ctcf	mouse44	Ctcf_2	1
Ctcf	mouse44	Ctcf_3	7
Ctcf	mouse44	Ctcf_4	4
Ctcf	mouse45	Ctcf_1	8
Ctcf	mouse45	Ctcf_2	1
Ctcf	mouse45	Ctcf_3	9
Ctcf	mouse45	Ctcf_4	2
Ctcf	mouse46	Ctcf_1	6
Ctcf	mouse46	Ctcf_4	1
Ctcf	mouse47	Ctcf_3	1
Ctcf	mouse47	Ctcf_4	1
Ctcf	mouse48	Ctcf_1	1
Ctcf	mouse48	Ctcf_3	1
Ctcf	mouse48	Ctcf_4	3
Ctcf	mouse49	Ctcf_3	1
Ctcf	mouse5	Ctcf_1	1
Ctcf	mouse5	Ctcf_3	3
Ctcf	mouse5	Ctcf_4	1
Ctcf	mouse50	Ctcf_1	4
Ctcf	mouse50	Ctcf_3	3
Ctcf	mouse50	Ctcf_4	1
Ctcf	mouse51	Ctcf_1	2
Ctcf	mouse51	Ctcf_2	2
Ctcf	mouse51	Ctcf_3	1
Ctcf	mouse51	Ctcf_4	1
Ctcf	mouse52	Ctcf_1	2
Ctcf	mouse52	Ctcf_2	6
Ctcf	mouse52	Ctcf_3	6
Ctcf	mouse52	Ctcf_4	3
Ctcf	mouse53	Ctcf_2	1
Ctcf	mouse54	Ctcf_1	6
Ctcf	mouse54	Ctcf_2	3
Ctcf	mouse54	Ctcf_3	4
Ctcf	mouse54	Ctcf_4	2
Ctcf	mouse55	Ctcf_1	4
Ctcf	mouse55	Ctcf_2	6
Ctcf	mouse55	Ctcf_3	13
Ctcf	mouse55	Ctcf_4	4
Ctcf	mouse56	Ctcf_1	2
Ctcf	mouse56	Ctcf_3	1
Ctcf	mouse56	Ctcf_4	3
Ctcf	mouse57	Ctcf_1	4
Ctcf	mouse57	Ctcf_3	4
Ctcf	mouse57	Ctcf_4	4
Ctcf	mouse58	Ctcf_1	1
Ctcf	mouse58	Ctcf_4	1
Ctcf	mouse59	Ctcf_1	2
Ctcf	mouse59	Ctcf_2	1
Ctcf	mouse59	Ctcf_4	1
Ctcf	mouse6	Ctcf_1	4
Ctcf	mouse6	Ctcf_2	2
Ctcf	mouse6	Ctcf_3	6
Ctcf	mouse6	Ctcf_4	2
Ctcf	mouse60	Ctcf_1	4
Ctcf	mouse60	Ctcf_2	2
Ctcf	mouse60	Ctcf_3	12
Ctcf	mouse60	Ctcf_4	4
Ctcf	mouse61	Ctcf_1	3
Ctcf	mouse61	Ctcf_2	1
Ctcf	mouse61	Ctcf_3	2
Ctcf	mouse61	Ctcf_4	4
Ctcf	mouse62	Ctcf_1	5
Ctcf	mouse62	Ctcf_2	6
Ctcf	mouse62	Ctcf_3	14
Ctcf	mouse62	Ctcf_4	11
Ctcf	mouse63	Ctcf_1	8
Ctcf	mouse63	Ctcf_2	4
Ctcf	mouse63	Ctcf_3	11
Ctcf	mouse63	Ctcf_4	5
Ctcf	mouse64	Ctcf_2	3
Ctcf	mouse64	Ctcf_3	1
Ctcf	mouse64	Ctcf_4	5
Ctcf	mouse66	Ctcf_1	2
Ctcf	mouse66	Ctcf_2	2
Ctcf	mouse66	Ctcf_3	1
Ctcf	mouse66	Ctcf_4	1
Ctcf	mouse67	Ctcf_1	11
Ctcf	mouse67	Ctcf_2	5
Ctcf	mouse67	Ctcf_3	13
Ctcf	mouse67	Ctcf_4	10
Ctcf	mouse68	Ctcf_1	9
Ctcf	mouse68	Ctcf_2	6
Ctcf	mouse68	Ctcf_3	14
Ctcf	mouse68	Ctcf_4	8
Ctcf	mouse69	Ctcf_1	7
Ctcf	mouse69	Ctcf_2	7
Ctcf	mouse69	Ctcf_3	5
Ctcf	mouse69	Ctcf_4	5
Ctcf	mouse7	Ctcf_1	2
Ctcf	mouse7	Ctcf_2	2
Ctcf	mouse7	Ctcf_3	10
Ctcf	mouse7	Ctcf_4	2
Ctcf	mouse70	Ctcf_1	9
Ctcf	mouse70	Ctcf_2	6
Ctcf	mouse70	Ctcf_3	12
Ctcf	mouse70	Ctcf_4	8
Ctcf	mouse71	Ctcf_1	3
Ctcf	mouse71	Ctcf_2	2
Ctcf	mouse71	Ctcf_3	3
Ctcf	mouse71	Ctcf_4	3
Ctcf	mouse72	Ctcf_1	9
Ctcf	mouse72	Ctcf_2	3
Ctcf	mouse72	Ctcf_3	9
Ctcf	mouse72	Ctcf_4	7
Ctcf	mouse73	Ctcf_1	7
Ctcf	mouse73	Ctcf_2	4
Ctcf	mouse73	Ctcf_3	5
Ctcf	mouse73	Ctcf_4	11
Ctcf	mouse74	Ctcf_1	5
Ctcf	mouse74	Ctcf_2	2
Ctcf	mouse74	Ctcf_3	10
Ctcf	mouse74	Ctcf_4	3
Ctcf	mouse75	Ctcf_1	4
Ctcf	mouse75	Ctcf_2	4
Ctcf	mouse75	Ctcf_3	9
Ctcf	mouse75	Ctcf_4	2
Ctcf	mouse76	Ctcf_1	7
Ctcf	mouse76	Ctcf_2	5
Ctcf	mouse76	Ctcf_3	10
Ctcf	mouse76	Ctcf_4	8
Ctcf	mouse8	Ctcf_1	8
Ctcf	mouse8	Ctcf_2	1
Ctcf	mouse8	Ctcf_3	3
Ctcf	mouse8	Ctcf_4	8
Ctcf	mouse9	Ctcf_1	11
Ctcf	mouse9	Ctcf_2	3
Ctcf	mouse9	Ctcf_3	10
Ctcf	mouse9	Ctcf_4	5
Ddx3x	mouse1	Ddx3x_2	1
Ddx3x	mouse1	Ddx3x_3	3
Ddx3x	mouse1	Ddx3x_4	2
Ddx3x	mouse10	Ddx3x_1	2
Ddx3x	mouse10	Ddx3x_2	5
Ddx3x	mouse10	Ddx3x_3	7
Ddx3x	mouse10	Ddx3x_4	8
Ddx3x	mouse11	Ddx3x_1	6
Ddx3x	mouse11	Ddx3x_2	4
Ddx3x	mouse11	Ddx3x_3	10
Ddx3x	mouse11	Ddx3x_4	8
Ddx3x	mouse12	Ddx3x_1	4
Ddx3x	mouse12	Ddx3x_2	3
Ddx3x	mouse12	Ddx3x_3	9
Ddx3x	mouse12	Ddx3x_4	4
Ddx3x	mouse13	Ddx3x_1	3
Ddx3x	mouse13	Ddx3x_2	3
Ddx3x	mouse13	Ddx3x_3	8
Ddx3x	mouse13	Ddx3x_4	3
Ddx3x	mouse14	Ddx3x_1	4
Ddx3x	mouse14	Ddx3x_2	3
Ddx3x	mouse14	Ddx3x_3	4
Ddx3x	mouse14	Ddx3x_4	4
Ddx3x	mouse15	Ddx3x_1	5
Ddx3x	mouse15	Ddx3x_2	5
Ddx3x	mouse15	Ddx3x_3	9
Ddx3x	mouse15	Ddx3x_4	9
Ddx3x	mouse16	Ddx3x_1	2
Ddx3x	mouse16	Ddx3x_2	2
Ddx3x	mouse16	Ddx3x_3	3
Ddx3x	mouse16	Ddx3x_4	5
Ddx3x	mouse17	Ddx3x_1	3
Ddx3x	mouse17	Ddx3x_2	2
Ddx3x	mouse17	Ddx3x_3	2
Ddx3x	mouse17	Ddx3x_4	6
Ddx3x	mouse18	Ddx3x_1	8
Ddx3x	mouse18	Ddx3x_2	3
Ddx3x	mouse18	Ddx3x_3	11
Ddx3x	mouse18	Ddx3x_4	10
Ddx3x	mouse19	Ddx3x_1	2
Ddx3x	mouse19	Ddx3x_2	3
Ddx3x	mouse19	Ddx3x_3	6
Ddx3x	mouse19	Ddx3x_4	7
Ddx3x	mouse2	Ddx3x_1	2
Ddx3x	mouse2	Ddx3x_2	1
Ddx3x	mouse2	Ddx3x_4	5
Ddx3x	mouse20	Ddx3x_1	4
Ddx3x	mouse20	Ddx3x_2	4
Ddx3x	mouse20	Ddx3x_3	8
Ddx3x	mouse20	Ddx3x_4	10
Ddx3x	mouse21	Ddx3x_1	6
Ddx3x	mouse21	Ddx3x_2	5
Ddx3x	mouse21	Ddx3x_3	6
Ddx3x	mouse21	Ddx3x_4	12
Ddx3x	mouse22	Ddx3x_1	2
Ddx3x	mouse22	Ddx3x_2	5
Ddx3x	mouse22	Ddx3x_3	6
Ddx3x	mouse22	Ddx3x_4	5
Ddx3x	mouse23	Ddx3x_1	7
Ddx3x	mouse23	Ddx3x_2	4
Ddx3x	mouse23	Ddx3x_3	4
Ddx3x	mouse23	Ddx3x_4	10
Ddx3x	mouse24	Ddx3x_1	1
Ddx3x	mouse24	Ddx3x_2	3
Ddx3x	mouse24	Ddx3x_3	3
Ddx3x	mouse24	Ddx3x_4	5
Ddx3x	mouse25	Ddx3x_1	4
Ddx3x	mouse25	Ddx3x_2	2
Ddx3x	mouse25	Ddx3x_3	5
Ddx3x	mouse25	Ddx3x_4	9
Ddx3x	mouse26	Ddx3x_1	6
Ddx3x	mouse26	Ddx3x_2	4
Ddx3x	mouse26	Ddx3x_3	7
Ddx3x	mouse26	Ddx3x_4	7
Ddx3x	mouse29	Ddx3x_1	1
Ddx3x	mouse29	Ddx3x_3	5
Ddx3x	mouse29	Ddx3x_4	2
Ddx3x	mouse3	Ddx3x_1	1
Ddx3x	mouse3	Ddx3x_2	1
Ddx3x	mouse3	Ddx3x_3	1
Ddx3x	mouse3	Ddx3x_4	3
Ddx3x	mouse30	Ddx3x_2	1
Ddx3x	mouse30	Ddx3x_3	1
Ddx3x	mouse30	Ddx3x_4	1
Ddx3x	mouse31	Ddx3x_1	2
Ddx3x	mouse31	Ddx3x_3	3
Ddx3x	mouse31	Ddx3x_4	2
Ddx3x	mouse32	Ddx3x_1	1
Ddx3x	mouse32	Ddx3x_2	2
Ddx3x	mouse32	Ddx3x_3	2
Ddx3x	mouse32	Ddx3x_4	1
Ddx3x	mouse33	Ddx3x_1	1
Ddx3x	mouse33	Ddx3x_2	5
Ddx3x	mouse33	Ddx3x_3	3
Ddx3x	mouse33	Ddx3x_4	6
Ddx3x	mouse34	Ddx3x_1	2
Ddx3x	mouse34	Ddx3x_2	7
Ddx3x	mouse34	Ddx3x_3	8
Ddx3x	mouse34	Ddx3x_4	4
Ddx3x	mouse35	Ddx3x_1	6
Ddx3x	mouse35	Ddx3x_2	5
Ddx3x	mouse35	Ddx3x_3	6
Ddx3x	mouse35	Ddx3x_4	3
Ddx3x	mouse36	Ddx3x_1	2
Ddx3x	mouse36	Ddx3x_2	3
Ddx3x	mouse36	Ddx3x_3	3
Ddx3x	mouse36	Ddx3x_4	7
Ddx3x	mouse37	Ddx3x_1	4
Ddx3x	mouse37	Ddx3x_2	4
Ddx3x	mouse37	Ddx3x_3	5
Ddx3x	mouse37	Ddx3x_4	3
Ddx3x	mouse38	Ddx3x_1	2
Ddx3x	mouse38	Ddx3x_2	6
Ddx3x	mouse38	Ddx3x_3	7
Ddx3x	mouse38	Ddx3x_4	5
Ddx3x	mouse39	Ddx3x_1	2
Ddx3x	mouse39	Ddx3x_2	1
Ddx3x	mouse39	Ddx3x_3	3
Ddx3x	mouse39	Ddx3x_4	2
Ddx3x	mouse4	Ddx3x_1	5
Ddx3x	mouse4	Ddx3x_2	3
Ddx3x	mouse4	Ddx3x_3	8
Ddx3x	mouse4	Ddx3x_4	3
Ddx3x	mouse40	Ddx3x_2	1
Ddx3x	mouse40	Ddx3x_3	2
Ddx3x	mouse40	Ddx3x_4	2
Ddx3x	mouse41	Ddx3x_1	3
Ddx3x	mouse41	Ddx3x_2	1
Ddx3x	mouse41	Ddx3x_3	3
Ddx3x	mouse41	Ddx3x_4	2
Ddx3x	mouse42	Ddx3x_1	1
Ddx3x	mouse42	Ddx3x_2	1
Ddx3x	mouse42	Ddx3x_3	6
Ddx3x	mouse42	Ddx3x_4	5
Ddx3x	mouse44	Ddx3x_1	7
Ddx3x	mouse44	Ddx3x_2	9
Ddx3x	mouse44	Ddx3x_3	13
Ddx3x	mouse44	Ddx3x_4	8
Ddx3x	mouse45	Ddx3x_1	3
Ddx3x	mouse45	Ddx3x_2	4
Ddx3x	mouse45	Ddx3x_3	3
Ddx3x	mouse45	Ddx3x_4	8
Ddx3x	mouse46	Ddx3x_1	2
Ddx3x	mouse46	Ddx3x_2	3
Ddx3x	mouse46	Ddx3x_3	1
Ddx3x	mouse46	Ddx3x_4	1
Ddx3x	mouse47	Ddx3x_4	4
Ddx3x	mouse48	Ddx3x_1	2
Ddx3x	mouse48	Ddx3x_4	1
Ddx3x	mouse49	Ddx3x_1	1
Ddx3x	mouse49	Ddx3x_2	1
Ddx3x	mouse49	Ddx3x_3	1
Ddx3x	mouse5	Ddx3x_1	2
Ddx3x	mouse5	Ddx3x_2	1
Ddx3x	mouse5	Ddx3x_3	1
Ddx3x	mouse5	Ddx3x_4	2
Ddx3x	mouse50	Ddx3x_1	1
Ddx3x	mouse50	Ddx3x_3	2
Ddx3x	mouse50	Ddx3x_4	5
Ddx3x	mouse52	Ddx3x_1	4
Ddx3x	mouse52	Ddx3x_2	5
Ddx3x	mouse52	Ddx3x_3	12
Ddx3x	mouse52	Ddx3x_4	6
Ddx3x	mouse53	Ddx3x_1	3
Ddx3x	mouse53	Ddx3x_2	2
Ddx3x	mouse53	Ddx3x_4	3
Ddx3x	mouse54	Ddx3x_1	4
Ddx3x	mouse54	Ddx3x_2	4
Ddx3x	mouse54	Ddx3x_3	14
Ddx3x	mouse54	Ddx3x_4	4
Ddx3x	mouse55	Ddx3x_1	4
Ddx3x	mouse55	Ddx3x_2	4
Ddx3x	mouse55	Ddx3x_3	14
Ddx3x	mouse55	Ddx3x_4	4
Ddx3x	mouse56	Ddx3x_1	3
Ddx3x	mouse56	Ddx3x_2	2
Ddx3x	mouse56	Ddx3x_3	3
Ddx3x	mouse56	Ddx3x_4	2
Ddx3x	mouse57	Ddx3x_1	1
Ddx3x	mouse57	Ddx3x_2	1
Ddx3x	mouse57	Ddx3x_3	2
Ddx3x	mouse57	Ddx3x_4	4
Ddx3x	mouse58	Ddx3x_1	1
Ddx3x	mouse58	Ddx3x_2	2
Ddx3x	mouse58	Ddx3x_3	4
Ddx3x	mouse58	Ddx3x_4	4
Ddx3x	mouse59	Ddx3x_2	2
Ddx3x	mouse59	Ddx3x_3	4
Ddx3x	mouse59	Ddx3x_4	5
Ddx3x	mouse6	Ddx3x_2	3
Ddx3x	mouse6	Ddx3x_3	2
Ddx3x	mouse6	Ddx3x_4	7
Ddx3x	mouse60	Ddx3x_1	4
Ddx3x	mouse60	Ddx3x_2	3
Ddx3x	mouse60	Ddx3x_3	13
Ddx3x	mouse60	Ddx3x_4	15
Ddx3x	mouse61	Ddx3x_1	1
Ddx3x	mouse61	Ddx3x_2	3
Ddx3x	mouse61	Ddx3x_3	3
Ddx3x	mouse61	Ddx3x_4	2
Ddx3x	mouse62	Ddx3x_1	9
Ddx3x	mouse62	Ddx3x_2	11
Ddx3x	mouse62	Ddx3x_3	13
Ddx3x	mouse62	Ddx3x_4	20
Ddx3x	mouse63	Ddx3x_1	4
Ddx3x	mouse63	Ddx3x_2	6
Ddx3x	mouse63	Ddx3x_3	13
Ddx3x	mouse63	Ddx3x_4	12
Ddx3x	mouse64	Ddx3x_1	4
Ddx3x	mouse64	Ddx3x_3	3
Ddx3x	mouse64	Ddx3x_4	1
Ddx3x	mouse66	Ddx3x_1	2
Ddx3x	mouse66	Ddx3x_3	1
Ddx3x	mouse66	Ddx3x_4	5
Ddx3x	mouse67	Ddx3x_1	3
Ddx3x	mouse67	Ddx3x_2	6
Ddx3x	mouse67	Ddx3x_3	11
Ddx3x	mouse67	Ddx3x_4	8
Ddx3x	mouse68	Ddx3x_1	6
Ddx3x	mouse68	Ddx3x_2	9
Ddx3x	mouse68	Ddx3x_3	10
Ddx3x	mouse68	Ddx3x_4	23
Ddx3x	mouse69	Ddx3x_1	1
Ddx3x	mouse69	Ddx3x_2	2
Ddx3x	mouse69	Ddx3x_3	9
Ddx3x	mouse69	Ddx3x_4	9
Ddx3x	mouse7	Ddx3x_1	4
Ddx3x	mouse7	Ddx3x_3	10
Ddx3x	mouse7	Ddx3x_4	13
Ddx3x	mouse70	Ddx3x_1	7
Ddx3x	mouse70	Ddx3x_2	1
Ddx3x	mouse70	Ddx3x_3	8
Ddx3x	mouse70	Ddx3x_4	11
Ddx3x	mouse71	Ddx3x_1	2
Ddx3x	mouse71	Ddx3x_2	2
Ddx3x	mouse71	Ddx3x_3	3
Ddx3x	mouse71	Ddx3x_4	1
Ddx3x	mouse72	Ddx3x_1	9
Ddx3x	mouse72	Ddx3x_2	8
Ddx3x	mouse72	Ddx3x_3	13
Ddx3x	mouse72	Ddx3x_4	21
Ddx3x	mouse73	Ddx3x_1	7
Ddx3x	mouse73	Ddx3x_2	4
Ddx3x	mouse73	Ddx3x_3	9
Ddx3x	mouse73	Ddx3x_4	7
Ddx3x	mouse74	Ddx3x_1	4
Ddx3x	mouse74	Ddx3x_2	5
Ddx3x	mouse74	Ddx3x_3	9
Ddx3x	mouse74	Ddx3x_4	6
Ddx3x	mouse75	Ddx3x_2	4
Ddx3x	mouse75	Ddx3x_3	3
Ddx3x	mouse75	Ddx3x_4	4
Ddx3x	mouse76	Ddx3x_1	11
Ddx3x	mouse76	Ddx3x_2	11
Ddx3x	mouse76	Ddx3x_3	11
Ddx3x	mouse76	Ddx3x_4	15
Ddx3x	mouse8	Ddx3x_1	3
Ddx3x	mouse8	Ddx3x_2	2
Ddx3x	mouse8	Ddx3x_3	3
Ddx3x	mouse8	Ddx3x_4	10
Ddx3x	mouse9	Ddx3x_1	2
Ddx3x	mouse9	Ddx3x_2	5
Ddx3x	mouse9	Ddx3x_3	10
Ddx3x	mouse9	Ddx3x_4	7
Dnajb4	mouse1	Dnajb4_4	6
Dnajb4	mouse10	Dnajb4_2	2
Dnajb4	mouse10	Dnajb4_3	3
Dnajb4	mouse10	Dnajb4_4	6
Dnajb4	mouse11	Dnajb4_2	4
Dnajb4	mouse11	Dnajb4_3	3
Dnajb4	mouse11	Dnajb4_4	18
Dnajb4	mouse12	Dnajb4_2	1
Dnajb4	mouse12	Dnajb4_3	3
Dnajb4	mouse12	Dnajb4_4	4
Dnajb4	mouse13	Dnajb4_2	5
Dnajb4	mouse13	Dnajb4_3	5
Dnajb4	mouse13	Dnajb4_4	10
Dnajb4	mouse14	Dnajb4_2	3
Dnajb4	mouse14	Dnajb4_3	2
Dnajb4	mouse14	Dnajb4_4	2
Dnajb4	mouse15	Dnajb4_1	1
Dnajb4	mouse15	Dnajb4_2	3
Dnajb4	mouse15	Dnajb4_3	6
Dnajb4	mouse15	Dnajb4_4	8
Dnajb4	mouse16	Dnajb4_1	1
Dnajb4	mouse16	Dnajb4_2	1
Dnajb4	mouse16	Dnajb4_3	4
Dnajb4	mouse16	Dnajb4_4	7
Dnajb4	mouse17	Dnajb4_2	2
Dnajb4	mouse17	Dnajb4_3	2
Dnajb4	mouse17	Dnajb4_4	3
Dnajb4	mouse18	Dnajb4_1	5
Dnajb4	mouse18	Dnajb4_2	6
Dnajb4	mouse18	Dnajb4_3	5
Dnajb4	mouse18	Dnajb4_4	4
Dnajb4	mouse19	Dnajb4_2	3
Dnajb4	mouse19	Dnajb4_3	3
Dnajb4	mouse19	Dnajb4_4	5
Dnajb4	mouse2	Dnajb4_2	2
Dnajb4	mouse2	Dnajb4_3	2
Dnajb4	mouse2	Dnajb4_4	3
Dnajb4	mouse20	Dnajb4_2	4
Dnajb4	mouse20	Dnajb4_3	2
Dnajb4	mouse20	Dnajb4_4	7
Dnajb4	mouse21	Dnajb4_2	4
Dnajb4	mouse21	Dnajb4_3	4
Dnajb4	mouse21	Dnajb4_4	9
Dnajb4	mouse22	Dnajb4_1	1
Dnajb4	mouse22	Dnajb4_2	8
Dnajb4	mouse22	Dnajb4_3	10
Dnajb4	mouse22	Dnajb4_4	6
Dnajb4	mouse23	Dnajb4_1	2
Dnajb4	mouse23	Dnajb4_2	5
Dnajb4	mouse23	Dnajb4_3	6
Dnajb4	mouse23	Dnajb4_4	15
Dnajb4	mouse24	Dnajb4_2	3
Dnajb4	mouse24	Dnajb4_3	4
Dnajb4	mouse24	Dnajb4_4	5
