target	mouse	guide	cells
Adamts17	mouse1	Adamts17_1	3
Adamts17	mouse1	Adamts17_2	1
Adamts17	mouse1	Adamts17_3	1
Adamts17	mouse10	Adamts17_1	8
Adamts17	mouse10	Adamts17_2	9
Adamts17	mouse10	Adamts17_3	5
Adamts17	mouse10	Adamts17_4	8
Adamts17	mouse11	Adamts17_1	11
Adamts17	mouse11	Adamts17_2	10
Adamts17	mouse11	Adamts17_3	13
Adamts17	mouse11	Adamts17_4	12
Adamts17	mouse12	Adamts17_1	8
Adamts17	mouse12	Adamts17_2	5
Adamts17	mouse12	Adamts17_3	4
Adamts17	mouse12	Adamts17_4	12
Adamts17	mouse13	Adamts17_1	6
Adamts17	mouse13	Adamts17_2	9
Adamts17	mouse13	Adamts17_3	6
Adamts17	mouse13	Adamts17_4	8
Adamts17	mouse14	Adamts17_1	2
Adamts17	mouse14	Adamts17_2	5
Adamts17	mouse14	Adamts17_3	2
Adamts17	mouse14	Adamts17_4	10
Adamts17	mouse15	Adamts17_1	2
Adamts17	mouse15	Adamts17_2	8
Adamts17	mouse15	Adamts17_3	8
Adamts17	mouse15	Adamts17_4	11
Adamts17	mouse16	Adamts17_1	6
Adamts17	mouse16	Adamts17_2	1
Adamts17	mouse16	Adamts17_3	5
Adamts17	mouse16	Adamts17_4	9
Adamts17	mouse17	Adamts17_1	2
Adamts17	mouse17	Adamts17_2	2
Adamts17	mouse17	Adamts17_3	4
Adamts17	mouse17	Adamts17_4	7
Adamts17	mouse18	Adamts17_1	7
Adamts17	mouse18	Adamts17_2	9
Adamts17	mouse18	Adamts17_3	9
Adamts17	mouse18	Adamts17_4	15
Adamts17	mouse19	Adamts17_1	1
Adamts17	mouse19	Adamts17_2	5
Adamts17	mouse19	Adamts17_3	1
Adamts17	mouse19	Adamts17_4	9
Adamts17	mouse2	Adamts17_1	1
Adamts17	mouse2	Adamts17_2	9
Adamts17	mouse2	Adamts17_3	2
Adamts17	mouse2	Adamts17_4	3
Adamts17	mouse20	Adamts17_1	4
Adamts17	mouse20	Adamts17_2	11
Adamts17	mouse20	Adamts17_3	6
Adamts17	mouse20	Adamts17_4	23
Adamts17	mouse21	Adamts17_1	4
Adamts17	mouse21	Adamts17_2	9
Adamts17	mouse21	Adamts17_3	5
Adamts17	mouse21	Adamts17_4	14
Adamts17	mouse22	Adamts17_1	4
Adamts17	mouse22	Adamts17_2	4
Adamts17	mouse22	Adamts17_3	2
Adamts17	mouse22	Adamts17_4	12
Adamts17	mouse23	Adamts17_1	7
Adamts17	mouse23	Adamts17_2	12
Adamts17	mouse23	Adamts17_3	5
Adamts17	mouse23	Adamts17_4	13
Adamts17	mouse24	Adamts17_1	3
Adamts17	mouse24	Adamts17_2	5
Adamts17	mouse24	Adamts17_3	2
Adamts17	mouse24	Adamts17_4	8
Adamts17	mouse25	Adamts17_1	4
Adamts17	mouse25	Adamts17_2	7
Adamts17	mouse25	Adamts17_3	3
Adamts17	mouse25	Adamts17_4	4
Adamts17	mouse26	Adamts17_1	3
Adamts17	mouse26	Adamts17_2	1
Adamts17	mouse26	Adamts17_3	5
Adamts17	mouse26	Adamts17_4	11
Adamts17	mouse27	Adamts17_2	1
Adamts17	mouse27	Adamts17_4	1
Adamts17	mouse29	Adamts17_1	1
Adamts17	mouse29	Adamts17_2	6
Adamts17	mouse29	Adamts17_3	3
Adamts17	mouse29	Adamts17_4	4
Adamts17	mouse3	Adamts17_1	2
Adamts17	mouse3	Adamts17_2	5
Adamts17	mouse3	Adamts17_3	4
Adamts17	mouse3	Adamts17_4	8
Adamts17	mouse30	Adamts17_2	2
Adamts17	mouse30	Adamts17_3	1
Adamts17	mouse30	Adamts17_4	3
Adamts17	mouse31	Adamts17_1	3
Adamts17	mouse31	Adamts17_2	3
Adamts17	mouse31	Adamts17_3	6
Adamts17	mouse31	Adamts17_4	8
Adamts17	mouse32	Adamts17_1	1
Adamts17	mouse32	Adamts17_2	1
Adamts17	mouse32	Adamts17_3	3
Adamts17	mouse32	Adamts17_4	4
Adamts17	mouse33	Adamts17_2	4
Adamts17	mouse33	Adamts17_3	1
Adamts17	mouse33	Adamts17_4	4
Adamts17	mouse34	Adamts17_1	4
Adamts17	mouse34	Adamts17_2	11
Adamts17	mouse34	Adamts17_3	7
Adamts17	mouse34	Adamts17_4	8
Adamts17	mouse35	Adamts17_1	2
Adamts17	mouse35	Adamts17_2	3
Adamts17	mouse35	Adamts17_3	7
Adamts17	mouse35	Adamts17_4	4
Adamts17	mouse36	Adamts17_1	5
Adamts17	mouse36	Adamts17_2	6
Adamts17	mouse36	Adamts17_3	10
Adamts17	mouse36	Adamts17_4	5
Adamts17	mouse37	Adamts17_2	4
Adamts17	mouse37	Adamts17_3	4
Adamts17	mouse37	Adamts17_4	5
Adamts17	mouse38	Adamts17_1	2
Adamts17	mouse38	Adamts17_2	11
Adamts17	mouse38	Adamts17_3	3
Adamts17	mouse38	Adamts17_4	15
Adamts17	mouse39	Adamts17_2	1
Adamts17	mouse39	Adamts17_3	1
Adamts17	mouse39	Adamts17_4	7
Adamts17	mouse4	Adamts17_1	9
Adamts17	mouse4	Adamts17_2	9
Adamts17	mouse4	Adamts17_3	1
Adamts17	mouse4	Adamts17_4	12
Adamts17	mouse40	Adamts17_1	1
Adamts17	mouse40	Adamts17_2	4
Adamts17	mouse40	Adamts17_3	1
Adamts17	mouse40	Adamts17_4	7
Adamts17	mouse41	Adamts17_1	3
Adamts17	mouse41	Adamts17_2	6
Adamts17	mouse41	Adamts17_3	2
Adamts17	mouse41	Adamts17_4	5
Adamts17	mouse42	Adamts17_2	5
Adamts17	mouse42	Adamts17_3	4
Adamts17	mouse42	Adamts17_4	4
Adamts17	mouse44	Adamts17_1	2
Adamts17	mouse44	Adamts17_2	13
Adamts17	mouse44	Adamts17_3	6
Adamts17	mouse44	Adamts17_4	6
Adamts17	mouse45	Adamts17_1	2
Adamts17	mouse45	Adamts17_2	5
Adamts17	mouse45	Adamts17_3	7
Adamts17	mouse45	Adamts17_4	9
Adamts17	mouse46	Adamts17_1	1
Adamts17	mouse46	Adamts17_2	4
Adamts17	mouse46	Adamts17_3	1
Adamts17	mouse46	Adamts17_4	6
Adamts17	mouse47	Adamts17_2	2
Adamts17	mouse47	Adamts17_3	2
Adamts17	mouse47	Adamts17_4	2
Adamts17	mouse48	Adamts17_1	1
Adamts17	mouse48	Adamts17_2	4
Adamts17	mouse48	Adamts17_3	2
Adamts17	mouse48	Adamts17_4	2
Adamts17	mouse49	Adamts17_2	2
Adamts17	mouse49	Adamts17_3	1
Adamts17	mouse49	Adamts17_4	1
Adamts17	mouse5	Adamts17_2	2
Adamts17	mouse5	Adamts17_3	2
Adamts17	mouse5	Adamts17_4	2
Adamts17	mouse50	Adamts17_1	1
Adamts17	mouse50	Adamts17_2	1
Adamts17	mouse50	Adamts17_3	1
Adamts17	mouse50	Adamts17_4	2
Adamts17	mouse51	Adamts17_3	1
Adamts17	mouse51	Adamts17_4	5
Adamts17	mouse52	Adamts17_1	2
Adamts17	mouse52	Adamts17_2	8
Adamts17	mouse52	Adamts17_3	2
Adamts17	mouse52	Adamts17_4	12
Adamts17	mouse53	Adamts17_2	3
Adamts17	mouse53	Adamts17_3	2
Adamts17	mouse53	Adamts17_4	2
Adamts17	mouse54	Adamts17_1	5
Adamts17	mouse54	Adamts17_2	5
Adamts17	mouse54	Adamts17_3	5
Adamts17	mouse54	Adamts17_4	17
Adamts17	mouse55	Adamts17_1	1
Adamts17	mouse55	Adamts17_2	8
Adamts17	mouse55	Adamts17_3	5
Adamts17	mouse55	Adamts17_4	18
Adamts17	mouse56	Adamts17_1	2
Adamts17	mouse56	Adamts17_2	5
Adamts17	mouse56	Adamts17_3	5
Adamts17	mouse56	Adamts17_4	2
Adamts17	mouse57	Adamts17_2	3
Adamts17	mouse57	Adamts17_3	1
Adamts17	mouse57	Adamts17_4	11
Adamts17	mouse58	Adamts17_1	1
Adamts17	mouse58	Adamts17_2	2
Adamts17	mouse58	Adamts17_3	2
Adamts17	mouse58	Adamts17_4	1
Adamts17	mouse59	Adamts17_1	1
Adamts17	mouse59	Adamts17_3	2
Adamts17	mouse59	Adamts17_4	4
Adamts17	mouse6	Adamts17_1	3
Adamts17	mouse6	Adamts17_2	2
Adamts17	mouse6	Adamts17_3	4
Adamts17	mouse6	Adamts17_4	3
Adamts17	mouse60	Adamts17_1	13
Adamts17	mouse60	Adamts17_2	18
Adamts17	mouse60	Adamts17_3	11
Adamts17	mouse60	Adamts17_4	21
Adamts17	mouse61	Adamts17_1	4
Adamts17	mouse61	Adamts17_2	1
Adamts17	mouse61	Adamts17_3	2
Adamts17	mouse61	Adamts17_4	3
Adamts17	mouse62	Adamts17_1	15
Adamts17	mouse62	Adamts17_2	21
Adamts17	mouse62	Adamts17_3	8
Adamts17	mouse62	Adamts17_4	20
Adamts17	mouse63	Adamts17_1	13
Adamts17	mouse63	Adamts17_2	19
Adamts17	mouse63	Adamts17_3	17
Adamts17	mouse63	Adamts17_4	19
Adamts17	mouse64	Adamts17_1	2
Adamts17	mouse64	Adamts17_2	4
Adamts17	mouse64	Adamts17_3	1
Adamts17	mouse64	Adamts17_4	5
Adamts17	mouse66	Adamts17_1	2
Adamts17	mouse66	Adamts17_2	1
Adamts17	mouse66	Adamts17_3	1
Adamts17	mouse66	Adamts17_4	3
Adamts17	mouse67	Adamts17_1	6
Adamts17	mouse67	Adamts17_2	12
Adamts17	mouse67	Adamts17_3	11
Adamts17	mouse67	Adamts17_4	15
Adamts17	mouse68	Adamts17_1	8
Adamts17	mouse68	Adamts17_2	14
Adamts17	mouse68	Adamts17_3	13
Adamts17	mouse68	Adamts17_4	24
Adamts17	mouse69	Adamts17_1	4
Adamts17	mouse69	Adamts17_2	8
Adamts17	mouse69	Adamts17_3	8
Adamts17	mouse69	Adamts17_4	10
Adamts17	mouse7	Adamts17_1	7
Adamts17	mouse7	Adamts17_2	14
Adamts17	mouse7	Adamts17_3	15
Adamts17	mouse7	Adamts17_4	14
Adamts17	mouse70	Adamts17_1	12
Adamts17	mouse70	Adamts17_2	19
Adamts17	mouse70	Adamts17_3	9
Adamts17	mouse70	Adamts17_4	17
Adamts17	mouse71	Adamts17_1	2
Adamts17	mouse71	Adamts17_2	2
Adamts17	mouse71	Adamts17_3	2
Adamts17	mouse71	Adamts17_4	4
Adamts17	mouse72	Adamts17_1	8
Adamts17	mouse72	Adamts17_2	17
Adamts17	mouse72	Adamts17_3	22
Adamts17	mouse72	Adamts17_4	24
Adamts17	mouse73	Adamts17_1	8
Adamts17	mouse73	Adamts17_2	15
Adamts17	mouse73	Adamts17_3	4
Adamts17	mouse73	Adamts17_4	15
Adamts17	mouse74	Adamts17_1	3
Adamts17	mouse74	Adamts17_2	7
Adamts17	mouse74	Adamts17_4	11
Adamts17	mouse75	Adamts17_1	4
Adamts17	mouse75	Adamts17_2	8
Adamts17	mouse75	Adamts17_3	4
Adamts17	mouse75	Adamts17_4	13
Adamts17	mouse76	Adamts17_1	6
Adamts17	mouse76	Adamts17_2	13
Adamts17	mouse76	Adamts17_3	12
Adamts17	mouse76	Adamts17_4	33
Adamts17	mouse8	Adamts17_1	4
Adamts17	mouse8	Adamts17_2	11
Adamts17	mouse8	Adamts17_3	7
Adamts17	mouse8	Adamts17_4	12
Adamts17	mouse9	Adamts17_1	6
Adamts17	mouse9	Adamts17_2	10
Adamts17	mouse9	Adamts17_3	10
Adamts17	mouse9	Adamts17_4	17
Adarb1	mouse1	Adarb1_1	3
Adarb1	mouse1	Adarb1_2	5
Adarb1	mouse1	Adarb1_3	2
Adarb1	mouse1	Adarb1_4	1
Adarb1	mouse10	Adarb1_1	3
Adarb1	mouse10	Adarb1_2	6
Adarb1	mouse10	Adarb1_3	1
Adarb1	mouse10	Adarb1_4	2
Adarb1	mouse11	Adarb1_1	10
Adarb1	mouse11	Adarb1_2	29
Adarb1	mouse11	Adarb1_3	8
Adarb1	mouse11	Adarb1_4	5
Adarb1	mouse12	Adarb1_1	5
Adarb1	mouse12	Adarb1_2	11
Adarb1	mouse12	Adarb1_3	11
Adarb1	mouse12	Adarb1_4	7
Adarb1	mouse13	Adarb1_1	6
Adarb1	mouse13	Adarb1_2	8
Adarb1	mouse13	Adarb1_3	7
Adarb1	mouse13	Adarb1_4	4
Adarb1	mouse14	Adarb1_1	2
Adarb1	mouse14	Adarb1_2	5
Adarb1	mouse14	Adarb1_3	5
Adarb1	mouse14	Adarb1_4	3
Adarb1	mouse15	Adarb1_1	3
Adarb1	mouse15	Adarb1_2	10
Adarb1	mouse15	Adarb1_3	8
Adarb1	mouse15	Adarb1_4	7
Adarb1	mouse16	Adarb1_1	5
Adarb1	mouse16	Adarb1_2	2
Adarb1	mouse16	Adarb1_3	2
Adarb1	mouse16	Adarb1_4	5
Adarb1	mouse17	Adarb1_1	6
Adarb1	mouse17	Adarb1_2	6
Adarb1	mouse17	Adarb1_3	8
Adarb1	mouse17	Adarb1_4	2
Adarb1	mouse18	Adarb1_1	8
Adarb1	mouse18	Adarb1_2	21
Adarb1	mouse18	Adarb1_3	8
Adarb1	mouse18	Adarb1_4	7
Adarb1	mouse19	Adarb1_1	7
Adarb1	mouse19	Adarb1_2	6
Adarb1	mouse19	Adarb1_3	2
Adarb1	mouse19	Adarb1_4	7
Adarb1	mouse2	Adarb1_1	2
Adarb1	mouse2	Adarb1_2	7
Adarb1	mouse2	Adarb1_3	1
Adarb1	mouse2	Adarb1_4	1
Adarb1	mouse20	Adarb1_1	8
Adarb1	mouse20	Adarb1_2	9
Adarb1	mouse20	Adarb1_3	11
Adarb1	mouse20	Adarb1_4	9
Adarb1	mouse21	Adarb1_1	6
Adarb1	mouse21	Adarb1_2	10
Adarb1	mouse21	Adarb1_3	5
Adarb1	mouse21	Adarb1_4	5
Adarb1	mouse22	Adarb1_1	5
Adarb1	mouse22	Adarb1_2	11
Adarb1	mouse22	Adarb1_3	8
Adarb1	mouse22	Adarb1_4	2
Adarb1	mouse23	Adarb1_1	8
Adarb1	mouse23	Adarb1_2	14
Adarb1	mouse23	Adarb1_3	13
Adarb1	mouse23	Adarb1_4	9
Adarb1	mouse24	Adarb1_1	3
Adarb1	mouse24	Adarb1_2	5
Adarb1	mouse24	Adarb1_3	4
Adarb1	mouse24	Adarb1_4	1
Adarb1	mouse25	Adarb1_1	3
Adarb1	mouse25	Adarb1_2	12
Adarb1	mouse25	Adarb1_3	2
Adarb1	mouse25	Adarb1_4	3
Adarb1	mouse26	Adarb1_1	4
Adarb1	mouse26	Adarb1_2	5
Adarb1	mouse26	Adarb1_3	3
Adarb1	mouse26	Adarb1_4	5
Adarb1	mouse27	Adarb1_2	1
Adarb1	mouse29	Adarb1_1	5
Adarb1	mouse29	Adarb1_2	6
Adarb1	mouse29	Adarb1_3	7
Adarb1	mouse29	Adarb1_4	2
Adarb1	mouse3	Adarb1_2	2
Adarb1	mouse3	Adarb1_3	3
Adarb1	mouse30	Adarb1_1	3
Adarb1	mouse30	Adarb1_2	3
Adarb1	mouse31	Adarb1_1	7
Adarb1	mouse31	Adarb1_2	5
Adarb1	mouse31	Adarb1_3	5
Adarb1	mouse31	Adarb1_4	3
Adarb1	mouse32	Adarb1_1	1
Adarb1	mouse32	Adarb1_2	3
Adarb1	mouse32	Adarb1_4	3
Adarb1	mouse33	Adarb1_1	6
Adarb1	mouse33	Adarb1_2	5
Adarb1	mouse33	Adarb1_3	1
Adarb1	mouse33	Adarb1_4	2
Adarb1	mouse34	Adarb1_1	6
Adarb1	mouse34	Adarb1_2	12
Adarb1	mouse34	Adarb1_3	5
Adarb1	mouse34	Adarb1_4	2
Adarb1	mouse35	Adarb1_1	2
Adarb1	mouse35	Adarb1_2	7
Adarb1	mouse35	Adarb1_3	4
Adarb1	mouse35	Adarb1_4	6
Adarb1	mouse36	Adarb1_1	6
Adarb1	mouse36	Adarb1_2	7
Adarb1	mouse36	Adarb1_3	5
Adarb1	mouse36	Adarb1_4	2
Adarb1	mouse37	Adarb1_1	6
Adarb1	mouse37	Adarb1_2	6
Adarb1	mouse37	Adarb1_3	3
Adarb1	mouse37	Adarb1_4	1
Adarb1	mouse38	Adarb1_1	2
Adarb1	mouse38	Adarb1_2	7
Adarb1	mouse38	Adarb1_3	6
Adarb1	mouse38	Adarb1_4	6
Adarb1	mouse39	Adarb1_2	4
Adarb1	mouse39	Adarb1_4	2
Adarb1	mouse4	Adarb1_1	4
Adarb1	mouse4	Adarb1_2	10
Adarb1	mouse4	Adarb1_3	3
Adarb1	mouse4	Adarb1_4	3
Adarb1	mouse40	Adarb1_1	1
Adarb1	mouse40	Adarb1_2	2
Adarb1	mouse40	Adarb1_4	2
Adarb1	mouse41	Adarb1_1	5
Adarb1	mouse41	Adarb1_2	4
Adarb1	mouse41	Adarb1_3	4
Adarb1	mouse41	Adarb1_4	5
Adarb1	mouse42	Adarb1_1	1
Adarb1	mouse42	Adarb1_3	8
Adarb1	mouse42	Adarb1_4	3
Adarb1	mouse44	Adarb1_1	7
Adarb1	mouse44	Adarb1_2	6
Adarb1	mouse44	Adarb1_3	7
Adarb1	mouse44	Adarb1_4	3
Adarb1	mouse45	Adarb1_1	4
Adarb1	mouse45	Adarb1_2	11
Adarb1	mouse45	Adarb1_3	6
Adarb1	mouse45	Adarb1_4	7
Adarb1	mouse46	Adarb1_1	5
Adarb1	mouse46	Adarb1_2	3
Adarb1	mouse46	Adarb1_3	5
Adarb1	mouse46	Adarb1_4	2
Adarb1	mouse47	Adarb1_1	1
Adarb1	mouse48	Adarb1_1	1
Adarb1	mouse48	Adarb1_2	2
Adarb1	mouse48	Adarb1_3	2
Adarb1	mouse48	Adarb1_4	1
Adarb1	mouse49	Adarb1_1	1
Adarb1	mouse49	Adarb1_2	1
Adarb1	mouse49	Adarb1_4	1
Adarb1	mouse5	Adarb1_1	2
Adarb1	mouse5	Adarb1_2	3
Adarb1	mouse5	Adarb1_3	5
Adarb1	mouse50	Adarb1_1	1
Adarb1	mouse50	Adarb1_2	2
Adarb1	mouse50	Adarb1_3	1
Adarb1	mouse50	Adarb1_4	2
Adarb1	mouse51	Adarb1_1	2
Adarb1	mouse51	Adarb1_3	1
Adarb1	mouse51	Adarb1_4	3
Adarb1	mouse52	Adarb1_1	8
Adarb1	mouse52	Adarb1_2	15
Adarb1	mouse52	Adarb1_3	11
Adarb1	mouse52	Adarb1_4	6
Adarb1	mouse53	Adarb1_2	3
Adarb1	mouse53	Adarb1_4	1
Adarb1	mouse54	Adarb1_1	2
Adarb1	mouse54	Adarb1_2	14
Adarb1	mouse54	Adarb1_3	6
Adarb1	mouse54	Adarb1_4	6
Adarb1	mouse55	Adarb1_1	6
Adarb1	mouse55	Adarb1_2	12
Adarb1	mouse55	Adarb1_3	2
Adarb1	mouse55	Adarb1_4	3
Adarb1	mouse56	Adarb1_1	3
Adarb1	mouse56	Adarb1_2	5
Adarb1	mouse56	Adarb1_3	2
Adarb1	mouse56	Adarb1_4	3
Adarb1	mouse57	Adarb1_1	3
Adarb1	mouse57	Adarb1_2	9
Adarb1	mouse57	Adarb1_3	2
Adarb1	mouse57	Adarb1_4	1
Adarb1	mouse58	Adarb1_2	1
Adarb1	mouse58	Adarb1_3	1
Adarb1	mouse58	Adarb1_4	1
Adarb1	mouse59	Adarb1_1	2
Adarb1	mouse59	Adarb1_3	4
Adarb1	mouse59	Adarb1_4	1
Adarb1	mouse6	Adarb1_1	3
Adarb1	mouse6	Adarb1_2	8
Adarb1	mouse6	Adarb1_3	5
Adarb1	mouse6	Adarb1_4	2
Adarb1	mouse60	Adarb1_1	9
Adarb1	mouse60	Adarb1_2	22
Adarb1	mouse60	Adarb1_3	13
Adarb1	mouse60	Adarb1_4	10
Adarb1	mouse61	Adarb1_1	6
Adarb1	mouse61	Adarb1_2	8
Adarb1	mouse61	Adarb1_3	2
Adarb1	mouse62	Adarb1_1	14
Adarb1	mouse62	Adarb1_2	21
Adarb1	mouse62	Adarb1_3	14
Adarb1	mouse62	Adarb1_4	11
Adarb1	mouse63	Adarb1_1	13
Adarb1	mouse63	Adarb1_2	27
Adarb1	mouse63	Adarb1_3	2
Adarb1	mouse63	Adarb1_4	7
Adarb1	mouse64	Adarb1_1	2
Adarb1	mouse64	Adarb1_2	4
Adarb1	mouse64	Adarb1_3	4
Adarb1	mouse64	Adarb1_4	6
Adarb1	mouse66	Adarb1_1	3
Adarb1	mouse66	Adarb1_2	5
Adarb1	mouse66	Adarb1_3	1
Adarb1	mouse67	Adarb1_1	8
Adarb1	mouse67	Adarb1_2	14
Adarb1	mouse67	Adarb1_3	12
Adarb1	mouse67	Adarb1_4	4
Adarb1	mouse68	Adarb1_1	16
Adarb1	mouse68	Adarb1_2	26
Adarb1	mouse68	Adarb1_3	14
Adarb1	mouse68	Adarb1_4	11
Adarb1	mouse69	Adarb1_1	4
Adarb1	mouse69	Adarb1_2	17
Adarb1	mouse69	Adarb1_3	7
Adarb1	mouse69	Adarb1_4	5
Adarb1	mouse7	Adarb1_1	10
Adarb1	mouse7	Adarb1_2	17
Adarb1	mouse7	Adarb1_3	6
Adarb1	mouse7	Adarb1_4	8
Adarb1	mouse70	Adarb1_1	8
Adarb1	mouse70	Adarb1_2	12
Adarb1	mouse70	Adarb1_3	11
Adarb1	mouse70	Adarb1_4	3
Adarb1	mouse71	Adarb1_1	1
Adarb1	mouse71	Adarb1_2	3
Adarb1	mouse71	Adarb1_3	2
Adarb1	mouse71	Adarb1_4	2
Adarb1	mouse72	Adarb1_1	14
Adarb1	mouse72	Adarb1_2	18
Adarb1	mouse72	Adarb1_3	14
Adarb1	mouse72	Adarb1_4	13
Adarb1	mouse73	Adarb1_1	8
Adarb1	mouse73	Adarb1_2	17
Adarb1	mouse73	Adarb1_3	16
Adarb1	mouse73	Adarb1_4	7
Adarb1	mouse74	Adarb1_1	7
Adarb1	mouse74	Adarb1_2	11
Adarb1	mouse74	Adarb1_3	7
Adarb1	mouse74	Adarb1_4	2
Adarb1	mouse75	Adarb1_1	7
Adarb1	mouse75	Adarb1_2	8
Adarb1	mouse75	Adarb1_3	5
Adarb1	mouse75	Adarb1_4	5
Adarb1	mouse76	Adarb1_1	4
Adarb1	mouse76	Adarb1_2	23
Adarb1	mouse76	Adarb1_3	16
Adarb1	mouse76	Adarb1_4	8
Adarb1	mouse8	Adarb1_1	4
Adarb1	mouse8	Adarb1_2	13
Adarb1	mouse8	Adarb1_3	10
Adarb1	mouse8	Adarb1_4	5
Adarb1	mouse9	Adarb1_1	8
Adarb1	mouse9	Adarb1_2	13
Adarb1	mouse9	Adarb1_3	10
Adarb1	mouse9	Adarb1_4	7
Amfr	mouse1	Amfr_1	2
Amfr	mouse1	Amfr_2	1
Amfr	mouse1	Amfr_4	1
Amfr	mouse10	Amfr_1	3
Amfr	mouse10	Amfr_2	6
Amfr	mouse10	Amfr_3	1
Amfr	mouse10	Amfr_4	4
Amfr	mouse11	Amfr_1	2
Amfr	mouse11	Amfr_2	12
Amfr	mouse11	Amfr_3	4
Amfr	mouse11	Amfr_4	4
Amfr	mouse12	Amfr_1	1
Amfr	mouse12	Amfr_2	7
Amfr	mouse12	Amfr_3	3
Amfr	mouse12	Amfr_4	4
Amfr	mouse13	Amfr_1	1
Amfr	mouse13	Amfr_2	12
Amfr	mouse13	Amfr_3	2
Amfr	mouse13	Amfr_4	4
Amfr	mouse14	Amfr_2	2
Amfr	mouse14	Amfr_3	1
Amfr	mouse14	Amfr_4	2
Amfr	mouse15	Amfr_1	2
Amfr	mouse15	Amfr_2	5
Amfr	mouse15	Amfr_3	1
Amfr	mouse15	Amfr_4	4
Amfr	mouse16	Amfr_2	6
Amfr	mouse16	Amfr_3	2
Amfr	mouse16	Amfr_4	3
Amfr	mouse17	Amfr_1	1
Amfr	mouse17	Amfr_2	5
Amfr	mouse17	Amfr_4	5
Amfr	mouse18	Amfr_1	2
Amfr	mouse18	Amfr_2	13
Amfr	mouse18	Amfr_3	6
Amfr	mouse18	Amfr_4	5
Amfr	mouse19	Amfr_1	1
Amfr	mouse19	Amfr_2	5
Amfr	mouse19	Amfr_3	5
Amfr	mouse19	Amfr_4	9
Amfr	mouse2	Amfr_1	1
Amfr	mouse2	Amfr_2	2
Amfr	mouse2	Amfr_3	1
Amfr	mouse2	Amfr_4	1
Amfr	mouse20	Amfr_1	5
Amfr	mouse20	Amfr_2	7
Amfr	mouse20	Amfr_3	4
Amfr	mouse20	Amfr_4	3
Amfr	mouse21	Amfr_2	6
Amfr	mouse21	Amfr_3	6
Amfr	mouse21	Amfr_4	5
Amfr	mouse22	Amfr_2	8
Amfr	mouse22	Amfr_3	2
Amfr	mouse22	Amfr_4	3
Amfr	mouse23	Amfr_1	4
Amfr	mouse23	Amfr_2	14
Amfr	mouse23	Amfr_3	8
Amfr	mouse23	Amfr_4	6
Amfr	mouse24	Amfr_1	1
Amfr	mouse24	Amfr_2	4
Amfr	mouse24	Amfr_3	3
Amfr	mouse24	Amfr_4	1
Amfr	mouse25	Amfr_1	1
Amfr	mouse25	Amfr_2	9
Amfr	mouse25	Amfr_3	4
Amfr	mouse25	Amfr_4	2
Amfr	mouse26	Amfr_2	9
Amfr	mouse26	Amfr_4	4
Amfr	mouse29	Amfr_2	2
Amfr	mouse29	Amfr_3	4
Amfr	mouse29	Amfr_4	2
Amfr	mouse3	Amfr_2	5
Amfr	mouse3	Amfr_3	1
Amfr	mouse3	Amfr_4	1
Amfr	mouse30	Amfr_2	1
Amfr	mouse31	Amfr_2	4
Amfr	mouse31	Amfr_3	1
Amfr	mouse31	Amfr_4	5
Amfr	mouse32	Amfr_2	5
Amfr	mouse32	Amfr_3	1
Amfr	mouse32	Amfr_4	5
Amfr	mouse33	Amfr_2	4
Amfr	mouse33	Amfr_3	3
Amfr	mouse33	Amfr_4	2
Amfr	mouse34	Amfr_1	2
Amfr	mouse34	Amfr_2	8
Amfr	mouse34	Amfr_3	4
Amfr	mouse34	Amfr_4	5
Amfr	mouse35	Amfr_1	1
Amfr	mouse35	Amfr_2	5
Amfr	mouse35	Amfr_3	4
Amfr	mouse35	Amfr_4	2
Amfr	mouse36	Amfr_1	2
Amfr	mouse36	Amfr_2	5
Amfr	mouse36	Amfr_3	3
Amfr	mouse36	Amfr_4	1
Amfr	mouse37	Amfr_2	3
Amfr	mouse37	Amfr_3	2
Amfr	mouse38	Amfr_1	2
Amfr	mouse38	Amfr_2	8
Amfr	mouse38	Amfr_3	6
Amfr	mouse38	Amfr_4	6
Amfr	mouse39	Amfr_2	2
Amfr	mouse39	Amfr_3	1
Amfr	mouse4	Amfr_1	3
Amfr	mouse4	Amfr_2	9
Amfr	mouse4	Amfr_3	3
Amfr	mouse4	Amfr_4	3
Amfr	mouse40	Amfr_1	1
Amfr	mouse40	Amfr_4	1
Amfr	mouse41	Amfr_1	2
Amfr	mouse41	Amfr_2	1
Amfr	mouse41	Amfr_3	4
Amfr	mouse41	Amfr_4	1
Amfr	mouse42	Amfr_2	4
Amfr	mouse42	Amfr_3	1
Amfr	mouse42	Amfr_4	3
Amfr	mouse44	Amfr_1	1
Amfr	mouse44	Amfr_2	5
Amfr	mouse44	Amfr_3	8
Amfr	mouse44	Amfr_4	5
Amfr	mouse45	Amfr_1	2
Amfr	mouse45	Amfr_2	8
Amfr	mouse45	Amfr_3	2
Amfr	mouse45	Amfr_4	5
Amfr	mouse46	Amfr_2	3
Amfr	mouse46	Amfr_3	2
Amfr	mouse47	Amfr_2	1
Amfr	mouse47	Amfr_3	3
Amfr	mouse48	Amfr_2	2
Amfr	mouse48	Amfr_3	1
Amfr	mouse48	Amfr_4	3
Amfr	mouse49	Amfr_4	1
Amfr	mouse5	Amfr_3	2
Amfr	mouse50	Amfr_1	2
Amfr	mouse50	Amfr_3	1
