gene_target	source	original_cells	retained_cells	retention	primary	min10
Tmem126a	mouse19	18	18	1	False	True
Tmem126a	mouse2	9	9	1	False	False
Tmem126a	mouse20	18	18	1	False	True
Tmem126a	mouse21	18	17	0.944444444444	False	True
Tmem126a	mouse22	24	24	1	True	True
Tmem126a	mouse23	40	39	0.975	True	True
Tmem126a	mouse24	13	13	1	False	True
Tmem126a	mouse25	7	7	1	False	False
Tmem126a	mouse26	11	11	1	False	True
Tmem126a	mouse27	3	0	0	False	False
Tmem126a	mouse29	5	5	1	False	False
Tmem126a	mouse3	8	8	1	False	False
Tmem126a	mouse30	11	10	0.909090909091	False	True
Tmem126a	mouse31	6	6	1	False	False
Tmem126a	mouse32	8	8	1	False	False
Tmem126a	mouse33	17	17	1	False	True
Tmem126a	mouse34	25	25	1	True	True
Tmem126a	mouse35	14	14	1	False	True
Tmem126a	mouse36	13	13	1	False	True
Tmem126a	mouse37	8	8	1	False	False
Tmem126a	mouse38	16	16	1	False	True
Tmem126a	mouse39	2	2	1	False	False
Tmem126a	mouse4	21	21	1	True	True
Tmem126a	mouse40	6	5	0.833333333333	False	False
Tmem126a	mouse41	22	22	1	True	True
Tmem126a	mouse42	4	4	1	False	False
Tmem126a	mouse44	19	18	0.947368421053	False	True
Tmem126a	mouse45	21	21	1	True	True
Tmem126a	mouse46	9	9	1	False	False
Tmem126a	mouse47	3	3	1	False	False
Tmem126a	mouse48	6	6	1	False	False
Tmem126a	mouse49	3	3	1	False	False
Tmem126a	mouse5	4	4	1	False	False
Tmem126a	mouse50	2	1	0.5	False	False
Tmem126a	mouse51	10	10	1	False	True
Tmem126a	mouse52	23	22	0.95652173913	True	True
Tmem126a	mouse53	6	5	0.833333333333	False	False
Tmem126a	mouse54	21	20	0.952380952381	True	True
Tmem126a	mouse55	23	23	1	True	True
Tmem126a	mouse56	8	8	1	False	False
Tmem126a	mouse57	7	6	0.857142857143	False	False
Tmem126a	mouse58	7	7	1	False	False
Tmem126a	mouse59	6	5	0.833333333333	False	False
Tmem126a	mouse6	16	16	1	False	True
Tmem126a	mouse60	29	29	1	True	True
Tmem126a	mouse61	16	16	1	False	True
Tmem126a	mouse62	45	45	1	True	True
Tmem126a	mouse63	47	47	1	True	True
Tmem126a	mouse64	4	4	1	False	False
Tmem126a	mouse66	11	11	1	False	True
Tmem126a	mouse67	36	35	0.972222222222	True	True
Tmem126a	mouse68	38	38	1	True	True
Tmem126a	mouse69	25	25	1	True	True
Tmem126a	mouse7	20	20	1	True	True
Tmem126a	mouse70	30	30	1	True	True
Tmem126a	mouse71	11	11	1	False	True
Tmem126a	mouse72	39	39	1	True	True
Tmem126a	mouse73	37	37	1	True	True
Tmem126a	mouse74	24	24	1	True	True
Tmem126a	mouse75	11	11	1	False	True
Tmem126a	mouse76	46	46	1	True	True
Tmem126a	mouse8	26	26	1	True	True
Tmem126a	mouse9	32	32	1	True	True
Tmem163	mouse1	11	10	0.909090909091	False	True
Tmem163	mouse10	24	24	1	True	True
Tmem163	mouse11	36	36	1	True	True
Tmem163	mouse12	23	23	1	True	True
Tmem163	mouse13	20	20	1	True	True
Tmem163	mouse14	12	12	1	False	True
Tmem163	mouse15	27	27	1	True	True
Tmem163	mouse16	9	9	1	False	False
Tmem163	mouse17	13	13	1	False	True
Tmem163	mouse18	40	40	1	True	True
Tmem163	mouse19	15	14	0.933333333333	False	True
Tmem163	mouse2	6	6	1	False	False
Tmem163	mouse20	32	32	1	True	True
Tmem163	mouse21	23	22	0.95652173913	True	True
Tmem163	mouse22	24	24	1	True	True
Tmem163	mouse23	38	37	0.973684210526	True	True
Tmem163	mouse24	19	19	1	False	True
Tmem163	mouse25	21	21	1	True	True
Tmem163	mouse26	22	21	0.954545454545	True	True
Tmem163	mouse29	3	3	1	False	False
Tmem163	mouse3	10	10	1	False	True
Tmem163	mouse30	7	6	0.857142857143	False	False
Tmem163	mouse31	13	13	1	False	True
Tmem163	mouse32	11	11	1	False	True
Tmem163	mouse33	13	13	1	False	True
Tmem163	mouse34	32	32	1	True	True
Tmem163	mouse35	23	23	1	True	True
Tmem163	mouse36	15	15	1	False	True
Tmem163	mouse37	18	18	1	False	True
Tmem163	mouse38	20	20	1	True	True
Tmem163	mouse39	8	8	1	False	False
Tmem163	mouse4	19	19	1	False	True
Tmem163	mouse40	6	5	0.833333333333	False	False
Tmem163	mouse41	14	14	1	False	True
Tmem163	mouse42	7	7	1	False	False
Tmem163	mouse44	18	18	1	False	True
Tmem163	mouse45	19	19	1	False	True
Tmem163	mouse46	10	10	1	False	True
Tmem163	mouse47	4	1	0.25	False	False
Tmem163	mouse48	6	5	0.833333333333	False	False
Tmem163	mouse49	1	1	1	False	False
Tmem163	mouse5	4	4	1	False	False
Tmem163	mouse50	7	7	1	False	False
Tmem163	mouse51	3	3	1	False	False
Tmem163	mouse52	21	19	0.904761904762	False	True
Tmem163	mouse53	7	7	1	False	False
Tmem163	mouse54	16	16	1	False	True
Tmem163	mouse55	22	22	1	True	True
Tmem163	mouse56	9	9	1	False	False
Tmem163	mouse57	10	8	0.8	False	False
Tmem163	mouse58	11	10	0.909090909091	False	True
Tmem163	mouse59	6	5	0.833333333333	False	False
Tmem163	mouse6	8	8	1	False	False
Tmem163	mouse60	49	49	1	True	True
Tmem163	mouse61	13	13	1	False	True
Tmem163	mouse62	56	55	0.982142857143	True	True
Tmem163	mouse63	46	46	1	True	True
Tmem163	mouse64	9	8	0.888888888889	False	False
Tmem163	mouse66	5	5	1	False	False
Tmem163	mouse67	35	35	1	True	True
Tmem163	mouse68	42	42	1	True	True
Tmem163	mouse69	31	31	1	True	True
Tmem163	mouse7	26	26	1	True	True
Tmem163	mouse70	37	37	1	True	True
Tmem163	mouse71	11	11	1	False	True
Tmem163	mouse72	47	47	1	True	True
Tmem163	mouse73	43	42	0.976744186047	True	True
Tmem163	mouse74	23	23	1	True	True
Tmem163	mouse75	17	17	1	False	True
Tmem163	mouse76	43	43	1	True	True
Tmem163	mouse8	12	12	1	False	True
Tmem163	mouse9	36	35	0.972222222222	True	True
Tmem165	mouse1	10	9	0.9	False	False
Tmem165	mouse10	19	19	1	False	True
Tmem165	mouse11	35	35	1	True	True
Tmem165	mouse12	18	18	1	False	True
Tmem165	mouse13	35	35	1	True	True
Tmem165	mouse14	21	21	1	True	True
Tmem165	mouse15	28	28	1	True	True
Tmem165	mouse16	18	18	1	False	True
Tmem165	mouse17	18	18	1	False	True
Tmem165	mouse18	30	30	1	True	True
Tmem165	mouse19	21	21	1	True	True
Tmem165	mouse2	6	6	1	False	False
Tmem165	mouse20	41	40	0.975609756098	True	True
Tmem165	mouse21	37	37	1	True	True
Tmem165	mouse22	30	30	1	True	True
Tmem165	mouse23	40	40	1	True	True
Tmem165	mouse24	13	12	0.923076923077	False	True
Tmem165	mouse25	13	13	1	False	True
Tmem165	mouse26	18	18	1	False	True
Tmem165	mouse27	3	0	0	False	False
Tmem165	mouse29	17	16	0.941176470588	False	True
Tmem165	mouse3	13	13	1	False	True
Tmem165	mouse30	5	5	1	False	False
Tmem165	mouse31	10	10	1	False	True
Tmem165	mouse32	9	9	1	False	False
Tmem165	mouse33	13	13	1	False	True
Tmem165	mouse34	34	34	1	True	True
Tmem165	mouse35	28	28	1	True	True
Tmem165	mouse36	26	26	1	True	True
Tmem165	mouse37	19	17	0.894736842105	False	True
Tmem165	mouse38	24	24	1	True	True
Tmem165	mouse39	8	8	1	False	False
Tmem165	mouse4	26	26	1	True	True
Tmem165	mouse40	13	12	0.923076923077	False	True
Tmem165	mouse41	13	11	0.846153846154	False	True
Tmem165	mouse42	12	12	1	False	True
Tmem165	mouse44	18	18	1	False	True
Tmem165	mouse45	27	25	0.925925925926	True	True
Tmem165	mouse46	6	6	1	False	False
Tmem165	mouse47	2	2	1	False	False
Tmem165	mouse48	5	5	1	False	False
Tmem165	mouse49	5	5	1	False	False
Tmem165	mouse5	4	4	1	False	False
Tmem165	mouse50	7	7	1	False	False
Tmem165	mouse51	5	5	1	False	False
Tmem165	mouse52	16	16	1	False	True
Tmem165	mouse53	11	11	1	False	True
Tmem165	mouse54	24	24	1	True	True
Tmem165	mouse55	24	24	1	True	True
Tmem165	mouse56	12	12	1	False	True
Tmem165	mouse57	10	10	1	False	True
Tmem165	mouse58	15	15	1	False	True
Tmem165	mouse59	8	8	1	False	False
Tmem165	mouse6	23	23	1	True	True
Tmem165	mouse60	40	40	1	True	True
Tmem165	mouse61	10	10	1	False	True
Tmem165	mouse62	50	50	1	True	True
Tmem165	mouse63	55	55	1	True	True
Tmem165	mouse64	5	4	0.8	False	False
Tmem165	mouse66	8	8	1	False	False
Tmem165	mouse67	41	41	1	True	True
Tmem165	mouse68	65	65	1	True	True
Tmem165	mouse69	20	20	1	True	True
Tmem165	mouse7	30	30	1	True	True
Tmem165	mouse70	41	41	1	True	True
Tmem165	mouse71	14	14	1	False	True
Tmem165	mouse72	51	51	1	True	True
Tmem165	mouse73	43	42	0.976744186047	True	True
Tmem165	mouse74	30	30	1	True	True
Tmem165	mouse75	23	23	1	True	True
Tmem165	mouse76	50	50	1	True	True
Tmem165	mouse8	24	23	0.958333333333	True	True
Tmem165	mouse9	34	34	1	True	True
Tmem63a	mouse1	13	13	1	False	True
Tmem63a	mouse10	20	20	1	True	True
Tmem63a	mouse11	34	34	1	True	True
Tmem63a	mouse12	21	21	1	True	True
Tmem63a	mouse13	37	36	0.972972972973	True	True
Tmem63a	mouse14	17	17	1	False	True
Tmem63a	mouse15	28	27	0.964285714286	True	True
Tmem63a	mouse16	26	26	1	True	True
Tmem63a	mouse17	14	14	1	False	True
Tmem63a	mouse18	31	30	0.967741935484	True	True
Tmem63a	mouse19	21	21	1	True	True
Tmem63a	mouse2	8	8	1	False	False
Tmem63a	mouse20	42	41	0.97619047619	True	True
Tmem63a	mouse21	33	33	1	True	True
Tmem63a	mouse22	31	31	1	True	True
Tmem63a	mouse23	31	31	1	True	True
Tmem63a	mouse24	13	13	1	False	True
Tmem63a	mouse25	21	21	1	True	True
Tmem63a	mouse26	22	22	1	True	True
Tmem63a	mouse27	1	1	1	False	False
Tmem63a	mouse29	9	9	1	False	False
Tmem63a	mouse3	14	13	0.928571428571	False	True
Tmem63a	mouse30	9	8	0.888888888889	False	False
Tmem63a	mouse31	11	11	1	False	True
Tmem63a	mouse32	7	7	1	False	False
Tmem63a	mouse33	16	16	1	False	True
Tmem63a	mouse34	32	32	1	True	True
Tmem63a	mouse35	23	23	1	True	True
Tmem63a	mouse36	21	20	0.952380952381	True	True
Tmem63a	mouse37	16	16	1	False	True
Tmem63a	mouse38	20	20	1	True	True
Tmem63a	mouse39	14	14	1	False	True
Tmem63a	mouse4	22	22	1	True	True
Tmem63a	mouse40	12	12	1	False	True
Tmem63a	mouse41	19	19	1	False	True
Tmem63a	mouse42	11	11	1	False	True
Tmem63a	mouse43	1	0	0	False	False
Tmem63a	mouse44	22	21	0.954545454545	True	True
Tmem63a	mouse45	31	31	1	True	True
Tmem63a	mouse46	2	2	1	False	False
Tmem63a	mouse47	11	8	0.727272727273	False	False
Tmem63a	mouse48	9	8	0.888888888889	False	False
Tmem63a	mouse49	6	5	0.833333333333	False	False
Tmem63a	mouse5	11	11	1	False	True
Tmem63a	mouse50	3	3	1	False	False
Tmem63a	mouse51	6	6	1	False	False
Tmem63a	mouse52	43	43	1	True	True
Tmem63a	mouse53	9	9	1	False	False
Tmem63a	mouse54	33	32	0.969696969697	True	True
Tmem63a	mouse55	34	34	1	True	True
Tmem63a	mouse56	11	10	0.909090909091	False	True
Tmem63a	mouse57	17	17	1	False	True
Tmem63a	mouse58	16	15	0.9375	False	True
Tmem63a	mouse59	11	11	1	False	True
Tmem63a	mouse6	23	23	1	True	True
Tmem63a	mouse60	44	42	0.954545454545	True	True
Tmem63a	mouse61	17	17	1	False	True
Tmem63a	mouse62	48	48	1	True	True
Tmem63a	mouse63	57	57	1	True	True
Tmem63a	mouse64	8	8	1	False	False
Tmem63a	mouse66	13	12	0.923076923077	False	True
Tmem63a	mouse67	46	46	1	True	True
Tmem63a	mouse68	52	52	1	True	True
Tmem63a	mouse69	31	31	1	True	True
Tmem63a	mouse7	26	26	1	True	True
Tmem63a	mouse70	48	48	1	True	True
Tmem63a	mouse71	14	14	1	False	True
Tmem63a	mouse72	77	77	1	True	True
Tmem63a	mouse73	45	45	1	True	True
Tmem63a	mouse74	33	33	1	True	True
Tmem63a	mouse75	25	25	1	True	True
Tmem63a	mouse76	60	60	1	True	True
Tmem63a	mouse8	33	33	1	True	True
Tmem63a	mouse9	36	36	1	True	True
Tmem63b	mouse1	4	4	1	False	False
Tmem63b	mouse10	10	10	1	False	True
Tmem63b	mouse11	45	45	1	True	True
Tmem63b	mouse12	20	20	1	True	True
Tmem63b	mouse13	21	21	1	True	True
Tmem63b	mouse14	18	17	0.944444444444	False	True
Tmem63b	mouse15	25	25	1	True	True
Tmem63b	mouse16	15	15	1	False	True
Tmem63b	mouse17	12	12	1	False	True
Tmem63b	mouse18	27	27	1	True	True
Tmem63b	mouse19	20	20	1	True	True
Tmem63b	mouse2	12	12	1	False	True
Tmem63b	mouse20	33	33	1	True	True
Tmem63b	mouse21	28	27	0.964285714286	True	True
Tmem63b	mouse22	27	27	1	True	True
Tmem63b	mouse23	43	43	1	True	True
Tmem63b	mouse24	15	15	1	False	True
Tmem63b	mouse25	18	18	1	False	True
Tmem63b	mouse26	15	15	1	False	True
Tmem63b	mouse27	4	2	0.5	False	False
Tmem63b	mouse29	11	11	1	False	True
Tmem63b	mouse3	15	14	0.933333333333	False	True
Tmem63b	mouse30	6	6	1	False	False
Tmem63b	mouse31	8	8	1	False	False
Tmem63b	mouse32	5	5	1	False	False
Tmem63b	mouse33	10	10	1	False	True
Tmem63b	mouse34	26	26	1	True	True
Tmem63b	mouse35	16	16	1	False	True
Tmem63b	mouse36	19	19	1	False	True
Tmem63b	mouse37	11	11	1	False	True
Tmem63b	mouse38	22	22	1	True	True
Tmem63b	mouse39	7	7	1	False	False
Tmem63b	mouse4	24	24	1	True	True
Tmem63b	mouse40	7	5	0.714285714286	False	False
Tmem63b	mouse41	13	13	1	False	True
Tmem63b	mouse42	10	10	1	False	True
Tmem63b	mouse44	22	22	1	True	True
Tmem63b	mouse45	27	27	1	True	True
Tmem63b	mouse46	2	2	1	False	False
Tmem63b	mouse47	1	1	1	False	False
Tmem63b	mouse48	4	4	1	False	False
Tmem63b	mouse49	8	7	0.875	False	False
Tmem63b	mouse5	4	4	1	False	False
Tmem63b	mouse51	6	6	1	False	False
Tmem63b	mouse52	37	36	0.972972972973	True	True
Tmem63b	mouse53	8	8	1	False	False
Tmem63b	mouse54	19	19	1	False	True
Tmem63b	mouse55	30	30	1	True	True
Tmem63b	mouse56	16	15	0.9375	False	True
Tmem63b	mouse57	10	10	1	False	True
Tmem63b	mouse58	6	5	0.833333333333	False	False
Tmem63b	mouse59	8	8	1	False	False
Tmem63b	mouse6	16	16	1	False	True
Tmem63b	mouse60	31	30	0.967741935484	True	True
Tmem63b	mouse61	15	15	1	False	True
Tmem63b	mouse62	48	48	1	True	True
Tmem63b	mouse63	50	50	1	True	True
Tmem63b	mouse64	16	16	1	False	True
Tmem63b	mouse66	16	16	1	False	True
Tmem63b	mouse67	43	43	1	True	True
Tmem63b	mouse68	45	45	1	True	True
Tmem63b	mouse69	26	26	1	True	True
Tmem63b	mouse7	26	26	1	True	True
Tmem63b	mouse70	35	35	1	True	True
Tmem63b	mouse71	14	14	1	False	True
Tmem63b	mouse72	40	40	1	True	True
Tmem63b	mouse73	20	20	1	True	True
Tmem63b	mouse74	32	32	1	True	True
Tmem63b	mouse75	13	13	1	False	True
Tmem63b	mouse76	43	43	1	True	True
Tmem63b	mouse8	12	12	1	False	True
Tmem63b	mouse9	33	33	1	True	True
Tmem63c	mouse1	15	15	1	False	True
Tmem63c	mouse10	31	31	1	True	True
Tmem63c	mouse11	47	47	1	True	True
Tmem63c	mouse12	33	33	1	True	True
Tmem63c	mouse13	38	38	1	True	True
Tmem63c	mouse14	22	22	1	True	True
Tmem63c	mouse15	30	30	1	True	True
Tmem63c	mouse16	28	28	1	True	True
Tmem63c	mouse17	18	18	1	False	True
Tmem63c	mouse18	45	44	0.977777777778	True	True
Tmem63c	mouse19	33	33	1	True	True
Tmem63c	mouse2	9	9	1	False	False
Tmem63c	mouse20	62	62	1	True	True
Tmem63c	mouse21	40	39	0.975	True	True
Tmem63c	mouse22	33	33	1	True	True
Tmem63c	mouse23	51	51	1	True	True
Tmem63c	mouse24	20	19	0.95	False	True
Tmem63c	mouse25	22	22	1	True	True
Tmem63c	mouse26	32	31	0.96875	True	True
Tmem63c	mouse27	5	2	0.4	False	False
Tmem63c	mouse29	24	24	1	True	True
Tmem63c	mouse3	17	17	1	False	True
Tmem63c	mouse30	12	9	0.75	False	False
Tmem63c	mouse31	17	17	1	False	True
Tmem63c	mouse32	10	10	1	False	True
Tmem63c	mouse33	25	25	1	True	True
Tmem63c	mouse34	41	40	0.975609756098	True	True
Tmem63c	mouse35	49	49	1	True	True
Tmem63c	mouse36	21	21	1	True	True
Tmem63c	mouse37	25	25	1	True	True
Tmem63c	mouse38	40	40	1	True	True
Tmem63c	mouse39	6	6	1	False	False
Tmem63c	mouse4	26	26	1	True	True
Tmem63c	mouse40	4	4	1	False	False
Tmem63c	mouse41	21	21	1	True	True
Tmem63c	mouse42	14	13	0.928571428571	False	True
Tmem63c	mouse44	45	45	1	True	True
Tmem63c	mouse45	47	47	1	True	True
Tmem63c	mouse46	9	7	0.777777777778	False	False
Tmem63c	mouse47	6	5	0.833333333333	False	False
Tmem63c	mouse48	12	11	0.916666666667	False	True
Tmem63c	mouse49	7	6	0.857142857143	False	False
Tmem63c	mouse5	11	11	1	False	True
Tmem63c	mouse50	4	4	1	False	False
Tmem63c	mouse51	9	9	1	False	False
Tmem63c	mouse52	38	37	0.973684210526	True	True
Tmem63c	mouse53	7	7	1	False	False
Tmem63c	mouse54	26	26	1	True	True
Tmem63c	mouse55	47	46	0.978723404255	True	True
Tmem63c	mouse56	21	20	0.952380952381	True	True
Tmem63c	mouse57	25	25	1	True	True
Tmem63c	mouse58	11	11	1	False	True
Tmem63c	mouse59	16	16	1	False	True
Tmem63c	mouse6	26	26	1	True	True
Tmem63c	mouse60	61	60	0.983606557377	True	True
Tmem63c	mouse61	16	16	1	False	True
Tmem63c	mouse62	62	62	1	True	True
Tmem63c	mouse63	65	64	0.984615384615	True	True
Tmem63c	mouse64	13	13	1	False	True
Tmem63c	mouse66	13	12	0.923076923077	False	True
Tmem63c	mouse67	57	57	1	True	True
Tmem63c	mouse68	76	76	1	True	True
Tmem63c	mouse69	36	36	1	True	True
Tmem63c	mouse7	36	36	1	True	True
Tmem63c	mouse70	53	53	1	True	True
Tmem63c	mouse71	14	14	1	False	True
Tmem63c	mouse72	80	80	1	True	True
Tmem63c	mouse73	44	44	1	True	True
Tmem63c	mouse74	47	47	1	True	True
Tmem63c	mouse75	27	27	1	True	True
Tmem63c	mouse76	66	66	1	True	True
Tmem63c	mouse8	38	37	0.973684210526	True	True
Tmem63c	mouse9	53	53	1	True	True
Tnfrsf11a	mouse1	3	3	1	False	False
Tnfrsf11a	mouse10	17	17	1	False	True
Tnfrsf11a	mouse11	42	42	1	True	True
Tnfrsf11a	mouse12	20	20	1	True	True
Tnfrsf11a	mouse13	34	34	1	True	True
Tnfrsf11a	mouse14	14	14	1	False	True
Tnfrsf11a	mouse15	15	15	1	False	True
Tnfrsf11a	mouse16	19	18	0.947368421053	False	True
Tnfrsf11a	mouse17	16	16	1	False	True
Tnfrsf11a	mouse18	37	37	1	True	True
Tnfrsf11a	mouse19	19	19	1	False	True
Tnfrsf11a	mouse2	5	5	1	False	False
Tnfrsf11a	mouse20	26	26	1	True	True
Tnfrsf11a	mouse21	20	20	1	True	True
Tnfrsf11a	mouse22	25	25	1	True	True
Tnfrsf11a	mouse23	46	46	1	True	True
Tnfrsf11a	mouse24	11	11	1	False	True
Tnfrsf11a	mouse25	12	12	1	False	True
Tnfrsf11a	mouse26	14	14	1	False	True
Tnfrsf11a	mouse27	7	2	0.285714285714	False	False
Tnfrsf11a	mouse29	11	11	1	False	True
Tnfrsf11a	mouse3	14	14	1	False	True
Tnfrsf11a	mouse30	4	4	1	False	False
Tnfrsf11a	mouse31	12	12	1	False	True
Tnfrsf11a	mouse32	9	9	1	False	False
Tnfrsf11a	mouse33	18	18	1	False	True
Tnfrsf11a	mouse34	28	28	1	True	True
Tnfrsf11a	mouse35	16	16	1	False	True
Tnfrsf11a	mouse36	13	13	1	False	True
Tnfrsf11a	mouse37	13	12	0.923076923077	False	True
Tnfrsf11a	mouse38	31	31	1	True	True
Tnfrsf11a	mouse39	4	3	0.75	False	False
Tnfrsf11a	mouse4	27	26	0.962962962963	True	True
Tnfrsf11a	mouse40	7	6	0.857142857143	False	False
Tnfrsf11a	mouse41	17	17	1	False	True
Tnfrsf11a	mouse42	11	11	1	False	True
Tnfrsf11a	mouse44	14	14	1	False	True
Tnfrsf11a	mouse45	19	19	1	False	True
Tnfrsf11a	mouse46	5	5	1	False	False
Tnfrsf11a	mouse47	8	5	0.625	False	False
Tnfrsf11a	mouse48	10	10	1	False	True
Tnfrsf11a	mouse49	6	6	1	False	False
Tnfrsf11a	mouse5	7	6	0.857142857143	False	False
Tnfrsf11a	mouse50	3	2	0.666666666667	False	False
Tnfrsf11a	mouse51	3	3	1	False	False
Tnfrsf11a	mouse52	29	29	1	True	True
Tnfrsf11a	mouse53	5	5	1	False	False
Tnfrsf11a	mouse54	20	20	1	True	True
Tnfrsf11a	mouse55	34	34	1	True	True
Tnfrsf11a	mouse56	7	7	1	False	False
Tnfrsf11a	mouse57	11	11	1	False	True
Tnfrsf11a	mouse58	9	9	1	False	False
Tnfrsf11a	mouse59	7	7	1	False	False
Tnfrsf11a	mouse6	21	21	1	True	True
Tnfrsf11a	mouse60	25	25	1	True	True
Tnfrsf11a	mouse61	15	15	1	False	True
Tnfrsf11a	mouse62	44	44	1	True	True
Tnfrsf11a	mouse63	36	36	1	True	True
Tnfrsf11a	mouse64	9	9	1	False	False
Tnfrsf11a	mouse66	7	7	1	False	False
Tnfrsf11a	mouse67	25	25	1	True	True
Tnfrsf11a	mouse68	52	52	1	True	True
Tnfrsf11a	mouse69	14	14	1	False	True
Tnfrsf11a	mouse7	31	31	1	True	True
Tnfrsf11a	mouse70	31	31	1	True	True
Tnfrsf11a	mouse71	16	16	1	False	True
Tnfrsf11a	mouse72	63	63	1	True	True
Tnfrsf11a	mouse73	36	35	0.972222222222	True	True
Tnfrsf11a	mouse74	29	29	1	True	True
Tnfrsf11a	mouse75	17	17	1	False	True
Tnfrsf11a	mouse76	42	42	1	True	True
Tnfrsf11a	mouse8	19	19	1	False	True
Tnfrsf11a	mouse9	44	44	1	True	True
Tnfrsf13c	mouse1	9	9	1	False	False
Tnfrsf13c	mouse10	27	26	0.962962962963	True	True
Tnfrsf13c	mouse11	70	70	1	True	True
Tnfrsf13c	mouse12	24	24	1	True	True
Tnfrsf13c	mouse13	55	55	1	True	True
Tnfrsf13c	mouse14	21	21	1	True	True
Tnfrsf13c	mouse15	29	29	1	True	True
Tnfrsf13c	mouse16	38	38	1	True	True
Tnfrsf13c	mouse17	21	20	0.952380952381	True	True
Tnfrsf13c	mouse18	48	48	1	True	True
Tnfrsf13c	mouse19	28	28	1	True	True
Tnfrsf13c	mouse2	8	8	1	False	False
Tnfrsf13c	mouse20	50	50	1	True	True
Tnfrsf13c	mouse21	42	41	0.97619047619	True	True
Tnfrsf13c	mouse22	45	45	1	True	True
Tnfrsf13c	mouse23	55	55	1	True	True
Tnfrsf13c	mouse24	21	20	0.952380952381	True	True
Tnfrsf13c	mouse25	29	28	0.965517241379	True	True
Tnfrsf13c	mouse26	18	16	0.888888888889	False	True
Tnfrsf13c	mouse27	3	3	1	False	False
Tnfrsf13c	mouse29	9	9	1	False	False
Tnfrsf13c	mouse3	14	14	1	False	True
Tnfrsf13c	mouse30	7	6	0.857142857143	False	False
Tnfrsf13c	mouse31	20	19	0.95	False	True
Tnfrsf13c	mouse32	17	17	1	False	True
Tnfrsf13c	mouse33	14	14	1	False	True
Tnfrsf13c	mouse34	27	27	1	True	True
Tnfrsf13c	mouse35	36	36	1	True	True
Tnfrsf13c	mouse36	23	23	1	True	True
Tnfrsf13c	mouse37	20	18	0.9	False	True
Tnfrsf13c	mouse38	34	33	0.970588235294	True	True
Tnfrsf13c	mouse39	15	15	1	False	True
Tnfrsf13c	mouse4	27	27	1	True	True
Tnfrsf13c	mouse40	18	18	1	False	True
Tnfrsf13c	mouse41	15	15	1	False	True
Tnfrsf13c	mouse42	15	15	1	False	True
Tnfrsf13c	mouse44	49	48	0.979591836735	True	True
Tnfrsf13c	mouse45	43	43	1	True	True
Tnfrsf13c	mouse46	13	11	0.846153846154	False	True
Tnfrsf13c	mouse47	9	7	0.777777777778	False	False
Tnfrsf13c	mouse48	4	4	1	False	False
Tnfrsf13c	mouse49	9	7	0.777777777778	False	False
Tnfrsf13c	mouse5	13	11	0.846153846154	False	True
Tnfrsf13c	mouse50	9	9	1	False	False
Tnfrsf13c	mouse51	8	6	0.75	False	False
Tnfrsf13c	mouse52	39	38	0.974358974359	True	True
Tnfrsf13c	mouse53	8	8	1	False	False
Tnfrsf13c	mouse54	35	35	1	True	True
Tnfrsf13c	mouse55	39	39	1	True	True
Tnfrsf13c	mouse56	17	17	1	False	True
Tnfrsf13c	mouse57	21	21	1	True	True
Tnfrsf13c	mouse58	14	14	1	False	True
Tnfrsf13c	mouse59	9	8	0.888888888889	False	False
Tnfrsf13c	mouse6	28	28	1	True	True
Tnfrsf13c	mouse60	60	60	1	True	True
Tnfrsf13c	mouse61	18	17	0.944444444444	False	True
Tnfrsf13c	mouse62	72	72	1	True	True
Tnfrsf13c	mouse63	70	70	1	True	True
Tnfrsf13c	mouse64	12	12	1	False	True
Tnfrsf13c	mouse66	10	10	1	False	True
Tnfrsf13c	mouse67	71	71	1	True	True
Tnfrsf13c	mouse68	71	71	1	True	True
Tnfrsf13c	mouse69	40	40	1	True	True
Tnfrsf13c	mouse7	37	37	1	True	True
Tnfrsf13c	mouse70	54	54	1	True	True
Tnfrsf13c	mouse71	12	12	1	False	True
Tnfrsf13c	mouse72	62	62	1	True	True
Tnfrsf13c	mouse73	56	56	1	True	True
Tnfrsf13c	mouse74	38	38	1	True	True
Tnfrsf13c	mouse75	22	21	0.954545454545	True	True
Tnfrsf13c	mouse76	66	66	1	True	True
Tnfrsf13c	mouse8	34	34	1	True	True
Tnfrsf13c	mouse9	47	47	1	True	True
Tnfrsf1a	mouse1	8	8	1	False	False
Tnfrsf1a	mouse10	18	18	1	False	True
Tnfrsf1a	mouse11	41	41	1	True	True
Tnfrsf1a	mouse12	22	22	1	True	True
Tnfrsf1a	mouse13	28	27	0.964285714286	True	True
Tnfrsf1a	mouse14	18	18	1	False	True
Tnfrsf1a	mouse15	27	27	1	True	True
Tnfrsf1a	mouse16	12	12	1	False	True
Tnfrsf1a	mouse17	9	9	1	False	False
Tnfrsf1a	mouse18	45	45	1	True	True
Tnfrsf1a	mouse19	22	22	1	True	True
Tnfrsf1a	mouse2	18	18	1	False	True
Tnfrsf1a	mouse20	31	31	1	True	True
Tnfrsf1a	mouse21	22	22	1	True	True
Tnfrsf1a	mouse22	25	25	1	True	True
Tnfrsf1a	mouse23	44	44	1	True	True
Tnfrsf1a	mouse24	13	13	1	False	True
Tnfrsf1a	mouse25	17	16	0.941176470588	False	True
Tnfrsf1a	mouse26	20	20	1	True	True
Tnfrsf1a	mouse27	3	0	0	False	False
Tnfrsf1a	mouse29	16	16	1	False	True
