gene_target	source	original_cells	retained_cells	retention	primary	min10
Gad2	mouse59	8	8	1	False	False
Gad2	mouse6	21	21	1	True	True
Gad2	mouse60	43	43	1	True	True
Gad2	mouse61	14	14	1	False	True
Gad2	mouse62	53	53	1	True	True
Gad2	mouse63	48	47	0.979166666667	True	True
Gad2	mouse64	14	14	1	False	True
Gad2	mouse66	6	6	1	False	False
Gad2	mouse67	36	36	1	True	True
Gad2	mouse68	50	50	1	True	True
Gad2	mouse69	30	30	1	True	True
Gad2	mouse7	32	32	1	True	True
Gad2	mouse70	35	35	1	True	True
Gad2	mouse71	9	9	1	False	False
Gad2	mouse72	61	61	1	True	True
Gad2	mouse73	34	34	1	True	True
Gad2	mouse74	26	26	1	True	True
Gad2	mouse75	15	15	1	False	True
Gad2	mouse76	59	59	1	True	True
Gad2	mouse8	20	20	1	True	True
Gad2	mouse9	42	42	1	True	True
Gal	mouse1	4	4	1	False	False
Gal	mouse10	24	24	1	True	True
Gal	mouse11	35	35	1	True	True
Gal	mouse12	20	20	1	True	True
Gal	mouse13	27	27	1	True	True
Gal	mouse14	16	16	1	False	True
Gal	mouse15	20	20	1	True	True
Gal	mouse16	17	17	1	False	True
Gal	mouse17	10	10	1	False	True
Gal	mouse18	41	39	0.951219512195	True	True
Gal	mouse19	25	25	1	True	True
Gal	mouse2	6	6	1	False	False
Gal	mouse20	39	39	1	True	True
Gal	mouse21	18	18	1	False	True
Gal	mouse22	30	30	1	True	True
Gal	mouse23	42	41	0.97619047619	True	True
Gal	mouse24	17	17	1	False	True
Gal	mouse25	17	17	1	False	True
Gal	mouse26	23	22	0.95652173913	True	True
Gal	mouse27	1	1	1	False	False
Gal	mouse29	11	11	1	False	True
Gal	mouse3	8	8	1	False	False
Gal	mouse30	3	2	0.666666666667	False	False
Gal	mouse31	12	12	1	False	True
Gal	mouse32	12	12	1	False	True
Gal	mouse33	13	13	1	False	True
Gal	mouse34	19	19	1	False	True
Gal	mouse35	19	19	1	False	True
Gal	mouse36	17	17	1	False	True
Gal	mouse37	16	15	0.9375	False	True
Gal	mouse38	29	29	1	True	True
Gal	mouse39	10	10	1	False	True
Gal	mouse4	30	30	1	True	True
Gal	mouse40	8	8	1	False	False
Gal	mouse41	15	15	1	False	True
Gal	mouse42	12	12	1	False	True
Gal	mouse44	20	20	1	True	True
Gal	mouse45	28	28	1	True	True
Gal	mouse46	13	11	0.846153846154	False	True
Gal	mouse47	3	3	1	False	False
Gal	mouse48	9	9	1	False	False
Gal	mouse49	5	3	0.6	False	False
Gal	mouse5	5	5	1	False	False
Gal	mouse50	9	9	1	False	False
Gal	mouse51	5	5	1	False	False
Gal	mouse52	32	32	1	True	True
Gal	mouse53	6	6	1	False	False
Gal	mouse54	22	22	1	True	True
Gal	mouse55	21	21	1	True	True
Gal	mouse56	15	15	1	False	True
Gal	mouse57	14	14	1	False	True
Gal	mouse58	8	8	1	False	False
Gal	mouse59	6	5	0.833333333333	False	False
Gal	mouse6	15	15	1	False	True
Gal	mouse60	49	48	0.979591836735	True	True
Gal	mouse61	12	12	1	False	True
Gal	mouse62	49	49	1	True	True
Gal	mouse63	50	50	1	True	True
Gal	mouse64	6	6	1	False	False
Gal	mouse66	11	11	1	False	True
Gal	mouse67	48	48	1	True	True
Gal	mouse68	48	48	1	True	True
Gal	mouse69	22	22	1	True	True
Gal	mouse7	31	31	1	True	True
Gal	mouse70	32	32	1	True	True
Gal	mouse71	12	12	1	False	True
Gal	mouse72	64	64	1	True	True
Gal	mouse73	34	34	1	True	True
Gal	mouse74	32	32	1	True	True
Gal	mouse75	20	20	1	True	True
Gal	mouse76	46	46	1	True	True
Gal	mouse8	24	24	1	True	True
Gal	mouse9	33	33	1	True	True
Galr1	mouse1	10	9	0.9	False	False
Galr1	mouse10	24	24	1	True	True
Galr1	mouse11	64	63	0.984375	True	True
Galr1	mouse12	36	35	0.972222222222	True	True
Galr1	mouse13	53	52	0.981132075472	True	True
Galr1	mouse14	23	23	1	True	True
Galr1	mouse15	45	45	1	True	True
Galr1	mouse16	20	20	1	True	True
Galr1	mouse17	27	27	1	True	True
Galr1	mouse18	50	49	0.98	True	True
Galr1	mouse19	32	32	1	True	True
Galr1	mouse2	10	10	1	False	True
Galr1	mouse20	50	50	1	True	True
Galr1	mouse21	42	42	1	True	True
Galr1	mouse22	32	32	1	True	True
Galr1	mouse23	65	64	0.984615384615	True	True
Galr1	mouse24	14	14	1	False	True
Galr1	mouse25	25	25	1	True	True
Galr1	mouse26	26	25	0.961538461538	True	True
Galr1	mouse27	8	4	0.5	False	False
Galr1	mouse29	14	14	1	False	True
Galr1	mouse3	20	19	0.95	False	True
Galr1	mouse30	9	8	0.888888888889	False	False
Galr1	mouse31	16	16	1	False	True
Galr1	mouse32	12	12	1	False	True
Galr1	mouse33	26	26	1	True	True
Galr1	mouse34	32	32	1	True	True
Galr1	mouse35	32	32	1	True	True
Galr1	mouse36	21	20	0.952380952381	True	True
Galr1	mouse37	20	20	1	True	True
Galr1	mouse38	39	38	0.974358974359	True	True
Galr1	mouse39	7	7	1	False	False
Galr1	mouse4	30	30	1	True	True
Galr1	mouse40	7	7	1	False	False
Galr1	mouse41	20	20	1	True	True
Galr1	mouse42	11	11	1	False	True
Galr1	mouse43	2	0	0	False	False
Galr1	mouse44	42	42	1	True	True
Galr1	mouse45	37	37	1	True	True
Galr1	mouse46	16	16	1	False	True
Galr1	mouse47	8	7	0.875	False	False
Galr1	mouse48	12	9	0.75	False	False
Galr1	mouse49	8	8	1	False	False
Galr1	mouse5	7	6	0.857142857143	False	False
Galr1	mouse50	8	7	0.875	False	False
Galr1	mouse51	10	10	1	False	True
Galr1	mouse52	51	51	1	True	True
Galr1	mouse53	17	17	1	False	True
Galr1	mouse54	40	39	0.975	True	True
Galr1	mouse55	32	32	1	True	True
Galr1	mouse56	23	23	1	True	True
Galr1	mouse57	23	23	1	True	True
Galr1	mouse58	11	11	1	False	True
Galr1	mouse59	10	9	0.9	False	False
Galr1	mouse6	21	21	1	True	True
Galr1	mouse60	60	60	1	True	True
Galr1	mouse61	8	8	1	False	False
Galr1	mouse62	72	72	1	True	True
Galr1	mouse63	69	69	1	True	True
Galr1	mouse64	20	19	0.95	False	True
Galr1	mouse66	13	13	1	False	True
Galr1	mouse67	56	55	0.982142857143	True	True
Galr1	mouse68	96	95	0.989583333333	True	True
Galr1	mouse69	41	41	1	True	True
Galr1	mouse7	42	37	0.880952380952	True	True
Galr1	mouse70	46	45	0.978260869565	True	True
Galr1	mouse71	20	19	0.95	False	True
Galr1	mouse72	83	83	1	True	True
Galr1	mouse73	56	56	1	True	True
Galr1	mouse74	30	30	1	True	True
Galr1	mouse75	35	35	1	True	True
Galr1	mouse76	86	86	1	True	True
Galr1	mouse8	42	41	0.97619047619	True	True
Galr1	mouse9	49	49	1	True	True
Gapdh	mouse1	6	6	1	False	False
Gapdh	mouse10	19	19	1	False	True
Gapdh	mouse11	57	57	1	True	True
Gapdh	mouse12	21	20	0.952380952381	True	True
Gapdh	mouse13	28	27	0.964285714286	True	True
Gapdh	mouse14	26	26	1	True	True
Gapdh	mouse15	28	26	0.928571428571	True	True
Gapdh	mouse16	19	19	1	False	True
Gapdh	mouse17	10	10	1	False	True
Gapdh	mouse18	25	24	0.96	True	True
Gapdh	mouse19	29	29	1	True	True
Gapdh	mouse2	11	10	0.909090909091	False	True
Gapdh	mouse20	29	29	1	True	True
Gapdh	mouse21	24	24	1	True	True
Gapdh	mouse22	25	24	0.96	True	True
Gapdh	mouse23	40	40	1	True	True
Gapdh	mouse24	21	21	1	True	True
Gapdh	mouse25	17	17	1	False	True
Gapdh	mouse26	19	19	1	False	True
Gapdh	mouse27	3	0	0	False	False
Gapdh	mouse29	16	15	0.9375	False	True
Gapdh	mouse3	11	11	1	False	True
Gapdh	mouse30	5	4	0.8	False	False
Gapdh	mouse31	17	17	1	False	True
Gapdh	mouse32	9	9	1	False	False
Gapdh	mouse33	12	12	1	False	True
Gapdh	mouse34	35	35	1	True	True
Gapdh	mouse35	27	27	1	True	True
Gapdh	mouse36	13	13	1	False	True
Gapdh	mouse37	15	14	0.933333333333	False	True
Gapdh	mouse38	23	23	1	True	True
Gapdh	mouse39	7	7	1	False	False
Gapdh	mouse4	21	21	1	True	True
Gapdh	mouse40	7	7	1	False	False
Gapdh	mouse41	13	13	1	False	True
Gapdh	mouse42	14	14	1	False	True
Gapdh	mouse44	18	18	1	False	True
Gapdh	mouse45	25	25	1	True	True
Gapdh	mouse46	9	9	1	False	False
Gapdh	mouse47	4	4	1	False	False
Gapdh	mouse48	4	3	0.75	False	False
Gapdh	mouse49	5	5	1	False	False
Gapdh	mouse5	6	6	1	False	False
Gapdh	mouse50	7	6	0.857142857143	False	False
Gapdh	mouse51	4	4	1	False	False
Gapdh	mouse52	26	26	1	True	True
Gapdh	mouse53	13	12	0.923076923077	False	True
Gapdh	mouse54	28	28	1	True	True
Gapdh	mouse55	18	18	1	False	True
Gapdh	mouse56	10	9	0.9	False	False
Gapdh	mouse57	9	9	1	False	False
Gapdh	mouse58	8	8	1	False	False
Gapdh	mouse59	6	6	1	False	False
Gapdh	mouse6	18	18	1	False	True
Gapdh	mouse60	28	28	1	True	True
Gapdh	mouse61	17	16	0.941176470588	False	True
Gapdh	mouse62	75	75	1	True	True
Gapdh	mouse63	47	47	1	True	True
Gapdh	mouse64	11	10	0.909090909091	False	True
Gapdh	mouse66	12	12	1	False	True
Gapdh	mouse67	38	38	1	True	True
Gapdh	mouse68	56	56	1	True	True
Gapdh	mouse69	25	25	1	True	True
Gapdh	mouse7	16	15	0.9375	False	True
Gapdh	mouse70	30	30	1	True	True
Gapdh	mouse71	13	13	1	False	True
Gapdh	mouse72	57	57	1	True	True
Gapdh	mouse73	38	38	1	True	True
Gapdh	mouse74	18	18	1	False	True
Gapdh	mouse75	21	21	1	True	True
Gapdh	mouse76	39	39	1	True	True
Gapdh	mouse8	20	20	1	True	True
Gapdh	mouse9	35	35	1	True	True
Gata1	mouse1	5	5	1	False	False
Gata1	mouse10	26	26	1	True	True
Gata1	mouse11	60	60	1	True	True
Gata1	mouse12	37	37	1	True	True
Gata1	mouse13	31	31	1	True	True
Gata1	mouse14	18	18	1	False	True
Gata1	mouse15	30	30	1	True	True
Gata1	mouse16	26	26	1	True	True
Gata1	mouse17	22	22	1	True	True
Gata1	mouse18	47	47	1	True	True
Gata1	mouse19	23	23	1	True	True
Gata1	mouse2	12	12	1	False	True
Gata1	mouse20	46	46	1	True	True
Gata1	mouse21	30	30	1	True	True
Gata1	mouse22	25	25	1	True	True
Gata1	mouse23	70	70	1	True	True
Gata1	mouse24	15	15	1	False	True
Gata1	mouse25	26	26	1	True	True
Gata1	mouse26	26	26	1	True	True
Gata1	mouse27	1	1	1	False	False
Gata1	mouse29	14	14	1	False	True
Gata1	mouse3	20	20	1	True	True
Gata1	mouse30	9	7	0.777777777778	False	False
Gata1	mouse31	15	15	1	False	True
Gata1	mouse32	10	10	1	False	True
Gata1	mouse33	16	16	1	False	True
Gata1	mouse34	40	40	1	True	True
Gata1	mouse35	35	35	1	True	True
Gata1	mouse36	21	21	1	True	True
Gata1	mouse37	18	17	0.944444444444	False	True
Gata1	mouse38	40	40	1	True	True
Gata1	mouse39	12	11	0.916666666667	False	True
Gata1	mouse4	28	28	1	True	True
Gata1	mouse40	9	9	1	False	False
Gata1	mouse41	19	19	1	False	True
Gata1	mouse42	15	14	0.933333333333	False	True
Gata1	mouse44	20	20	1	True	True
Gata1	mouse45	36	36	1	True	True
Gata1	mouse46	5	5	1	False	False
Gata1	mouse47	9	8	0.888888888889	False	False
Gata1	mouse48	7	6	0.857142857143	False	False
Gata1	mouse49	6	2	0.333333333333	False	False
Gata1	mouse5	9	8	0.888888888889	False	False
Gata1	mouse50	1	1	1	False	False
Gata1	mouse51	4	4	1	False	False
Gata1	mouse52	35	35	1	True	True
Gata1	mouse53	10	9	0.9	False	False
Gata1	mouse54	34	34	1	True	True
Gata1	mouse55	31	31	1	True	True
Gata1	mouse56	18	17	0.944444444444	False	True
Gata1	mouse57	15	14	0.933333333333	False	True
Gata1	mouse58	8	7	0.875	False	False
Gata1	mouse59	16	14	0.875	False	True
Gata1	mouse6	36	36	1	True	True
Gata1	mouse60	42	41	0.97619047619	True	True
Gata1	mouse61	24	24	1	True	True
Gata1	mouse62	61	61	1	True	True
Gata1	mouse63	68	68	1	True	True
Gata1	mouse64	9	9	1	False	False
Gata1	mouse66	13	13	1	False	True
Gata1	mouse67	36	36	1	True	True
Gata1	mouse68	68	68	1	True	True
Gata1	mouse69	34	34	1	True	True
Gata1	mouse7	38	38	1	True	True
Gata1	mouse70	59	59	1	True	True
Gata1	mouse71	17	17	1	False	True
Gata1	mouse72	77	77	1	True	True
Gata1	mouse73	47	47	1	True	True
Gata1	mouse74	38	38	1	True	True
Gata1	mouse75	35	35	1	True	True
Gata1	mouse76	67	67	1	True	True
Gata1	mouse8	33	33	1	True	True
Gata1	mouse9	53	53	1	True	True
Gata2	mouse1	13	12	0.923076923077	False	True
Gata2	mouse10	33	33	1	True	True
Gata2	mouse11	64	64	1	True	True
Gata2	mouse12	30	29	0.966666666667	True	True
Gata2	mouse13	44	44	1	True	True
Gata2	mouse14	14	14	1	False	True
Gata2	mouse15	39	39	1	True	True
Gata2	mouse16	26	26	1	True	True
Gata2	mouse17	19	19	1	False	True
Gata2	mouse18	40	40	1	True	True
Gata2	mouse19	29	29	1	True	True
Gata2	mouse2	8	8	1	False	False
Gata2	mouse20	53	52	0.981132075472	True	True
Gata2	mouse21	44	44	1	True	True
Gata2	mouse22	39	39	1	True	True
Gata2	mouse23	72	71	0.986111111111	True	True
Gata2	mouse24	23	22	0.95652173913	True	True
Gata2	mouse25	26	26	1	True	True
Gata2	mouse26	32	32	1	True	True
Gata2	mouse27	2	0	0	False	False
Gata2	mouse29	14	12	0.857142857143	False	True
Gata2	mouse3	20	20	1	True	True
Gata2	mouse30	8	7	0.875	False	False
Gata2	mouse31	18	18	1	False	True
Gata2	mouse32	10	9	0.9	False	False
Gata2	mouse33	12	11	0.916666666667	False	True
Gata2	mouse34	31	31	1	True	True
Gata2	mouse35	39	39	1	True	True
Gata2	mouse36	27	27	1	True	True
Gata2	mouse37	17	17	1	False	True
Gata2	mouse38	40	40	1	True	True
Gata2	mouse39	14	14	1	False	True
Gata2	mouse4	32	32	1	True	True
Gata2	mouse40	8	8	1	False	False
Gata2	mouse41	18	17	0.944444444444	False	True
Gata2	mouse42	17	15	0.882352941176	False	True
Gata2	mouse43	1	0	0	False	False
Gata2	mouse44	27	27	1	True	True
Gata2	mouse45	40	38	0.95	True	True
Gata2	mouse46	12	9	0.75	False	False
Gata2	mouse47	8	7	0.875	False	False
Gata2	mouse48	6	6	1	False	False
Gata2	mouse49	4	3	0.75	False	False
Gata2	mouse5	7	5	0.714285714286	False	False
Gata2	mouse50	17	17	1	False	True
Gata2	mouse51	8	8	1	False	False
Gata2	mouse52	45	45	1	True	True
Gata2	mouse53	10	10	1	False	True
Gata2	mouse54	34	32	0.941176470588	True	True
Gata2	mouse55	49	49	1	True	True
Gata2	mouse56	17	17	1	False	True
Gata2	mouse57	19	19	1	False	True
Gata2	mouse58	13	13	1	False	True
Gata2	mouse59	12	12	1	False	True
Gata2	mouse6	28	28	1	True	True
Gata2	mouse60	55	54	0.981818181818	True	True
Gata2	mouse61	17	17	1	False	True
Gata2	mouse62	71	71	1	True	True
Gata2	mouse63	60	60	1	True	True
Gata2	mouse64	10	10	1	False	True
Gata2	mouse66	22	22	1	True	True
Gata2	mouse67	56	56	1	True	True
Gata2	mouse68	90	89	0.988888888889	True	True
Gata2	mouse69	36	36	1	True	True
Gata2	mouse7	39	39	1	True	True
Gata2	mouse70	54	54	1	True	True
Gata2	mouse71	23	23	1	True	True
Gata2	mouse72	91	91	1	True	True
Gata2	mouse73	62	62	1	True	True
Gata2	mouse74	29	29	1	True	True
Gata2	mouse75	22	22	1	True	True
Gata2	mouse76	81	81	1	True	True
Gata2	mouse8	43	43	1	True	True
Gata2	mouse9	44	44	1	True	True
Gata3	mouse1	9	9	1	False	False
Gata3	mouse10	24	24	1	True	True
Gata3	mouse11	57	57	1	True	True
Gata3	mouse12	29	29	1	True	True
Gata3	mouse13	39	39	1	True	True
Gata3	mouse14	22	21	0.954545454545	True	True
Gata3	mouse15	29	29	1	True	True
Gata3	mouse16	19	19	1	False	True
Gata3	mouse17	21	21	1	True	True
Gata3	mouse18	42	40	0.952380952381	True	True
Gata3	mouse19	44	44	1	True	True
Gata3	mouse2	21	21	1	True	True
Gata3	mouse20	57	55	0.964912280702	True	True
Gata3	mouse21	29	29	1	True	True
Gata3	mouse22	33	33	1	True	True
Gata3	mouse23	51	51	1	True	True
Gata3	mouse24	14	14	1	False	True
Gata3	mouse25	32	32	1	True	True
Gata3	mouse26	26	26	1	True	True
Gata3	mouse27	1	1	1	False	False
Gata3	mouse29	9	9	1	False	False
Gata3	mouse3	12	12	1	False	True
Gata3	mouse30	10	9	0.9	False	False
Gata3	mouse31	10	10	1	False	True
Gata3	mouse32	9	8	0.888888888889	False	False
Gata3	mouse33	18	18	1	False	True
Gata3	mouse34	33	32	0.969696969697	True	True
Gata3	mouse35	17	17	1	False	True
Gata3	mouse36	24	23	0.958333333333	True	True
Gata3	mouse37	20	20	1	True	True
Gata3	mouse38	27	27	1	True	True
Gata3	mouse39	8	8	1	False	False
Gata3	mouse4	23	23	1	True	True
Gata3	mouse40	13	13	1	False	True
Gata3	mouse41	10	10	1	False	True
Gata3	mouse42	10	10	1	False	True
Gata3	mouse44	38	38	1	True	True
Gata3	mouse45	40	39	0.975	True	True
Gata3	mouse46	11	10	0.909090909091	False	True
Gata3	mouse47	7	6	0.857142857143	False	False
Gata3	mouse48	12	10	0.833333333333	False	True
Gata3	mouse49	8	8	1	False	False
Gata3	mouse5	14	13	0.928571428571	False	True
Gata3	mouse50	9	9	1	False	False
Gata3	mouse51	12	11	0.916666666667	False	True
Gata3	mouse52	34	34	1	True	True
Gata3	mouse53	11	11	1	False	True
Gata3	mouse54	32	31	0.96875	True	True
Gata3	mouse55	31	31	1	True	True
Gata3	mouse56	16	16	1	False	True
Gata3	mouse57	16	15	0.9375	False	True
Gata3	mouse58	9	9	1	False	False
Gata3	mouse59	13	13	1	False	True
Gata3	mouse6	29	29	1	True	True
Gata3	mouse60	53	52	0.981132075472	True	True
Gata3	mouse61	23	23	1	True	True
Gata3	mouse62	63	63	1	True	True
Gata3	mouse63	63	63	1	True	True
Gata3	mouse64	13	13	1	False	True
Gata3	mouse66	13	13	1	False	True
Gata3	mouse67	61	60	0.983606557377	True	True
Gata3	mouse68	81	80	0.987654320988	True	True
Gata3	mouse69	39	39	1	True	True
Gata3	mouse7	35	35	1	True	True
Gata3	mouse70	51	51	1	True	True
Gata3	mouse71	14	14	1	False	True
Gata3	mouse72	83	83	1	True	True
Gata3	mouse73	48	48	1	True	True
Gata3	mouse74	44	44	1	True	True
Gata3	mouse75	37	37	1	True	True
Gata3	mouse76	64	64	1	True	True
Gata3	mouse8	24	24	1	True	True
Gata3	mouse9	53	53	1	True	True
Gata4	mouse1	10	9	0.9	False	False
Gata4	mouse10	27	27	1	True	True
Gata4	mouse11	49	49	1	True	True
Gata4	mouse12	25	25	1	True	True
Gata4	mouse13	45	43	0.955555555556	True	True
Gata4	mouse14	11	11	1	False	True
Gata4	mouse15	44	44	1	True	True
Gata4	mouse16	35	35	1	True	True
Gata4	mouse17	19	19	1	False	True
Gata4	mouse18	51	50	0.980392156863	True	True
Gata4	mouse19	21	21	1	True	True
Gata4	mouse2	11	11	1	False	True
Gata4	mouse20	49	49	1	True	True
Gata4	mouse21	42	42	1	True	True
Gata4	mouse22	22	22	1	True	True
Gata4	mouse23	75	74	0.986666666667	True	True
Gata4	mouse24	26	26	1	True	True
Gata4	mouse25	25	25	1	True	True
Gata4	mouse26	23	23	1	True	True
Gata4	mouse27	5	3	0.6	False	False
Gata4	mouse29	15	15	1	False	True
Gata4	mouse3	13	13	1	False	True
Gata4	mouse30	4	3	0.75	False	False
Gata4	mouse31	24	24	1	True	True
Gata4	mouse32	17	17	1	False	True
Gata4	mouse33	19	19	1	False	True
Gata4	mouse34	32	31	0.96875	True	True
Gata4	mouse35	39	39	1	True	True
Gata4	mouse36	26	26	1	True	True
Gata4	mouse37	17	17	1	False	True
Gata4	mouse38	42	42	1	True	True
Gata4	mouse39	20	20	1	True	True
Gata4	mouse4	27	26	0.962962962963	True	True
Gata4	mouse40	11	11	1	False	True
Gata4	mouse41	23	23	1	True	True
Gata4	mouse42	11	10	0.909090909091	False	True
Gata4	mouse44	41	41	1	True	True
Gata4	mouse45	31	31	1	True	True
Gata4	mouse46	12	12	1	False	True
Gata4	mouse47	15	13	0.866666666667	False	True
Gata4	mouse48	12	11	0.916666666667	False	True
Gata4	mouse49	10	6	0.6	False	False
Gata4	mouse5	10	10	1	False	True
Gata4	mouse50	8	8	1	False	False
Gata4	mouse51	9	9	1	False	False
Gata4	mouse52	43	43	1	True	True
Gata4	mouse53	14	13	0.928571428571	False	True
Gata4	mouse54	41	39	0.951219512195	True	True
Gata4	mouse55	38	37	0.973684210526	True	True
Gata4	mouse56	16	16	1	False	True
Gata4	mouse57	22	22	1	True	True
Gata4	mouse58	12	11	0.916666666667	False	True
Gata4	mouse59	16	12	0.75	False	False
Gata4	mouse6	27	27	1	True	True
Gata4	mouse60	60	60	1	True	True
Gata4	mouse61	14	13	0.928571428571	False	True
Gata4	mouse62	78	78	1	True	True
Gata4	mouse63	58	58	1	True	True
Gata4	mouse64	15	14	0.933333333333	False	True
Gata4	mouse66	10	10	1	False	True
Gata4	mouse67	65	65	1	True	True
Gata4	mouse68	77	76	0.987012987013	True	True
Gata4	mouse69	36	36	1	True	True
Gata4	mouse7	38	38	1	True	True
Gata4	mouse70	48	48	1	True	True
Gata4	mouse71	11	11	1	False	True
Gata4	mouse72	85	85	1	True	True
Gata4	mouse73	47	46	0.978723404255	True	True
Gata4	mouse74	46	45	0.978260869565	True	True
Gata4	mouse75	34	34	1	True	True
Gata4	mouse76	72	71	0.986111111111	True	True
Gata4	mouse8	46	46	1	True	True
Gata4	mouse9	60	60	1	True	True
Gata6	mouse1	29	27	0.931034482759	True	True
Gata6	mouse10	32	32	1	True	True
Gata6	mouse11	63	62	0.984126984127	True	True
Gata6	mouse12	49	49	1	True	True
Gata6	mouse13	72	72	1	True	True
Gata6	mouse14	26	26	1	True	True
Gata6	mouse15	68	68	1	True	True
Gata6	mouse16	31	31	1	True	True
Gata6	mouse17	28	27	0.964285714286	True	True
Gata6	mouse18	69	68	0.985507246377	True	True
Gata6	mouse19	50	50	1	True	True
Gata6	mouse2	13	12	0.923076923077	False	True
Gata6	mouse20	56	56	1	True	True
Gata6	mouse21	67	67	1	True	True
Gata6	mouse22	57	56	0.982456140351	True	True
Gata6	mouse23	96	96	1	True	True
Gata6	mouse24	21	21	1	True	True
Gata6	mouse25	41	41	1	True	True
Gata6	mouse26	40	40	1	True	True
Gata6	mouse27	3	1	0.333333333333	False	False
Gata6	mouse29	24	21	0.875	True	True
Gata6	mouse3	14	14	1	False	True
Gata6	mouse30	12	11	0.916666666667	False	True
Gata6	mouse31	24	24	1	True	True
Gata6	mouse32	18	18	1	False	True
Gata6	mouse33	29	29	1	True	True
Gata6	mouse34	54	54	1	True	True
Gata6	mouse35	57	57	1	True	True
Gata6	mouse36	51	51	1	True	True
Gata6	mouse37	20	20	1	True	True
Gata6	mouse38	63	60	0.952380952381	True	True
Gata6	mouse39	16	16	1	False	True
Gata6	mouse4	64	63	0.984375	True	True
Gata6	mouse40	8	7	0.875	False	False
Gata6	mouse41	37	37	1	True	True
Gata6	mouse42	34	33	0.970588235294	True	True
Gata6	mouse44	39	38	0.974358974359	True	True
Gata6	mouse45	57	57	1	True	True
Gata6	mouse46	18	17	0.944444444444	False	True
Gata6	mouse47	10	9	0.9	False	False
Gata6	mouse48	11	11	1	False	True
Gata6	mouse49	8	5	0.625	False	False
Gata6	mouse5	14	13	0.928571428571	False	True
Gata6	mouse50	18	15	0.833333333333	False	True
Gata6	mouse51	9	9	1	False	False
Gata6	mouse52	63	63	1	True	True
Gata6	mouse53	16	15	0.9375	False	True
Gata6	mouse54	49	49	1	True	True
Gata6	mouse55	73	73	1	True	True
Gata6	mouse56	29	29	1	True	True
Gata6	mouse57	25	23	0.92	True	True
Gata6	mouse58	18	18	1	False	True
Gata6	mouse59	17	17	1	False	True
Gata6	mouse6	44	43	0.977272727273	True	True
Gata6	mouse60	91	91	1	True	True
Gata6	mouse61	16	16	1	False	True
Gata6	mouse62	101	101	1	True	True
Gata6	mouse63	93	93	1	True	True
Gata6	mouse64	18	18	1	False	True
Gata6	mouse66	22	22	1	True	True
Gata6	mouse67	84	83	0.988095238095	True	True
Gata6	mouse68	127	126	0.992125984252	True	True
Gata6	mouse69	75	75	1	True	True
Gata6	mouse7	43	43	1	True	True
Gata6	mouse70	84	84	1	True	True
Gata6	mouse71	33	33	1	True	True
Gata6	mouse72	130	130	1	True	True
Gata6	mouse73	86	86	1	True	True
Gata6	mouse74	75	75	1	True	True
Gata6	mouse75	33	33	1	True	True
Gata6	mouse76	101	101	1	True	True
Gata6	mouse8	48	48	1	True	True
Gata6	mouse9	68	68	1	True	True
Gatad1	mouse1	9	9	1	False	False
Gatad1	mouse10	26	26	1	True	True
Gatad1	mouse11	54	54	1	True	True
Gatad1	mouse12	23	23	1	True	True
Gatad1	mouse13	25	25	1	True	True
Gatad1	mouse14	18	18	1	False	True
Gatad1	mouse15	37	37	1	True	True
Gatad1	mouse16	24	24	1	True	True
Gatad1	mouse17	11	11	1	False	True
Gatad1	mouse18	32	32	1	True	True
Gatad1	mouse19	27	27	1	True	True
Gatad1	mouse2	10	10	1	False	True
Gatad1	mouse20	34	34	1	True	True
Gatad1	mouse21	33	33	1	True	True
Gatad1	mouse22	32	32	1	True	True
Gatad1	mouse23	41	41	1	True	True
Gatad1	mouse24	14	14	1	False	True
Gatad1	mouse25	13	13	1	False	True
Gatad1	mouse26	17	16	0.941176470588	False	True
Gatad1	mouse27	3	0	0	False	False
Gatad1	mouse29	19	19	1	False	True
Gatad1	mouse3	15	14	0.933333333333	False	True
Gatad1	mouse30	7	5	0.714285714286	False	False
Gatad1	mouse31	12	12	1	False	True
Gatad1	mouse32	8	8	1	False	False
Gatad1	mouse33	12	12	1	False	True
Gatad1	mouse34	29	29	1	True	True
Gatad1	mouse35	16	16	1	False	True
Gatad1	mouse36	20	18	0.9	False	True
Gatad1	mouse37	15	15	1	False	True
Gatad1	mouse38	31	31	1	True	True
Gatad1	mouse39	10	10	1	False	True
Gatad1	mouse4	23	23	1	True	True
Gatad1	mouse40	5	5	1	False	False
Gatad1	mouse41	10	10	1	False	True
Gatad1	mouse42	13	10	0.769230769231	False	False
Gatad1	mouse44	19	19	1	False	True
Gatad1	mouse45	18	18	1	False	True
Gatad1	mouse46	12	10	0.833333333333	False	True
Gatad1	mouse47	4	3	0.75	False	False
Gatad1	mouse48	6	5	0.833333333333	False	False
Gatad1	mouse49	7	5	0.714285714286	False	False
Gatad1	mouse5	11	10	0.909090909091	False	True
Gatad1	mouse50	8	8	1	False	False
Gatad1	mouse51	13	13	1	False	True
Gatad1	mouse52	25	25	1	True	True
Gatad1	mouse53	8	8	1	False	False
Gatad1	mouse54	24	24	1	True	True
Gatad1	mouse55	35	34	0.971428571429	True	True
Gatad1	mouse56	9	8	0.888888888889	False	False
Gatad1	mouse57	7	7	1	False	False
Gatad1	mouse58	6	6	1	False	False
Gatad1	mouse59	13	12	0.923076923077	False	True
Gatad1	mouse6	13	13	1	False	True
Gatad1	mouse60	52	52	1	True	True
