pseudo	source	weighted	cells	original	retention	effect
20	mouse23	0.469283826408	62	62	1	0.00756909397432
20	mouse24	0.380378084614	24	24	1	0.0158490868589
20	mouse25	0.524903597778	31	31	1	0.0169323741219
20	mouse29	0.279446593646	20	20	1	0.0139723296823
20	mouse31	0.743863522739	28	28	1	0.0265665543835
20	mouse34	0.177861765562	37	38	0.973684210526	0.00480707474491
20	mouse35	0.431067258079	28	28	1	0.0153952592171
20	mouse36	-0.224231832347	23	23	1	-0.00974921010203
20	mouse38	-1.228870726	34	34	1	-0.036143256647
20	mouse4	-0.921297929767	42	42	1	-0.0219356649945
20	mouse44	-0.834036362662	33	33	1	-0.0252738291716
20	mouse45	-0.384803693346	38	38	1	-0.0101264129828
20	mouse52	0.158116596447	34	34	1	0.0046504881308
20	mouse54	-0.22394652901	33	33	1	-0.00678625845486
20	mouse55	-0.330495724918	42	42	1	-0.00786894583138
20	mouse6	0.221127085342	24	24	1	0.0092136285559
20	mouse60	-0.106821812673	53	53	1	-0.00201550589949
20	mouse61	-0.484897447042	20	20	1	-0.0242448723521
20	mouse62	-0.705702642751	87	88	0.988636363636	-0.00811152462933
20	mouse63	0.770002175407	59	59	1	0.0130508843289
20	mouse67	0.152823980809	76	76	1	0.00201084185274
20	mouse68	1.2270316908	97	97	1	0.0126498112454
20	mouse69	0.136279674865	42	42	1	0.00324475416345
20	mouse7	-0.25656809649	43	43	1	-0.00596669991838
20	mouse70	-0.220568767999	49	49	1	-0.00450140342856
20	mouse72	0.706303611636	91	91	1	0.00776157814985
20	mouse73	0.291644224362	71	71	1	0.00410766513186
20	mouse74	0.171815334937	40	40	1	0.00429538337342
20	mouse75	0.323302216744	28	28	1	0.0115465077408
20	mouse76	-0.756531296959	64	64	1	-0.011820801515
20	mouse8	-0.115775460296	35	35	1	-0.00330787029416
20	mouse9	0.997905442167	39	39	1	0.0255873190299
21	mouse10	0.0339341932287	35	36	0.972222222222	0.000969548377962
21	mouse11	0.311839655759	51	52	0.980769230769	0.00611450305409
21	mouse12	-0.226671617914	31	31	1	-0.00731198767463
21	mouse13	-0.0404390834804	52	52	1	-0.000777674682316
21	mouse14	1.019351664	31	31	1	0.0328823117419
21	mouse15	-0.0832949720057	39	39	1	-0.00213576851297
21	mouse16	0.172611536946	26	26	1	0.00663890526716
21	mouse17	1.00155692278	25	25	1	0.040062276911
21	mouse18	1.20296928888	64	64	1	0.0187963951388
21	mouse19	0.0150382511308	32	32	1	0.000469945347838
21	mouse20	0.9232650615	57	57	1	0.0161976326579
21	mouse21	-0.738840281385	31	31	1	-0.023833557464
21	mouse22	0.255175530315	49	49	1	0.00520766388399
21	mouse23	0.567122542685	82	82	1	0.00691612856933
21	mouse24	0.257820564174	21	21	1	0.0122771697226
21	mouse25	0.418427217486	26	27	0.962962962963	0.0160933545187
21	mouse26	-0.393475321494	35	35	1	-0.0112421520427
21	mouse29	-0.123707616929	24	24	1	-0.00515448403873
21	mouse3	-0.199462369044	26	27	0.962962962963	-0.00767162957862
21	mouse31	0.146648101278	23	23	1	0.0063760044034
21	mouse33	0.791323762446	28	29	0.965517241379	0.0282615629445
21	mouse34	-0.414407571985	39	40	0.975	-0.0106258351791
21	mouse35	1.09307788014	41	42	0.97619047619	0.026660436101
21	mouse36	-0.782339319228	32	33	0.969696969697	-0.0244481037259
21	mouse38	0.00592822535691	34	34	1	0.000174359569321
21	mouse4	-1.09861350787	48	48	1	-0.022887781414
21	mouse41	-0.923608733239	27	27	1	-0.0342077308607
21	mouse44	-0.767249501631	29	29	1	-0.0264568793666
21	mouse45	0.37010812149	32	33	0.969696969697	0.0115658787966
21	mouse52	0.669706883461	46	48	0.958333333333	0.0145588452926
21	mouse54	0.228352282981	49	49	1	0.00466025067308
21	mouse55	-0.0160229580248	45	45	1	-0.000356065733883
21	mouse56	-0.179228366729	20	20	1	-0.00896141833646
21	mouse57	-0.682897420109	25	25	1	-0.0273158968044
21	mouse6	0.100342060949	38	38	1	0.00264058055128
21	mouse60	-1.22985656159	83	83	1	-0.0148175489348
21	mouse61	-0.0810932659077	26	26	1	-0.00311897176568
21	mouse62	0.861782768674	96	96	1	0.00897690384036
21	mouse63	0.469682063045	90	90	1	0.00521868958939
21	mouse67	-0.39492143379	58	58	1	-0.00680899023776
21	mouse68	0.830594124084	83	83	1	0.0100071581215
21	mouse69	-0.649440066391	58	59	0.983050847458	-0.011197242524
21	mouse7	0.247157019573	51	51	1	0.00484621607007
21	mouse70	-0.711119189488	66	66	1	-0.0107745331741
21	mouse72	0.326199255845	83	83	1	0.00393011151621
21	mouse73	0.302703250397	52	52	1	0.00582121635379
21	mouse74	-1.0505134512	40	40	1	-0.02626283628
21	mouse75	0.490925909151	33	33	1	0.0148765427015
21	mouse76	-0.0789298933688	82	82	1	-0.00096255967523
21	mouse8	0.993845349088	36	36	1	0.0276068152524
21	mouse9	-0.59358703431	63	63	1	-0.00942201641762
22	mouse10	-0.483129038595	22	22	1	-0.0219604108452
22	mouse11	-1.20044470913	48	48	1	-0.0250092647735
22	mouse12	0.368415014944	24	24	1	0.0153506256227
22	mouse13	-0.0485198399273	39	39	1	-0.00124409845967
22	mouse15	0.293287861902	25	25	1	0.0117315144761
22	mouse18	-0.272581150326	34	34	1	-0.00801709265665
22	mouse19	-0.13958795494	29	29	1	-0.00481337775654
22	mouse20	0.766387527513	34	34	1	0.0225408096327
22	mouse21	0.338896195595	33	33	1	0.0102695816847
22	mouse22	0.0472081583467	37	38	0.973684210526	0.00127589617153
22	mouse23	0.753538466887	51	51	1	0.0147752640566
22	mouse25	0.175795388465	22	22	1	0.00799069947567
22	mouse26	-1.26276818955	23	23	1	-0.0549029647629
22	mouse31	0.493012495314	22	22	1	0.0224096588779
22	mouse34	0.221133630366	31	31	1	0.00713334291502
22	mouse35	0.88342978785	31	31	1	0.0284977350919
22	mouse38	0.533466509128	38	38	1	0.0140385923455
22	mouse4	0.424304310305	20	20	1	0.0212152155153
22	mouse44	0.892779422742	25	25	1	0.0357111769097
22	mouse45	-0.426251517923	34	34	1	-0.0125368093507
22	mouse52	0.0838069005909	34	34	1	0.00246490884091
22	mouse54	-0.44771361561	32	33	0.969696969697	-0.0139910504878
22	mouse55	0.849211043678	38	39	0.974358974359	0.0223476590442
22	mouse6	0.0557505382106	34	34	1	0.00163972171208
22	mouse60	0.240500692406	44	45	0.977777777778	0.00546592482742
22	mouse62	0.470086636472	66	66	1	0.00712252479503
22	mouse63	-0.34828037006	59	59	1	-0.00590305711965
22	mouse67	0.259468653048	38	38	1	0.00682812244864
22	mouse68	-1.03224702433	64	66	0.969696969697	-0.0161288597551
22	mouse7	0.0137150230794	31	33	0.939393939394	0.000442420099334
22	mouse70	-0.321224894782	51	52	0.980769230769	-0.00629852734868
22	mouse72	0.21908400901	85	85	1	0.00257745892953
22	mouse73	0.327176867855	49	50	0.98	0.00667707893581
22	mouse74	0.517757150895	42	42	1	0.0123275512118
22	mouse76	-0.183342099083	52	52	1	-0.00352580959776
22	mouse8	-0.117268206904	34	34	1	-0.00344906490894
22	mouse9	0.444662807108	39	39	1	0.0114016104387
23	mouse10	0.0273242792396	24	24	1	0.00113851163498
23	mouse11	-0.684947953093	51	52	0.980769230769	-0.0134303520214
23	mouse13	-0.419759669034	37	37	1	-0.0113448559198
23	mouse15	0.077897544572	27	27	1	0.00288509424341
23	mouse18	-1.1916762863	28	28	1	-0.0425598673678
23	mouse19	-0.58882672244	34	34	1	-0.0173184330129
23	mouse20	0.0129509591339	32	32	1	0.000404717472935
23	mouse21	-0.149074528669	33	33	1	-0.00451740995966
23	mouse22	-0.116981220143	22	22	1	-0.00531732818832
23	mouse23	-1.16682637827	50	50	1	-0.0233365275653
23	mouse24	-0.245034701032	20	20	1	-0.0122517350516
23	mouse25	-0.409543394105	22	22	1	-0.018615608823
23	mouse34	-0.562919538691	30	31	0.967741935484	-0.018763984623
23	mouse36	0.485589866943	21	21	1	0.0231233269973
23	mouse38	0.281921758504	26	26	1	0.0108431445578
23	mouse4	0.360125395299	31	32	0.96875	0.0116169482354
23	mouse44	0.123562483476	23	23	1	0.00537228189028
23	mouse45	-0.935350500257	30	30	1	-0.0311783500086
23	mouse52	0.683889253364	34	34	1	0.0201143898048
23	mouse54	-0.220744570601	34	35	0.971428571429	-0.00649248737062
23	mouse55	0.0669356779495	23	23	1	0.00291024686737
23	mouse6	0.778527814822	27	28	0.964285714286	0.0288343635119
23	mouse60	-0.189531507442	54	54	1	-0.0035098427304
23	mouse62	0.574985581401	44	44	1	0.0130678541228
23	mouse63	-0.402923851565	39	39	1	-0.0103313808093
23	mouse67	-0.55477638486	40	40	1	-0.0138694096215
23	mouse68	-0.174654959285	57	57	1	-0.00306412209272
23	mouse69	-0.286860256738	31	31	1	-0.00925355666895
23	mouse70	-0.101046122003	34	34	1	-0.00297194476478
23	mouse72	0.023999244557	53	53	1	0.000452815935038
23	mouse73	-0.254334898159	35	36	0.972222222222	-0.00726671137598
23	mouse74	0.00641655008343	30	30	1	0.000213885002781
23	mouse75	0.829698308205	23	23	1	0.0360738394872
23	mouse76	-0.354210873604	52	53	0.981132075472	-0.00681174756931
23	mouse8	-0.229409613777	27	28	0.964285714286	-0.00849665236211
23	mouse9	-0.410332701898	50	50	1	-0.00820665403796
24	mouse10	-0.660766394492	35	35	1	-0.0188790398426
24	mouse11	0.380627010045	71	71	1	0.00536094380346
24	mouse12	0.358086221407	32	32	1	0.011190194419
24	mouse13	-0.0686894860119	41	42	0.97619047619	-0.00167535331736
24	mouse14	-0.0583950492665	26	27	0.962962962963	-0.00224596343333
24	mouse15	1.04517924154	43	43	1	0.0243064939893
24	mouse16	0.22538858086	22	22	1	0.0102449354936
24	mouse18	-0.147285931039	61	61	1	-0.00241452345965
24	mouse19	1.04706920143	41	41	1	0.0255382732057
24	mouse20	0.137275816329	64	64	1	0.00214493463014
24	mouse21	0.625363144697	42	42	1	0.0148895986833
24	mouse22	-0.108964436419	35	35	1	-0.00311326961197
24	mouse23	0.635973651406	76	76	1	0.0083680743606
24	mouse25	0.618798021646	22	22	1	0.0281271828021
24	mouse26	0.431761037021	24	24	1	0.0179900432092
24	mouse29	-0.0309615511151	22	23	0.95652173913	-0.00140734323251
24	mouse31	-0.0588667392141	25	25	1	-0.00235466956856
24	mouse32	-0.0690623561356	21	21	1	-0.0032886836255
24	mouse33	0.592045127887	21	22	0.954545454545	0.0281926251375
24	mouse34	-0.00272126936746	45	45	1	-6.04726526103e-05
24	mouse35	0.715481302964	28	28	1	0.0255529036773
24	mouse36	0.719129428219	23	23	1	0.0312664968791
24	mouse38	-0.368701645185	42	43	0.976744186047	-0.00877861059964
24	mouse4	0.513425731771	50	50	1	0.0102685146354
24	mouse41	0.497168053325	22	22	1	0.0225985478784
24	mouse44	-0.077000400648	32	32	1	-0.00240626252025
24	mouse45	-0.116201789945	44	44	1	-0.00264094977148
24	mouse52	0.0136155972182	62	63	0.984126984127	0.000219606406745
24	mouse54	-0.758679911975	53	53	1	-0.0143147153203
24	mouse55	-1.5329229828	52	52	1	-0.0294792881308
24	mouse56	-0.358386630313	21	23	0.913043478261	-0.0170660300149
24	mouse6	0.203696861126	21	21	1	0.0096998505298
24	mouse60	-0.983965859526	75	75	1	-0.0131195447937
24	mouse61	0.41128163567	26	26	1	0.0158185244488
24	mouse62	1.5820269751	96	96	1	0.0164794476573
24	mouse63	0.0202735824454	81	82	0.987804878049	0.000250291141301
24	mouse67	0.25504120391	55	57	0.964912280702	0.00463711279836
24	mouse68	-0.54050955369	107	107	1	-0.00505149115598
24	mouse69	-0.698604698196	41	41	1	-0.0170391389804
24	mouse7	-0.139468587842	53	53	1	-0.00263148278948
24	mouse70	-0.368234233026	71	72	0.986111111111	-0.00518639764826
24	mouse71	-0.475398007664	28	28	1	-0.0169785002737
24	mouse72	0.139006259578	86	86	1	0.00161635185556
24	mouse73	0.458852958628	73	73	1	0.00628565696751
24	mouse74	0.613188415641	58	58	1	0.0105722140628
24	mouse75	-0.349587809315	37	37	1	-0.00944831917067
24	mouse76	-0.622962720689	61	61	1	-0.0102125036179
24	mouse8	0.183019733661	35	35	1	0.00522913524746
24	mouse9	1.05545229475	58	58	1	0.0181974533578
25	mouse10	1.09815514318	22	22	1	0.0499161428719
25	mouse11	-0.397644505746	68	68	1	-0.0058477133198
25	mouse12	0.174124463459	28	29	0.965517241379	0.00621873083781
25	mouse13	0.572895301731	50	51	0.980392156863	0.0114579060346
25	mouse14	-0.251311050692	23	25	0.92	-0.0109265674214
25	mouse15	-0.540385998931	35	35	1	-0.0154395999694
25	mouse16	0.400680625083	28	28	1	0.0143100223244
25	mouse18	0.467637505429	43	44	0.977272727273	0.0108752908239
25	mouse19	0.059161927786	37	38	0.973684210526	0.00159897102124
25	mouse20	-0.451152314987	48	48	1	-0.00939900656222
25	mouse21	0.271892340115	33	34	0.970588235294	0.00823916182167
25	mouse22	-0.582688527175	42	42	1	-0.0138735363613
25	mouse23	-0.629820069322	50	51	0.980392156863	-0.0125964013864
25	mouse24	-0.158396395611	22	22	1	-0.00719983616416
25	mouse26	0.136080497543	27	28	0.964285714286	0.00504001842752
25	mouse34	-0.158813037406	49	50	0.98	-0.00324108239604
25	mouse35	0.222889305338	36	36	1	0.00619136959274
25	mouse36	-0.189269959345	31	32	0.96875	-0.00610548255953
25	mouse38	-0.128623868846	29	29	1	-0.00443530582228
25	mouse4	0.00493957456923	36	36	1	0.000137210404701
25	mouse44	0.614041225479	36	36	1	0.0170567007077
25	mouse45	-0.199910902317	41	41	1	-0.00487587566628
25	mouse52	-0.196204866424	40	40	1	-0.00490512166059
25	mouse54	-1.16255204117	38	38	1	-0.0305934747677
25	mouse55	-0.98335573501	39	39	1	-0.0252142496156
25	mouse56	0.00981138646181	21	22	0.954545454545	0.000467208879134
25	mouse57	0.0258159440648	23	23	1	0.00112243235064
25	mouse6	-0.110172182089	34	34	1	-0.00324035829673
25	mouse60	-0.0695662778096	54	54	1	-0.00128826440388
25	mouse61	-0.547907701705	23	23	1	-0.0238220739872
25	mouse62	-0.404452777238	76	76	1	-0.00532174706892
25	mouse63	-0.117440137561	83	84	0.988095238095	-0.0014149414164
25	mouse67	0.0634767642316	38	38	1	0.00167044116399
25	mouse68	0.794496198544	74	74	1	0.0107364351155
25	mouse69	0.337632052142	33	33	1	0.0102312743073
25	mouse7	-0.0374134020737	48	48	1	-0.000779445876536
25	mouse70	0.281771762885	51	52	0.980769230769	0.00552493652716
25	mouse72	0.208129672426	91	91	1	0.00228713925743
25	mouse73	-0.674869510448	43	43	1	-0.0156946397779
25	mouse74	0.200846344041	42	42	1	0.00478205581051
25	mouse75	-0.0067154174128	29	29	1	-0.000231566117683
25	mouse76	0.336253712217	63	63	1	0.00533736051138
25	mouse8	-0.37909140197	39	39	1	-0.00972029235821
25	mouse9	0.498897423153	53	53	1	0.00941315892742
26	mouse10	-0.199880599647	21	21	1	-0.00951812379272
26	mouse11	0.125467116879	43	43	1	0.00291783992743
26	mouse12	0.602966581053	25	25	1	0.0241186632421
26	mouse13	-0.225589632531	39	41	0.951219512195	-0.00578434955208
26	mouse15	0.33891899792	34	35	0.971428571429	0.00996820582118
26	mouse18	-0.700696868678	25	25	1	-0.0280278747471
26	mouse19	0.14872484304	22	22	1	0.00676022013817
26	mouse20	0.0329518446147	35	35	1	0.000941481274705
26	mouse21	-0.134292129895	25	25	1	-0.0053716851958
26	mouse22	0.191898984374	27	27	1	0.00710736979163
26	mouse23	0.045658566421	50	50	1	0.000913171328421
26	mouse24	-0.196743897227	20	20	1	-0.00983719486137
26	mouse25	-0.229205135829	20	20	1	-0.0114602567914
26	mouse26	-0.277164153076	24	24	1	-0.0115485063782
26	mouse31	0.0266909401294	20	22	0.909090909091	0.00133454700647
26	mouse34	-0.865150101985	30	30	1	-0.0288383367328
26	mouse35	-0.0860031807396	27	27	1	-0.00318530299035
26	mouse38	0.816045397841	36	37	0.972972972973	0.0226679277178
26	mouse4	0.144124367789	24	24	1	0.00600518199121
26	mouse41	0.190414386789	22	22	1	0.00865519939951
26	mouse44	-0.455513487143	23	23	1	-0.0198049342236
26	mouse45	0.193427884853	28	28	1	0.00690813874473
26	mouse52	-0.467128960329	26	26	1	-0.0179664984742
26	mouse54	0.49100038336	34	34	1	0.0144411877459
26	mouse55	0.69011721869	34	34	1	0.0202975652556
26	mouse6	0.0359117311802	26	26	1	0.00138122043001
26	mouse60	-0.160964831615	55	55	1	-0.00292663330209
26	mouse62	-0.472246922266	63	63	1	-0.0074959828931
26	mouse63	-0.045764736184	40	40	1	-0.0011441184046
26	mouse67	1.26117245279	42	42	1	0.0300279155425
26	mouse68	0.839338564498	76	76	1	0.0110439284802
26	mouse69	0.159833605806	42	42	1	0.003805562043
26	mouse7	0.31658500259	37	37	1	0.00855635142136
26	mouse70	-0.826370996577	45	45	1	-0.0183637999239
26	mouse72	-0.382625181291	72	72	1	-0.00531423862904
26	mouse73	0.741661919764	53	53	1	0.0139936211276
26	mouse74	0.0714290375553	30	30	1	0.00238096791851
26	mouse75	-0.277902805913	22	22	1	-0.0126319457233
26	mouse76	0.574194664248	51	51	1	0.0112587189068
26	mouse8	-0.59110087837	28	28	1	-0.0211107456561
26	mouse9	-0.661498727468	41	41	1	-0.0161341153041
27	mouse10	-0.440174675397	27	27	1	-0.0163027657554
27	mouse11	-0.296768520035	48	49	0.979591836735	-0.00618267750073
27	mouse12	-0.669374395388	27	27	1	-0.0247916442736
27	mouse13	-0.206734332185	38	39	0.974358974359	-0.00544037716276
27	mouse14	0.344039442119	21	21	1	0.0163828305771
27	mouse15	0.727454494374	37	37	1	0.0196609322804
27	mouse16	-0.504808823275	23	23	1	-0.0219482097076
27	mouse17	0.224553960447	21	21	1	0.0106930457356
27	mouse18	0.781443284702	45	46	0.978260869565	0.0173654063267
27	mouse19	-0.646985132475	25	25	1	-0.025879405299
27	mouse20	-0.276485269938	46	46	1	-0.00601054934648
27	mouse21	-0.19894097317	27	28	0.964285714286	-0.00736818419146
27	mouse22	0.0364371360269	24	24	1	0.00151821400112
27	mouse23	-0.700499469428	55	56	0.982142857143	-0.0127363539896
27	mouse24	0.292343082877	20	20	1	0.0146171541438
27	mouse26	0.697351626686	30	30	1	0.0232450542229
27	mouse34	0.325061490361	33	33	1	0.00985034819276
27	mouse35	-0.552067517272	29	29	1	-0.0190368109404
27	mouse38	0.345490465382	37	37	1	0.00933758014547
27	mouse4	0.699035712342	36	36	1	0.0194176586762
27	mouse41	-0.455677128909	20	20	1	-0.0227838564454
27	mouse44	0.102942704891	20	20	1	0.00514713524454
27	mouse45	1.1554094936	30	31	0.967741935484	0.0385136497866
27	mouse52	-0.00693502070578	28	28	1	-0.000247679310921
27	mouse54	-0.307826389417	41	41	1	-0.00750796071749
27	mouse55	0.231837014798	39	39	1	0.00594453884097
27	mouse6	-0.388124717525	25	25	1	-0.015524988701
27	mouse60	0.494437128715	48	48	1	0.0103007735149
27	mouse62	-0.675362114009	94	94	1	-0.00718470334053
27	mouse63	-0.589006086904	58	59	0.983050847458	-0.0101552773604
27	mouse67	-0.0246778538623	46	47	0.978723404255	-0.000536475083964
27	mouse68	-0.568412809567	73	73	1	-0.00778647684338
27	mouse69	-1.32616248089	43	43	1	-0.0308409879278
27	mouse7	-0.441856747538	44	44	1	-0.0100421988077
27	mouse70	0.471451427748	63	63	1	0.007483355996
27	mouse71	-0.277828074687	21	21	1	-0.0132299083184
27	mouse72	0.534777912473	71	71	1	0.00753208327427
27	mouse73	-0.419525862552	42	42	1	-0.00998871101314
27	mouse74	0.66425655135	39	40	0.975	0.0170322192654
27	mouse75	-0.0782517109794	23	23	1	-0.00340224830345
27	mouse76	-0.0737249674384	66	66	1	-0.00111704496119
27	mouse8	0.783555323426	30	30	1	0.0261185107809
27	mouse9	0.0740901983476	54	54	1	0.00137204071014
28	mouse10	-0.770215952626	28	28	1	-0.0275077125938
28	mouse11	-0.511784304312	52	52	1	-0.00984200585216
28	mouse12	-0.0763129767155	37	37	1	-0.0020625128842
28	mouse13	-0.250087101199	44	45	0.977777777778	-0.00568379775452
28	mouse14	-0.126861134283	29	30	0.966666666667	-0.00437452187182
28	mouse15	0.427149099659	36	36	1	0.0118652527683
28	mouse16	-0.112349046203	25	25	1	-0.0044939618481
28	mouse18	0.064779614316	53	53	1	0.00122225687389
28	mouse19	0.163843329178	38	39	0.974358974359	0.00431166655733
28	mouse20	-0.514119719606	44	44	1	-0.011684539082
28	mouse21	0.149611689685	39	39	1	0.0038361971714
28	mouse22	-0.27448687419	38	38	1	-0.00722333879448
28	mouse23	-0.0340645530271	62	62	1	-0.00054942827463
28	mouse24	0.198461202084	22	22	1	0.00902096373107
28	mouse25	0.521046599713	26	26	1	0.0200402538351
28	mouse26	-0.40495116176	36	36	1	-0.0112486433822
28	mouse31	0.0248530008033	20	20	1	0.00124265004017
28	mouse33	-0.344824598001	27	27	1	-0.0127712814075
28	mouse34	-0.451348922457	41	42	0.97619047619	-0.0110085103038
28	mouse35	-0.77889789658	40	40	1	-0.0194724474145
28	mouse36	0.84866897557	33	33	1	0.0257172416839
28	mouse37	-0.161818919869	20	20	1	-0.00809094599346
28	mouse38	-0.752160601868	37	37	1	-0.0203286649153
28	mouse4	-0.98452798054	38	38	1	-0.0259086310668
28	mouse44	-0.189653258943	38	39	0.974358974359	-0.00499087523534
28	mouse45	-0.264433101124	39	40	0.975	-0.00678033592626
28	mouse52	0.480115645828	46	46	1	0.0104372966484
28	mouse54	0.383518051633	34	34	1	0.0112799426951
28	mouse55	0.550146454643	36	37	0.972972972973	0.0152818459623
28	mouse6	-0.295966353633	37	37	1	-0.00799909063873
28	mouse60	0.46949012519	74	74	1	0.00634446115122
28	mouse62	-0.405857473235	66	66	1	-0.00614935565508
28	mouse63	-1.3857730014	80	80	1	-0.0173221625175
28	mouse67	-1.03949500993	57	57	1	-0.0182367545602
28	mouse68	-0.684710196689	93	93	1	-0.00736247523322
28	mouse69	-0.372993778192	45	46	0.978260869565	-0.0082887506265
28	mouse7	-0.518069929535	37	38	0.973684210526	-0.0140018899874
28	mouse70	0.509628774933	61	61	1	0.00835457008086
28	mouse71	0.90574336774	21	21	1	0.043130636559
28	mouse72	0.422091517482	88	88	1	0.00479649451684
28	mouse73	1.21353263013	70	70	1	0.0173361804304
28	mouse74	0.286991994723	43	44	0.977272727273	0.00667423243543
28	mouse75	0.576747378606	34	35	0.971428571429	0.0169631581943
28	mouse76	0.254721332302	55	55	1	0.00463129695095
28	mouse8	0.0889452285589	35	35	1	0.00254129224454
28	mouse9	-0.919932399976	48	48	1	-0.0191652583328
29	mouse10	-1.36920367202	31	31	1	-0.0441678603878
29	mouse11	-0.467862914456	56	56	1	-0.00835469490099
29	mouse12	-0.830409516374	29	29	1	-0.0286348109094
29	mouse13	0.861336081815	38	38	1	0.0226667389951
29	mouse14	0.0710692231515	40	40	1	0.00177673057879
29	mouse15	0.5901945754	38	38	1	0.0155314361947
29	mouse16	0.755343559525	23	23	1	0.0328410243272
29	mouse17	0.688487252797	29	30	0.966666666667	0.0237409397516
29	mouse18	0.955939835659	44	44	1	0.0217259053559
29	mouse19	0.558180298606	27	28	0.964285714286	0.0206733443928
29	mouse20	-0.651180568516	37	39	0.948717948718	-0.0175994748248
29	mouse21	-0.462312034586	41	41	1	-0.0112759032826
29	mouse22	-0.244238825415	25	25	1	-0.00976955301658
29	mouse23	-0.266674186202	58	58	1	-0.00459783079659
29	mouse25	-0.353582614465	24	24	1	-0.0147326089361
29	mouse26	0.384533992204	30	30	1	0.0128177997401
29	mouse29	-0.0142623691867	20	20	1	-0.000713118459334
29	mouse34	-0.932093281892	37	38	0.973684210526	-0.0251917103214
29	mouse35	-1.04835433281	36	37	0.972972972973	-0.0291209536892
29	mouse36	0.673244805796	27	27	1	0.0249349928073
29	mouse37	0.623369710424	20	20	1	0.0311684855212
29	mouse38	-0.54612436251	41	41	1	-0.0133201064027
29	mouse4	-1.32622467551	51	51	1	-0.0260044054021
29	mouse44	0.645718999039	31	31	1	0.0208296451303
29	mouse45	-0.866647993657	28	28	1	-0.0309517140592
29	mouse52	-0.160983736372	52	53	0.981132075472	-0.00309584108408
29	mouse54	0.613728980571	50	50	1	0.0122745796114
29	mouse55	0.163550721559	47	47	1	0.00347980258637
29	mouse57	0.734068854058	26	26	1	0.0282334174638
29	mouse6	-0.0781583108464	32	32	1	-0.00244244721395
29	mouse60	0.327599394481	65	65	1	0.00503999068432
29	mouse61	0.314700178633	23	23	1	0.0136826164623
29	mouse62	-0.825670823267	79	80	0.9875	-0.0104515294084
29	mouse63	0.216752568936	70	70	1	0.00309646527052
29	mouse67	0.142352994393	53	53	1	0.00268590555458
29	mouse68	-0.634349372733	103	103	1	-0.00615873177411
29	mouse69	-0.219538838743	41	41	1	-0.00535460582301
29	mouse7	0.815532813816	29	30	0.966666666667	0.0281218211661
29	mouse70	0.271323163794	52	52	1	0.00521775314989
29	mouse72	0.639583074979	82	82	1	0.0077997935973
29	mouse73	0.280061652897	69	69	1	0.00405886453474
29	mouse74	0.170964165924	42	42	1	0.00407057537914
29	mouse75	-0.699338759458	21	21	1	-0.0333018456885
29	mouse76	0.0538442022063	78	78	1	0.000690310284697
29	mouse8	0.128928417315	33	33	1	0.00390692173681
29	mouse9	-0.219782252675	59	60	0.983333333333	-0.00372512292669
30	mouse10	-0.130316226543	21	22	0.954545454545	-0.00620553459726
30	mouse11	-0.626038561055	39	39	1	-0.0160522707963
30	mouse12	-0.401445390792	21	21	1	-0.0191164471806
30	mouse13	0.878770898281	37	37	1	0.0237505648184
30	mouse15	0.369966521178	27	27	1	0.0137024637473
30	mouse16	-0.769372411859	22	22	1	-0.0349714732663
30	mouse18	1.04966813343	37	39	0.948717948718	0.0283694090117
30	mouse19	0.0154602158133	25	25	1	0.000618408632531
30	mouse20	-0.924226147799	28	28	1	-0.0330080767071
30	mouse21	0.329348119119	40	40	1	0.00823370297797
30	mouse22	-0.0952263327521	25	27	0.925925925926	-0.00380905331008
30	mouse23	0.273252260684	47	47	1	0.0058138778869
30	mouse34	0.640064376943	33	34	0.970588235294	0.0193958902104
30	mouse36	0.0723866150511	20	20	1	0.00361933075256
30	mouse38	-0.220570114263	20	20	1	-0.0110285057131
30	mouse4	-1.03815110908	26	27	0.962962962963	-0.0399288888107
30	mouse45	0.102745737826	27	27	1	0.00380539769726
30	mouse52	-0.0341721484224	56	56	1	-0.000610216936114
30	mouse54	0.136725980371	42	43	0.976744186047	0.00325538048502
30	mouse55	0.652162448626	26	26	1	0.025083171101
30	mouse6	-0.251116117412	29	29	1	-0.00865917646248
30	mouse60	0.460680076386	28	28	1	0.0164528598709
30	mouse61	0.345819004112	20	20	1	0.0172909502056
30	mouse62	1.03953729101	52	52	1	0.0199911017502
30	mouse63	-0.586981355684	47	47	1	-0.0124889650145
30	mouse67	0.162661714073	44	44	1	0.00369685713803
30	mouse68	0.197881148026	70	70	1	0.00282687354323
30	mouse69	0.17199112531	27	28	0.964285714286	0.00637004167815
30	mouse7	0.207656354129	39	39	1	0.00532452190075
30	mouse70	-0.633934981364	52	52	1	-0.0121910573339
30	mouse72	0.518546661914	61	61	1	0.0085007649494
30	mouse73	-0.256812834621	43	43	1	-0.00597239150282
30	mouse74	-0.870830159039	37	37	1	-0.0235359502443
30	mouse75	0.531399437178	20	21	0.952380952381	0.0265699718589
30	mouse76	-0.174815680983	50	50	1	-0.00349631361965
30	mouse8	-0.0641640665747	21	21	1	-0.00305543174165
30	mouse9	-0.872595694538	30	30	1	-0.0290865231513
31	mouse10	0.190209021828	29	30	0.966666666667	0.00655893178718
31	mouse11	0.764150641666	64	64	1	0.011939853776
31	mouse12	-0.356202171035	29	30	0.966666666667	-0.012282833484
