pseudo	source	weighted	cells	original	retention	effect
78	mouse34	0.48921044289	44	44	1	0.0111184191566
78	mouse35	0.58727727057	22	22	1	0.0266944213895
78	mouse36	0.493191693932	30	30	1	0.0164397231311
78	mouse37	-0.295795713514	22	23	0.95652173913	-0.0134452597052
78	mouse38	0.139915853641	31	31	1	0.00451341463359
78	mouse4	0.355000965822	33	33	1	0.0107576050249
78	mouse44	0.0607134049845	24	24	1	0.00252972520769
78	mouse45	-0.198145161929	40	40	1	-0.00495362904824
78	mouse52	-1.31415727444	49	50	0.98	-0.0268195362132
78	mouse54	-0.461803089159	28	28	1	-0.0164929674699
78	mouse55	0.71247994835	45	45	1	0.0158328877411
78	mouse57	0.732359315229	23	23	1	0.0318417093578
78	mouse6	0.116876697676	30	30	1	0.00389588992253
78	mouse60	-0.110573980306	62	62	1	-0.00178345129526
78	mouse61	0.530424478817	26	26	1	0.0204009414929
78	mouse62	0.87707808912	67	67	1	0.0130907177481
78	mouse63	0.557891425756	73	73	1	0.00764234829803
78	mouse67	1.18056051284	50	50	1	0.0236112102568
78	mouse68	0.169691333339	79	79	1	0.00214799156125
78	mouse69	-0.0670866792742	33	33	1	-0.00203292967498
78	mouse7	-0.952301067723	38	38	1	-0.0250605544138
78	mouse70	-0.0276688269366	41	43	0.953488372093	-0.000674849437479
78	mouse72	-0.765928345679	79	79	1	-0.00969529551493
78	mouse73	0.252337936079	44	44	1	0.0057349530927
78	mouse74	0.70950063499	34	35	0.971428571429	0.020867665735
78	mouse75	-0.295461245037	36	36	1	-0.00820725680659
78	mouse76	-0.266676041317	72	72	1	-0.00370383390717
78	mouse8	0.742444579422	26	26	1	0.028555560747
78	mouse9	0.2020181868	49	49	1	0.00412282013877
79	mouse10	0.245280742038	33	33	1	0.00743274975873
79	mouse11	0.0816288732851	81	81	1	0.00100776386772
79	mouse12	-0.0979317169026	44	44	1	-0.0022257208387
79	mouse13	-0.183300224438	43	43	1	-0.00426279591716
79	mouse14	-0.237252635084	31	31	1	-0.00765331080917
79	mouse15	-0.602801559755	50	50	1	-0.0120560311951
79	mouse16	0.168004944362	27	27	1	0.00622240534673
79	mouse18	0.0133182617692	55	55	1	0.000242150213986
79	mouse19	-0.780501117772	28	28	1	-0.0278750399204
79	mouse20	-0.0873113425875	61	61	1	-0.00143133348504
79	mouse21	0.446337065374	47	48	0.979166666667	0.00949653330582
79	mouse22	0.0361295379126	37	37	1	0.000976473997638
79	mouse23	-0.40767806017	75	75	1	-0.00543570746894
79	mouse24	0.117118552192	20	20	1	0.00585592760961
79	mouse25	-0.332586149053	28	29	0.965517241379	-0.0118780767519
79	mouse26	0.452988149202	31	32	0.96875	0.014612520942
79	mouse31	0.643298783514	25	27	0.925925925926	0.0257319513405
79	mouse32	0.152530687894	22	23	0.95652173913	0.00693321308608
79	mouse33	0.0564189124384	26	28	0.928571428571	0.00216995817071
79	mouse34	-0.529911405128	44	45	0.977777777778	-0.0120434410256
79	mouse35	-0.0233065753725	35	35	1	-0.0006659021535
79	mouse36	-0.637968672653	20	20	1	-0.0318984336327
79	mouse38	-0.435755862547	51	52	0.980769230769	-0.00854423259895
79	mouse4	0.123699720022	49	49	1	0.00252448408208
79	mouse44	-0.394847124389	39	39	1	-0.0101242852407
79	mouse45	0.161194804624	37	37	1	0.00435661634119
79	mouse52	-0.0167364546897	42	43	0.976744186047	-0.000398487016421
79	mouse54	-0.938620769135	48	48	1	-0.019554599357
79	mouse55	0.276057604183	62	63	0.984126984127	0.00445254200295
79	mouse57	0.0209979713912	23	23	1	0.000912955277876
79	mouse6	0.336422178702	41	41	1	0.00820541899272
79	mouse60	-0.675128186608	84	84	1	-0.00803724031676
79	mouse61	-0.67626065744	21	21	1	-0.0322028884495
79	mouse62	0.633288077937	86	86	1	0.00736381485973
79	mouse63	1.11078769031	61	62	0.983870967742	0.0182096342674
79	mouse64	0.415974884818	21	21	1	0.0198083278485
79	mouse67	-0.436035500762	76	79	0.962025316456	-0.00573730922055
79	mouse68	0.321131614731	87	88	0.988636363636	0.00369116798541
79	mouse69	0.979082163874	46	46	1	0.0212843948668
79	mouse7	-0.571961738099	55	55	1	-0.0103993043291
79	mouse70	0.378751022171	53	53	1	0.00714624570134
79	mouse72	0.508391615347	114	114	1	0.00445957557322
79	mouse73	0.132850727804	43	43	1	0.0030895518094
79	mouse74	1.37924310746	53	53	1	0.0260234548577
79	mouse75	0.311907369215	28	28	1	0.0111395489006
79	mouse76	0.186808740291	84	85	0.988235294118	0.00222391357489
79	mouse8	0.614271471655	36	36	1	0.0170630964349
79	mouse9	-0.274955370797	58	58	1	-0.00474060984133
80	mouse10	-0.216746276863	30	30	1	-0.00722487589544
80	mouse11	0.195452429087	50	50	1	0.00390904858173
80	mouse12	-0.639119109477	37	37	1	-0.0172734894453
80	mouse13	-0.178656055642	38	38	1	-0.00470147514846
80	mouse14	-0.0206630203073	25	26	0.961538461538	-0.000826520812293
80	mouse15	0.292200521822	36	36	1	0.00811668116173
80	mouse16	-0.00651845396677	26	26	1	-0.000250709767953
80	mouse18	-0.018202714404	46	46	1	-0.000395711182695
80	mouse19	-0.482448623146	28	28	1	-0.0172303079695
80	mouse20	-0.635781632001	51	51	1	-0.0124663065098
80	mouse21	-0.358323164603	41	41	1	-0.00873958938056
80	mouse22	0.0815801202391	39	39	1	0.00209179795485
80	mouse23	-0.197888895984	61	62	0.983870967742	-0.00324408026204
80	mouse25	-0.101279504611	25	25	1	-0.00405118018443
80	mouse26	-0.187031603993	22	22	1	-0.00850143654515
80	mouse32	-0.297294885254	21	21	1	-0.0141568992978
80	mouse34	-0.0904334539643	42	43	0.976744186047	-0.00215317747534
80	mouse35	-0.240588519395	21	22	0.954545454545	-0.0114565961617
80	mouse36	-0.283390328076	28	28	1	-0.0101210831456
80	mouse38	-0.0419937513364	39	39	1	-0.00107676285478
80	mouse4	0.533427695361	44	44	1	0.0121233567127
80	mouse41	0.028336542787	24	24	1	0.00118068928279
80	mouse44	1.06529740497	42	42	1	0.0253642239278
80	mouse45	-0.644127637199	43	43	1	-0.014979712493
80	mouse52	-0.627061179115	45	47	0.957446808511	-0.0139346928692
80	mouse54	0.352980070979	37	38	0.973684210526	0.00954000191835
80	mouse55	0.482797866957	46	46	1	0.0104956058034
80	mouse57	0.0263595736946	20	20	1	0.00131797868473
80	mouse6	0.330201749485	35	36	0.972222222222	0.00943433569958
80	mouse60	0.98807856919	63	64	0.984375	0.0156837868125
80	mouse61	0.0519414257034	21	21	1	0.00247340122397
80	mouse62	0.300706737757	83	84	0.988095238095	0.00362297274406
80	mouse63	-0.603858038025	66	66	1	-0.00914936421249
80	mouse66	0.223082345924	20	20	1	0.0111541172962
80	mouse67	0.978853818334	52	52	1	0.018824111891
80	mouse68	1.07354258863	82	83	0.987951807229	0.0130919827882
80	mouse69	0.600827192642	48	48	1	0.01251723318
80	mouse7	0.188134059062	27	27	1	0.00696792811341
80	mouse70	0.504747553951	60	60	1	0.00841245923252
80	mouse72	-0.296797030943	100	100	1	-0.00296797030943
80	mouse73	-0.0325018981651	64	65	0.984615384615	-0.00050784215883
80	mouse74	0.654044763704	45	45	1	0.0145343280823
80	mouse75	-0.595885258152	33	34	0.970588235294	-0.0180571290349
80	mouse76	0.119276954567	74	74	1	0.00161185073739
80	mouse8	-0.456783338767	31	31	1	-0.0147349464118
80	mouse9	0.486358411697	55	55	1	0.00884288021267
81	mouse10	-0.30730802088	31	31	1	-0.00991316196388
81	mouse11	0.355221646529	57	58	0.98275862069	0.00623195871103
81	mouse12	-0.332458392218	37	37	1	-0.00898536195183
81	mouse13	0.76434742313	32	32	1	0.0238858569728
81	mouse15	-0.0761523229673	31	31	1	-0.00245652654733
81	mouse16	0.478983273997	30	30	1	0.0159661091332
81	mouse17	-0.206257527626	23	24	0.958333333333	-0.00896771859243
81	mouse18	1.40135552983	63	63	1	0.0222437385688
81	mouse19	-0.476481379023	32	33	0.969696969697	-0.0148900430945
81	mouse20	-0.409291974538	42	42	1	-0.00974504701282
81	mouse21	0.0461293687052	23	23	1	0.00200562472631
81	mouse22	-0.597129078898	37	37	1	-0.016138623754
81	mouse23	-0.723360222477	53	53	1	-0.0136483060845
81	mouse25	0.69131566837	23	23	1	0.0300572029726
81	mouse26	-0.305008527231	28	28	1	-0.0108931616868
81	mouse34	0.605469062892	49	49	1	0.0123565114876
81	mouse35	0.898362223536	37	39	0.948717948718	0.0242800600956
81	mouse36	0.0199526081318	22	22	1	0.000906936733263
81	mouse38	-0.493895489167	43	43	1	-0.0114859416085
81	mouse4	-0.490545900043	36	36	1	-0.0136262750012
81	mouse44	0.356288604724	27	27	1	0.013195874249
81	mouse45	-0.554795388126	36	36	1	-0.0154109830035
81	mouse46	0.10726771226	21	21	1	0.00510798629812
81	mouse52	-0.205840296573	47	47	1	-0.00437958077815
81	mouse54	0.508366363352	32	32	1	0.0158864488547
81	mouse55	-0.384926977538	41	41	1	-0.00938846286678
81	mouse6	0.0970383099245	21	21	1	0.00462087190117
81	mouse60	-0.311271116185	43	43	1	-0.0072388631671
81	mouse61	-0.230915274904	26	26	1	-0.00888135672708
81	mouse62	-0.14960800515	78	78	1	-0.00191805134807
81	mouse63	0.237275587445	64	65	0.984615384615	0.00370743105384
81	mouse67	0.0252939768952	61	61	1	0.000414655358937
81	mouse68	-0.629413175111	60	60	1	-0.0104902195852
81	mouse69	-0.598817948747	42	42	1	-0.0142575702083
81	mouse7	-0.128184352581	28	29	0.965517241379	-0.00457801259219
81	mouse70	0.754122099425	42	42	1	0.0179552880815
81	mouse71	-0.690793091817	21	21	1	-0.0328949091341
81	mouse72	0.688547645993	76	76	1	0.00905983744728
81	mouse73	-0.0478587049259	61	61	1	-0.000784568933212
81	mouse74	-0.315274775912	53	53	1	-0.00594858067758
81	mouse75	0.0863851771057	28	28	1	0.00308518489663
81	mouse76	-0.349746037923	62	62	1	-0.00564106512778
81	mouse8	-0.693334226189	29	30	0.966666666667	-0.0239080767651
81	mouse9	-0.268683573442	40	40	1	-0.00671708933606
82	mouse10	0.0904604214344	20	20	1	0.00452302107172
82	mouse11	0.346530286653	53	53	1	0.00653830729533
82	mouse12	0.55321907983	21	21	1	0.0263437657062
82	mouse13	-0.633725589888	30	30	1	-0.0211241863296
82	mouse15	-0.0347712905876	34	34	1	-0.00102268501728
82	mouse16	0.243669874116	28	28	1	0.00870249550413
82	mouse18	0.0349822605266	40	40	1	0.000874556513164
82	mouse19	-1.02507564138	27	27	1	-0.0379657644954
82	mouse20	-0.0813356395649	48	48	1	-0.00169449249094
82	mouse21	-0.448182348363	46	46	1	-0.00974309452963
82	mouse22	-0.758422306349	36	36	1	-0.0210672862875
82	mouse23	0.0816945864488	41	41	1	0.00199255088899
82	mouse29	0.164661830306	20	20	1	0.00823309151532
82	mouse31	0.507318911761	22	22	1	0.0230599505346
82	mouse33	0.00548839552638	20	20	1	0.000274419776319
82	mouse34	0.928638938765	28	29	0.965517241379	0.0331656763845
82	mouse35	0.0448844790192	23	23	1	0.00195149908779
82	mouse36	0.806157430962	30	30	1	0.0268719143654
82	mouse38	0.402664864602	27	27	1	0.0149135135038
82	mouse4	0.144698523845	29	29	1	0.00498960427051
82	mouse44	0.0803762973683	31	31	1	0.00259278378608
82	mouse45	-0.237097289499	43	43	1	-0.00551389045348
82	mouse52	0.715619309818	36	36	1	0.0198783141616
82	mouse54	0.361020234981	26	27	0.962962962963	0.0138853936531
82	mouse55	0.272022732419	32	32	1	0.0085007103881
82	mouse6	0.0409159025676	38	38	1	0.00107673427809
82	mouse60	0.0218736897807	57	57	1	0.00038374894352
82	mouse62	0.799515498707	70	70	1	0.0114216499815
82	mouse63	1.32186369253	68	68	1	0.019439171949
82	mouse67	0.288118890039	46	46	1	0.00626345413128
82	mouse68	0.514977675952	75	75	1	0.00686636901269
82	mouse69	-0.275258705101	30	30	1	-0.00917529017004
82	mouse7	1.04006711463	33	35	0.942857142857	0.0315171852919
82	mouse70	1.08231187429	41	41	1	0.0263978505924
82	mouse72	0.582919547018	58	58	1	0.0100503370175
82	mouse73	-0.689018496974	50	51	0.980392156863	-0.0137803699395
82	mouse74	0.151234285277	44	44	1	0.00343714284721
82	mouse75	-0.333788694247	23	24	0.958333333333	-0.0145125519238
82	mouse76	0.912691376874	68	68	1	0.0134219320129
82	mouse8	-0.0734884472193	37	38	0.973684210526	-0.00198617424917
82	mouse9	-0.868835097614	58	58	1	-0.0149799154761
83	mouse10	0.184529998016	27	27	1	0.00683444437098
83	mouse11	0.922000715436	69	69	1	0.0133623292092
83	mouse13	0.146501624305	45	46	0.978260869565	0.00325559165122
83	mouse15	0.203455780841	35	35	1	0.00581302230975
83	mouse16	0.273299030091	22	22	1	0.012422683186
83	mouse17	-0.597849703421	24	24	1	-0.0249104043092
83	mouse18	-0.585618227933	32	32	1	-0.0183005696229
83	mouse19	-0.0962964397901	32	32	1	-0.00300926374344
83	mouse20	-0.458816816553	46	46	1	-0.00997427862073
83	mouse21	-0.165197014614	37	37	1	-0.00446478417877
83	mouse22	-0.361232372729	29	29	1	-0.0124562887148
83	mouse23	0.207200518798	56	56	1	0.00370000926424
83	mouse25	-0.185831331685	23	23	1	-0.00807962311674
83	mouse26	-0.147281487538	25	26	0.961538461538	-0.00589125950154
83	mouse34	0.0967117483662	45	47	0.957446808511	0.00214914996369
83	mouse35	0.442029994465	31	31	1	0.0142590320795
83	mouse36	-0.30024068566	26	26	1	-0.0115477186792
83	mouse38	0.375131739948	34	34	1	0.0110332864691
83	mouse4	-1.06201532801	28	28	1	-0.0379291188576
83	mouse41	0.564190649429	25	25	1	0.0225676259772
83	mouse44	0.63544809721	32	32	1	0.0198577530378
83	mouse45	0.0259210461147	31	32	0.96875	0.000836162777893
83	mouse52	-0.359788671681	36	36	1	-0.00999412976893
83	mouse54	-0.188329198275	41	41	1	-0.00459339507988
83	mouse55	-0.775039165825	38	38	1	-0.0203957675217
83	mouse57	-0.311772890103	24	24	1	-0.0129905370876
83	mouse6	-0.551956397668	30	30	1	-0.0183985465889
83	mouse60	-0.239765399065	76	77	0.987012987013	-0.00315480788244
83	mouse62	1.10687337924	79	79	1	0.0140110554335
83	mouse63	0.839779444318	49	50	0.98	0.0171383560065
83	mouse67	-0.144489888595	51	51	1	-0.00283313507048
83	mouse68	-0.17717516791	58	58	1	-0.00305474427431
83	mouse69	0.212375299591	47	47	1	0.00451862339555
83	mouse7	0.203396713007	28	30	0.933333333333	0.00726416832168
83	mouse70	-0.102559104433	47	47	1	-0.00218210860496
83	mouse71	0.394694604193	21	21	1	0.0187949811521
83	mouse72	-0.136544547073	76	76	1	-0.00179663877728
83	mouse73	1.24665948146	47	48	0.979166666667	0.0265246698182
83	mouse74	0.392204171804	36	36	1	0.0108945603279
83	mouse75	-0.600340715664	24	24	1	-0.025014196486
83	mouse76	-0.110322277029	55	55	1	-0.00200585958235
83	mouse8	-0.314199749964	39	39	1	-0.00805640384523
83	mouse9	1.2680005773	45	46	0.978260869565	0.0281777906066
84	mouse10	-0.64134602668	30	30	1	-0.0213782008893
84	mouse11	-0.236943124806	53	53	1	-0.00447062499633
84	mouse12	0.458706623698	29	29	1	0.0158174697827
84	mouse13	0.19450425557	44	44	1	0.00442055126296
84	mouse14	-0.253695553368	24	24	1	-0.010570648057
84	mouse15	-0.103440753077	38	38	1	-0.00272212508097
84	mouse16	-0.175241686052	21	21	1	-0.00834484219297
84	mouse17	-0.341872198012	23	23	1	-0.0148640086092
84	mouse18	-0.904582919079	39	39	1	-0.0231944338225
84	mouse19	0.638628922253	29	29	1	0.0220216869742
84	mouse20	0.766594201841	46	46	1	0.0166650913444
84	mouse21	0.14114967428	44	46	0.95652173913	0.00320794714274
84	mouse22	-0.527545664658	37	37	1	-0.0142579909367
84	mouse23	0.340789641829	65	65	1	0.0052429175666
84	mouse25	-0.241217809384	27	27	1	-0.00893399294014
84	mouse26	0.560731595984	27	27	1	0.0207678368883
84	mouse3	-0.372949926725	23	23	1	-0.0162152142054
84	mouse31	0.0732839398603	27	27	1	0.00271421999483
84	mouse34	0.0822668779029	32	33	0.969696969697	0.00257083993447
84	mouse35	0.117360200061	33	33	1	0.00355636969881
84	mouse36	0.151684676684	31	31	1	0.00489305408658
84	mouse38	0.0535017691451	42	42	1	0.00127385164631
84	mouse4	0.0275944086096	47	47	1	0.0005871150768
84	mouse44	-0.139485182766	34	34	1	-0.00410250537548
84	mouse45	-0.64550847202	32	32	1	-0.0201721397506
84	mouse46	0.216833990325	20	20	1	0.0108416995163
84	mouse52	-0.125860464448	46	46	1	-0.00273609705321
84	mouse54	-0.414822759082	40	40	1	-0.0103705689771
84	mouse55	-0.774398506402	44	45	0.977777777778	-0.0175999660546
84	mouse6	-0.619895031189	42	42	1	-0.0147594055045
84	mouse60	-0.589906241803	70	71	0.985915492958	-0.00842723202575
84	mouse61	-0.395382541651	27	27	1	-0.0146437978389
84	mouse62	0.948930684497	83	83	1	0.0114328998132
84	mouse63	0.386725782344	78	78	1	0.00495802285056
84	mouse66	0.51479037157	21	21	1	0.0245138272176
84	mouse67	-0.188401802735	57	57	1	-0.00330529478483
84	mouse68	0.331304396457	80	80	1	0.00414130495571
84	mouse69	-0.222941525522	38	38	1	-0.00586688225058
84	mouse7	1.21118489202	41	41	1	0.0295410949273
84	mouse70	0.82806751522	58	58	1	0.0142770261245
84	mouse72	-1.43399858187	91	92	0.989130434783	-0.0157582261744
84	mouse73	0.0577630343926	49	49	1	0.00117883743658
84	mouse74	-0.864824488334	33	33	1	-0.0262068026768
84	mouse75	-0.0679320384277	25	25	1	-0.00271728153711
84	mouse76	-0.840834072599	76	76	1	-0.0110636062184
84	mouse8	0.105684861049	36	36	1	0.00293569058469
84	mouse9	-0.113820204293	53	53	1	-0.0021475510244
85	mouse10	-0.148688855882	24	24	1	-0.0061953689951
85	mouse11	0.234222554871	32	32	1	0.00731945483973
85	mouse13	-0.706820263763	31	32	0.96875	-0.0228006536698
85	mouse14	-0.170397459409	25	25	1	-0.00681589837636
85	mouse15	-0.0374021428276	42	42	1	-0.00089052721018
85	mouse18	0.000321547997055	36	36	1	8.93188880709e-06
85	mouse19	-0.300188911467	31	31	1	-0.00968351327313
85	mouse20	-0.30766343825	43	44	0.977272727273	-0.00715496368023
85	mouse21	-0.138350642048	29	29	1	-0.00477071179475
85	mouse22	1.00521338718	23	23	1	0.0437049298776
85	mouse23	-0.101996934717	52	52	1	-0.00196147951378
85	mouse25	0.330280188964	23	23	1	0.0143600082158
85	mouse34	0.198378532244	32	32	1	0.00619932913262
85	mouse35	0.883765620346	25	25	1	0.0353506248138
85	mouse36	-0.367168480248	24	24	1	-0.015298686677
85	mouse38	0.560219761899	28	29	0.965517241379	0.0200078486392
85	mouse4	-0.334762489771	22	22	1	-0.0152164768078
85	mouse44	-0.00662364302551	22	22	1	-0.000301074682978
85	mouse45	0.42244314559	33	33	1	0.0128013074421
85	mouse52	-0.00703006776287	43	44	0.977272727273	-0.000163489947974
85	mouse54	0.683661513472	33	33	1	0.0207170155598
85	mouse55	0.638169654519	34	34	1	0.0187696957212
85	mouse6	0.580473301789	27	27	1	0.0214990111774
85	mouse60	0.134496888573	52	52	1	0.0025864786264
85	mouse62	-0.663802986964	70	70	1	-0.00948289981378
85	mouse63	0.514564161683	68	69	0.985507246377	0.00756712002475
85	mouse67	-0.430181850232	47	47	1	-0.00915280532408
85	mouse68	-0.0558563229545	61	61	1	-0.000915677425483
85	mouse69	-0.499332666836	42	42	1	-0.0118888730199
85	mouse7	0.125439163884	31	31	1	0.0040464246414
85	mouse70	0.120508179916	49	49	1	0.00245935061054
85	mouse72	0.840178822016	59	59	1	0.0142403190172
85	mouse73	-0.750413290726	49	49	1	-0.0153145569536
85	mouse74	0.284601920975	28	28	1	0.0101643543206
85	mouse75	-0.0930618706788	24	24	1	-0.00387757794495
85	mouse76	0.223226007383	61	61	1	0.00365944274398
85	mouse8	-0.396687291712	26	28	0.928571428571	-0.0152572035274
85	mouse9	0.323962531888	45	47	0.957446808511	0.0071991673753
86	mouse10	-0.0758497620013	21	21	1	-0.00361189342863
86	mouse11	-0.462055381998	45	45	1	-0.0102678973777
86	mouse13	0.203138406858	28	29	0.965517241379	0.00725494310209
86	mouse15	-0.0693529589969	32	32	1	-0.00216727996865
86	mouse16	0.561264649086	20	20	1	0.0280632324543
86	mouse18	0.215935854524	40	40	1	0.00539839636309
86	mouse19	-0.0807425975761	28	28	1	-0.00288366419915
86	mouse20	-0.0681832499799	35	35	1	-0.00194809285657
86	mouse21	-0.358864231109	29	29	1	-0.0123746286589
86	mouse22	-0.0965653075444	31	31	1	-0.00311500992079
86	mouse23	-0.644763792654	46	46	1	-0.0140166041881
86	mouse25	0.240024774853	25	25	1	0.00960099099412
86	mouse34	0.0947324236345	31	31	1	0.00305588463337
86	mouse35	-0.292931957633	27	27	1	-0.0108493317642
86	mouse36	-0.31541466302	21	21	1	-0.0150197458581
86	mouse38	-0.23252711944	31	31	1	-0.00750087482065
86	mouse4	0.2276707129	34	34	1	0.00669619743823
86	mouse44	-0.16663737943	24	24	1	-0.00694322414292
86	mouse45	-0.503475752633	27	27	1	-0.0186472500975
86	mouse52	0.605980024802	34	34	1	0.0178229419059
86	mouse54	-0.52098242764	32	33	0.969696969697	-0.0162807008637
86	mouse55	-0.16925178144	37	37	1	-0.00457437247136
86	mouse6	-0.296980663406	23	23	1	-0.0129122027568
86	mouse60	-0.10918031538	58	58	1	-0.00188241923068
86	mouse62	-0.462497177207	54	54	1	-0.00856476254087
86	mouse63	0.149002592935	51	51	1	0.00292161946932
86	mouse67	-0.0589012173148	37	37	1	-0.00159192479229
86	mouse68	0.321973205745	66	66	1	0.00487838190523
86	mouse69	0.00116433119711	33	33	1	3.52827635487e-05
86	mouse7	0.0879169145172	26	26	1	0.00338141978912
86	mouse70	0.405214593824	45	45	1	0.00900476875164
86	mouse72	0.212969042644	59	59	1	0.00360964479058
86	mouse73	-0.690484909129	52	52	1	-0.0132785559448
86	mouse74	-0.277734897797	24	24	1	-0.0115722874082
86	mouse76	0.0730752972531	44	44	1	0.0016608022103
86	mouse8	-0.41976568345	33	33	1	-0.0127201722257
86	mouse9	0.699715749202	39	39	1	0.0179414294667
87	mouse10	0.442111272354	32	32	1	0.0138159772611
87	mouse11	0.0630662289366	59	59	1	0.00106891913452
87	mouse12	0.602780157502	37	38	0.973684210526	0.0162913556082
87	mouse13	0.075109167711	54	55	0.981818181818	0.00139091051317
87	mouse14	0.199074801993	20	20	1	0.00995374009966
87	mouse15	-0.621511372606	49	49	1	-0.0126839055634
87	mouse16	0.876216945369	21	21	1	0.0417246164462
87	mouse18	0.0981497768172	52	52	1	0.00188749570802
87	mouse19	-0.295833724539	45	46	0.978260869565	-0.00657408276753
87	mouse20	0.262740592088	63	63	1	0.0041704855887
87	mouse21	0.793293050992	36	36	1	0.0220359180831
87	mouse22	-0.256520236513	40	40	1	-0.00641300591282
87	mouse23	-0.776640216057	69	70	0.985714285714	-0.0112556553052
87	mouse24	0.39478458541	28	28	1	0.0140994494789
87	mouse25	-0.571557025652	34	34	1	-0.0168105007545
87	mouse26	-0.493078337644	28	28	1	-0.0176099406302
87	mouse33	0.665160252785	26	26	1	0.0255830866456
87	mouse34	-0.140387818378	57	57	1	-0.00246294418207
87	mouse35	-0.256938004681	30	31	0.967741935484	-0.00856460015604
87	mouse36	0.561072800208	29	29	1	0.0193473379382
87	mouse38	-0.435021920179	44	44	1	-0.00988686182225
87	mouse4	-0.919898953043	36	36	1	-0.0255527486956
87	mouse44	0.00482553719722	32	32	1	0.000150798037413
87	mouse45	-0.432253846428	40	40	1	-0.0108063461607
87	mouse52	-0.123745704095	49	49	1	-0.00252542253255
87	mouse54	-0.469217226737	44	44	1	-0.0106640278804
87	mouse55	-0.00022238450135	56	56	1	-3.97115180983e-06
87	mouse56	0.584011241651	25	25	1	0.023360449666
87	mouse57	0.134958264354	22	22	1	0.00613446656157
87	mouse6	-0.566811136195	35	36	0.972222222222	-0.0161946038913
87	mouse60	1.54855278638	92	93	0.989247311828	0.0168320955042
87	mouse61	-0.170884845944	20	20	1	-0.00854424229718
87	mouse62	0.371281723915	64	64	1	0.00580127693617
87	mouse63	-0.00727282035706	76	76	1	-9.56950046982e-05
87	mouse67	0.77959041344	63	63	1	0.012374451007
87	mouse68	0.261997576618	107	107	1	0.00244857548241
87	mouse69	0.4939690042	41	41	1	0.0120480244927
87	mouse7	0.939309062796	49	50	0.98	0.0191695727101
87	mouse70	0.965954815406	45	45	1	0.0214656625646
87	mouse72	-1.05121307691	98	98	1	-0.0107266640501
87	mouse73	-0.8508961186	69	70	0.985714285714	-0.0123318278058
87	mouse74	0.275447313446	48	48	1	0.0057384856968
87	mouse75	0.0942326100692	30	30	1	0.00314108700231
87	mouse76	0.87613977873	57	57	1	0.0153708733111
87	mouse8	0.615785614437	43	43	1	0.0143205956846
87	mouse9	-0.357361683555	50	50	1	-0.00714723367111
88	mouse10	-0.0737811776303	22	22	1	-0.00335368989229
88	mouse11	0.0404835296189	42	42	1	0.000963893562356
88	mouse12	0.524410970879	35	35	1	0.0149831705965
88	mouse13	0.376854352259	51	52	0.980769230769	0.00738930102469
88	mouse14	0.124124044518	29	29	1	0.00428013946612
88	mouse15	-0.252554501689	37	38	0.973684210526	-0.00682579734295
88	mouse16	-0.359986644059	37	37	1	-0.00972936875834
88	mouse17	0.120009340413	21	21	1	0.00571473049587
88	mouse18	-0.699592669616	45	45	1	-0.0155465037693
88	mouse19	-0.639660585777	30	30	1	-0.0213220195259
88	mouse20	1.16469951101	42	42	1	0.0277309407384
88	mouse21	0.337178283151	41	41	1	0.00822386056466
88	mouse22	-0.0306764342932	26	26	1	-0.00117986285743
88	mouse23	0.567961697213	66	66	1	0.00860548026081
88	mouse26	-0.308613455078	22	22	1	-0.0140278843217
88	mouse34	-0.633040646432	34	34	1	-0.0186188425421
88	mouse35	0.237984129568	23	23	1	0.0103471360682
88	mouse36	-0.175729275297	21	21	1	-0.00836806072842
88	mouse38	0.618797956283	48	48	1	0.0128916240892
88	mouse4	0.335327892441	34	35	0.971428571429	0.0098625850718
88	mouse44	0.415152112821	25	25	1	0.0166060845128
88	mouse45	0.250578658013	34	34	1	0.0073699605298
88	mouse52	0.571948617125	48	48	1	0.0119155961901
88	mouse54	0.328413675298	39	39	1	0.00842086346919
88	mouse55	0.864518446436	42	42	1	0.0205837725342
88	mouse6	-0.507418890477	27	27	1	-0.0187932922399
88	mouse60	0.0238578717396	68	68	1	0.000350851054995
88	mouse62	0.0623922802253	70	70	1	0.000891318288933
88	mouse63	0.0248206475853	69	70	0.985714285714	0.000359719530221
88	mouse67	1.15921832868	52	52	1	0.022292660167
88	mouse68	-1.1676018735	83	83	1	-0.0140674924518
88	mouse69	-0.0895957926793	45	46	0.978260869565	-0.0019910176151
88	mouse7	0.17902865646	28	28	1	0.00639388058786
88	mouse70	-0.0570898898844	55	55	1	-0.0010379979979
88	mouse72	0.591893369645	73	73	1	0.0081081283513
88	mouse73	0.145152674984	55	55	1	0.00263913954516
88	mouse74	0.242139981546	42	43	0.976744186047	0.00576523765585
88	mouse75	0.126146938221	21	21	1	0.00600699705816
88	mouse76	0.00522603931474	61	61	1	8.56727756514e-05
88	mouse8	0.316812139672	27	28	0.964285714286	0.0117337829508
88	mouse9	0.488762101678	36	36	1	0.0135767250466
89	mouse10	-0.164074691481	22	22	1	-0.00745794052187
89	mouse11	-0.403910589587	62	64	0.96875	-0.00651468692882
89	mouse12	-0.80387242522	34	35	0.971428571429	-0.0236433066241
89	mouse13	0.351187853121	47	48	0.979166666667	0.0074720819813
89	mouse14	0.819721345862	26	27	0.962962962963	0.0315277440716
89	mouse15	-1.0584060935	49	49	1	-0.0216001243571
