target	mouse	readout	difference	primary	min10	target_cells
Adamts17	mouse38	synapse	0.00938812375139	True	True	31
Adamts17	mouse38	proteasome	0.0297843096974	True	True	31
Adamts17	mouse38	synapse_without_Syt1	0.00917767604847	True	True	31
Adamts17	mouse38	gene_Syp	0.18810926245	True	True	31
Adamts17	mouse38	gene_Syt1	0.027065730797	True	True	31
Adamts17	mouse38	gene_Snca	-0.0773206281942	True	True	31
Adamts17	mouse38	gene_Naa20	-0.046616729051	True	True	31
Adamts17	mouse38	gene_Naa25	-0.0755614236714	True	True	31
Adamts17	mouse38	gene_Pomp	0.055455507652	True	True	31
Adamts17	mouse38	gene_Psmb4	0.0535007963212	True	True	31
Adamts17	mouse38	gene_Psmc5	0.292020710597	True	True	31
Adamts17	mouse39	synapse	0.0178948354572	False	False	9
Adamts17	mouse39	proteasome	0.0385695560129	False	False	9
Adamts17	mouse39	synapse_without_Syt1	0.0164532891188	False	False	9
Adamts17	mouse39	gene_Syp	0.114099262902	False	False	9
Adamts17	mouse39	gene_Syt1	0.138984727882	False	False	9
Adamts17	mouse39	gene_Snca	0.197934899641	False	False	9
Adamts17	mouse39	gene_Naa20	-0.12236239859	False	False	9
Adamts17	mouse39	gene_Naa25	0.0664349377528	False	False	9
Adamts17	mouse39	gene_Pomp	0.166658486515	False	False	9
Adamts17	mouse39	gene_Psmb4	0.0411035555351	False	False	9
Adamts17	mouse39	gene_Psmc5	-0.0545642687826	False	False	9
Adamts17	mouse4	synapse	-0.0169057984491	True	True	31
Adamts17	mouse4	proteasome	-0.000520091055829	True	True	31
Adamts17	mouse4	synapse_without_Syt1	-0.0160434339476	True	True	31
Adamts17	mouse4	gene_Syp	-0.0617145712016	True	True	31
Adamts17	mouse4	gene_Syt1	-0.0893444165745	True	True	31
Adamts17	mouse4	gene_Snca	-0.0450398202703	True	True	31
Adamts17	mouse4	gene_Naa20	0.0695223830945	True	True	31
Adamts17	mouse4	gene_Naa25	-0.195884754504	True	True	31
Adamts17	mouse4	gene_Pomp	-0.00043431632335	True	True	31
Adamts17	mouse4	gene_Psmb4	-0.0127241908037	True	True	31
Adamts17	mouse4	gene_Psmc5	0.147818120397	True	True	31
Adamts17	mouse40	synapse	-0.00646034289264	False	True	13
Adamts17	mouse40	proteasome	-0.0591971266292	False	True	13
Adamts17	mouse40	synapse_without_Syt1	-0.00886783538739	False	True	13
Adamts17	mouse40	gene_Syp	-0.0516746356899	False	True	13
Adamts17	mouse40	gene_Syt1	0.195769026667	False	True	13
Adamts17	mouse40	gene_Snca	0.0720105515025	False	True	13
Adamts17	mouse40	gene_Naa20	-0.228306092419	False	True	13
Adamts17	mouse40	gene_Naa25	0.138493010885	False	True	13
Adamts17	mouse40	gene_Pomp	-0.0168476513966	False	True	13
Adamts17	mouse40	gene_Psmb4	-0.0560042181825	False	True	13
Adamts17	mouse40	gene_Psmc5	-0.272266105464	False	True	13
Adamts17	mouse41	synapse	-0.0507847858251	False	True	16
Adamts17	mouse41	proteasome	-0.0124601799501	False	True	16
Adamts17	mouse41	synapse_without_Syt1	-0.0491750672749	False	True	16
Adamts17	mouse41	gene_Syp	0.0154862727526	False	True	16
Adamts17	mouse41	gene_Syt1	-0.186001144038	False	True	16
Adamts17	mouse41	gene_Snca	0.254632384059	False	True	16
Adamts17	mouse41	gene_Naa20	-0.189759281329	False	True	16
Adamts17	mouse41	gene_Naa25	-0.083062336935	False	True	16
Adamts17	mouse41	gene_Pomp	-0.0409865907189	False	True	16
Adamts17	mouse41	gene_Psmb4	-0.0815302886928	False	True	16
Adamts17	mouse41	gene_Psmc5	-0.123110401874	False	True	16
Adamts17	mouse42	synapse	0.0141168821199	False	True	13
Adamts17	mouse42	proteasome	-0.00546153703288	False	True	13
Adamts17	mouse42	synapse_without_Syt1	0.0141501752639	False	True	13
Adamts17	mouse42	gene_Syp	-0.192971528212	False	True	13
Adamts17	mouse42	gene_Syt1	0.0113202580286	False	True	13
Adamts17	mouse42	gene_Snca	-0.0120491585817	False	True	13
Adamts17	mouse42	gene_Naa20	-0.0847341969226	False	True	13
